"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","EXP","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","Wchange","weight","weight_dpi0"
"1920",NA,NA,NA,7,"LM_0273",NA,"5.2b",0.66,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bAHN",386363.636363636,"E64","STRA_SCHUNT",106.377277599143,19.85,18.66
"1921",NA,NA,NA,2,"LM_0273",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bLNQ",NA,"E64","STRA_SCHUNT",100,18.66,18.66
"1922",NA,NA,NA,0,"LM_0273",NA,"5.2b",2.22,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bHVY",99099.0990990991,"E64","STRA_SCHUNT",100,18.66,18.66
"1923",NA,NA,NA,10,"LM_0273",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bESU",NA,"E64","STRA_SCHUNT",NA,NA,18.66
"1924",NA,NA,NA,3,"LM_0273",NA,"5.2b",1.25,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bFYZ",0,"E64","STRA_SCHUNT",100.69667738478,18.79,18.66
"1925",NA,NA,NA,11,"LM_0273",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bGVY",NA,"E64","STRA_SCHUNT",NA,NA,18.66
"1926",NA,NA,NA,1,"LM_0273",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bEMU",NA,"E64","STRA_SCHUNT",99.6784565916399,18.6,18.66
"1927",NA,NA,NA,8,"LM_0273",NA,"5.2b",0.63,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bIKV",23809.5238095238,"E64","STRA_SCHUNT",106.002143622722,19.78,18.66
"1928",NA,NA,NA,9,"LM_0273",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bHWX",NA,"E64","STRA_SCHUNT",NA,NA,18.66
"1929",NA,NA,NA,4,"LM_0273",NA,"5.2b",1.01,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bEYZ",0,"E64","STRA_SCHUNT",100.85744908896,18.82,18.66
"1930",NA,NA,NA,6,"LM_0273",NA,"5.2b",0.68,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bALO",1617647.05882353,"E64","STRA_SCHUNT",102.465166130761,19.12,18.66
"1931",NA,NA,NA,5,"LM_0273",NA,"5.2b",0.56,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bCFP",455357.142857143,"E64","STRA_SCHUNT",98.6602357984995,18.41,18.66
"1932",NA,NA,NA,3,"LM_0274",NA,"5.2b",2.14,"parental strains",NA,NA,NA,NA,NA,"5.2bRWX",0,"E64","STRA_STRA",105.882352941176,26.1,24.65
"1933",NA,NA,NA,7,"LM_0274",NA,"5.2b",1.05,"parental strains",NA,NA,NA,NA,NA,"5.2bFKL",302380.952380952,"E64","STRA_STRA",105.111561866126,25.91,24.65
"1934",NA,NA,NA,10,"LM_0274",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bTWX",NA,"E64","STRA_STRA",NA,NA,24.65
"1935",NA,NA,NA,4,"LM_0274",NA,"5.2b",2.34,"parental strains",NA,NA,NA,NA,NA,"5.2bTYZ",3205.12820512821,"E64","STRA_STRA",99.9188640973631,24.63,24.65
"1936",NA,NA,NA,11,"LM_0274",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bOSX",NA,"E64","STRA_STRA",NA,NA,24.65
"1937",NA,NA,NA,2,"LM_0274",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bPSZ",NA,"E64","STRA_STRA",85.3144016227181,21.03,24.65
"1938",NA,NA,NA,1,"LM_0274",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bTUZ",NA,"E64","STRA_STRA",91.6430020283976,22.59,24.65
"1939",NA,NA,NA,5,"LM_0274",NA,"5.2b",1.06,"parental strains",NA,NA,NA,NA,NA,"5.2bDIR",207547.169811321,"E64","STRA_STRA",95.6592292089249,23.58,24.65
"1940",NA,NA,NA,9,"LM_0274",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bDJY",NA,"E64","STRA_STRA",NA,NA,24.65
"1941",NA,NA,NA,0,"LM_0274",NA,"5.2b",1.85,"parental strains",NA,NA,NA,NA,NA,"5.2bBRY",0,"E64","STRA_STRA",100,24.65,24.65
"1942",NA,NA,NA,6,"LM_0274",NA,"5.2b",1.36,"parental strains",NA,NA,NA,NA,NA,"5.2bCEL",965073.529411765,"E64","STRA_STRA",103.083164300203,25.41,24.65
"1943",NA,NA,NA,8,"LM_0274",NA,"5.2b",1.47,"parental strains",NA,NA,NA,NA,NA,"5.2bEFZ",57823.1292517007,"E64","STRA_STRA",105.51724137931,26.01,24.65
"1944",NA,NA,NA,0,"LM_0275",NA,"5.2b",1.67,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bIOR",0,"E64","SCHUNT_PWD",100,19.4,19.4
"1945",NA,NA,NA,4,"LM_0275",NA,"5.2b",1.1,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bHMO",4545.45454545455,"E64","SCHUNT_PWD",94.1752577319588,18.27,19.4
"1946",NA,NA,NA,2,"LM_0275",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bKPQ",NA,"E64","SCHUNT_PWD",100.670103092784,19.53,19.4
"1947",NA,NA,NA,1,"LM_0275",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bFKX",NA,"E64","SCHUNT_PWD",92.3711340206186,17.92,19.4
"1948",NA,NA,NA,7,"LM_0275",NA,"5.2b",1,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bIQV",320000,"E64","SCHUNT_PWD",99.5876288659794,19.32,19.4
"1949",NA,NA,NA,3,"LM_0275",NA,"5.2b",2.04,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bKUW",0,"E64","SCHUNT_PWD",96.9587628865979,18.81,19.4
"1950",NA,NA,NA,10,"LM_0275",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bPTY",NA,"E64","SCHUNT_PWD",NA,NA,19.4
"1951",NA,NA,NA,11,"LM_0275",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bFOS",NA,"E64","SCHUNT_PWD",NA,NA,19.4
"1952",NA,NA,NA,8,"LM_0275",NA,"5.2b",1.39,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bISY",59352.5179856115,"E64","SCHUNT_PWD",98.659793814433,19.14,19.4
"1953",NA,NA,NA,6,"LM_0275",NA,"5.2b",0.57,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bKSW",675438.596491228,"E64","SCHUNT_PWD",99.0721649484536,19.22,19.4
"1954",NA,NA,NA,9,"LM_0275",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDHT",NA,"E64","SCHUNT_PWD",NA,NA,19.4
"1955",NA,NA,NA,5,"LM_0275",NA,"5.2b",0.78,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bILV",282051.282051282,"E64","SCHUNT_PWD",98.0927835051547,19.03,19.4
"1956",NA,NA,NA,10,"LM_0276",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bIQT",NA,"E64","STRA_STRA",NA,NA,24.31
"1957",NA,NA,NA,0,"LM_0276",NA,"5.2b",1.67,"parental strains",NA,NA,NA,NA,NA,"5.2bNTZ",0,"E64","STRA_STRA",100,24.31,24.31
"1958",NA,NA,NA,9,"LM_0276",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bLVX",NA,"E64","STRA_STRA",NA,NA,24.31
"1959",NA,NA,NA,6,"LM_0276",NA,"5.2b",1.47,"parental strains",NA,NA,NA,NA,NA,"5.2bDJK",418367.346938776,"E64","STRA_STRA",106.951871657754,26,24.31
"1960",NA,NA,NA,4,"LM_0276",NA,"5.2b",2.41,"parental strains",NA,NA,NA,NA,NA,"5.2bBGX",0,"E64","STRA_STRA",103.455368161251,25.15,24.31
"1961",NA,NA,NA,8,"LM_0276",NA,"5.2b",2.71,"parental strains",NA,NA,NA,NA,NA,"5.2bGWZ",55350.5535055351,"E64","STRA_STRA",112.176059234883,27.27,24.31
"1962",NA,NA,NA,11,"LM_0276",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bKPU",NA,"E64","STRA_STRA",NA,NA,24.31
"1963",NA,NA,NA,2,"LM_0276",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bELO",NA,"E64","STRA_STRA",101.234060057589,24.61,24.31
"1964",NA,NA,NA,7,"LM_0276",NA,"5.2b",1.45,"parental strains",NA,NA,NA,NA,NA,"5.2bHJP",89655.1724137931,"E64","STRA_STRA",109.502262443439,26.62,24.31
"1965",NA,NA,NA,5,"LM_0276",NA,"5.2b",1.67,"parental strains",NA,NA,NA,NA,NA,"5.2bADJ",161676.646706587,"E64","STRA_STRA",97.614150555327,23.73,24.31
"1966",NA,NA,NA,1,"LM_0276",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bCRZ",NA,"E64","STRA_STRA",99.958864664747,24.3,24.31
"1967",NA,NA,NA,3,"LM_0276",NA,"5.2b",1.95,"parental strains",NA,NA,NA,NA,NA,"5.2bFHS",0,"E64","STRA_STRA",105.594405594406,25.67,24.31
"1968",NA,NA,NA,11,"LM_0277",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bEHO",NA,"E64","BUSNA_STRA",NA,NA,19.36
"1969",NA,NA,NA,1,"LM_0277",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bEXY",NA,"E64","BUSNA_STRA",100.464876033058,19.45,19.36
"1970",NA,NA,NA,9,"LM_0277",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDVX",NA,"E64","BUSNA_STRA",NA,NA,19.36
"1971",NA,NA,NA,4,"LM_0277",NA,"5.2b",0.96,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bHMV",13020.8333333333,"E64","BUSNA_STRA",94.0082644628099,18.2,19.36
"1972",NA,NA,NA,0,"LM_0277",NA,"5.2b",1.4,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDMX",0,"E64","BUSNA_STRA",100,19.36,19.36
"1973",NA,NA,NA,6,"LM_0277",NA,"5.2b",0.89,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bJVW",494382.02247191,"E64","BUSNA_STRA",99.2768595041322,19.22,19.36
"1974",NA,NA,NA,5,"LM_0277",NA,"5.2b",0.61,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bIMZ",131147.540983607,"E64","BUSNA_STRA",89.1528925619835,17.26,19.36
"1975",NA,NA,NA,10,"LM_0277",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bASW",NA,"E64","BUSNA_STRA",NA,NA,19.36
"1976",NA,NA,NA,7,"LM_0277",NA,"5.2b",0.9,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bIRW",172222.222222222,"E64","BUSNA_STRA",101.342975206612,19.62,19.36
"1977",NA,NA,NA,3,"LM_0277",NA,"5.2b",1.63,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bLPY",0,"E64","BUSNA_STRA",95.3512396694215,18.46,19.36
"1978",NA,NA,NA,8,"LM_0277",NA,"5.2b",1.18,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCLP",31779.6610169492,"E64","BUSNA_STRA",101.239669421488,19.6,19.36
"1979",NA,NA,NA,2,"LM_0277",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBIZ",NA,"E64","BUSNA_STRA",95.8161157024793,18.55,19.36
"1980",NA,NA,NA,1,"LM_0278",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bIKU",NA,"E64","SCHUNT_PWD",98.9167616875713,17.35,17.54
"1981",NA,NA,NA,8,"LM_0278",NA,"5.2b",1.21,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bMUZ",128099.173553719,"E64","SCHUNT_PWD",104.960091220068,18.41,17.54
"1982",NA,NA,NA,0,"LM_0278",NA,"5.2b",1.75,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCPQ",0,"E64","SCHUNT_PWD",100,17.54,17.54
"1983",NA,NA,NA,5,"LM_0278",NA,"5.2b",0.99,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBLV",234848.484848485,"E64","SCHUNT_PWD",99.3158494868871,17.42,17.54
"1984",NA,NA,NA,9,"LM_0278",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bMUY",NA,"E64","SCHUNT_PWD",NA,NA,17.54
"1985",NA,NA,NA,6,"LM_0278",NA,"5.2b",0.99,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bKQU",462121.212121212,"E64","SCHUNT_PWD",99.1448118586089,17.39,17.54
"1986",NA,NA,NA,7,"LM_0278",NA,"5.2b",0.88,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCOS",519886.363636364,"E64","SCHUNT_PWD",101.026225769669,17.72,17.54
"1987",NA,NA,NA,3,"LM_0278",NA,"5.2b",2.2,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bEGJ",0,"E64","SCHUNT_PWD",101.539338654504,17.81,17.54
"1988",NA,NA,NA,11,"LM_0278",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bAHW",NA,"E64","SCHUNT_PWD",NA,NA,17.54
"1989",NA,NA,NA,4,"LM_0278",NA,"5.2b",1.71,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bFGN",4385.9649122807,"E64","SCHUNT_PWD",97.3204104903079,17.07,17.54
"1990",NA,NA,NA,2,"LM_0278",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bGJK",NA,"E64","SCHUNT_PWD",100.057012542759,17.55,17.54
"1991",NA,NA,NA,10,"LM_0278",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bQXY",NA,"E64","SCHUNT_PWD",NA,NA,17.54
"1992",NA,NA,NA,6,"LM_0279",NA,"5.2b",0.5,"parental strains",NA,NA,NA,NA,NA,"5.2bOSU",245000,"E64","BUSNA_BUSNA",98.5107967237528,13.23,13.43
"1993",NA,NA,NA,5,"LM_0279",NA,"5.2b",0.44,"parental strains",NA,NA,NA,NA,NA,"5.2bDNV",34090.9090909091,"E64","BUSNA_BUSNA",92.553983618764,12.43,13.43
"1994",NA,NA,NA,11,"LM_0279",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bDVY",NA,"E64","BUSNA_BUSNA",NA,NA,13.43
"1995",NA,NA,NA,4,"LM_0279",NA,"5.2b",0.89,"parental strains",NA,NA,NA,NA,NA,"5.2bCPZ",0,"E64","BUSNA_BUSNA",90.6180193596426,12.17,13.43
"1996",NA,NA,NA,1,"LM_0279",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bJOR",NA,"E64","BUSNA_BUSNA",97.7661950856292,13.13,13.43
"1997",NA,NA,NA,9,"LM_0279",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bJXY",NA,"E64","BUSNA_BUSNA",NA,NA,13.43
"1998",NA,NA,NA,0,"LM_0279",NA,"5.2b",1.66,"parental strains",NA,NA,NA,NA,NA,"5.2bNPZ",0,"E64","BUSNA_BUSNA",100,13.43,13.43
"1999",NA,NA,NA,2,"LM_0279",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bKPR",NA,"E64","BUSNA_BUSNA",99.9255398361876,13.42,13.43
"2000",NA,NA,NA,7,"LM_0279",NA,"5.2b",0.53,"parental strains",NA,NA,NA,NA,NA,"5.2bGRS",47169.8113207547,"E64","BUSNA_BUSNA",101.861504095309,13.68,13.43
"2001",NA,NA,NA,10,"LM_0279",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bBHW",NA,"E64","BUSNA_BUSNA",NA,NA,13.43
"2002",NA,NA,NA,8,"LM_0279",NA,"5.2b",0.76,"parental strains",NA,NA,NA,NA,NA,"5.2bHLN",NA,"E64","BUSNA_BUSNA",107.371556217424,14.42,13.43
"2003",NA,NA,NA,3,"LM_0279",NA,"5.2b",0.92,"parental strains",NA,NA,NA,NA,NA,"5.2bBIU",0,"E64","BUSNA_BUSNA",95.3090096798213,12.8,13.43
"2004",NA,NA,NA,4,"LM_0280",NA,"5.2b",0.98,"parental strains",NA,NA,NA,NA,NA,"5.2bFNT",0,"E64","SCHUNT_SCHUNT",98.9583333333333,16.15,16.32
"2005",NA,NA,NA,6,"LM_0280",NA,"5.2b",0.72,"parental strains",NA,NA,NA,NA,NA,"5.2bEPX",79861.1111111111,"E64","SCHUNT_SCHUNT",103.186274509804,16.84,16.32
"2006",NA,NA,NA,7,"LM_0280",NA,"5.2b",0.67,"parental strains",NA,NA,NA,NA,NA,"5.2bBIT",48507.4626865672,"E64","SCHUNT_SCHUNT",99.9387254901961,16.31,16.32
"2007",NA,NA,NA,8,"LM_0280",NA,"5.2b",0.61,"parental strains",NA,NA,NA,NA,NA,"5.2bBCT",81967.2131147541,"E64","SCHUNT_SCHUNT",98.7132352941176,16.11,16.32
"2008",NA,NA,NA,2,"LM_0280",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bLNS",NA,"E64","SCHUNT_SCHUNT",100.857843137255,16.46,16.32
"2009",NA,NA,NA,10,"LM_0280",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bAPZ",NA,"E64","SCHUNT_SCHUNT",NA,NA,16.32
"2010",NA,NA,NA,0,"LM_0280",NA,"5.2b",1.19,"parental strains",NA,NA,NA,NA,NA,"5.2bCJR",0,"E64","SCHUNT_SCHUNT",100,16.32,16.32
"2011",NA,NA,NA,3,"LM_0280",NA,"5.2b",0.92,"parental strains",NA,NA,NA,NA,NA,"5.2bFLO",0,"E64","SCHUNT_SCHUNT",94.6691176470588,15.45,16.32
"2012",NA,NA,NA,9,"LM_0280",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bBKO",NA,"E64","SCHUNT_SCHUNT",NA,NA,16.32
"2013",NA,NA,NA,5,"LM_0280",NA,"5.2b",1.11,"parental strains",NA,NA,NA,NA,NA,"5.2bKLR",18018.018018018,"E64","SCHUNT_SCHUNT",101.776960784314,16.61,16.32
"2014",NA,NA,NA,1,"LM_0280",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bHKQ",NA,"E64","SCHUNT_SCHUNT",99.4485294117647,16.23,16.32
"2015",NA,NA,NA,11,"LM_0280",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bAMX",NA,"E64","SCHUNT_SCHUNT",NA,NA,16.32
"2016",NA,NA,NA,6,"LM_0281",NA,"5.2b",0.67,"parental strains",NA,NA,NA,NA,NA,"5.2bJKX",194029.850746269,"E64","BUSNA_BUSNA",96.6689798750867,13.93,14.41
"2017",NA,NA,NA,8,"LM_0281",NA,"5.2b",1.41,"parental strains",NA,NA,NA,NA,NA,"5.2bBCP",19503.5460992908,"E64","BUSNA_BUSNA",96.1832061068702,13.86,14.41
"2018",NA,NA,NA,7,"LM_0281",NA,"5.2b",1.08,"parental strains",NA,NA,NA,NA,NA,"5.2bDMS",43981.4814814815,"E64","BUSNA_BUSNA",102.498265093685,14.77,14.41
"2019",NA,NA,NA,9,"LM_0281",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bABF",NA,"E64","BUSNA_BUSNA",NA,NA,14.41
"2020",NA,NA,NA,0,"LM_0281",NA,"5.2b",1.35,"parental strains",NA,NA,NA,NA,NA,"5.2bHLS",53703.7037037037,"E64","BUSNA_BUSNA",100,14.41,14.41
"2021",NA,NA,NA,2,"LM_0281",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bHSY",NA,"E64","BUSNA_BUSNA",97.7099236641221,14.08,14.41
"2022",NA,NA,NA,4,"LM_0281",NA,"5.2b",0.88,"parental strains",NA,NA,NA,NA,NA,"5.2bDYZ",11363.6363636364,"E64","BUSNA_BUSNA",96.2526023594726,13.87,14.41
"2023",NA,NA,NA,1,"LM_0281",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bJMN",NA,"E64","BUSNA_BUSNA",97.0853573907009,13.99,14.41
"2024",NA,NA,NA,5,"LM_0281",NA,"5.2b",0.58,"parental strains",NA,NA,NA,NA,NA,"5.2bKRT",86206.8965517241,"E64","BUSNA_BUSNA",97.5017349063151,14.05,14.41
"2025",NA,NA,NA,10,"LM_0281",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bFIJ",NA,"E64","BUSNA_BUSNA",NA,NA,14.41
"2026",NA,NA,NA,11,"LM_0281",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bPST",NA,"E64","BUSNA_BUSNA",NA,NA,14.41
"2027",NA,NA,NA,3,"LM_0281",NA,"5.2b",1.32,"parental strains",NA,NA,NA,NA,NA,"5.2bJUY",60606.0606060606,"E64","BUSNA_BUSNA",98.265093684941,14.16,14.41
"2028",NA,NA,NA,11,"LM_0282",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bIJN",NA,"E64","STRA_STRA",NA,NA,24.32
"2029",NA,NA,NA,0,"LM_0282",NA,"5.2b",1.18,"parental strains",NA,NA,NA,NA,NA,"5.2bBCF",0,"E64","STRA_STRA",100,24.32,24.32
"2030",NA,NA,NA,8,"LM_0282",NA,"5.2b",1.34,"parental strains",NA,NA,NA,NA,NA,"5.2bFXZ",85820.895522388,"E64","STRA_STRA",104.029605263158,25.3,24.32
"2031",NA,NA,NA,9,"LM_0282",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bAQT",NA,"E64","STRA_STRA",NA,NA,24.32
"2032",NA,NA,NA,2,"LM_0282",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bLST",NA,"E64","STRA_STRA",83.7171052631579,20.36,24.32
"2033",NA,NA,NA,10,"LM_0282",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bGLX",NA,"E64","STRA_STRA",NA,NA,24.32
"2034",NA,NA,NA,3,"LM_0282",NA,"5.2b",2.69,"parental strains",NA,NA,NA,NA,NA,"5.2bEQV",0,"E64","STRA_STRA",100.616776315789,24.47,24.32
"2035",NA,NA,NA,1,"LM_0282",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bEOS",NA,"E64","STRA_STRA",97.8618421052632,23.8,24.32
"2036",NA,NA,NA,4,"LM_0282",NA,"5.2b",2.2,"parental strains",NA,NA,NA,NA,NA,"5.2bFKU",29545.4545454545,"E64","STRA_STRA",97.3273026315789,23.67,24.32
"2037",NA,NA,NA,6,"LM_0282",NA,"5.2b",1.51,"parental strains",NA,NA,NA,NA,NA,"5.2bJPU",660596.026490066,"E64","STRA_STRA",100.246710526316,24.38,24.32
"2038",NA,NA,NA,5,"LM_0282",NA,"5.2b",1.45,"parental strains",NA,NA,NA,NA,NA,"5.2bDST",327586.206896552,"E64","STRA_STRA",97.4095394736842,23.69,24.32
"2039",NA,NA,NA,7,"LM_0282",NA,"5.2b",1.15,"parental strains",NA,NA,NA,NA,NA,"5.2bGVW",141304.347826087,"E64","STRA_STRA",104.810855263158,25.49,24.32
"2040",NA,NA,NA,10,"LM_0283",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bDFS",NA,"E64","PWD_PWD",NA,NA,15.15
"2041",NA,NA,NA,5,"LM_0283",NA,"5.2b",0.3,"parental strains",NA,NA,NA,NA,NA,"5.2bBSV",325000,"E64","PWD_PWD",93.7293729372937,14.2,15.15
"2042",NA,NA,NA,7,"LM_0283",NA,"5.2b",0.31,"parental strains",NA,NA,NA,NA,NA,"5.2bEFX",411290.322580645,"E64","PWD_PWD",94.6534653465346,14.34,15.15
"2043",NA,NA,NA,3,"LM_0283",NA,"5.2b",1,"parental strains",NA,NA,NA,NA,NA,"5.2bJTY",0,"E64","PWD_PWD",97.5577557755775,14.78,15.15
"2044",NA,NA,NA,1,"LM_0283",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bDLY",NA,"E64","PWD_PWD",96.1056105610561,14.56,15.15
"2045",NA,NA,NA,11,"LM_0283",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bCOU",NA,"E64","PWD_PWD",NA,NA,15.15
"2046",NA,NA,NA,2,"LM_0283",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bDHX",NA,"E64","PWD_PWD",95.7095709570957,14.5,15.15
"2047",NA,NA,NA,9,"LM_0283",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bHOT",NA,"E64","PWD_PWD",NA,NA,15.15
"2048",NA,NA,NA,0,"LM_0283",NA,"5.2b",1.32,"parental strains",NA,NA,NA,NA,NA,"5.2bBDR",64393.9393939394,"E64","PWD_PWD",100,15.15,15.15
"2049",NA,NA,NA,4,"LM_0283",NA,"5.2b",0.47,"parental strains",NA,NA,NA,NA,NA,"5.2bGUY",0,"E64","PWD_PWD",96.4356435643564,14.61,15.15
"2050",NA,NA,NA,8,"LM_0283",NA,"5.2b",0.6,"parental strains",NA,NA,NA,NA,NA,"5.2bAFQ",229166.666666667,"E64","PWD_PWD",93.7953795379538,14.21,15.15
"2051",NA,NA,NA,6,"LM_0283",NA,"5.2b",0.3,"parental strains",NA,NA,NA,NA,NA,"5.2bABC",1791666.66666667,"E64","PWD_PWD",95.8415841584158,14.52,15.15
"2052",NA,NA,NA,10,"LM_0284",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bEIV",NA,"E64","STRA_BUSNA",NA,NA,21.53
"2053",NA,NA,NA,3,"LM_0284",NA,"5.2b",2.13,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bHKO",3521.12676056338,"E64","STRA_BUSNA",96.6093822573154,20.8,21.53
"2054",NA,NA,NA,0,"LM_0284",NA,"5.2b",1.88,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBGH",183510.638297872,"E64","STRA_BUSNA",100,21.53,21.53
"2055",NA,NA,NA,6,"LM_0284",NA,"5.2b",0.57,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDIO",776315.789473684,"E64","STRA_BUSNA",88.7598699489085,19.11,21.53
"2056",NA,NA,NA,5,"LM_0284",NA,"5.2b",0.42,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bAMP",392857.142857143,"E64","STRA_BUSNA",88.0631676730144,18.96,21.53
"2057",NA,NA,NA,7,"LM_0284",NA,"5.2b",0.8,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCRV",456250,"E64","STRA_BUSNA",94.4728286112401,20.34,21.53
"2058",NA,NA,NA,4,"LM_0284",NA,"5.2b",1.1,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bLMN",61363.6363636364,"E64","STRA_BUSNA",93.4509986065954,20.12,21.53
