"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","EXP","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","Wchange","weight","weight_dpi0"
"1194",NA,NA,NA,7,"LM_0211",NA,"5.1b",0.86,"parental strains",NA,NA,NA,NA,NA,"5.1bIOQ",2132267.44186047,"E64","PWD_PWD",86.3949483352468,15.05,17.42
"1195",NA,NA,NA,3,"LM_0211",NA,"5.1b",1.04,"parental strains",NA,NA,NA,NA,NA,"5.1bGHI",0,"E64","PWD_PWD",99.8851894374282,17.4,17.42
"1196",NA,NA,NA,10,"LM_0211",NA,"5.1b",0.89,"parental strains",NA,NA,NA,NA,NA,"5.1bDKM",11235.9550561798,"E64","PWD_PWD",102.985074626866,17.94,17.42
"1197",NA,NA,NA,2,"LM_0211",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bOUW",NA,"E64","PWD_PWD",101.95177956372,17.76,17.42
"1198",NA,NA,NA,4,"LM_0211",NA,"5.1b",0.8,"parental strains",NA,NA,NA,NA,NA,"5.1bFNP",0,"E64","PWD_PWD",97.8760045924225,17.05,17.42
"1199",NA,NA,NA,9,"LM_0211",NA,"5.1b",0.94,"parental strains",NA,NA,NA,NA,NA,"5.1bAPU",26595.7446808511,"E64","PWD_PWD",101.779563719862,17.73,17.42
"1200",NA,NA,NA,1,"LM_0211",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bFPY",NA,"E64","PWD_PWD",101.607347876005,17.7,17.42
"1201",NA,NA,NA,8,"LM_0211",NA,"5.1b",1.11,"parental strains",NA,NA,NA,NA,NA,"5.1bFPS",119369.369369369,"E64","PWD_PWD",99.0815154994259,17.26,17.42
"1202",NA,NA,NA,0,"LM_0211",NA,"5.1b",1.38,"parental strains",NA,NA,NA,NA,NA,"5.1bBKT",0,"E64","PWD_PWD",100,17.42,17.42
"1203",NA,NA,NA,10,"LM_0212",NA,"5.1b",1.34,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bDIK",7462.68656716418,"E64","SCHUNT_STRA",95.8294717330862,20.68,21.58
"1204",NA,NA,NA,2,"LM_0212",NA,"5.1b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bHTY",NA,"E64","SCHUNT_STRA",97.8220574606117,21.11,21.58
"1205",NA,NA,NA,7,"LM_0212",NA,"5.1b",1.5,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bDNY",213333.333333333,"E64","SCHUNT_STRA",91.1492122335496,19.67,21.58
"1206",NA,NA,NA,5,"LM_0212",NA,"5.1b",0.46,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bNOP",152173.913043478,"E64","SCHUNT_STRA",88.5078776645042,19.1,21.58
"1207",NA,NA,NA,0,"LM_0212",NA,"5.1b",1.29,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bHJQ",0,"E64","SCHUNT_STRA",100,21.58,21.58
"1208",NA,NA,NA,1,"LM_0212",NA,"5.1b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bGHT",NA,"E64","SCHUNT_STRA",99.8609823911029,21.55,21.58
"1209",NA,NA,NA,3,"LM_0212",NA,"5.1b",1.22,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bGKV",0,"E64","SCHUNT_STRA",97.5903614457831,21.06,21.58
"1210",NA,NA,NA,6,"LM_0212",NA,"5.1b",0.85,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bABY",2173529.41176471,"E64","SCHUNT_STRA",86.5616311399444,18.68,21.58
"1211",NA,NA,NA,9,"LM_0212",NA,"5.1b",2.07,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bBOX",20531.4009661836,"E64","SCHUNT_STRA",95.9684893419833,20.71,21.58
"1212",NA,NA,NA,8,"LM_0212",NA,"5.1b",1.71,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bCNR",55555.5555555556,"E64","SCHUNT_STRA",93.5125115848007,20.18,21.58
"1213",NA,NA,NA,4,"LM_0212",NA,"5.1b",1.59,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bHLO",1572.32704402516,"E64","SCHUNT_STRA",89.9907321594069,19.42,21.58
"1214",NA,NA,NA,6,"LM_0213",NA,"5.1b",0.49,"parental strains",NA,NA,NA,NA,NA,"5.1bABM",1428571.42857143,"E64","PWD_PWD",91.1630929174789,14.03,15.39
"1215",NA,NA,NA,3,"LM_0213",NA,"5.1b",0.93,"parental strains",NA,NA,NA,NA,NA,"5.1bDJW",0,"E64","PWD_PWD",103.638726445744,15.95,15.39
"1216",NA,NA,NA,10,"LM_0213",NA,"5.1b",0.56,"parental strains",NA,NA,NA,NA,NA,"5.1bTUW",0,"E64","PWD_PWD",102.33918128655,15.75,15.39
"1217",NA,NA,NA,7,"LM_0213",NA,"5.1b",0.84,"parental strains",NA,NA,NA,NA,NA,"5.1bDMY",770833.333333333,"E64","PWD_PWD",100.259909031839,15.43,15.39
"1218",NA,NA,NA,8,"LM_0213",NA,"5.1b",0.98,"parental strains",NA,NA,NA,NA,NA,"5.1bNST",38265.306122449,"E64","PWD_PWD",107.667316439246,16.57,15.39
"1219",NA,NA,NA,9,"LM_0213",NA,"5.1b",0.92,"parental strains",NA,NA,NA,NA,NA,"5.1bDRT",62500,"E64","PWD_PWD",108.317089018843,16.67,15.39
"1220",NA,NA,NA,4,"LM_0213",NA,"5.1b",0.86,"parental strains",NA,NA,NA,NA,NA,"5.1bCGQ",11627.9069767442,"E64","PWD_PWD",95.7764782326186,14.74,15.39
"1221",NA,NA,NA,0,"LM_0213",NA,"5.1b",1.4,"parental strains",NA,NA,NA,NA,NA,"5.1bFHV",0,"E64","PWD_PWD",100,15.39,15.39
"1222",NA,NA,NA,1,"LM_0213",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bORX",NA,"E64","PWD_PWD",99.6101364522417,15.33,15.39
"1223",NA,NA,NA,5,"LM_0213",NA,"5.1b",0.23,"parental strains",NA,NA,NA,NA,NA,"5.1bDPZ",184782.608695652,"E64","PWD_PWD",87.5243664717349,13.47,15.39
"1224",NA,NA,NA,2,"LM_0213",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bCFO",NA,"E64","PWD_PWD",101.234567901235,15.58,15.39
"1225",NA,NA,NA,8,"LM_0214",NA,"5.1b",1.67,"parental strains",NA,NA,NA,NA,NA,"5.1bNXZ",62874.251497006,"E64","STRA_STRA",97.9948960991615,26.88,27.43
"1226",NA,NA,NA,7,"LM_0214",NA,"5.1b",2.39,"parental strains",NA,NA,NA,NA,NA,"5.1bEUV",456066.945606695,"E64","STRA_STRA",90.885891359825,24.93,27.43
"1227",NA,NA,NA,4,"LM_0214",NA,"5.1b",2.14,"parental strains",NA,NA,NA,NA,NA,"5.1bPRY",0,"E64","STRA_STRA",96.7553773240977,26.54,27.43
"1228",NA,NA,NA,0,"LM_0214",NA,"5.1b",1.12,"parental strains",NA,NA,NA,NA,NA,"5.1bDES",0,"E64","STRA_STRA",100,27.43,27.43
"1229",NA,NA,NA,9,"LM_0214",NA,"5.1b",1.27,"parental strains",NA,NA,NA,NA,NA,"5.1bCEY",94488.1889763779,"E64","STRA_STRA",102.260298942763,28.05,27.43
"1230",NA,NA,NA,1,"LM_0214",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bFLM",NA,"E64","STRA_STRA",98.541742617572,27.03,27.43
"1231",NA,NA,NA,3,"LM_0214",NA,"5.1b",1.73,"parental strains",NA,NA,NA,NA,NA,"5.1bKPT",0,"E64","STRA_STRA",103.171709806781,28.3,27.43
"1232",NA,NA,NA,5,"LM_0214",NA,"5.1b",0.92,"parental strains",NA,NA,NA,NA,NA,"5.1bDLQ",2717.39130434783,"E64","STRA_STRA",92.6358002187386,25.41,27.43
"1233",NA,NA,NA,10,"LM_0214",NA,"5.1b",1.15,"parental strains",NA,NA,NA,NA,NA,"5.1bEIJ",4347.82608695652,"E64","STRA_STRA",103.317535545024,28.34,27.43
"1234",NA,NA,NA,2,"LM_0214",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bADQ",NA,"E64","STRA_STRA",99.5625227852716,27.31,27.43
"1235",NA,NA,NA,6,"LM_0214",NA,"5.1b",0.29,"parental strains",NA,NA,NA,NA,NA,"5.1bOTZ",1370689.65517241,"E64","STRA_STRA",88.7349617207437,24.34,27.43
"1236",NA,NA,NA,1,"LM_0215",NA,"5.1b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bGMN",NA,"E64","BUSNA_STRA",100.167364016736,23.94,23.9
"1237",NA,NA,NA,10,"LM_0215",NA,"5.1b",0.96,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bKQY",0,"E64","BUSNA_STRA",104.811715481172,25.05,23.9
"1238",NA,NA,NA,2,"LM_0215",NA,"5.1b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bPRZ",NA,"E64","BUSNA_STRA",101.129707112971,24.17,23.9
"1239",NA,NA,NA,8,"LM_0215",NA,"5.1b",1.52,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bKNW",34539.4736842105,"E64","BUSNA_STRA",103.849372384937,24.82,23.9
"1240",NA,NA,NA,3,"LM_0215",NA,"5.1b",1.84,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bDGQ",0,"E64","BUSNA_STRA",101.63179916318,24.29,23.9
"1241",NA,NA,NA,0,"LM_0215",NA,"5.1b",1.73,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bELT",0,"E64","BUSNA_STRA",100,23.9,23.9
"1242",NA,NA,NA,4,"LM_0215",NA,"5.1b",1.76,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bEWX",17045.4545454545,"E64","BUSNA_STRA",96.0669456066946,22.96,23.9
"1243",NA,NA,NA,5,"LM_0215",NA,"5.1b",0.7,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bCPS",53571.4285714286,"E64","BUSNA_STRA",93.3054393305439,22.3,23.9
"1244",NA,NA,NA,9,"LM_0215",NA,"5.1b",1.47,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bEQZ",0,"E64","BUSNA_STRA",105.648535564854,25.25,23.9
"1245",NA,NA,NA,7,"LM_0215",NA,"5.1b",1.29,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bENO",234496.124031008,"E64","BUSNA_STRA",106.359832635983,25.42,23.9
"1246",NA,NA,NA,6,"LM_0215",NA,"5.1b",1.32,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bGMX",2151515.15151515,"E64","BUSNA_STRA",98.7866108786611,23.61,23.9
"1247",NA,NA,NA,5,"LM_0216",NA,"5.1b",0.39,"parental strains",NA,NA,NA,NA,NA,"5.1bBDV",288461.538461538,"E64","BUSNA_BUSNA",81.9814915623299,15.06,18.37
"1248",NA,NA,NA,3,"LM_0216",NA,"5.1b",1.16,"parental strains",NA,NA,NA,NA,NA,"5.1bJMW",0,"E64","BUSNA_BUSNA",91.6712030484485,16.84,18.37
"1249",NA,NA,NA,1,"LM_0216",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bSVY",NA,"E64","BUSNA_BUSNA",93.1954273271639,17.12,18.37
"1250",NA,NA,NA,8,"LM_0216",NA,"5.1b",1.62,"parental strains",NA,NA,NA,NA,NA,"5.1bALW",0,"E64","BUSNA_BUSNA",92.7599346761023,17.04,18.37
"1251",NA,NA,NA,7,"LM_0216",NA,"5.1b",1.85,"parental strains",NA,NA,NA,NA,NA,"5.1bJOW",140540.540540541,"E64","BUSNA_BUSNA",97.3326075122482,17.88,18.37
"1252",NA,NA,NA,4,"LM_0216",NA,"5.1b",1.05,"parental strains",NA,NA,NA,NA,NA,"5.1bGIQ",4761.90476190476,"E64","BUSNA_BUSNA",88.6771910724006,16.29,18.37
"1253",NA,NA,NA,2,"LM_0216",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bABJ",NA,"E64","BUSNA_BUSNA",89.7659227000544,16.49,18.37
"1254",NA,NA,NA,6,"LM_0216",NA,"5.1b",1.26,"parental strains",NA,NA,NA,NA,NA,"5.1bBFX",1680555.55555556,"E64","BUSNA_BUSNA",92.1066956995101,16.92,18.37
"1255",NA,NA,NA,0,"LM_0216",NA,"5.1b",1.26,"parental strains",NA,NA,NA,NA,NA,"5.1bNSU",0,"E64","BUSNA_BUSNA",100,18.37,18.37
"1256",NA,NA,NA,10,"LM_0216",NA,"5.1b",0.93,"parental strains",NA,NA,NA,NA,NA,"5.1bAMT",5376.34408602151,"E64","BUSNA_BUSNA",96.842678279804,17.79,18.37
"1257",NA,NA,NA,9,"LM_0216",NA,"5.1b",0.74,"parental strains",NA,NA,NA,NA,NA,"5.1bNVW",10135.1351351351,"E64","BUSNA_BUSNA",96.0805661404464,17.65,18.37
"1258",NA,NA,NA,6,"LM_0217",NA,"5.1b",1.31,"parental strains",NA,NA,NA,NA,NA,"5.1bDFN",1585877.86259542,"E64","BUSNA_BUSNA",98.0834272829763,17.4,17.74
"1259",NA,NA,NA,1,"LM_0217",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bOTY",NA,"E64","BUSNA_BUSNA",98.8726042841037,17.54,17.74
"1260",NA,NA,NA,9,"LM_0217",NA,"5.1b",1.52,"parental strains",NA,NA,NA,NA,NA,"5.1bOVW",4934.21052631579,"E64","BUSNA_BUSNA",106.08793686584,18.82,17.74
"1261",NA,NA,NA,4,"LM_0217",NA,"5.1b",0.93,"parental strains",NA,NA,NA,NA,NA,"5.1bMXY",5376.34408602151,"E64","BUSNA_BUSNA",94.532130777903,16.77,17.74
"1262",NA,NA,NA,8,"LM_0217",NA,"5.1b",1.03,"parental strains",NA,NA,NA,NA,NA,"5.1bLPV",7281.55339805825,"E64","BUSNA_BUSNA",103.269447576099,18.32,17.74
"1263",NA,NA,NA,5,"LM_0217",NA,"5.1b",0.39,"parental strains",NA,NA,NA,NA,NA,"5.1bMQY",557692.307692308,"E64","BUSNA_BUSNA",95.2649379932356,16.9,17.74
"1264",NA,NA,NA,10,"LM_0217",NA,"5.1b",1.18,"parental strains",NA,NA,NA,NA,NA,"5.1bHMZ",0,"E64","BUSNA_BUSNA",109.639233370913,19.45,17.74
"1265",NA,NA,NA,7,"LM_0217",NA,"5.1b",1.19,"parental strains",NA,NA,NA,NA,NA,"5.1bOPW",252100.840336134,"E64","BUSNA_BUSNA",103.945885005637,18.44,17.74
"1266",NA,NA,NA,3,"LM_0217",NA,"5.1b",1.2,"parental strains",NA,NA,NA,NA,NA,"5.1bCDS",0,"E64","BUSNA_BUSNA",98.1397970687711,17.41,17.74
"1267",NA,NA,NA,0,"LM_0217",NA,"5.1b",1.3,"parental strains",NA,NA,NA,NA,NA,"5.1bFKY",0,"E64","BUSNA_BUSNA",100,17.74,17.74
"1268",NA,NA,NA,2,"LM_0217",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bCEV",NA,"E64","BUSNA_BUSNA",98.5907553551297,17.49,17.74
"1269",NA,NA,NA,6,"LM_0218",NA,"5.1b",1.18,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bINU",207627.118644068,"E64","PWD_SCHUNT",98.8212180746562,20.12,20.36
"1270",NA,NA,NA,9,"LM_0218",NA,"5.1b",1.17,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bAJX",0,"E64","PWD_SCHUNT",100.196463654224,20.4,20.36
"1271",NA,NA,NA,7,"LM_0218",NA,"5.1b",1.78,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bAKV",214887.640449438,"E64","PWD_SCHUNT",102.308447937132,20.83,20.36
"1272",NA,NA,NA,1,"LM_0218",NA,"5.1b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bEFV",NA,"E64","PWD_SCHUNT",100.392927308448,20.44,20.36
"1273",NA,NA,NA,8,"LM_0218",NA,"5.1b",1.57,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bAEL",44585.9872611465,"E64","PWD_SCHUNT",102.897838899804,20.95,20.36
"1274",NA,NA,NA,3,"LM_0218",NA,"5.1b",1.74,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bCGX",0,"E64","PWD_SCHUNT",99.2141453831041,20.2,20.36
"1275",NA,NA,NA,5,"LM_0218",NA,"5.1b",0.72,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bBOS",197916.666666667,"E64","PWD_SCHUNT",97.7406679764244,19.9,20.36
"1276",NA,NA,NA,4,"LM_0218",NA,"5.1b",1.57,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bMUW",3184.71337579618,"E64","PWD_SCHUNT",101.178781925344,20.6,20.36
"1277",NA,NA,NA,10,"LM_0218",NA,"5.1b",1.28,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bGKS",5859.375,"E64","PWD_SCHUNT",102.750491159136,20.92,20.36
"1278",NA,NA,NA,0,"LM_0218",NA,"5.1b",1.32,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bJLZ",0,"E64","PWD_SCHUNT",100,20.36,20.36
"1279",NA,NA,NA,2,"LM_0218",NA,"5.1b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bAOQ",NA,"E64","PWD_SCHUNT",101.915520628684,20.75,20.36
"1280",NA,NA,NA,5,"LM_0219",NA,"5.1b",0.7,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bCER",14285.7142857143,"E64","SCHUNT_PWD",100.157894736842,19.03,19
"1281",NA,NA,NA,9,"LM_0219",NA,"5.1b",1.11,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bCDZ",2252.25225225225,"E64","SCHUNT_PWD",108.736842105263,20.66,19
"1282",NA,NA,NA,1,"LM_0219",NA,"5.1b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bALS",NA,"E64","SCHUNT_PWD",105.842105263158,20.11,19
"1283",NA,NA,NA,8,"LM_0219",NA,"5.1b",1.35,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bTUX",14814.8148148148,"E64","SCHUNT_PWD",109,20.71,19
"1284",NA,NA,NA,10,"LM_0219",NA,"5.1b",1.78,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bDFV",0,"E64","SCHUNT_PWD",102.105263157895,19.4,19
"1285",NA,NA,NA,0,"LM_0219",NA,"5.1b",1.67,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bCHN",0,"E64","SCHUNT_PWD",100,19,19
"1286",NA,NA,NA,4,"LM_0219",NA,"5.1b",1.57,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bOXY",0,"E64","SCHUNT_PWD",102.578947368421,19.49,19
"1287",NA,NA,NA,2,"LM_0219",NA,"5.1b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bACQ",NA,"E64","SCHUNT_PWD",107.315789473684,20.39,19
"1288",NA,NA,NA,7,"LM_0219",NA,"5.1b",1.64,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bEJL",318597.56097561,"E64","SCHUNT_PWD",107.631578947368,20.45,19
"1289",NA,NA,NA,3,"LM_0219",NA,"5.1b",1.65,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bABG",0,"E64","SCHUNT_PWD",100.263157894737,19.05,19
"1290",NA,NA,NA,6,"LM_0219",NA,"5.1b",1.48,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bCGL",1675675.67567568,"E64","SCHUNT_PWD",105.842105263158,20.11,19
"1291",NA,NA,NA,8,"LM_0220",NA,"5.1b",1.44,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bMRU",39062.5,"E64","BUSNA_PWD",99.8478701825558,19.69,19.72
"1292",NA,NA,NA,9,"LM_0220",NA,"5.1b",1.16,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bCEJ",6465.51724137931,"E64","BUSNA_PWD",99.6957403651116,19.66,19.72
"1293",NA,NA,NA,4,"LM_0220",NA,"5.1b",1.23,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bBDM",6097.56097560976,"E64","BUSNA_PWD",98.2758620689655,19.38,19.72
"1294",NA,NA,NA,6,"LM_0220",NA,"5.1b",1.21,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bAKR",2380165.2892562,"E64","BUSNA_PWD",97.3630831643002,19.2,19.72
"1295",NA,NA,NA,2,"LM_0220",NA,"5.1b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bEPS",NA,"E64","BUSNA_PWD",102.991886409736,20.31,19.72
"1296",NA,NA,NA,0,"LM_0220",NA,"5.1b",1.41,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bAGO",0,"E64","BUSNA_PWD",100,19.72,19.72
"1297",NA,NA,NA,7,"LM_0220",NA,"5.1b",1.02,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bBLW",343137.254901961,"E64","BUSNA_PWD",96.8559837728195,19.1,19.72
"1298",NA,NA,NA,10,"LM_0220",NA,"5.1b",0.9,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bBQS",13888.8888888889,"E64","BUSNA_PWD",100,19.72,19.72
"1299",NA,NA,NA,3,"LM_0220",NA,"5.1b",1.4,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bCIM",0,"E64","BUSNA_PWD",96.3488843813387,19,19.72
"1300",NA,NA,NA,5,"LM_0220",NA,"5.1b",0.74,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bDFL",297297.297297297,"E64","BUSNA_PWD",92.2413793103448,18.19,19.72
"1301",NA,NA,NA,1,"LM_0220",NA,"5.1b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.1bDGN",NA,"E64","BUSNA_PWD",101.369168356998,19.99,19.72
"1302",NA,NA,NA,8,"LM_0221",NA,"5.1b",1.45,"parental strains",NA,NA,NA,NA,NA,"5.1bBFN",22413.7931034483,"E64","SCHUNT_SCHUNT",94.4247339077547,18.63,19.73
"1303",NA,NA,NA,3,"LM_0221",NA,"5.1b",1.05,"parental strains",NA,NA,NA,NA,NA,"5.1bAQR",0,"E64","SCHUNT_SCHUNT",97.1109984794729,19.16,19.73
"1304",NA,NA,NA,1,"LM_0221",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bOTW",NA,"E64","SCHUNT_SCHUNT",99.2397364419665,19.58,19.73
"1305",NA,NA,NA,4,"LM_0221",NA,"5.1b",1.3,"parental strains",NA,NA,NA,NA,NA,"5.1bPQU",0,"E64","SCHUNT_SCHUNT",100.861632032438,19.9,19.73
"1306",NA,NA,NA,6,"LM_0221",NA,"5.1b",0.9,"parental strains",NA,NA,NA,NA,NA,"5.1bHOZ",230555.555555556,"E64","SCHUNT_SCHUNT",93.5124176381145,18.45,19.73
"1307",NA,NA,NA,2,"LM_0221",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bDEI",NA,"E64","SCHUNT_SCHUNT",101.469842878865,20.02,19.73
"1308",NA,NA,NA,0,"LM_0221",NA,"5.1b",1.54,"parental strains",NA,NA,NA,NA,NA,"5.1bFQS",0,"E64","SCHUNT_SCHUNT",100,19.73,19.73
"1309",NA,NA,NA,10,"LM_0221",NA,"5.1b",1.06,"parental strains",NA,NA,NA,NA,NA,"5.1bKNV",0,"E64","SCHUNT_SCHUNT",94.8808920425747,18.72,19.73
"1310",NA,NA,NA,9,"LM_0221",NA,"5.1b",1.04,"parental strains",NA,NA,NA,NA,NA,"5.1bLTV",16826.9230769231,"E64","SCHUNT_SCHUNT",93.2589964521034,18.4,19.73
"1311",NA,NA,NA,5,"LM_0221",NA,"5.1b",0.48,"parental strains",NA,NA,NA,NA,NA,"5.1bQUX",98958.3333333333,"E64","SCHUNT_SCHUNT",95.5397871262038,18.85,19.73
"1312",NA,NA,NA,7,"LM_0221",NA,"5.1b",1.3,"parental strains",NA,NA,NA,NA,NA,"5.1bGTU",553846.153846154,"E64","SCHUNT_SCHUNT",95.8438925494171,18.91,19.73
"1313",NA,NA,NA,10,"LM_0222",NA,"5.1b",1.1,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bBQX",0,"E64","STRA_BUSNA",99.4997915798249,23.87,23.99
"1314",NA,NA,NA,2,"LM_0222",NA,"5.1b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bDGM",NA,"E64","STRA_BUSNA",99.3330554397666,23.83,23.99
"1315",NA,NA,NA,6,"LM_0222",NA,"5.1b",0.87,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bAKQ",264367.816091954,"E64","STRA_BUSNA",89.1204668611922,21.38,23.99
"1316",NA,NA,NA,7,"LM_0222",NA,"5.1b",1.27,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bHJN",1238188.97637795,"E64","STRA_BUSNA",91.3297207169654,21.91,23.99
"1317",NA,NA,NA,8,"LM_0222",NA,"5.1b",1.5,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bFVX",110000,"E64","STRA_BUSNA",97.45727386411,23.38,23.99
"1318",NA,NA,NA,1,"LM_0222",NA,"5.1b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bPQV",NA,"E64","STRA_BUSNA",99.4581075448103,23.86,23.99
"1319",NA,NA,NA,5,"LM_0222",NA,"5.1b",0.54,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bFIU",55555.5555555556,"E64","STRA_BUSNA",90.1208837015423,21.62,23.99
"1320",NA,NA,NA,9,"LM_0222",NA,"5.1b",1.36,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bJMZ",49632.3529411765,"E64","STRA_BUSNA",98.8328470195915,23.71,23.99
"1321",NA,NA,NA,0,"LM_0222",NA,"5.1b",2.47,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bCRW",0,"E64","STRA_BUSNA",100,23.99,23.99
"1322",NA,NA,NA,3,"LM_0222",NA,"5.1b",1.3,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bBIN",0,"E64","STRA_BUSNA",93.705710712797,22.48,23.99
"1323",NA,NA,NA,4,"LM_0222",NA,"5.1b",0.92,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.1bIJU",5434.78260869565,"E64","STRA_BUSNA",93.1638182576073,22.35,23.99
"1324",NA,NA,NA,8,"LM_0223",NA,"5.1b",0.95,"parental strains",NA,NA,NA,NA,NA,"5.1bALQ",5263.15789473684,"E64","SCHUNT_SCHUNT",102.46020260492,21.24,20.73
"1325",NA,NA,NA,1,"LM_0223",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bKOQ",NA,"E64","SCHUNT_SCHUNT",103.280270139894,21.41,20.73
"1326",NA,NA,NA,2,"LM_0223",NA,"5.1b",NA,"parental strains",NA,NA,NA,NA,NA,"5.1bAGM",NA,"E64","SCHUNT_SCHUNT",105.016883743367,21.77,20.73
"1327",NA,NA,NA,5,"LM_0223",NA,"5.1b",0.65,"parental strains",NA,NA,NA,NA,NA,"5.1bAIR",53846.1538461538,"E64","SCHUNT_SCHUNT",103.232030873131,21.4,20.73
"1328",NA,NA,NA,7,"LM_0223",NA,"5.1b",1.42,"parental strains",NA,NA,NA,NA,NA,"5.1bJLW",109154.929577465,"E64","SCHUNT_SCHUNT",105.643994211288,21.9,20.73
"1329",NA,NA,NA,4,"LM_0223",NA,"5.1b",1.1,"parental strains",NA,NA,NA,NA,NA,"5.1bFGK",9090.90909090909,"E64","SCHUNT_SCHUNT",103.328509406657,21.42,20.73
