,EH_ID,labels,experiment,weight,weight_dpi0,relative_weight,feces_weight,dpi,infection
337,LM_0364,P4bNUZ,P4,46.82,46.82,100,NA,0,challenge
338,LM_0358,P4bNZN,P4,41.14,46.92,87.6811594202899,1.32,6,challenge
339,LM_0351,P4bOGB,P4,NA,NA,NA,NA,1,challenge
340,LM_0358,P4bOIR,P4,41.45,46.92,88.3418584825234,2.91,7,challenge
341,LM_0365,P4bOKV,P4,58.94,67.21,87.6952834399643,1.42,6,challenge
342,LM_0361,P4bOOO,P4,38.36,43.11,88.9816747854326,0.98,6,challenge
343,LM_0360,P4bOQR,P4,NA,NA,NA,NA,5,challenge
344,LM_0365,P4bOSQ,P4,62.88,67.21,93.5575063234638,3.38,4,challenge
345,LM_0362,P4bOXC,P4,NA,NA,NA,NA,3,challenge
346,LM_0364,P4bOYK,P4,44.88,46.82,95.8564715933362,1.01,3,challenge
347,LM_0366,P4bPBN,P4,40.23,47.77,84.2160351685158,0.47,5,challenge
348,LM_0360,P4bPBV,P4,NA,NA,NA,NA,1,challenge
349,LM_0356,P4bPDV,P4,40.91,39.94,102.428642964447,1.32,2,challenge
350,LM_0367,P4bPOY,P4,47.38,48.55,97.5901132852729,3.23,7,challenge
351,LM_0363,P4bPQS,P4,41.55,43.11,96.3813500347947,2.05,8,challenge
352,LM_0363,P4bPQS,P4,41.55,43.11,96.3813500347947,2.05,8,challenge
353,LM_0354,P4bPSE,P4,41.65,41.65,100,NA,0,challenge
354,LM_0357,P4bPWF,P4,42.76,42.76,100,NA,0,challenge
355,LM_0367,P4bPWT,P4,48.14,48.55,99.1555097837281,2.76,2,challenge
356,LM_0358,P4bPYV,P4,46.28,46.92,98.6359761295823,1.14,1,challenge
357,LM_0363,P4bQCB,P4,43.13,43.11,100.046392948272,1.88,2,challenge
358,LM_0355,P4bQNF,P4,46.35,45.85,101.090512540894,1.91,4,challenge
359,LM_0362,P4bQNU,P4,NA,NA,NA,NA,5,challenge
360,LM_0356,P4bQSH,P4,38.55,39.94,96.5197796695043,3.24,8,challenge
361,LM_0356,P4bQSH,P4,38.55,39.94,96.5197796695043,3.24,8,challenge
362,LM_0363,P4bRAP,P4,42.03,43.11,97.4947807933194,3.1,6,challenge
363,LM_0365,P4bRBK,P4,65.5,67.21,97.4557357536081,1.93,1,challenge
364,LM_0363,P4bRBY,P4,42.08,43.11,97.6107631639991,2.01,3,challenge
365,LM_0357,P4bRIY,P4,40.81,42.76,95.4396632366698,1.77,4,challenge
366,LM_0361,P4bRLM,P4,37.51,43.11,87.0099744838785,2.6,8,challenge
367,LM_0361,P4bRLM,P4,37.51,43.11,87.0099744838785,2.6,8,challenge
368,LM_0352,P4bRXD,P4,38.93,42.12,92.4264007597341,2.53,8,challenge
369,LM_0352,P4bRXD,P4,38.93,42.12,92.4264007597341,2.53,8,challenge
370,LM_0361,P4bSBW,P4,42.22,43.11,97.9355138019021,1.32,1,challenge
371,LM_0350,P4bSJG,P4,NA,NA,NA,NA,7,challenge
372,LM_0354,P4bSLQ,P4,40.19,41.65,96.4945978391357,1.67,6,challenge
373,LM_0356,P4bSLR,P4,37.94,39.94,94.9924887330996,1.81,6,challenge
374,LM_0352,P4bSMO,P4,40.15,42.12,95.3228869895537,1.95,4,challenge
375,LM_0364,P4bSMQ,P4,38.35,46.82,81.9094404100812,0.77,8,challenge
376,LM_0364,P4bSMQ,P4,38.35,46.82,81.9094404100812,0.77,8,challenge
377,LM_0351,P4bSQN,P4,NA,NA,NA,NA,7,challenge
378,LM_0348,P4bSQT,P4,NA,NA,NA,NA,7,challenge
379,LM_0366,P4bSTL,P4,42.61,47.77,89.1982415742097,2.26,4,challenge
380,LM_0353,P4bSTT,P4,43.86,43.86,100,NA,0,challenge
381,LM_0351,P4bSYC,P4,NA,NA,NA,NA,4,challenge
382,LM_0366,P4bTEV,P4,NA,47.77,NA,NA,7,challenge
383,LM_0352,P4bTMO,P4,42.12,42.12,100,NA,0,challenge
384,LM_0362,P4bTTS,P4,NA,NA,NA,NA,1,challenge
385,LM_0361,P4bTXK,P4,41.68,43.11,96.6829041985618,2.61,4,challenge
386,LM_0366,P4bUCC,P4,NA,47.77,NA,NA,6,challenge
387,LM_0355,P4bULK,P4,47.03,45.85,102.57360959651,1.59,2,challenge
388,LM_0348,P4bUMM,P4,NA,NA,NA,NA,0,challenge
389,LM_0349,P4bUMN,P4,NA,NA,NA,NA,0,challenge
390,LM_0354,P4bUMZ,P4,39.81,41.65,95.5822328931573,1.91,5,challenge
391,LM_0356,P4bUNW,P4,39.26,39.94,98.2974461692539,2.18,5,challenge
392,LM_0349,P4bURQ,P4,NA,NA,NA,NA,7,challenge
393,LM_0356,P4bUXA,P4,39.95,39.94,100.025037556335,1.43,3,challenge
394,LM_0355,P4bVAG,P4,45.85,45.85,100,NA,0,challenge
395,LM_0364,P4bVDY,P4,44.56,46.82,95.1730029901752,1.52,4,challenge
396,LM_0350,P4bVMP,P4,NA,NA,NA,NA,0,challenge
397,LM_0360,P4bVPL,P4,NA,NA,NA,NA,8,challenge
398,LM_0351,P4bVSE,P4,NA,NA,NA,NA,6,challenge
399,LM_0356,P4bVUW,P4,38.72,39.94,96.9454181271908,2.2,7,challenge
400,LM_0357,P4bVVV,P4,36.1,42.76,84.4246959775491,1.51,7,challenge
401,LM_0352,P4bVYO,P4,40.24,42.12,95.5365622032289,2.32,5,challenge
402,LM_0359,P4bWAH,P4,41.58,42.12,98.7179487179487,1.49,5,challenge
403,LM_0361,P4bWGQ,P4,41.36,43.11,95.940617026212,1.28,3,challenge
404,LM_0367,P4bWKZ,P4,46.52,48.55,95.8187435633368,2.79,6,challenge
405,LM_0366,P4bWTX,P4,46.13,47.77,96.5668829809504,1.25,1,challenge
406,LM_0360,P4bWUH,P4,NA,NA,NA,NA,3,challenge
407,LM_0355,P4bWWU,P4,47.55,45.85,103.70774263904,2.97,7,challenge
408,LM_0358,P4bWXG,P4,46.32,46.92,98.7212276214834,1.15,3,challenge
409,LM_0357,P4bWXZ,P4,42.23,42.76,98.7605238540692,1.76,1,challenge
410,LM_0357,P4bXFH,P4,37.45,42.76,87.5818521983162,1.24,6,challenge
411,LM_0349,P4bXLJ,P4,NA,NA,NA,NA,3,challenge
412,LM_0358,P4bXNG,P4,46.92,46.92,100,NA,0,challenge
413,LM_0367,P4bXOQ,P4,45.6,48.55,93.9237899073121,2.31,8,challenge
414,LM_0367,P4bXOQ,P4,45.6,48.55,93.9237899073121,2.31,8,challenge
415,LM_0357,P4bXUM,P4,38.07,42.76,89.0318054256314,1.46,8,challenge
416,LM_0357,P4bXUM,P4,38.07,42.76,89.0318054256314,1.46,8,challenge
417,LM_0350,P4bXUZ,P4,NA,NA,NA,NA,8,challenge
418,LM_0348,P4bYAP,P4,NA,NA,NA,NA,4,challenge
419,LM_0366,P4bYCB,P4,46.52,47.77,97.3832949549927,1.05,2,challenge
420,LM_0355,P4bYFR,P4,46.51,45.85,101.43947655398,2.74,5,challenge
421,LM_0362,P4bYHW,P4,NA,NA,NA,NA,0,challenge
422,LM_0356,P4bYMB,P4,40.47,39.94,101.326990485729,1.49,1,challenge
423,LM_0365,P4bYNP,P4,55.52,67.21,82.6067549471805,0.44,7,challenge
424,LM_0359,P4bYNV,P4,41.19,42.12,97.7920227920228,2.21,8,challenge
425,LM_0359,P4bYNV,P4,41.19,42.12,97.7920227920228,2.21,8,challenge
426,LM_0364,P4bYPF,P4,42.56,46.82,90.9013242204186,1.23,6,challenge
427,LM_0350,P4bYVL,P4,NA,NA,NA,NA,3,challenge
428,LM_0363,P4bYYO,P4,43.11,43.11,100,NA,0,challenge
429,LM_0366,P4bYYR,P4,47.77,47.77,100,NA,0,challenge
430,LM_0359,P4bYZQ,P4,40.99,42.12,97.3171889838557,1.44,3,challenge
431,LM_0365,P4bZCF,P4,61.05,67.21,90.8346972176759,2.84,5,challenge
432,LM_0362,P4bZJC,P4,NA,NA,NA,NA,6,challenge
433,LM_0366,P4bZLQ,P4,44.81,47.77,93.8036424534227,1.11,3,challenge
434,LM_0350,P4bZPL,P4,NA,NA,NA,NA,4,challenge
