"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","weight","weight_dpi0","Wchange","EXP","currentInf"
"268","E64",NA,NA,7,"LM_0249",NA,1.12,"outbred hybrids",NA,3.93032929896081,NA,"E88:E64",NA,"E7aCLV",64732.1428571428,"E88","SCHUNT_STRA",24.55,26.1,94.06,"E7","E88"
"269","E64",NA,NA,2,"LM_0249",NA,1.15,"outbred hybrids",NA,NA,NA,"E88:E64",NA,"E7aFMR",0,"E88","SCHUNT_STRA",26.2,26.1,100.38,"E7","E88"
"270","E64",NA,NA,5,"LM_0249",NA,1.7,"outbred hybrids",NA,NA,NA,"E88:E64",NA,"E7aGWZ",163235.294117647,"E88","SCHUNT_STRA",24.36,26.1,93.33,"E7","E88"
"271","E64",NA,NA,1,"LM_0249",NA,1.62,"outbred hybrids",NA,NA,NA,"E88:E64",NA,"E7aIMU",0,"E88","SCHUNT_STRA",26.09,26.1,99.96,"E7","E88"
"272","E64",NA,NA,3,"LM_0249",NA,1.86,"outbred hybrids",NA,NA,NA,"E88:E64",NA,"E7aLNU",0,"E88","SCHUNT_STRA",25.92,26.1,99.31,"E7","E88"
"273","E64",NA,NA,4,"LM_0249",NA,3.25,"outbred hybrids",NA,NA,NA,"E88:E64",NA,"E7aMPU",0,"E88","SCHUNT_STRA",25.53,26.1,97.82,"E7","E88"
"274","E64",-9.7675,-5.96,8,"LM_0249","pos",2.71,"outbred hybrids",242.666666666667,1.62435853414336,-6.6525,"E88:E64",-4.1475,"E7aPSV",2767.52767527675,"E88","SCHUNT_STRA",24.4,26.1,93.49,"E7","E88"
"275","E88",NA,NA,5,"LM_0251",NA,1.34,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aADV",0,"E88","STRA_BUSNA",23.42,23.16,101.12,"E7","E88"
"276","E88",NA,NA,4,"LM_0251",NA,2.01,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aAMS",0,"E88","STRA_BUSNA",23.05,23.16,99.53,"E7","E88"
"277","E88",NA,NA,2,"LM_0251",NA,1.18,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aDOT",0,"E88","STRA_BUSNA",21.89,23.16,94.52,"E7","E88"
"278","E88",-8.835,-4.73,8,"LM_0251","pos",1.32,"inter subsp. hybrids",35.5,10.7285610680602,-6.47,"E88:E88",-4.365,"E7aEOT",0,"E88","STRA_BUSNA",21.84,23.16,94.3,"E7","E88"
"279","E88",NA,NA,3,"LM_0251",NA,1.98,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aGLO",0,"E88","STRA_BUSNA",22.36,23.16,96.55,"E7","E88"
"280","E88",NA,NA,0,"LM_0251",NA,0.69,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aGSZ",0,"E88","STRA_BUSNA",23.16,23.16,100,"E7","E88"
"281","E88",NA,NA,1,"LM_0251",NA,0.93,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aKNZ",0,"E88","STRA_BUSNA",21.85,23.16,94.34,"E7","E88"
"282","E88",NA,NA,6,"LM_0251",NA,1.06,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aLNT",0,"E88","STRA_BUSNA",23.09,23.16,99.7,"E7","E88"
"283","E88",NA,NA,7,"LM_0251",NA,1.12,"inter subsp. hybrids",NA,3.08986986660998,NA,"E88:E88",NA,"E7aMRZ",0,"E88","STRA_BUSNA",22.66,23.16,97.84,"E7","E88"
"284",NA,-14.17,NA,NA,"LM_0252",NA,NA,NA,NA,NA,-12.845,NA,-8.57,NA,NA,NA,NA,NA,NA,NA,"E7",NA
"285","E88",NA,-8.48,8,"LM_0254","neg",3.97,"inter subsp. hybrids",218.666666666667,6.3485357460407,NA,"E88:E88",NA,"E7aBCD",0,"E88","SCHUNT_PWD",21.04,22.32,94.27,"E7","E88"
"286","E88",NA,NA,0,"LM_0254",NA,3.26,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aBCP",0,"E88","SCHUNT_PWD",22.32,22.32,100,"E7","E88"
"287","E88",NA,NA,2,"LM_0254",NA,2.33,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aBQR",0,"E88","SCHUNT_PWD",22.48,22.32,100.72,"E7","E88"
"288","E88",NA,NA,3,"LM_0254",NA,2.15,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aCHI",0,"E88","SCHUNT_PWD",22.35,22.32,100.13,"E7","E88"
"289","E88",NA,NA,4,"LM_0254",NA,3.93,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aDMP",0,"E88","SCHUNT_PWD",22.36,22.32,100.18,"E7","E88"
"290","E88",NA,NA,6,"LM_0254",NA,2.39,"inter subsp. hybrids",NA,5.68730891054033,NA,"E88:E88",NA,"E7aDVW",0,"E88","SCHUNT_PWD",22.26,22.32,99.73,"E7","E88"
"291","E88",NA,NA,1,"LM_0254",NA,2.5,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aIUV",0,"E88","SCHUNT_PWD",22.54,22.32,100.99,"E7","E88"
"292","E88",NA,NA,5,"LM_0254",NA,2.61,"inter subsp. hybrids",NA,NA,NA,"E88:E88",NA,"E7aJRW",0,"E88","SCHUNT_PWD",22.55,22.32,101.03,"E7","E88"
"293","E88",NA,NA,7,"LM_0254",NA,1.71,"inter subsp. hybrids",NA,1.13885813058722,NA,"E88:E88",NA,"E7aLRS",0,"E88","SCHUNT_PWD",22.75,22.32,101.93,"E7","E88"
"294","E64",NA,NA,1,"LM_0255",NA,1.41,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aAIR",0,"E88","BUSNA_BUSNA",18.44,18.26,100.99,"E7","E88"
"295","E64",NA,NA,5,"LM_0255",NA,0.68,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aBWZ",452205.882352941,"E88","BUSNA_BUSNA",17.24,18.26,94.41,"E7","E88"
"296","E64",NA,NA,4,"LM_0255",NA,1.74,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aCHX",4310.34482758621,"E88","BUSNA_BUSNA",17.69,18.26,96.88,"E7","E88"
"297","E64",NA,NA,3,"LM_0255",NA,1.49,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aDFU",0,"E88","BUSNA_BUSNA",17.98,18.26,98.47,"E7","E88"
"298","E64",NA,NA,0,"LM_0255",NA,1.07,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aDPW",0,"E88","BUSNA_BUSNA",18.26,18.26,100,"E7","E88"
"299","E64",NA,NA,2,"LM_0255",NA,0.96,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aFGM",0,"E88","BUSNA_BUSNA",18.58,18.26,101.75,"E7","E88"
"300","E64",NA,NA,6,"LM_0255",NA,0.86,"parental strains",NA,5.52628859453141,NA,"E88:E64",NA,"E7aGOW",340116.279069767,"E88","BUSNA_BUSNA",17.35,18.26,95.02,"E7","E88"
"301","E64",-10.875,-2.73,8,"LM_0255","pos",1.41,"parental strains",866.166666666667,7.0619457854202,-6.495,"E88:E64",-3.245,"E7aMOR",65602.8368794326,"E88","BUSNA_BUSNA",16.99,18.26,93.04,"E7","E88"
"302","E64",NA,NA,7,"LM_0255",NA,1.28,"parental strains",NA,8.88444562539488,NA,"E88:E64",NA,"E7aNPY",248046.875,"E88","BUSNA_BUSNA",17.55,18.26,96.11,"E7","E88"
"303","E88",NA,NA,1,"LM_0256",NA,1.74,"parental strains",NA,NA,NA,"E88:E88",NA,"E7aAGS",0,"E88","STRA_STRA",29.26,29.15,100.38,"E7","E88"
"304","E88",NA,NA,5,"LM_0256",NA,2.27,"parental strains",NA,NA,NA,"E88:E88",NA,"E7aAOX",0,"E88","STRA_STRA",30.71,29.15,105.35,"E7","E88"
"305","E88",NA,NA,7,"LM_0256",NA,1.59,"parental strains",NA,7.36674062568875,NA,"E88:E88",NA,"E7aBMX",0,"E88","STRA_STRA",30.58,29.15,104.91,"E7","E88"
"306","E88",NA,NA,2,"LM_0256",NA,1.12,"parental strains",NA,NA,NA,"E88:E88",NA,"E7aBSU",0,"E88","STRA_STRA",29.91,29.15,102.61,"E7","E88"
"307","E88",NA,NA,0,"LM_0256",NA,1.77,"parental strains",NA,NA,NA,"E88:E88",NA,"E7aIJY",0,"E88","STRA_STRA",29.15,29.15,100,"E7","E88"
"308","E88",NA,NA,4,"LM_0256",NA,2.22,"parental strains",NA,NA,NA,"E88:E88",NA,"E7aJRX",0,"E88","STRA_STRA",30.05,29.15,103.09,"E7","E88"
"309","E88",-8.5175,-8.9,8,"LM_0256","neg",2.16,"parental strains",137.833333333333,3.4229556011352,-4.0625,"E88:E88",-2.1375,"E7aJVZ",0,"E88","STRA_STRA",29.82,29.15,102.3,"E7","E88"
"310","E88",NA,NA,6,"LM_0256",NA,1.91,"parental strains",NA,8.21014095158232,NA,"E88:E88",NA,"E7aKLQ",0,"E88","STRA_STRA",30.26,29.15,103.81,"E7","E88"
"311","E88",NA,NA,3,"LM_0256",NA,1.93,"parental strains",NA,NA,NA,"E88:E88",NA,"E7aKNQ",0,"E88","STRA_STRA",30.92,29.15,106.07,"E7","E88"
"312","E64",NA,NA,1,"LM_0257",NA,1.53,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aBEF",0,"E88","SCHUNT_SCHUNT",22.37,22.75,98.33,"E7","E88"
"313","E64",NA,NA,0,"LM_0257",NA,2.32,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aCJP",0,"E88","SCHUNT_SCHUNT",22.75,22.75,100,"E7","E88"
"314","E64",NA,NA,4,"LM_0257",NA,3.66,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aDHX",0,"E88","SCHUNT_SCHUNT",22.35,22.75,98.24,"E7","E88"
"315","E64",NA,NA,2,"LM_0257",NA,1.14,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aEJP",0,"E88","SCHUNT_SCHUNT",22.51,22.75,98.95,"E7","E88"
"316","E64",-10.995,-6.93,8,"LM_0257","pos",1.46,"parental strains",200.5,6.97024477714995,-5.385,"E88:E64",-3.45,"E7aJQU",11986.301369863,"E88","SCHUNT_SCHUNT",20.44,22.75,89.85,"E7","E88"
"317","E64",NA,NA,3,"LM_0257",NA,1.79,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aLOW",0,"E88","SCHUNT_SCHUNT",21.7,22.75,95.38,"E7","E88"
"318","E64",NA,NA,7,"LM_0257",NA,1.11,"parental strains",NA,8.60751395976393,NA,"E88:E64",NA,"E7aPVX",236486.486486486,"E88","SCHUNT_SCHUNT",21.77,22.75,95.69,"E7","E88"
"319","E64",NA,NA,5,"LM_0257",NA,2.89,"parental strains",NA,NA,NA,"E88:E64",NA,"E7aTUV",97750.8650519031,"E88","SCHUNT_SCHUNT",21.3,22.75,93.63,"E7","E88"
"320","E64",NA,NA,6,"LM_0257",NA,0.96,"parental strains",NA,9.42060284583271,NA,"E88:E64",NA,"E7aUVY",140625,"E88","SCHUNT_SCHUNT",21.03,22.75,92.44,"E7","E88"
"321","E64",NA,NA,4,"LM_0258",NA,1.24,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7aAEQ",0,"E64","BUSNA_PWD",19.42,19.74,98.38,"E7","E64"
"322","E64",NA,NA,2,"LM_0258",NA,1.3,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7aCGS",0,"E64","BUSNA_PWD",19.47,19.74,98.63,"E7","E64"
"323","E64",NA,NA,3,"LM_0258",NA,1.92,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7aFYZ",0,"E64","BUSNA_PWD",19.44,19.74,98.48,"E7","E64"
"324","E64",NA,NA,0,"LM_0258",NA,1.25,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7aHJU",0,"E64","BUSNA_PWD",19.74,19.74,100,"E7","E64"
"325","E64",NA,NA,7,"LM_0258",NA,0.87,"outbred hybrids",NA,1.57141709186385,NA,"E64:E64",NA,"E7aHKX",695402.298850575,"E64","BUSNA_PWD",18.14,19.74,91.89,"E7","E64"
"326","E64",-8.295,-5.75,8,"LM_0258","pos",1.22,"outbred hybrids",212.833333333333,2.83376840524125,-5.855,"E64:E64",-2.285,"E7aHVW",34836.0655737705,"E64","BUSNA_PWD",18.28,19.74,92.6,"E7","E64"
"327","E64",NA,NA,5,"LM_0258",NA,1.08,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7aJXZ",122685.185185185,"E64","BUSNA_PWD",18.53,19.74,93.87,"E7","E64"
"328","E64",NA,NA,6,"LM_0258",NA,0.84,"outbred hybrids",NA,4.94426504920241,NA,"E64:E64",NA,"E7aKMS",98214.2857142857,"E64","BUSNA_PWD",18.7,19.74,94.73,"E7","E64"
"329","E64",NA,NA,1,"LM_0258",NA,1.55,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7aOPZ",0,"E64","BUSNA_PWD",19.18,19.74,97.16,"E7","E64"
"330","E64",NA,NA,2,"LM_0259",NA,1.14,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7aAFV",0,"E64","STRA_BUSNA",29.25,28.89,101.25,"E7","E64"
"331","E64",NA,NA,0,"LM_0259",NA,1.64,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7aALR",0,"E64","STRA_BUSNA",28.89,28.89,100,"E7","E64"
"332","E64",NA,NA,5,"LM_0259",NA,1.5,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7aCLS",225000,"E64","STRA_BUSNA",28.55,28.89,98.82,"E7","E64"
"333","E64",NA,NA,4,"LM_0259",NA,1.86,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7aDKW",0,"E64","STRA_BUSNA",28.54,28.89,98.79,"E7","E64"
"334","E64",NA,NA,1,"LM_0259",NA,2.19,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7aFGV",0,"E64","STRA_BUSNA",29.68,28.89,102.73,"E7","E64"
"335","E64",-9.505,-8,8,"LM_0259","neg",2.58,"inter subsp. hybrids",401.333333333333,4.45462750530078,-5.27,"E64:E64",-3.07,"E7aGHI",2906.97674418605,"E64","STRA_BUSNA",28.32,28.89,98.03,"E7","E64"
"336","E64",NA,NA,6,"LM_0259",NA,1.57,"inter subsp. hybrids",NA,8.62596761018824,NA,"E64:E64",NA,"E7aGHL",410828.025477707,"E64","STRA_BUSNA",28.77,28.89,99.58,"E7","E64"
"337","E64",NA,NA,3,"LM_0259",NA,1.68,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7aGTW",0,"E64","STRA_BUSNA",29.46,28.89,101.97,"E7","E64"
"338","E64",NA,NA,7,"LM_0259",NA,1.38,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7aNUY",48913.0434782609,"E64","STRA_BUSNA",29.44,28.89,101.9,"E7","E64"
"339","E64",NA,NA,6,"LM_0260",NA,2.76,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bAUZ",45289.8550724638,"E64","SCHUNT_SCHUNT",26,29.02,89.59338387,"E7","E64"
"340","E64",NA,NA,0,"LM_0260",NA,1.21,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bCKT",0,"E64","SCHUNT_SCHUNT",29.02,29.02,100,"E7","E64"
"341","E64",-11.615,-11.9,8,"LM_0260","neg",3.14,"parental strains",NA,NA,-6.305,"E64:E64",-3.91,"E7bGHV",0,"E64","SCHUNT_SCHUNT",27.06,29.02,93.24603722,"E7","E64"
"342","E64",NA,NA,4,"LM_0260",NA,1.03,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bGIT",0,"E64","SCHUNT_SCHUNT",28.15,29.02,97.00206754,"E7","E64"
"343","E64",NA,NA,3,"LM_0260",NA,1.61,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bITX",0,"E64","SCHUNT_SCHUNT",29.36,29.02,101.1716058,"E7","E64"
"344","E64",NA,NA,5,"LM_0260",NA,2.65,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bJKZ",109433.962264151,"E64","SCHUNT_SCHUNT",28.75,29.02,99.06960717,"E7","E64"
"345","E64",NA,NA,7,"LM_0260",NA,2.37,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNTU",0,"E64","SCHUNT_SCHUNT",27.42,29.02,94.48656099,"E7","E64"
"346","E64",NA,NA,1,"LM_0260",NA,1.82,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bRSU",0,"E64","SCHUNT_SCHUNT",29.82,29.02,102.7567195,"E7","E64"
"347","E64",NA,NA,2,"LM_0260",NA,1.27,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bRTX",0,"E64","SCHUNT_SCHUNT",29.31,29.02,100.9993108,"E7","E64"
"348","E88",NA,NA,4,"LM_0261",NA,2.52,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aCFZ",0,"E64","PWD_SCHUNT",19.01,20.09,94.62,"E7","E64"
"349","E88",NA,NA,1,"LM_0261",NA,1.16,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aCLZ",0,"E64","PWD_SCHUNT",19.81,20.09,98.61,"E7","E64"
"350","E88",NA,NA,5,"LM_0261",NA,1.09,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aCNO",0,"E64","PWD_SCHUNT",19.34,20.09,96.27,"E7","E64"
"351","E88",NA,NA,0,"LM_0261",NA,0.77,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aDLN",0,"E64","PWD_SCHUNT",20.09,20.09,100,"E7","E64"
"352","E88",NA,NA,2,"LM_0261",NA,0.95,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aDMN",0,"E64","PWD_SCHUNT",19.79,20.09,98.51,"E7","E64"
"353","E88",NA,NA,3,"LM_0261",NA,1.25,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aDTW",0,"E64","PWD_SCHUNT",19.56,20.09,97.36,"E7","E64"
"354","E88",NA,NA,6,"LM_0261",NA,1.51,"inter subsp. hybrids",NA,4.14279342673129,NA,"E64:E88",NA,"E7aFGZ",0,"E64","PWD_SCHUNT",19.57,20.09,97.41,"E7","E64"
"355","E88",-10.8875,-5.9,8,"LM_0261","neg",1.36,"inter subsp. hybrids",215.5,0,-9.9775,"E64:E88",-6.3575,"E7aKOP",0,"E64","PWD_SCHUNT",18.69,20.09,93.03,"E7","E64"
"356","E88",NA,NA,7,"LM_0261",NA,1.21,"inter subsp. hybrids",NA,18.3441065792273,NA,"E64:E88",NA,"E7aPRZ",0,"E64","PWD_SCHUNT",19.74,20.09,98.26,"E7","E64"
"357","E64",-12.8075,-10.06,8,"LM_0262","neg",1.42,"parental strains",NA,NA,-7.7025,"E64:E64",-5.5025,"E7bABO",1760.56338028169,"E64","BUSNA_BUSNA",22.95,21.13,108.613346,"E7","E64"
"358","E64",NA,NA,5,"LM_0262",NA,1.72,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bAMV",58139.5348837209,"E64","BUSNA_BUSNA",21.94,21.13,103.8334122,"E7","E64"
"359","E64",NA,NA,4,"LM_0262",NA,1.04,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bBKV",0,"E64","BUSNA_BUSNA",22.96,21.13,108.660672,"E7","E64"
"360","E64",NA,NA,2,"LM_0262",NA,1.65,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bCFV",0,"E64","BUSNA_BUSNA",21.95,21.13,103.8807383,"E7","E64"
"361","E64",NA,NA,7,"LM_0262",NA,1.58,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bFHK",6329.11392405063,"E64","BUSNA_BUSNA",22.27,21.13,105.3951727,"E7","E64"
"362","E64",NA,NA,1,"LM_0262",NA,1.38,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bHKS",0,"E64","BUSNA_BUSNA",21.53,21.13,101.8930431,"E7","E64"
"363","E64",NA,NA,0,"LM_0262",NA,1.08,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bHQZ",0,"E64","BUSNA_BUSNA",21.13,21.13,100,"E7","E64"
"364","E64",NA,NA,3,"LM_0262",NA,0.94,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNRV",0,"E64","BUSNA_BUSNA",22.13,21.13,104.7326077,"E7","E64"
"365","E64",NA,NA,6,"LM_0262",NA,1.79,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNSX",57262.5698324022,"E64","BUSNA_BUSNA",20.91,21.13,98.95882631,"E7","E64"
"366","E64",NA,NA,1,"LM_0263",NA,2.22,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bAKS",0,"E64","PWD_SCHUNT",21.82,21.25,102.6823529,"E7","E64"
"367","E64",NA,NA,4,"LM_0263",NA,0.98,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bBIJ",0,"E64","PWD_SCHUNT",22.37,21.25,105.2705882,"E7","E64"
"368","E64",NA,NA,5,"LM_0263",NA,1.66,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bCHM",191265.060240964,"E64","PWD_SCHUNT",22.05,21.25,103.7647059,"E7","E64"
"369","E64",NA,NA,2,"LM_0263",NA,1.67,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bDHI",0,"E64","PWD_SCHUNT",22.28,21.25,104.8470588,"E7","E64"
"370","E64",NA,NA,6,"LM_0263",NA,1.82,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bJRZ",177197.802197802,"E64","PWD_SCHUNT",20.33,21.25,95.67058824,"E7","E64"
"371","E64",-4.88,-8.38,8,"LM_0263","pos",1.56,"inter subsp. hybrids",NA,NA,-6.165,"E64:E64",-12.735,"E7bLMZ",32051.2820512821,"E64","PWD_SCHUNT",21.26,21.25,100.0470588,"E7","E64"
"372","E64",NA,NA,0,"LM_0263",NA,1.45,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bLNO",0,"E64","PWD_SCHUNT",21.25,21.25,100,"E7","E64"
"373","E64",NA,NA,7,"LM_0263",NA,1.27,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bNPW",49212.5984251968,"E64","PWD_SCHUNT",22.03,21.25,103.6705882,"E7","E64"
"374","E64",NA,NA,3,"LM_0263",NA,1.48,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bQRT",0,"E64","PWD_SCHUNT",21.82,21.25,102.6823529,"E7","E64"
"375","E88",-7.4725,-10.02,8,"LM_0264","neg",1.01,"parental strains",120.166666666667,15.6812526580593,-4.9125,"E64:E88",-1.0475,"E7aADL",0,"E64","PWD_PWD",17.81,17.88,99.61,"E7","E64"
"376","E88",NA,NA,1,"LM_0264",NA,0.82,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aAJT",0,"E64","PWD_PWD",18.3,17.88,102.35,"E7","E64"
"377","E88",NA,NA,6,"LM_0264",NA,0.95,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aBEV",0,"E64","PWD_PWD",18.08,17.88,101.12,"E7","E64"
"378","E88",NA,NA,7,"LM_0264",NA,1.08,"parental strains",NA,6.22517272521993,NA,"E64:E88",NA,"E7aBQY",0,"E64","PWD_PWD",18.4,17.88,102.91,"E7","E64"
"379","E88",NA,NA,5,"LM_0264",NA,1.05,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aDIJ",0,"E64","PWD_PWD",17.65,17.88,98.71,"E7","E64"
"380","E88",NA,NA,0,"LM_0264",NA,0.66,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aELV",0,"E64","PWD_PWD",17.88,17.88,100,"E7","E64"
"381","E88",NA,NA,3,"LM_0264",NA,0.89,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aENV",0,"E64","PWD_PWD",18.27,17.88,102.18,"E7","E64"
"382","E88",NA,NA,4,"LM_0264",NA,1.06,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aIJR",0,"E64","PWD_PWD",18.55,17.88,103.75,"E7","E64"
"383","E88",NA,NA,2,"LM_0264",NA,1.05,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aOQT",0,"E64","PWD_PWD",18.31,17.88,102.4,"E7","E64"
"384","E64",NA,NA,5,"LM_0265",NA,2.51,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bAFP",209163.346613546,"E64","BUSNA_STRA",25.3,26.43,95.72455543,"E7","E64"
"385","E64",NA,NA,6,"LM_0265",NA,2.06,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bAHU",65533.9805825243,"E64","BUSNA_STRA",23.73,26.43,89.78433598,"E7","E64"
"386","E64",NA,NA,2,"LM_0265",NA,2.54,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bBKY",0,"E64","BUSNA_STRA",26.3,26.43,99.5081347,"E7","E64"
"387","E64",NA,NA,0,"LM_0265",NA,1.39,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bDKM",0,"E64","BUSNA_STRA",26.43,26.43,100,"E7","E64"
"388","E64",NA,NA,3,"LM_0265",NA,1.47,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bEIS",0,"E64","BUSNA_STRA",26.41,26.43,99.92432841,"E7","E64"
"389","E64",NA,NA,4,"LM_0265",NA,1.09,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bFGW",0,"E64","BUSNA_STRA",25.91,26.43,98.03253878,"E7","E64"
"390","E64",NA,NA,7,"LM_0265",NA,1.35,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bGSV",20370.3703703704,"E64","BUSNA_STRA",25.95,26.43,98.18388195,"E7","E64"
"391","E64",-5.5275,-11.42,8,"LM_0265","neg",2.45,"inter subsp. hybrids",NA,NA,-6.5675,"E64:E64",-15.3325,"E7bIMQ",1020.40816326531,"E64","BUSNA_STRA",26.37,26.43,99.77298524,"E7","E64"
"392","E64",-5.5275,-11.42,8,"LM_0265","neg",2.45,"inter subsp. hybrids",NA,NA,-6.5675,"E64:E64",-15.3325,"E7bIMQ",1020.40816326531,"E64","BUSNA_STRA",26.37,26.43,99.77298524,"E7","E64"
"393","E64",NA,NA,1,"LM_0265",NA,2.34,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bPQY",0,"E64","BUSNA_STRA",26.11,26.43,98.78925463,"E7","E64"
"394","E88",NA,NA,7,"LM_0266",NA,2.17,"outbred hybrids",NA,3.00032865371102,NA,"E64:E88",NA,"E7aCOW",0,"E64","SCHUNT_STRA",20.44,23.94,85.38,"E7","E64"
"395","E88",NA,NA,0,"LM_0266",NA,1.67,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7aDJP",0,"E64","SCHUNT_STRA",23.94,23.94,100,"E7","E64"
"396","E88",NA,NA,5,"LM_0266",NA,2.18,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7aDKO",0,"E64","SCHUNT_STRA",21.39,23.94,89.35,"E7","E64"
"397","E88",NA,NA,4,"LM_0266",NA,1.36,"outbred hybrids",NA,12.9789381224738,NA,"E64:E88",NA,"E7aFLN",0,"E64","SCHUNT_STRA",21.47,23.94,89.68,"E7","E64"
"398","E88",NA,NA,6,"LM_0266",NA,2.12,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7aFLY",0,"E64","SCHUNT_STRA",20.36,23.94,85.05,"E7","E64"
"399","E88",NA,NA,3,"LM_0266",NA,0.96,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7aGRV",0,"E64","SCHUNT_STRA",22.57,23.94,94.28,"E7","E64"
