"","EH_ID","dpi","label","delta","IFNy_CEWE","Eim_MC","total_oocysts","infection_history","weight_change","primary","challenge","Strain","EXP_type","OPG","weight","weight_dpi0","faeces_weight","batch","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","label.1","totalOocysts"
"957","LM_0354",2,"P4bNUP",NA,NA,NA,0,"E64:E64",103.145258103241,NA,"E64","SWISS","CLS",NA,42.96,41.65,1.27,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"958","LM_0354",3,"P4aJKC",NA,NA,NA,10489.5104895105,"E64:E64",94.8222222222222,"E64",NA,"SWISS","CLS",NA,42.67,45,1.43,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000
"959","LM_0354",3,"P4bDJM",NA,NA,NA,8474.57627118644,"E64:E64",100.384153661465,NA,"E64","SWISS","CLS",NA,41.81,41.65,1.18,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000
"960","LM_0354",4,"P4aHIS",NA,NA,NA,8720.93023255814,"E64:E64",92.3333333333333,"E64",NA,"SWISS","CLS",NA,41.55,45,1.72,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000
"961","LM_0354",4,"P4bGEE",NA,NA,NA,9868.42105263158,"E64:E64",95.2220888355342,NA,"E64","SWISS","CLS",NA,39.66,41.65,1.52,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000
"962","LM_0354",5,"P4aBRM",NA,NA,NA,1192000,"E64:E64",88.2444444444445,"E64",NA,"SWISS","CLS",NA,39.71,45,1.25,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490000
"963","LM_0354",5,"P4bUMZ",NA,NA,NA,1204188.48167539,"E64:E64",95.5822328931573,NA,"E64","SWISS","CLS",NA,39.81,41.65,1.91,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300000
"964","LM_0354",6,"P4aOWQ",NA,NA,NA,735465.11627907,"E64:E64",90.3333333333333,"E64",NA,"SWISS","CLS",NA,40.65,45,1.72,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265000
"965","LM_0354",6,"P4bSLQ",NA,NA,NA,871257.48502994,"E64:E64",96.4945978391357,NA,"E64","SWISS","CLS",NA,40.19,41.65,1.67,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455000
"966","LM_0354",7,"P4aEWR",NA,NA,NA,76923.0769230769,"E64:E64",90.8444444444445,"E64",NA,"SWISS","CLS",NA,40.88,45,2.34,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180000
"967","LM_0354",7,"P4bLVS",NA,NA,NA,51428.5714285714,"E64:E64",96.2785114045618,NA,"E64","SWISS","CLS",NA,40.1,41.65,1.75,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000
"968","LM_0354",8,"P4aFGV",NA,NA,NA,16778.5234899329,"E64:E64",93.7777777777778,"E64",NA,"SWISS","CLS",NA,42.2,45,2.98,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000
"969","LM_0354",8,"P4bMOP",-7.57086666666667,256.089697167021,"neg",0,"E64:E64",97.2148859543818,NA,"E64","SWISS","CLS",NA,40.49,41.65,3.03,"b","Spleen",14,16.1,27.9,3.36,20.8,43.9,1.93,42,5.89,27.3,23.7,13.5,41.6,"P4bMOP",0
"970","LM_0354",8,"P4bMOP",-7.57086666666667,256.089697167021,"neg",0,"E64:E64",97.2148859543818,NA,"E64","SWISS","CLS",NA,40.49,41.65,3.03,"b","mLN",27.2,11.5,25.6,9.05,4.78,54.9,2.17,42.7,8.93,12.4,30.6,2.85,23.7,"P4bMOP",0
"971","LM_0354",9,"P4aENX",NA,NA,NA,4694.83568075117,"E64:E64",93.5333333333334,"E64",NA,"SWISS","CLS",NA,42.09,45,2.13,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000
"972","LM_0354",10,"P4aDYG",NA,NA,NA,0,"E64:E64",92.3777777777778,"E64",NA,"SWISS","CLS",NA,41.57,45,3.22,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"973","LM_0354",11,"P4aGZU",NA,NA,NA,0,"E64:E64",93.4444444444445,"E64",NA,"SWISS","CLS",NA,42.05,45,1.98,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"974","LM_0355",0,"P4aTYQ",NA,NA,NA,NA,"E64:UNI",100,"E64",NA,"SWISS","CLS",NA,43.9,43.9,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","LM_0355",0,"P4bVAG",NA,NA,NA,NA,"E64:UNI",100,NA,"UNI","SWISS","CLS",NA,45.85,45.85,NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","LM_0355",1,"P4aIGA",NA,NA,NA,0,"E64:UNI",98.7243735763098,"E64",NA,"SWISS","CLS",NA,43.34,43.9,1.57,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"977","LM_0355",1,"P4bJRA",NA,NA,NA,0,"E64:UNI",101.308615049073,NA,"UNI","SWISS","CLS",NA,46.45,45.85,2.3,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"978","LM_0355",2,"P4aCRR",NA,NA,NA,5813.95348837209,"E64:UNI",98.8382687927107,"E64",NA,"SWISS","CLS",NA,43.39,43.9,0.86,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000
"979","LM_0355",2,"P4bULK",NA,NA,NA,0,"E64:UNI",102.57360959651,NA,"UNI","SWISS","CLS",NA,47.03,45.85,1.59,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"980","LM_0355",3,"P4aERQ",NA,NA,NA,6451.61290322581,"E64:UNI",99.2255125284738,"E64",NA,"SWISS","CLS",NA,43.56,43.9,1.55,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000
"981","LM_0355",3,"P4bKHA",NA,NA,NA,0,"E64:UNI",100.82878953108,NA,"UNI","SWISS","CLS",NA,46.23,45.85,2.01,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"982","LM_0355",4,"P4aXLA",NA,NA,NA,0,"E64:UNI",91.9817767653759,"E64",NA,"SWISS","CLS",NA,40.38,43.9,1.36,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"983","LM_0355",4,"P4bQNF",NA,NA,NA,0,"E64:UNI",101.090512540894,NA,"UNI","SWISS","CLS",NA,46.35,45.85,1.91,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"984","LM_0355",5,"P4aLBB",NA,NA,NA,505000,"E64:UNI",90.8883826879271,"E64",NA,"SWISS","CLS",NA,39.9,43.9,1,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505000
"985","LM_0355",5,"P4bYFR",NA,NA,NA,0,"E64:UNI",101.43947655398,NA,"UNI","SWISS","CLS",NA,46.51,45.85,2.74,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"986","LM_0355",6,"P4aDHR",NA,NA,NA,2131578.94736842,"E64:UNI",95.6719817767654,"E64",NA,"SWISS","CLS",NA,42,43.9,1.33,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2835000
"987","LM_0355",6,"P4bKAB",NA,NA,NA,0,"E64:UNI",102.159214830971,NA,"UNI","SWISS","CLS",NA,46.84,45.85,2.58,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"988","LM_0355",7,"P4aAAA",NA,NA,NA,297674.418604651,"E64:UNI",98.1776765375854,"E64",NA,"SWISS","CLS",NA,43.1,43.9,2.15,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640000
"989","LM_0355",7,"P4bWWU",NA,NA,NA,0,"E64:UNI",103.70774263904,NA,"UNI","SWISS","CLS",NA,47.55,45.85,2.97,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"990","LM_0355",8,"P4aLWB",NA,NA,NA,50847.4576271186,"E64:UNI",99.8861047835991,"E64",NA,"SWISS","CLS",NA,43.85,43.9,2.36,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000
"991","LM_0355",8,"P4bKJY",-5.20748333333334,275.954929080042,"neg",0,"E64:UNI",105.496183206107,NA,"UNI","SWISS","CLS",NA,48.37,45.85,2.87,"b","Spleen",13.7,15.6,20.2,2.13,15.1,14.7,1.38,12.4,4.29,25.2,4.35,12.9,31,"P4bKJY",0
"992","LM_0355",8,"P4bKJY",-5.20748333333334,275.954929080042,"neg",0,"E64:UNI",105.496183206107,NA,"UNI","SWISS","CLS",NA,48.37,45.85,2.87,"b","mLN",52.6,14.4,8.07,3.23,4.83,15.8,1.53,13.3,15.4,13.7,6.07,3.05,21.5,"P4bKJY",0
"993","LM_0355",9,"P4aNJL",NA,NA,NA,0,"E64:UNI",101.548974943052,"E64",NA,"SWISS","CLS",NA,44.58,43.9,2.08,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"994","LM_0355",10,"P4aCPK",NA,NA,NA,0,"E64:UNI",101.412300683371,"E64",NA,"SWISS","CLS",NA,44.52,43.9,2.32,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"995","LM_0355",11,"P4aGFH",NA,NA,NA,68750,"E64:UNI",103.257403189066,"E64",NA,"SWISS","CLS",NA,45.33,43.9,1.6,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000
"996","LM_0356",0,"P4aODF",NA,NA,NA,NA,"E88:E88",100,"E88",NA,"SWISS","CLS",NA,40.7,40.7,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","LM_0356",0,"P4bBSE",NA,NA,NA,NA,"E88:E88",100,NA,"E88","SWISS","CLS",NA,39.94,39.94,NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","LM_0356",1,"P4aUGP",NA,NA,NA,0,"E88:E88",97.027027027027,"E88",NA,"SWISS","CLS",NA,39.49,40.7,1.22,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"999","LM_0356",1,"P4bYMB",NA,NA,NA,0,"E88:E88",101.326990485729,NA,"E88","SWISS","CLS",NA,40.47,39.94,1.49,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1000","LM_0356",2,"P4aQKW",NA,NA,NA,0,"E88:E88",96.019656019656,"E88",NA,"SWISS","CLS",NA,39.08,40.7,1.15,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1001","LM_0356",2,"P4bPDV",NA,NA,NA,0,"E88:E88",102.428642964447,NA,"E88","SWISS","CLS",NA,40.91,39.94,1.32,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1002","LM_0356",3,"P4aSOS",NA,NA,NA,0,"E88:E88",99.3611793611793,"E88",NA,"SWISS","CLS",NA,40.44,40.7,1.4,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1003","LM_0356",3,"P4bUXA",NA,NA,NA,0,"E88:E88",100.025037556335,NA,"E88","SWISS","CLS",NA,39.95,39.94,1.43,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1004","LM_0356",4,"P4aSBT",NA,NA,NA,0,"E88:E88",99.3611793611793,"E88",NA,"SWISS","CLS",NA,40.44,40.7,1.71,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1005","LM_0356",4,"P4bCES",NA,NA,NA,0,"E88:E88",100.175262894342,NA,"E88","SWISS","CLS",NA,40.01,39.94,1.79,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1006","LM_0356",5,"P4aHQE",NA,NA,NA,471751.412429379,"E88:E88",95.8230958230958,"E88",NA,"SWISS","CLS",NA,39,40.7,1.77,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835000
"1007","LM_0356",5,"P4bUNW",NA,NA,NA,282110.091743119,"E88:E88",98.2974461692539,NA,"E88","SWISS","CLS",NA,39.26,39.94,2.18,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615000
"1008","LM_0356",6,"P4aEWQ",NA,NA,NA,191919.191919192,"E88:E88",96.8550368550369,"E88",NA,"SWISS","CLS",NA,39.42,40.7,1.98,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000
"1009","LM_0356",6,"P4bSLR",NA,NA,NA,63535.9116022099,"E88:E88",94.9924887330996,NA,"E88","SWISS","CLS",NA,37.94,39.94,1.81,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115000
"1010","LM_0356",7,"P4aDYE",NA,NA,NA,267441.860465116,"E88:E88",92.8255528255528,"E88",NA,"SWISS","CLS",NA,37.78,40.7,1.29,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345000
"1011","LM_0356",7,"P4bVUW",NA,NA,NA,134090.909090909,"E88:E88",96.9454181271908,NA,"E88","SWISS","CLS",NA,38.72,39.94,2.2,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295000
"1012","LM_0356",8,"P4aYSI",NA,NA,NA,4138888.88888889,"E88:E88",89.5085995085995,"E88",NA,"SWISS","CLS",NA,36.43,40.7,0.54,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235000
"1013","LM_0356",8,"P4bQSH",-7.3878,238.721489574293,"pos",0,"E88:E88",96.5197796695043,NA,"E88","SWISS","CLS",NA,38.55,39.94,3.24,"b","mLN",28.4,15.2,24.9,8.36,11.6,54.6,3.03,43.8,7.77,19.5,26.5,9.34,36.9,"P4bQSH",0
"1014","LM_0356",8,"P4bQSH",-7.3878,238.721489574293,"pos",0,"E88:E88",96.5197796695043,NA,"E88","SWISS","CLS",NA,38.55,39.94,3.24,"b","Spleen",16.3,20.5,21.4,2.74,18,47.7,2.44,48.8,4.88,43,25.1,13.5,54.9,"P4bQSH",0
"1015","LM_0356",9,"P4aEXA",NA,NA,NA,1839285.71428571,"E88:E88",84.8894348894349,"E88",NA,"SWISS","CLS",NA,34.55,40.7,1.12,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2060000
"1016","LM_0356",10,"P4aMMF",NA,NA,NA,234042.553191489,"E88:E88",88.1326781326781,"E88",NA,"SWISS","CLS",NA,35.87,40.7,1.41,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330000
"1017","LM_0356",11,"P4aNDH",NA,NA,NA,4608.29493087558,"E88:E88",92.1621621621621,"E88",NA,"SWISS","CLS",NA,37.51,40.7,2.17,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000
"1018","LM_0357",0,"P4aJDE",NA,NA,NA,NA,"E88:E88",100,"E88",NA,"SWISS","CLS",NA,42.8,42.8,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","LM_0357",0,"P4bPWF",NA,NA,NA,NA,"E88:E88",100,NA,"E88","SWISS","CLS",NA,42.76,42.76,NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","LM_0357",1,"P4aETM",NA,NA,NA,0,"E88:E88",97.7102803738318,"E88",NA,"SWISS","CLS",NA,41.82,42.8,1.64,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1021","LM_0357",1,"P4bWXZ",NA,NA,NA,0,"E88:E88",98.7605238540692,NA,"E88","SWISS","CLS",NA,42.23,42.76,1.76,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1022","LM_0357",2,"P4aQYZ",NA,NA,NA,0,"E88:E88",97.0794392523365,"E88",NA,"SWISS","CLS",NA,41.55,42.8,1.32,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1023","LM_0357",2,"P4bEBR",NA,NA,NA,0,"E88:E88",99.4387277829748,NA,"E88","SWISS","CLS",NA,42.52,42.76,1.89,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1024","LM_0357",3,"P4aAMK",NA,NA,NA,0,"E88:E88",97.0093457943925,"E88",NA,"SWISS","CLS",NA,41.52,42.8,1.24,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1025","LM_0357",3,"P4bLZA",NA,NA,NA,0,"E88:E88",97.3573433115061,NA,"E88","SWISS","CLS",NA,41.63,42.76,1.7,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1026","LM_0357",4,"P4aOUM",NA,NA,NA,0,"E88:E88",97.1495327102804,"E88",NA,"SWISS","CLS",NA,41.58,42.8,2.18,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1027","LM_0357",4,"P4bRIY",NA,NA,NA,0,"E88:E88",95.4396632366698,NA,"E88","SWISS","CLS",NA,40.81,42.76,1.77,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1028","LM_0357",5,"P4aRKJ",NA,NA,NA,323170.731707317,"E88:E88",94.0420560747664,"E88",NA,"SWISS","CLS",NA,40.25,42.8,1.64,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530000
"1029","LM_0357",5,"P4bEWJ",NA,NA,NA,113756.613756614,"E88:E88",92.5631431244153,NA,"E88","SWISS","CLS",NA,39.58,42.76,1.89,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215000
"1030","LM_0357",6,"P4aZZO",NA,NA,NA,1125954.19847328,"E88:E88",94.696261682243,"E88",NA,"SWISS","CLS",NA,40.53,42.8,1.31,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475000
"1031","LM_0357",6,"P4bXFH",NA,NA,NA,153225.806451613,"E88:E88",87.5818521983162,NA,"E88","SWISS","CLS",NA,37.45,42.76,1.24,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190000
"1032","LM_0357",7,"P4aLGU",NA,NA,NA,352941.176470588,"E88:E88",87.2196261682243,"E88",NA,"SWISS","CLS",NA,37.33,42.8,1.02,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360000
"1033","LM_0357",7,"P4bVVV",NA,NA,NA,59602.6490066225,"E88:E88",84.4246959775491,NA,"E88","SWISS","CLS",NA,36.1,42.76,1.51,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000
"1034","LM_0357",8,"P4aBWK",NA,NA,NA,1401515.15151515,"E88:E88",83.5046728971963,"E88",NA,"SWISS","CLS",NA,35.74,42.8,0.66,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925000
"1035","LM_0357",8,"P4bXUM",-4.1202,179.401561539756,"pos",0,"E88:E88",89.0318054256314,NA,"E88","SWISS","CLS",NA,38.07,42.76,1.46,"b","Spleen",17.9,15.9,29.4,3.73,11.8,46.9,2.96,58.9,4.59,31.6,16.7,9.28,38.1,"P4bXUM",0
"1036","LM_0357",8,"P4bXUM",-4.1202,179.401561539756,"pos",0,"E88:E88",89.0318054256314,NA,"E88","SWISS","CLS",NA,38.07,42.76,1.46,"b","mLN",20.3,11.1,30.6,12.1,6.87,63.1,3.79,65.8,5.87,12.8,16.6,3.91,28.9,"P4bXUM",0
"1037","LM_0357",9,"P4aWYZ",NA,NA,NA,1145833.33333333,"E88:E88",79.7196261682243,"E88",NA,"SWISS","CLS",NA,34.12,42.8,0.72,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825000
"1038","LM_0357",10,"P4aYSZ",NA,NA,NA,708333.333333333,"E88:E88",80.7242990654206,"E88",NA,"SWISS","CLS",NA,34.55,42.8,0.12,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000
"1039","LM_0357",11,"P4aQMF",NA,NA,NA,11494.2528735632,"E88:E88",81.0981308411215,"E88",NA,"SWISS","CLS",NA,34.71,42.8,1.74,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000
"1040","LM_0358",0,"P4aNRK",NA,NA,NA,NA,"E88:E64",100,"E88",NA,"SWISS","CLS",NA,49.5,49.5,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","LM_0358",0,"P4bXNG",NA,NA,NA,NA,"E88:E64",100,NA,"E64","SWISS","CLS",NA,46.92,46.92,NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","LM_0358",1,"P4aXKE",NA,NA,NA,0,"E88:E64",96.7878787878788,"E88",NA,"SWISS","CLS",NA,47.91,49.5,0.66,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1043","LM_0358",1,"P4bPYV",NA,NA,NA,0,"E88:E64",98.6359761295823,NA,"E64","SWISS","CLS",NA,46.28,46.92,1.14,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1044","LM_0358",2,"P4aNJI",NA,NA,NA,0,"E88:E64",93.4949494949495,"E88",NA,"SWISS","CLS",NA,46.28,49.5,1.06,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1045","LM_0358",2,"P4bJKP",NA,NA,NA,0,"E88:E64",99.7442455242967,NA,"E64","SWISS","CLS",NA,46.8,46.92,1.16,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1046","LM_0358",3,"P4aXBA",NA,NA,NA,0,"E88:E64",95.0909090909091,"E88",NA,"SWISS","CLS",NA,47.07,49.5,1.5,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1047","LM_0358",3,"P4bWXG",NA,NA,NA,0,"E88:E64",98.7212276214834,NA,"E64","SWISS","CLS",NA,46.32,46.92,1.15,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1048","LM_0358",4,"P4aNDF",NA,NA,NA,0,"E88:E64",92.9090909090909,"E88",NA,"SWISS","CLS",NA,45.99,49.5,1.4,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1049","LM_0358",4,"P4bJWS",NA,NA,NA,5780.34682080925,"E88:E64",94.6078431372549,NA,"E64","SWISS","CLS",NA,44.39,46.92,1.73,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000
"1050","LM_0358",5,"P4aMDM",NA,NA,NA,23364.4859813084,"E88:E64",88.6868686868687,"E88",NA,"SWISS","CLS",NA,43.9,49.5,1.07,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000
"1051","LM_0358",5,"P4bDGJ",NA,NA,NA,933333.333333333,"E88:E64",90.153452685422,NA,"E64","SWISS","CLS",NA,42.3,46.92,1.8,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680000
"1052","LM_0358",6,"P4aTUY",NA,NA,NA,2275510.20408163,"E88:E64",88.5252525252525,"E88",NA,"SWISS","CLS",NA,43.82,49.5,0.98,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230000
"1053","LM_0358",6,"P4bNZN",NA,NA,NA,1715909.09090909,"E88:E64",87.6811594202899,NA,"E64","SWISS","CLS",NA,41.14,46.92,1.32,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2265000
"1054","LM_0358",7,"P4aSWK",NA,NA,NA,1255555.55555556,"E88:E64",85.2929292929293,"E88",NA,"SWISS","CLS",NA,42.22,49.5,0.9,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130000
"1055","LM_0358",7,"P4bOIR",NA,NA,NA,15463.9175257732,"E88:E64",88.3418584825234,NA,"E64","SWISS","CLS",NA,41.45,46.92,2.91,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000
"1056","LM_0358",8,"P4aIVI",NA,NA,NA,220000,"E88:E64",80.2020202020202,"E88",NA,"SWISS","CLS",NA,39.7,49.5,0.5,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000
"1057","LM_0358",8,"P4bGAB",-5.42953333333333,79.8828764448402,"pos",6507.59219088937,"E88:E64",92.7749360613811,NA,"E64","SWISS","CLS",NA,43.53,46.92,4.61,"b","mLN",25.4,12,23.2,9.41,9.08,49.7,2.06,52.4,6.14,20.5,22.5,9.13,50.1,"P4bGAB",30000
"1058","LM_0358",8,"P4bGAB",-5.42953333333333,79.8828764448402,"pos",6507.59219088937,"E88:E64",92.7749360613811,NA,"E64","SWISS","CLS",NA,43.53,46.92,4.61,"b","Spleen",18.3,20.2,23.1,3.91,28.1,48.4,3.62,59.4,4.4,54.1,21.4,28.2,67.1,"P4bGAB",30000
"1059","LM_0358",9,"P4aSNC",NA,NA,NA,166666.666666667,"E88:E64",76.040404040404,"E88",NA,"SWISS","CLS",NA,37.64,49.5,0.48,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000
"1060","LM_0358",10,"P4aRHX",NA,NA,NA,66666.6666666667,"E88:E64",79.5353535353535,"E88",NA,"SWISS","CLS",NA,39.37,49.5,0.9,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000
