"","labels","experiment","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","dilution"
"1542","E7aOPZ","E7",0,0,0,0,0,"1"
"1543","E7aKMS","E7",5,14,5,9,8.25,"1"
"1544","E7aHKX","E7",46,61,77,58,60.5,"1"
"1545","E7aFYZ","E7",0,0,0,0,0,"1"
"1546","E7aHJU","E7",0,0,0,0,0,"1"
"1547","E7aHVW","E7",4,4,3,6,4.25,"1"
"1548","E7aALR","E7",0,0,0,0,0,"1"
"1549","E7aAFV","E7",0,0,0,0,0,"1"
"1550","E7aGHL","E7",67,55,71,65,64.5,"1"
"1551","E7aCLS","E7",33,42,29,31,33.75,"1"
"1552","E7aNUY","E7",12,4,7,4,6.75,"1"
"1553","E7aGTW","E7",0,0,0,0,0,"1"
"1554","E7aGHI","E7",2,0,1,0,0.75,"1"
"1555","E7aFGV","E7",0,0,0,0,0,"1"
"1556","E7aDKW","E7",0,0,0,0,0,"1"
"1557","E7bCKT","E7",0,0,0,0,0,"1"
"1558","E7bJKZ","E7",26,24,38,28,29,"1"
"1559","E7bITX","E7",0,0,0,0,0,"1"
"1560","E7bGIT","E7",0,0,0,0,0,"1"
"1561","E7bGHV","E7",0,0,0,0,0,"1"
"1562","E7bNTU","E7",0,0,0,0,0,"1"
"1563","E7bRSU","E7",0,0,0,0,0,"1"
"1564","E7bRTX","E7",0,0,0,0,0,"1"
"1565","E7bAUZ","E7",9,18,9,14,12.5,"1"
"1566","E7aDLN","E7",0,0,0,0,0,"1"
"1567","E7aDMN","E7",0,0,0,0,0,"1"
"1568","E7aDTW","E7",0,0,0,0,0,"1"
"1569","E7aCLZ","E7",0,0,0,0,0,"1"
"1570","E7aKOP","E7",0,0,0,0,0,"1"
"1571","E7aCFZ","E7",0,0,0,0,0,"1"
"1572","E7aFGZ","E7",0,0,0,0,0,"1"
"1573","E7aPRZ","E7",0,0,0,0,0,"1"
"1574","E7aCNO","E7",0,0,0,0,0,"1"
"1575","E7bBKV","E7",0,0,0,0,0,"1"
"1576","E7bABO","E7",1,0,0,0,0.25,"1"
"1577","E7bAMV","E7",8,7,17,8,10,"1"
"1578","E7bFHK","E7",2,0,1,1,1,"1"
"1579","E7bHKS","E7",0,0,0,0,0,"1"
"1580","E7bHQZ","E7",0,0,0,0,0,"1"
"1581","E7bNSX","E7",12,7,11,11,10.25,"1"
"1582","E7bCFV","E7",0,0,0,0,0,"1"
"1583","E7bNRV","E7",0,0,0,0,0,"1"
"1584","E7bLMZ","E7",4,8,1,7,5,"1"
"1585","E7bBIJ","E7",0,0,0,0,0,"1"
"1586","E7bCHM","E7",29,34,31,33,31.75,"1"
"1587","E7bLNO","E7",0,0,0,0,0,"1"
"1588","E7bQRT","E7",0,0,0,0,0,"1"
"1589","E7bNPW","E7",7,7,5,6,6.25,"1"
"1590","E7bDHI","E7",0,0,0,0,0,"1"
"1591","E7bJRZ","E7",40,28,29,32,32.25,"1"
"1592","E7bAKS","E7",0,0,0,0,0,"1"
"1593","E7aELV","E7",0,0,0,0,0,"1"
"1594","E7aOQT","E7",0,0,0,0,0,"1"
"1595","E7aADL","E7",0,0,0,0,0,"1"
"1596","E7aBQY","E7",0,0,0,0,0,"1"
"1597","E7aBEV","E7",0,0,0,0,0,"1"
"1598","E7aIJR","E7",0,0,0,0,0,"1"
"1599","E7aAJT","E7",0,0,0,0,0,"1"
"1600","E7aENV","E7",0,0,0,0,0,"1"
"1601","E7aDIJ","E7",0,0,0,0,0,"1"
"1602","E7bAHU","E7",12,14,23,5,13.5,"1"
"1603","E7bAFP","E7",28,32,20,25,26.25,"2"
"1604","E7bBKY","E7",0,0,0,0,0,"1"
"1605","E7bPQY","E7",0,0,0,0,0,"2"
"1606","E7bEIS","E7",0,0,0,0,0,"1"
"1607","E7bDKM","E7",0,0,0,0,0,"1"
"1608","E7bFGW","E7",0,0,0,0,0,"1"
"1609","E7bIMQ","E7",0,0,0,1,0.25,"1"
"1610","E7bGSV","E7",2,2,3,4,2.75,"1"
"1611","E7aJUV","E7",0,0,0,0,0,"1"
"1612","E7aGRV","E7",0,0,0,0,0,"1"
"1613","E7aDKO","E7",0,0,0,0,0,"1"
"1614","E7aFLY","E7",0,0,0,0,0,"1"
"1615","E7aIOS","E7",0,0,0,0,0,"1"
"1616","E7aFLN","E7",0,0,0,0,0,"1"
"1617","E7aCOW","E7",0,0,0,0,0,"1"
"1618","E7aDJP","E7",0,0,0,0,0,"1"
"1619","E7aJTV","E7",0,0,0,0,0,"1"
"1620","E7aCPW","E7",0,0,0,0,0,"1"
"1621","E7aKWX","E7",0,0,0,0,0,"1"
"1622","E7aDGZ","E7",0,0,0,0,0,"1"
"1623","E7aGHV","E7",0,0,0,0,0,"1"
"1624","E7aGSW","E7",0,0,0,0,0,"1"
"1625","E7aAYZ","E7",0,0,0,0,0,"1"
"1626","E7aERS","E7",0,0,0,0,0,"1"
"1627","E7aAWZ","E7",0,0,0,0,0,"1"
"1628","E7aEIU","E7",0,0,0,0,0,"1"
"1629","E7bGPR","E7",3,5,3,8,4.75,"1"
"1630","E7bAQY","E7",3,2,1,0,1.5,"1"
"1631","E7bIQW","E7",0,2,1,2,1.25,"1"
"1632","E7bHJW","E7",0,0,0,0,0,"1"
"1633","E7bMNP","E7",0,0,0,0,0,"1"
"1634","E7bLOT","E7",0,0,0,0,0,"1"
"1635","E7bBIW","E7",0,0,0,0,0,"1"
"1636","E7bEIV","E7",0,0,0,0,0,"1"
"1637","E7bSUZ","E7",0,0,0,0,0,"1"
"1638","E7bARS","E7",0,0,0,0,0,"1"
"1639","E7bGQU","E7",0,0,0,0,0,"1"
"1640","E7bNRU","E7",16,4,5,7,8,"1"
"1641","E7bOSZ","E7",0,0,0,0,0,"1"
"1642","E7bAOZ","E7",0,0,0,0,0,"1"
"1643","E7bKMQ","E7",0,0,0,0,0,"1"
"1644","E7bEKV","E7",4,4,4,1,3.25,"1"
"1645","E7bBGV","E7",21,20,13,18,18,"1"
"1646","E7bBTZ","E7",0,0,0,0,0,"1"
"1647","E7aBEW","E7",1,0,0,0,0.25,"1"
"1648","E7aFHQ","E7",0,0,0,0,0,"1"
"1649","E7aPSU","E7",0,0,0,0,0,"1"
"1650","E7aKQW","E7",0,0,0,0,0,"1"
"1651","E7aPQZ","E7",0,0,0,0,0,"1"
"1652","E7aACO","E7",0,0,0,0,0,"1"
"1653","E7aAGI","E7",0,0,0,0,0,"1"
"1654","E7aCKO","E7",0,0,0,0,0,"1"
"1655","E7aHKT","E7",0,0,0,0,0,"1"
"1656","E7bEWX","E7",0,0,0,0,0,"1"
"1657","E7bLVZ","E7",0,0,0,0,0,"1"
"1658","E7bAYZ","E7",0,0,0,0,0,"1"
"1659","E7bJQZ","E7",0,0,0,0,0,"1"
"1660","E7bCKS","E7",0,0,0,0,0,"1"
"1661","E7bCTU","E7",0,0,0,0,0,"1"
"1662","E7bLQW","E7",0,0,0,0,0,"1"
"1663","E7bHWY","E7",0,0,0,0,0,"1"
"1664","E7bAOT","E7",0,0,0,0,0,"1"
"1665","E7bBQV","E7",0,0,0,0,0,"1"
"1666","E7bCLX","E7",0,0,0,0,0,"1"
"1667","E7bMPW","E7",0,0,0,0,0,"1"
"1668","E7bDIS","E7",0,0,0,0,0,"1"
"1669","E7bAHV","E7",0,0,0,0,0,"1"
"1670","E7bKPZ","E7",0,0,0,0,0,"1"
"1671","E7bGTV","E7",0,0,0,0,0,"1"
"1672","E7bOSX","E7",0,0,0,0,0,"1"
"1673","E7bKQW","E7",0,0,0,0,0,"1"
"1674","E7bNOU","E7",0,0,0,0,0,"1"
"1675","E7bGPT","E7",0,0,0,0,0,"1"
"1676","E7bIJP","E7",0,0,0,0,0,"1"
"1677","E7bUWZ","E7",0,0,0,0,0,"1"
"1678","E7bABL","E7",0,0,0,0,0,"1"
"1679","E7bHLP","E7",0,0,0,0,0,"1"
"1680","E7bAFK","E7",0,0,0,0,0,"1"
"1681","E7bMNW","E7",0,0,0,0,0,"1"
"1682","E7bACH","E7",0,0,0,0,0,"1"
"1683","E7bESY","E7",0,0,0,0,0,"1"
"1684","E7bPQT","E7",0,0,0,0,0,"1"
"1685","E7bBDP","E7",0,0,0,0,0,"1"
"1686","E7bBGY","E7",0,0,0,0,0,"1"
"1687","E7bDTV","E7",0,0,0,0,0,"1"
"1688","E7bABW","E7",0,0,0,0,0,"1"
"1689","E7bEHR","E7",0,0,0,0,0,"2"
"1690","E7bRXZ","E7",0,0,0,0,0,"2"
"1691","E7bPVZ","E7",0,0,0,0,0,"1"
"1692","E7bEFU","E7",0,0,0,0,0,"1"
"1693","E7bELQ","E7",0,0,0,0,0,"1"
"1694","E7bADS","E7",0,0,0,0,0,"1"
"1695","E7bABP","E7",0,0,0,0,0,"1"
"1696","E7bSWZ","E7",0,0,0,0,0,"2"
"1697","E7bCEK","E7",0,0,0,0,0,"1"
"1698","E7bBRZ","E7",0,0,0,0,0,"1"
"1699","E7bBIN","E7",0,0,0,0,0,"1"
"1700","E7bART","E7",0,0,0,0,0,"1"
"1701","E7bCIM","E7",0,0,0,0,0,"2"
"1702","E7bKMP","E7",0,0,0,0,0,"1"
"1703","E7bLMV","E7",0,0,0,0,0,"1"
"1704","E7bQVX","E7",0,0,0,0,0,"2"
"1705","E7bMQS","E7",0,0,0,0,0,"1"
"1706","E7bGVY","E7",0,0,0,0,0,"1"
"1707","E7bDTU","E7",0,0,0,0,0,"1"
"1708","E7bILR","E7",0,0,0,0,0,"1"
"1709","E7bDHY","E7",0,0,0,0,0,"1"
"1710","E7bFPV","E7",0,2,0,0,0.5,"1"
"1711","E7bBHX","E7",0,0,0,0,0,"1"
"1712","E7bBMS","E7",4,9,7,1,5.25,"1"
"1713","E7bNOY","E7",28,22,12,20,20.5,"1"
"1714","E7bLNT","E7",20,18,18,16,18,"1"
"1715","E7bQSV","E7",0,0,0,0,0,"1"
"1716","E7bHIY","E7",0,0,0,0,0,"2"
"1717","E7bBNQ","E7",0,0,0,0,0,"1"
"1718","E7bSTZ","E7",0,0,0,0,0,"2"
"1719","E7bFJY","E7",0,0,0,0,0,"1"
"1720","E7bDVW","E7",0,7,1,3,2.75,"1"
"1721","E7bOSY","E7",0,0,0,0,0,"1"
"1722","E7bAVW","E7",30,23,20,24,24.25,"1"
"1723","E7bNXY","E7",0,0,0,0,0,"1"
"1724","E7bIMP","E7",0,0,0,0,0,"1"
"1725","E7bMRZ","E7",0,0,0,0,0,"1"
"1726","E7bHKN","E7",0,0,0,0,0,"1"
"1727","E7bLQU","E7",0,1,0,0,0.25,"1"
"1728","E7bHNO","E7",0,0,0,0,0,"1"
"1729","E7bRWX","E7",0,0,0,0,0,"1"
"1730","E7bRWZ","E7",0,0,0,0,0,"1"
"1731","E7bFGZ","E7",0,0,0,0,0,"1"
"1732","E7bAUW","E7",0,0,0,0,0,"1"
"1733","E7bABC","E7",0,0,0,0,0,"1"
"1734","E7bGLS","E7",0,0,0,0,0,"1"
"1735","E7bIOZ","E7",0,0,0,0,0,"1"
"1736","E7bFRU","E7",0,0,0,0,0,"1"
"1737","E7bAWX","E7",0,0,0,0,0,"1"
"1738","E7bQRS","E7",0,0,0,0,0,"1"
"1739","E7bFJN","E7",0,0,0,0,0,"1"
"1740","E7bAJN","E7",0,0,0,0,0,"1"
"1741","E7bJMO","E7",0,0,0,0,0,"1"
"1742","E7bBMR","E7",0,0,0,0,0,"1"
"1743","E7bLYZ","E7",0,0,0,0,0,"1"
"1744","E7bCGR","E7",0,0,0,0,0,"1"
"1745","E7bKPU","E7",0,0,0,0,0,"1"
"1746","E7bFMV","E7",0,0,0,0,0,"1"
"1747","E7bLRS","E7",0,0,1,0,0.25,"1"
"1748","E7bLOR","E7",0,0,0,0,0,"1"
"1749","E7bFMN","E7",0,0,0,0,0,"1"
"1750","E7bLPZ","E7",22,30,6,16,18.5,"1"
"1751","E7bKOX","E7",22,24,28,23,24.25,"1"
"1752","E7bKLQ","E7",1,4,6,4,3.75,"1"
"1753","E7bKLT","E7",0,0,0,0,0,"1"
"1754","E7bCRX","E7",0,0,0,0,0,"1"
"1755","E7bBEV","E7",13,5,11,15,11,"1"
"1756","E7bACW","E7",0,0,0,0,0,"1"
"1757","E7bCRV","E7",0,0,0,0,0,"1"
"1758","E7bCHZ","E7",0,0,0,0,0,"1"
"1759","E7bCMQ","E7",0,0,0,0,0,"1"
"1760","E7bBIT","E7",0,0,0,0,0,"1"
"1761","E7bBMX","E7",14,13,8,13,12,"1"
"1762","E7bCLV","E7",30,23,28,21,25.5,"1"
"1763","E7bIKL","E7",31,46,43,34,38.5,"1"
"1764","E7bNPX","E7",0,0,0,0,0,"2"
"1765","E7bCWZ","E7",0,0,0,0,0,"1"
"1766","E7bBNT","E7",0,0,0,0,0,"1"
"1767","E7bDUY","E7",0,0,0,0,0,"1"
"1768","E7bDFQ","E7",0,0,0,0,0,"1"
"1769","E7bDKV","E7",0,0,0,0,0,"1"
"1770","E7bGXY","E7",0,0,0,0,0,"1"
"1771","E7bDGQ","E7",0,0,0,0,0,"1"
"1772","E7bBGI","E7",0,0,0,0,0,"1"
"1773","E7bEPQ","E7",0,0,0,0,0,"1"
"1774","E7bLMS","E7",18,17,16,29,20,"1"
"1775","E7bHKV","E7",0,0,0,0,0,"1"
"1776","E7bPRZ","E7",0,0,0,1,0.25,"1"
"1777","E7bFLY","E7",0,3,3,4,2.5,"1"
"1778","E7bDFL","E7",0,0,0,0,0,"1"
"1779","E7bELU","E7",0,0,0,0,0,"1"
"1780","E7bAST","E7",0,0,0,0,0,"1"
"1781","E7bNPY","E7",8,13,11,23,13.75,"1"
"1782","E7bDHV","E7",0,0,0,0,0,"2"
"1783","E7bFIJ","E7",0,0,0,0,0,"1"
"1784","E7bIKT","E7",0,0,0,0,0,"1"
"1785","E7bAEG","E7",0,0,0,0,0,"1"
"1786","E7bJOZ","E7",0,0,0,0,0,"1"
"1787","E7bCIW","E7",0,0,0,0,0,"1"
"1788","E7bBCF","E7",0,0,0,0,0,"1"
"1789","E7bCOP","E7",0,0,0,0,0,"1"
"1790","E7bLPW","E7",0,0,0,0,0,"1"
"1791","E7bCER","E7",0,0,0,0,0,"1"
"1792","E7bAGL","E7",0,0,0,0,0,"1"
"1793","E7bKQZ","E7",0,0,0,0,0,"1"
"1794","E7bNUW","E7",0,0,0,0,0,"1"
"1795","E7bPSV","E7",0,0,0,0,0,"1"
"1796","E7bDIP","E7",0,0,0,0,0,"1"
"1797","E7bIRU","E7",0,0,0,0,0,"1"
"1798","E7bAKL","E7",0,0,0,0,0,"1"
"1799","E7bFNS","E7",0,0,0,0,0,"1"
"1800","E7bPVX","E7",53,49,78,80,65,"1"
"1801","E7bGIR","E7",0,0,0,0,0,"1"
"1802","E7bHLV","E7",0,0,0,0,0,"1"
"1803","E7bBQY","E7",2,9,9,2,5.5,"1"
"1804","E7bDMZ","E7",30,42,52,42,41.5,"1"
"1805","E7bCPW","E7",33,25,20,22,25,"1"
"1806","E7bPXY","E7",0,0,0,0,0,"1"
"1807","E7bEMP","E7",0,0,0,0,0,"1"
"1808","E7bFXZ","E7",0,0,0,0,0,"1"
"1809","E7bSXY","E7",0,0,0,0,0,"1"
"1810","E7bBLW","E7",0,0,0,0,0,"1"
"1811","E7bEGK","E7",0,0,0,0,0,"1"
"1812","E7bEJO","E7",0,0,0,0,0,"1"
"1813","E7bSYZ","E7",0,0,0,0,0,"1"
"1814","E7bMOR","E7",0,0,0,0,0,"1"
"1815","E7bGHL","E7",0,0,0,0,0,"1"
"1816","E7bBTV","E7",0,0,0,0,0,"1"
"1817","E7bEHI","E7",0,0,0,0,0,"1"
"1818","E7bAHT","E7",0,0,0,0,0,"1"
"1819","E7bILQ","E7",0,0,0,0,0,"1"
"1820","E7bBNW","E7",0,0,0,0,0,"1"
"1821","E7bAIZ","E7",0,0,0,0,0,"1"
"1822","E7bJNY","E7",0,0,0,0,0,"1"
"1823","E7bJQU","E7",0,0,0,0,0,"1"
"1824","E7bCFU","E7",0,0,0,0,0,"1"
"1825","E7bATW","E7",0,0,0,0,0,"1"
"1826","E7bHVX","E7",0,0,0,0,0,"1"
"1827","E7bPQZ","E7",30,33,29,25,29.25,"1"
"1828","E7bLPQ","E7",0,0,0,0,0,"1"
"1829","E7bHKX","E7",10,9,14,7,10,"1"
"1830","E7bNOQ","E7",0,0,0,0,0,"1"
"1831","E7bKTZ","E7",31,37,27,32,31.75,"1"
"1832","E7bFLN","E7",1,4,4,6,3.75,"1"
"1833","E7bCHL","E7",0,0,0,0,0,"1"
"1834","E7bRSW","E7",0,0,0,0,0,"1"
"1835","E7bBGP","E7",0,0,0,0,0,"1"
"1836","E7bDEK","E7",0,0,0,0,0,"1"
"1837","E7bDRT","E7",0,0,0,0,0,"1"
"1838","E7bFGH","E7",6,3,5,3,4.25,"1"
"1839","E7bCGI","E7",0,0,0,0,0,"1"
"1840","E7bADF","E7",0,0,0,0,0,"1"
"1841","E7bANY","E7",47,39,42,49,44.25,"1"
"1842","E7bNUY","E7",44,34,38,45,40.25,"1"
"1843","E7bDMR","E7",0,0,0,0,0,"1"
"1844","E7bCOW","E7",1,1,0,0,0.5,"1"
