"","EH_ID","dpi","batch","labels","experiment","weight","weight_dpi0","feces_weight","relative_weight","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","OPG","dilution","primary_infection","challenge_infection","mouse_strain","delta","IFNy_CEWE","Eim_MC"
"323","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"324","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"325","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"326","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"327","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"328","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"329","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"330","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"331","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"332","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"333","LM_0346",3,"a","P3aRWU","P3",53.5,53.9,NA,99.2578849721707,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"334","LM_0346",3,"b","P3bNPG","P3",51.4,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"335","LM_0346",4,"a","P3aRVL","P3",52.2,53.9,NA,96.8460111317254,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"336","LM_0346",4,"b","P3bBZL","P3",52.3,53.2,NA,96.6165413533835,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"337","LM_0346",5,"a","P3aSWK","P3",52.3,53.9,4.04,97.0315398886828,0,0,0,0,0,0,1,"UNI","UNI","NMRI",NA,NA,NA
"338","LM_0346",5,"b","P3bEFI","P3",52.1,53.2,1.04,98.3082706766917,1,0,2,1,1,19230.7692307692,1,"UNI","UNI","NMRI",NA,NA,NA
"339","LM_0346",6,"a","P3aZQY","P3",52.5,53.9,3.92,97.4025974025974,0,0,0,0,0,0,1,"UNI","UNI","NMRI",NA,NA,NA
"340","LM_0346",6,"b","P3bXYA","P3",51.2,53.2,1.08,96.2406015037594,0,0,0,0,0,0,1,"UNI","UNI","NMRI",NA,NA,NA
"341","LM_0346",7,"a","P3aFJS","P3",52.7,53.9,3.12,97.7736549165121,0,0,0,0,0,0,1,"UNI","UNI","NMRI",NA,NA,NA
"342","LM_0346",7,"b","P3bVLZ","P3",51.2,53.2,1.66,96.2406015037594,0,0,0,0,0,0,1,"UNI","UNI","NMRI",NA,NA,NA
"343","LM_0346",8,"a","P3aDXD","P3",52.4,53.9,3.7,97.2170686456401,0,0,0,0,0,0,1,"UNI","UNI","NMRI",NA,NA,NA
"344","LM_0346",8,"b","P3bVJA","P3",49.4,53.2,1.87,92.8571428571429,0,0,0,0,0,0,1,"UNI","UNI","NMRI",-8.74,14.9964342922672,"pos"
"345","LM_0346",9,"a","P3aSBV","P3",52.5,53.9,3.81,97.4025974025974,0,0,0,0,0,0,1,"UNI","UNI","NMRI",NA,NA,NA
"346","LM_0346",10,"a","P3aYYU","P3",52.8,53.9,NA,97.9591836734694,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"347","LM_0346",11,"a","P3aRPG","P3",52.5,53.9,NA,97.4025974025974,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"348","LM_0347",0,"a","P3aJZP","P3",71.5,71.5,NA,100,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"349","LM_0347",0,"b","P3bHSH","P3",69.1,69.1,NA,100,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"350","LM_0347",1,"a","P3aVUI","P3",64.8,71.5,NA,90.6293706293706,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"351","LM_0347",1,"b","P3bVVN","P3",65.6,69.1,NA,94.9348769898698,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"352","LM_0347",2,"a","P3aIWZ","P3",68.7,71.5,NA,96.0839160839161,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"353","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"354","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"355","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"356","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"357","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"358","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"359","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"360","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"361","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"362","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"363","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"364","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"365","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"366","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"367","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"368","LM_0347",2,"b",NA,"P3",64,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"369","LM_0347",3,"a","P3aULZ","P3",68.3,71.5,NA,95.5244755244755,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"370","LM_0347",3,"b","P3bWAC","P3",63.8,69.1,NA,92.6193921852388,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"371","LM_0347",4,"a","P3aEDH","P3",68,71.5,NA,95.1048951048951,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"372","LM_0347",4,"b","P3bVIZ","P3",64.4,69.1,NA,92.3299565846599,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"373","LM_0347",5,"a","P3aJGW","P3",67,71.5,NA,93.7062937062937,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"374","LM_0347",5,"b","P3bICF","P3",63.5,69.1,NA,93.1982633863965,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"375","LM_0347",6,"a","P3aQDW","P3",66.7,71.5,NA,93.2867132867133,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"376","LM_0347",6,"b","P3bUFY","P3",62.6,69.1,2.9,90.5933429811867,NA,NA,NA,NA,NA,NA,NA,"E88","E88","NMRI",NA,NA,NA
"377","LM_0347",7,"a","P3aDUN","P3",65.5,71.5,3.75,91.6083916083916,62,66,84,61,68.25,364000,1,"E88","E88","NMRI",NA,NA,NA
"378","LM_0347",7,"b","P3bLSG","P3",63,69.1,2.57,91.1722141823444,0,0,0,0,0,0,1,"E88","E88","NMRI",NA,NA,NA
"379","LM_0347",8,"a","P3aYMT","P3",63.7,71.5,4.86,89.0909090909091,45,49,41,47,45.5,187242.798353909,1,"E88","E88","NMRI",NA,NA,NA
"380","LM_0347",8,"b","P3bFMI","P3",60.4,69.1,2.65,87.4095513748191,0,2,0,1,0.75,5660.37735849057,1,"E88","E88","NMRI",-8.73,43.5591598840579,"pos"
"381","LM_0347",9,"a","P3aOSC","P3",65.2,71.5,4.15,91.1888111888112,78,63,64,67,68,327710.843373494,1,"E88","E88","NMRI",NA,NA,NA
"382","LM_0347",10,"a","P3aOOZ","P3",63.9,71.5,5.52,89.3706293706294,8,13,13,20,13.5,48913.0434782609,1,"E88","E88","NMRI",NA,NA,NA
"383","LM_0347",11,"a","P3aMCE","P3",63.2,71.5,7.28,88.3916083916084,6,1,4,3,3.5,9615.38461538462,1,"E88","E88","NMRI",NA,NA,NA
