"EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"LM_0377","E10aQPC","E10",17.28,18.02,95.8934517203108,0.91,3,"primary"
"LM_0377","E10aVMF","E10",16.83,18.02,93.3962264150943,0.86,4,"primary"
"LM_0377","E10aVVZ","E10",16.19,18.02,89.8446170921199,1.19,5,"primary"
"LM_0377","E10aUZY","E10",16.48,18.02,91.4539400665927,0.64,6,"primary"
"LM_0377","E10aJLF","E10",17.09,18.02,94.8390677025527,1.14,7,"primary"
"LM_0377","E10aLQS","E10",17.1,18.02,94.8945615982242,1.21,8,"primary"
"LM_0377","E10aSTP.1","E10",17.25,18.02,95.7269700332963,1.26,9,"primary"
"LM_0377","E10aCYL","E10",17.22,18.02,95.5604883462819,1.37,10,"primary"
"LM_0377","E10aFIA","E10",16.78,18.02,93.118756936737,1.68,11,"primary"
"LM_0378","E10aRJW","E10",15.36,15.36,100,NA,0,"primary"
"LM_0378","E10aOIK","E10",14.62,15.36,95.1822916666667,0.77,1,"primary"
"LM_0378","E10aHLL","E10",15.65,15.36,101.888020833333,0.61,2,"primary"
"LM_0378","E10aOAS","E10",15.06,15.36,98.046875,1.25,3,"primary"
"LM_0378","E10aZKY","E10",13.56,15.36,88.28125,1.44,4,"primary"
"LM_0378","E10aLNM","E10",12.27,15.36,79.8828125,0.44,5,"primary"
"LM_0378","E10aSAO","E10",NA,15.36,NA,NA,6,"primary"
"LM_0378","E10aWDM","E10",NA,15.36,NA,NA,7,"primary"
"LM_0378","E10aGNE","E10",NA,15.36,NA,NA,8,"primary"
"LM_0378","E10aHEX","E10",NA,15.36,NA,NA,9,"primary"
"LM_0378","E10aIKD","E10",NA,15.36,NA,NA,10,"primary"
"LM_0378","E10aPSI","E10",NA,15.36,NA,NA,11,"primary"
"LM_0379","E10aDIL","E10",14.8,14.8,100,NA,0,"primary"
"LM_0379","E10aDWZ","E10",14.32,14.8,96.7567567567568,0.63,1,"primary"
"LM_0379","E10aKBF","E10",13.7,14.8,92.5675675675675,0.98,2,"primary"
"LM_0379","E10aJNY","E10",14.23,14.8,96.1486486486487,1.35,3,"primary"
"LM_0379","E10aQYU","E10",13.41,14.8,90.6081081081081,1.14,4,"primary"
"LM_0379","E10aBRI","E10",12.51,14.8,84.527027027027,0.72,5,"primary"
"LM_0379","E10aCYC","E10",13.73,14.8,92.7702702702703,0.78,6,"primary"
"LM_0379","E10aDEM","E10",15.14,14.8,102.297297297297,0.87,7,"primary"
"LM_0379","E10aTSD","E10",15.12,14.8,102.162162162162,1.33,8,"primary"
"LM_0379","E10aHRS","E10",15.64,14.8,105.675675675676,1.22,9,"primary"
"LM_0379","E10aTCS","E10",15.81,14.8,106.824324324324,1.22,10,"primary"
"LM_0379","E10aVBF","E10",15.77,14.8,106.554054054054,1.45,11,"primary"
"LM_0380","E10aVDW","E10",19.82,19.82,100,NA,0,"primary"
"LM_0380","E10aFPM","E10",19.95,19.82,100.655903128153,0.69,1,"primary"
"LM_0380","E10aWPM","E10",20.88,19.82,105.348133198789,1.82,2,"primary"
"LM_0380","E10aKGF","E10",20.81,19.82,104.994954591322,1.3,3,"primary"
"LM_0380","E10aWFI","E10",20.86,19.82,105.247225025227,1.54,4,"primary"
"LM_0380","E10aAOU","E10",20.08,19.82,101.311806256307,0.98,5,"primary"
"LM_0380","E10aSDV","E10",20.05,19.82,101.160443995964,1.23,6,"primary"
"LM_0380","E10aJVK","E10",19.18,19.82,96.7709384460141,1.4,7,"primary"
"LM_0380","E10aVKF","E10",17.02,19.82,85.8728557013118,0.3,8,"primary"
"LM_0380","E10aNIC","E10",16.42,19.82,82.8456104944501,0.34,9,"primary"
"LM_0380","E10aVIS","E10",16.31,19.82,82.2906155398587,0.48,10,"primary"
"LM_0380","E10aPVS","E10",16.64,19.82,83.9556004036327,1.03,11,"primary"
"LM_0381","E10aVKD","E10",14.8,14.8,100,NA,0,"primary"
"LM_0381","E10aTJL","E10",14.7,14.8,99.3243243243243,1.04,1,"primary"
"LM_0381","E10aVYG","E10",14.79,14.8,99.9324324324324,1.19,2,"primary"
"LM_0381","E10aOXT","E10",15.07,14.8,101.824324324324,1.31,3,"primary"
"LM_0381","E10aIKU","E10",14.81,14.8,100.067567567568,0.97,4,"primary"
"LM_0381","E10aBAA","E10",14.54,14.8,98.2432432432432,0.87,5,"primary"
"LM_0381","E10aKXV","E10",14.33,14.8,96.8243243243243,0.93,6,"primary"
"LM_0381","E10aJTY","E10",14.16,14.8,95.6756756756757,0.74,7,"primary"
"LM_0381","E10aADZ","E10",11.74,14.8,79.3243243243243,0.34,8,"primary"
"LM_0381","E10aFIJ","E10",NA,14.8,NA,NA,9,"primary"
"LM_0381","E10aZWW","E10",NA,14.8,NA,NA,10,"primary"
"LM_0381","E10aZLC","E10",NA,14.8,NA,NA,11,"primary"
"LM_0382","E10aYWJ","E10",17.96,17.96,100,NA,0,"primary"
"LM_0382","E10aNLL","E10",16.97,17.96,94.4877505567929,0.88,1,"primary"
"LM_0382","E10aKAJ","E10",16,17.96,89.086859688196,1.49,2,"primary"
"LM_0382","E10aIFB","E10",17.58,17.96,97.8841870824053,0.7,3,"primary"
"LM_0382","E10aYYC","E10",17.19,17.96,95.7126948775056,0.84,4,"primary"
"LM_0382","E10aHVE","E10",15.81,17.96,88.0289532293987,0.66,5,"primary"
"LM_0382","E10aCDH","E10",15.19,17.96,84.5768374164811,0.44,6,"primary"
"LM_0382","E10aSDI","E10",14.73,17.96,82.0155902004454,0.64,7,"primary"
"LM_0382","E10aXZQ","E10",14.97,17.96,83.3518930957684,0.27,8,"primary"
"LM_0382","E10aWOX","E10",14.85,17.96,82.6837416481069,0.14,9,"primary"
"LM_0382","E10aBQF","E10",14.03,17.96,78.1180400890869,NA,10,"primary"
"LM_0382","E10aLZC","E10",NA,17.96,NA,NA,11,"primary"
"LM_0383","E10aGAX","E10",14.04,14.04,100,NA,0,"primary"
"LM_0383","E10aRRD","E10",13.59,14.04,96.7948717948718,0.68,1,"primary"
"LM_0383","E10aURA","E10",13.28,14.04,94.5868945868946,0.97,2,"primary"
"LM_0383","E10aHGR","E10",13.84,14.04,98.5754985754986,1.06,3,"primary"
"LM_0383","E10aAWA","E10",13.27,14.04,94.5156695156695,0.81,4,"primary"
"LM_0383","E10aYQU","E10",13.36,14.04,95.1566951566952,0.86,5,"primary"
"LM_0383","E10aYFE","E10",14.05,14.04,100.071225071225,1,6,"primary"
"LM_0383","E10aPIY","E10",12.74,14.04,90.7407407407407,0.49,7,"primary"
"LM_0383","E10aKAT","E10",11.89,14.04,84.6866096866097,0.04,8,"primary"
"LM_0383","E10aAEX","E10",11.17,14.04,79.5584045584046,NA,9,"primary"
"LM_0383","E10aZQR","E10",NA,14.04,NA,NA,10,"primary"
"LM_0383","E10aEFY","E10",NA,14.04,NA,NA,11,"primary"
"LM_0384","E10aQIP","E10",19.28,19.28,100,NA,0,"primary"
"LM_0384","E10aAFG","E10",19.29,19.28,100.051867219917,1.01,1,"primary"
"LM_0384","E10aCIJ","E10",19.29,19.28,100.051867219917,1.26,2,"primary"
"LM_0384","E10aUOP","E10",18.79,19.28,97.4585062240664,0.97,3,"primary"
"LM_0384","E10aRPZ","E10",17.94,19.28,93.0497925311203,1.42,4,"primary"
"LM_0384","E10aUFL","E10",18.4,19.28,95.4356846473029,1.39,5,"primary"
"LM_0384","E10aXBI","E10",18.48,19.28,95.850622406639,1.18,6,"primary"
"LM_0384","E10aKPA","E10",17.85,19.28,92.5829875518672,1.39,7,"primary"
"LM_0384","E10aWWH","E10",16.19,19.28,83.9730290456432,0.56,8,"primary"
"LM_0384","E10aMGW","E10",15.94,19.28,82.6763485477178,0.21,9,"primary"
"LM_0384","E10aVNV","E10",16.46,19.28,85.3734439834025,0.34,10,"primary"
"LM_0384","E10aRQH","E10",15.9,19.28,82.4688796680498,NA,11,"primary"
"LM_0385","E10aOGD","E10",15.6,15.6,100,NA,0,"primary"
"LM_0385","E10aBJK","E10",15.79,15.6,101.217948717949,0.84,1,"primary"
"LM_0385","E10aOPZ","E10",16.14,15.6,103.461538461538,0.9,2,"primary"
"LM_0385","E10aMHK","E10",16.51,15.6,105.833333333333,1.05,3,"primary"
"LM_0385","E10aVSN","E10",16.56,15.6,106.153846153846,1.23,4,"primary"
"LM_0385","E10aTJP","E10",16.28,15.6,104.358974358974,0.98,5,"primary"
"LM_0385","E10aXOY","E10",16.17,15.6,103.653846153846,0.84,6,"primary"
"LM_0385","E10aMTZ","E10",16.14,15.6,103.461538461538,0.87,7,"primary"
"LM_0385","E10aPNK","E10",14.87,15.6,95.3205128205128,0.51,8,"primary"
"LM_0385","E10aOEW","E10",14.59,15.6,93.525641025641,0.36,9,"primary"
"LM_0385","E10aTXB","E10",15.09,15.6,96.7307692307692,0.48,10,"primary"
"LM_0385","E10aMYB","E10",15.05,15.6,96.474358974359,0.89,11,"primary"
"LM_0386","E10aULI","E10",16.9,16.9,100,NA,0,"primary"
"LM_0386","E10aZTI","E10",16.37,16.9,96.8639053254438,0.99,1,"primary"
"LM_0386","E10aGAF","E10",16.12,16.9,95.3846153846154,1.04,2,"primary"
"LM_0386","E10aKVQ","E10",16.32,16.9,96.5680473372781,0.99,3,"primary"
"LM_0386","E10aOIN","E10",16.28,16.9,96.3313609467456,1.24,4,"primary"
"LM_0386","E10aRNY","E10",15.53,16.9,91.8934911242604,0.99,5,"primary"
"LM_0386","E10aVEX","E10",15.81,16.9,93.5502958579882,1.33,6,"primary"
"LM_0386","E10aRBK","E10",14.9,16.9,88.1656804733728,0.73,7,"primary"
"LM_0386","E10aQPG","E10",13.99,16.9,82.7810650887574,0.25,8,"primary"
"LM_0386","E10aXIP","E10",13.65,16.9,80.7692307692308,NA,9,"primary"
"LM_0386","E10aVIW","E10",NA,16.9,NA,NA,10,"primary"
"LM_0386","E10aQDD","E10",NA,16.9,NA,NA,11,"primary"
"LM_0387","E10aVRV","E10",14.16,14.16,100,NA,0,"primary"
"LM_0387","E10aMMQ","E10",12.96,14.16,91.5254237288136,0.41,1,"primary"
"LM_0387","E10aYHQ","E10",12.41,14.16,87.6412429378531,0.58,2,"primary"
"LM_0387","E10aSUW","E10",12.32,14.16,87.0056497175141,0.36,3,"primary"
"LM_0387","E10aBBQ","E10",12.74,14.16,89.9717514124294,0.59,4,"primary"
"LM_0387","E10aQCJ","E10",11.78,14.16,83.1920903954802,0.4,5,"primary"
"LM_0387","E10aCXR","E10",12.04,14.16,85.0282485875706,0.4,6,"primary"
"LM_0387","E10aJLH","E10",11.76,14.16,83.0508474576271,0.73,7,"primary"
"LM_0387","E10aCCE","E10",11.63,14.16,82.1327683615819,0.11,8,"primary"
"LM_0387","E10aOJA","E10",11.45,14.16,80.8615819209039,NA,9,"primary"
"LM_0387","E10aSPY","E10",NA,14.16,NA,NA,10,"primary"
"LM_0387","E10aZSP","E10",NA,14.16,NA,NA,11,"primary"
"LM_0388","E10aKDN","E10",22.81,22.81,100,NA,0,"primary"
"LM_0388","E10aGRR","E10",22.64,22.81,99.2547128452433,0.59,1,"primary"
"LM_0388","E10aSHK","E10",22.08,22.81,96.799649276633,0.73,2,"primary"
"LM_0388","E10aSIS","E10",21.96,22.81,96.2735642262166,1,3,"primary"
"LM_0388","E10aRHN","E10",22.29,22.81,97.7202981148619,1.1,4,"primary"
"LM_0388","E10aUEE","E10",21.6,22.81,94.6953090749671,1.42,5,"primary"
"LM_0388","E10aVPQ","E10",21.14,22.81,92.6786497150373,1.66,6,"primary"
"LM_0388","E10aGRE","E10",20.87,22.81,91.4949583516002,0.96,7,"primary"
"LM_0388","E10aHZR","E10",19.45,22.81,85.2696185883385,0.56,8,"primary"
"LM_0388","E10aCSK","E10",18.73,22.81,82.1131082858396,0.31,9,"primary"
"LM_0388","E10aDGI","E10",19.36,22.81,84.8750548005261,0.33,10,"primary"
"LM_0388","E10aCCB","E10",18.01,22.81,78.9565979833406,0.18,11,"primary"
"LM_0389","E10aEVS","E10",19.47,19.47,100,NA,0,"primary"
"LM_0389","E10aWMA","E10",18.85,19.47,96.8156137647663,0.97,1,"primary"
"LM_0389","E10aSZV","E10",18.82,19.47,96.6615305598357,1.13,2,"primary"
"LM_0389","E10aFDU","E10",18.8,19.47,96.5588084232152,1.57,3,"primary"
"LM_0389","E10aCTL","E10",19.08,19.47,97.9969183359014,1.35,4,"primary"
"LM_0389","E10aLQI","E10",18.46,19.47,94.8125321006677,1.25,5,"primary"
"LM_0389","E10aNPL","E10",18.46,19.47,94.8125321006677,1.8,6,"primary"
"LM_0389","E10aPZH","E10",18.54,19.47,95.2234206471494,1.4,7,"primary"
"LM_0389","E10aVXW","E10",17.29,19.47,88.8032871083719,0.53,8,"primary"
"LM_0389","E10aUMB","E10",16.26,19.47,83.5130970724191,0.41,9,"primary"
"LM_0389","E10aLZO","E10",17.09,19.47,87.7760657421674,0.6,10,"primary"
"LM_0389","E10aHBV","E10",17.26,19.47,88.6492039034412,1.02,11,"primary"
"LM_0390","E10aMLP","E10",16.32,16.32,100,NA,0,"primary"
"LM_0390","E10aJPT","E10",15.52,16.32,95.0980392156863,0.62,1,"primary"
"LM_0390","E10aUOJ","E10",15.45,16.32,94.6691176470588,1.28,2,"primary"
"LM_0390","E10aLGU","E10",16.08,16.32,98.5294117647059,1.34,3,"primary"
"LM_0390","E10aYKI","E10",16.23,16.32,99.4485294117647,1.12,4,"primary"
"LM_0390","E10aOHD","E10",16.94,16.32,103.799019607843,0.84,5,"primary"
"LM_0390","E10aKJG","E10",16.64,16.32,101.960784313725,0.9,6,"primary"
"LM_0390","E10aNCK","E10",15.22,16.32,93.2598039215686,0.46,7,"primary"
"LM_0390","E10aPMC","E10",13.51,16.32,82.781862745098,0.17,8,"primary"
"LM_0390","E10aQYJ","E10",13.02,16.32,79.7794117647059,NA,9,"primary"
"LM_0390","E10aQWN","E10",NA,16.32,NA,NA,10,"primary"
"LM_0390","E10aYOG","E10",NA,16.32,NA,NA,11,"primary"
"LM_0391","E10aUKB","E10",15.73,15.73,100,NA,0,"primary"
"LM_0391","E10aQHK","E10",13.93,15.73,88.5568976478067,0.96,1,"primary"
"LM_0391","E10aXCI","E10",14.28,15.73,90.7819453273999,1.26,2,"primary"
"LM_0391","E10aCXG","E10",14.73,15.73,93.6427209154482,1.53,3,"primary"
"LM_0391","E10aHBZ","E10",14.68,15.73,93.3248569612206,1.26,4,"primary"
"LM_0391","E10aZYQ","E10",13.27,15.73,84.3610934520025,0.96,5,"primary"
"LM_0391","E10aNPM","E10",13.02,15.73,82.7717736808646,0.76,6,"primary"
"LM_0391","E10aGYU","E10",14.05,15.73,89.319771137953,0.57,7,"primary"
"LM_0391","E10aKZW","E10",11.69,15.73,74.3165924984107,0.15,8,"primary"
"LM_0391","E10aHXV","E10",NA,15.73,NA,NA,9,"primary"
"LM_0391","E10aNNQ","E10",NA,15.73,NA,NA,10,"primary"
"LM_0391","E10aCLH","E10",NA,15.73,NA,NA,11,"primary"
"LM_0392","E10aICP","E10",24.31,24.31,100,NA,0,"primary"
"LM_0392","E10aQUW","E10",23.69,24.31,97.4496092143151,1.39,1,"primary"
"LM_0392","E10aSZX","E10",24.75,24.31,101.809954751131,1.28,2,"primary"
"LM_0392","E10aWDE.1","E10",23.54,24.31,96.8325791855204,1.19,3,"primary"
"LM_0392","E10aCBB","E10",21.16,24.31,87.0423693953106,0.82,4,"primary"
"LM_0392","E10aVWS","E10",24.97,24.31,102.714932126697,1.25,5,"primary"
"LM_0392","E10aZNH","E10",25.39,24.31,104.442616207322,1.29,6,"primary"
"LM_0392","E10aOKS","E10",25.29,24.31,104.031262854792,2.25,7,"primary"
"LM_0392","E10aYZU","E10",25.42,24.31,104.566022213081,1.8,8,"primary"
"LM_0392","E10aXVU","E10",25.6,24.31,105.306458247635,1.63,9,"primary"
"LM_0392","E10aKYA","E10",25.68,24.31,105.635540929659,1.59,10,"primary"
"LM_0392","E10aZVP","E10",26.01,24.31,106.993006993007,1.42,11,"primary"
"LM_0393","E10aYFO","E10",16.97,16.97,100,NA,0,"primary"
"LM_0393","E10aXHF","E10",17.48,16.97,103.005303476724,0.58,1,"primary"
"LM_0393","E10aGBB","E10",17.27,16.97,101.767825574543,1.3,2,"primary"
"LM_0393","E10aOVS","E10",17.69,16.97,104.242781378904,1.33,3,"primary"
"LM_0393","E10aVKD.1","E10",17.81,16.97,104.949911608721,1.91,4,"primary"
"LM_0393","E10aYSJ","E10",17.8,16.97,104.89098408957,1.51,5,"primary"
"LM_0393","E10aQTG","E10",17.66,16.97,104.06599882145,0.93,6,"primary"
"LM_0393","E10aEEB","E10",17.57,16.97,103.535651149087,0.81,7,"primary"
"LM_0393","E10aOET","E10",17.82,16.97,105.008839127873,0.83,8,"primary"
"LM_0393","E10aSQR","E10",17.73,16.97,104.47849145551,0.86,9,"primary"
"LM_0393","E10aTDF","E10",17.18,16.97,101.23747790218,1.12,10,"primary"
"LM_0393","E10aRZO","E10",17.19,16.97,101.296405421332,0.58,11,"primary"
"LM_0394","E10aMTH","E10",14.48,14.48,100,NA,0,"primary"
"LM_0394","E10aCWZ","E10",16.23,14.48,112.085635359116,0.9,1,"primary"
"LM_0394","E10aABE","E10",16.01,14.48,110.566298342541,0.83,2,"primary"
"LM_0394","E10aJTJ","E10",16.33,14.48,112.776243093923,1.46,3,"primary"
"LM_0394","E10aDFU","E10",16.05,14.48,110.842541436464,1.13,4,"primary"
"LM_0394","E10aMSM","E10",16.29,14.48,112.5,1.24,5,"primary"
"LM_0394","E10aGDN","E10",16.44,14.48,113.53591160221,1.02,6,"primary"
"LM_0394","E10aCQA","E10",16.65,14.48,114.986187845304,1.09,7,"primary"
"LM_0394","E10aXCZ","E10",16.73,14.48,115.538674033149,0.8,8,"primary"
"LM_0394","E10aMJU","E10",17.02,14.48,117.541436464088,1.16,9,"primary"
"LM_0394","E10aZTV","E10",16.83,14.48,116.229281767956,0.76,10,"primary"
"LM_0394","E10aUTY","E10",16.76,14.48,115.745856353591,0.9,11,"primary"
"LM_0395","E10aZIW","E10",15.38,15.38,100,NA,0,"primary"
"LM_0395","E10aZYB","E10",14.34,15.38,93.2379713914174,1.04,1,"primary"
"LM_0395","E10aWYZ","E10",14.52,15.38,94.408322496749,0.65,2,"primary"
