"","experiment","labels","EH_ID","dpi","weight","batch","relative_weight","weight_dpi0","feces_weight","infection_history","primary_infection","challenge_infection","mouse_strain","sex","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","OPG","dilution"
"468","E10","E10bOVS","LM_0393",3,19.49,"b",99.0345528455284,19.68,1.26,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"469","E10","E10bOZK","LM_0368",4,19.92,"b",96.9343065693431,20.55,1.17,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"470","E10","E10bPNK","LM_0385",8,15.88,"b",94.3553178847297,16.83,1.64,"E88:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"471","E10","E10bPON","LM_0395",8,17.74,"b",104.908338261384,16.91,0.91,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"472","E10","E10bPSW","LM_0399",8,14.35,"b",81.2110922467459,17.67,0.26,"UNI:E88",NA,"E88","PWD_PWD",NA,37,31,36,36,35,1346153.84615385,1
"473","E10","E10bPZH","LM_0389",7,19.57,"b",103.490216816499,18.91,1.28,"E88:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"474","E10","E10bQBG","LM_0369",8,18.14,"b",91.3393756294058,19.86,1.13,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"475","E10","E10bQFC","LM_0399",3,17.07,"b",96.6044142614601,17.67,0.75,"UNI:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"476","E10","E10bQJO","LM_0369",2,19.21,"b",96.7270896273918,19.86,1.24,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"477","E10","E10bQPC","LM_0377",3,18.85,"b",101.836844948676,18.51,1.62,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"478","E10","E10bQSC","LM_0376",4,19.96,"b",105.66437268396,18.89,1.4,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"479","E10","E10bQSC.1","LM_0398",8,18.48,"b",100.325732899023,18.42,0.9,"UNI:E88",NA,"E88","SCHUNT_SCHUNT",NA,102,100,91,105,99.5,1105555.55555556,1
"480","E10","E10bQTG","LM_0393",6,19.22,"b",97.6626016260163,19.68,0.72,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"481","E10","E10bQUT","LM_0373",4,25.99,"b",95.4812637766348,27.22,1.25,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"482","E10","E10bQUW","LM_0392",1,28.98,"b",100,28.98,1.63,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"483","E10","E10bQYU","LM_0379",4,16.29,"b",98.1916817359855,16.59,0.75,"E64:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"484","E10","E10bRFH","LM_0395",6,17.27,"b",102.128917800118,16.91,0.98,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"485","E10","E10bRJY","LM_0398",7,19.06,"b",103.474484256243,18.42,1.18,"UNI:E88",NA,"E88","SCHUNT_SCHUNT",NA,11,5,9,13,9.5,80508.4745762712,1
"486","E10","E10bRMO","LM_0370",7,17.65,"b",96.9247666117518,18.21,1.65,"E64:E64",NA,"E64","PWD_PWD",NA,23,17,20,25,21.25,128787.878787879,1
"487","E10","E10bRVA","LM_0399",2,17.15,"b",97.0571590265987,17.67,0.82,"UNI:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"488","E10","E10bSBP","LM_0399",4,17,"b",96.2082625919638,17.67,1.09,"UNI:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"489","E10","E10bSDV","LM_0380",6,18.22,"b",93.7242798353909,19.44,1.04,"E88:E88",NA,"E88","SCHUNT_SCHUNT",NA,29,18,31,28,26.5,254807.692307692,1
"490","E10","E10bSLC","LM_0368",1,20.55,"b",100,20.55,0.93,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"491","E10","E10bSLN","LM_0396",5,19.26,"b",98.3154670750383,19.59,1.72,"UNI:E64",NA,"E64","SCHUNT_SCHUNT",NA,40,32,34,35,35.25,204941.860465116,1
"492","E10","E10bSOB","LM_0398",6,18.6,"b",100.977198697068,18.42,1.16,"UNI:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"493","E10","E10bSTP","LM_0373",1,27.22,"b",100,27.22,1.12,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"494","E10","E10bSZL","LM_0369",1,19.86,"b",100,19.86,2.18,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"495","E10","E10bSZV","LM_0389",2,19.42,"b",102.69698572184,18.91,1.64,"E88:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"496","E10","E10bSZX","LM_0392",2,28.39,"b",97.9641131815045,28.98,1.88,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"497","E10","E10bTHK","LM_0397",1,20.16,"b",100,20.16,1.81,"UNI:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"498","E10","E10bTJP","LM_0385",5,16.13,"b",95.8407605466429,16.83,0.96,"E88:E64",NA,"E64","SCHUNT_SCHUNT",NA,3,5,6,17,7.75,80729.1666666667,1
"499","E10","E10bTSD","LM_0379",8,17.21,"b",103.737191078963,16.59,0.68,"E64:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"500","E10","E10bUQM","LM_0396",6,18.86,"b",96.2736089841756,19.59,1.69,"UNI:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"501","E10","E10bUTC","LM_0376",3,20.13,"b",106.564319745897,18.89,1,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"502","E10","E10bUZM","LM_0372",1,24.73,"b",100,24.73,1.04,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"503","E10","E10bUZY","LM_0377",6,18.38,"b",99.2976769313884,18.51,1.45,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"504","E10","E10bUZZ","LM_0398",5,19.11,"b",103.745928338762,18.42,1.09,"UNI:E88",NA,"E88","SCHUNT_SCHUNT",NA,40,32,43,27,35.5,325688.073394495,1
"505","E10","E10bVIV","LM_0370",8,18.05,"b",99.1213618890719,18.21,1.18,"E64:E64",NA,"E64","PWD_PWD",NA,2,1,1,2,1.5,12711.8644067797,1
"506","E10","E10bVKD.1","LM_0393",4,19.1,"b",97.0528455284553,19.68,1.26,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"507","E10","E10bVKF","LM_0380",8,17.8,"b",91.5637860082305,19.44,1.01,"E88:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,2,1,2,1.25,12376.2376237624,1
"508","E10","E10bVLS","LM_0369",7,18.23,"b",91.7925478348439,19.86,2.47,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"509","E10","E10bVMB","LM_0375",1,15.77,"b",100,15.77,0.9,"E64:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"510","E10","E10bVMF","LM_0377",4,18.63,"b",100.64829821718,18.51,1.59,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"511","E10","E10bVSN","LM_0385",4,16.33,"b",97.0291146761735,16.83,1.76,"E88:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"512","E10","E10bVVZ","LM_0377",5,18.67,"b",100.864397622907,18.51,1.11,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"513","E10","E10bVWS","LM_0392",5,28.44,"b",98.1366459627329,28.98,1.76,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"514","E10","E10bVXC","LM_0396",1,19.59,"b",100,19.59,1.57,"UNI:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"515","E10","E10bVXW","LM_0389",8,19.64,"b",103.86039132734,18.91,1.07,"E88:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"516","E10","E10bWDE","LM_0377",1,18.51,"b",100,18.51,1.27,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"517","E10","E10bWDE.1","LM_0392",3,28.49,"b",98.3091787439613,28.98,1.82,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"518","E10","E10bWFI","LM_0380",4,19.09,"b",98.1995884773663,19.44,1.21,"E88:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"519","E10","E10bWMA","LM_0389",1,18.91,"b",100,18.91,1.49,"E88:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"520","E10","E10bWMB","LM_0372",7,21.54,"b",87.1006874241812,24.73,1.09,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,1,1,1,0.75,6880.73394495413,1
"521","E10","E10bWPM","LM_0380",2,19.16,"b",98.559670781893,19.44,1.07,"E88:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"522","E10","E10bWQO","LM_0397",6,18.91,"b",93.7996031746032,20.16,1.27,"UNI:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"523","E10","E10bWYZ","LM_0395",2,16.96,"b",100.295683027794,16.91,1.19,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"524","E10","E10bXCZ","LM_0394",8,19.11,"b",104.827207899067,18.23,1.08,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"525","E10","E10bXES","LM_0397",7,19.79,"b",98.1646825396825,20.16,1.41,"UNI:E64",NA,"E64","PWD_PWD",NA,84,80,67,90,80.25,569148.936170213,1
"526","E10","E10bXHF","LM_0393",1,19.68,"b",100,19.68,1.71,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"527","E10","E10bXOY","LM_0385",6,15.57,"b",92.5133689839572,16.83,1.75,"E88:E64",NA,"E64","SCHUNT_SCHUNT",NA,19,22,23,18,20.5,117142.857142857,1
"528","E10","E10bXTF","LM_0370",1,18.21,"b",100,18.21,1.43,"E64:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"529","E10","E10bXZZ","LM_0376",7,19.77,"b",104.658549497088,18.89,1.17,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"530","E10","E10bYFC","LM_0368",7,19.66,"b",95.669099756691,20.55,1.37,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"531","E10","E10bYFN","LM_0395",7,17.18,"b",101.596688350089,16.91,0.96,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"532","E10","E10bYQD","LM_0368",3,19.93,"b",96.9829683698297,20.55,2.03,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"533","E10","E10bYSJ","LM_0393",5,19.1,"b",97.0528455284553,19.68,1.37,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"534","E10","E10bYXX","LM_0396",3,19.8,"b",101.071975497703,19.59,1.59,"UNI:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"535","E10","E10bYZU","LM_0392",8,28.74,"b",99.1718426501035,28.98,1.54,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"536","E10","E10bZAD","LM_0370",3,17.74,"b",97.4190005491488,18.21,1.61,"E64:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"537","E10","E10bZAK","LM_0399",7,15.78,"b",89.3039049235993,17.67,0.86,"UNI:E88",NA,"E88","PWD_PWD",NA,13,28,21,20,20.5,238372.093023256,1
"538","E10","E10bZGP","LM_0368",5,19.05,"b",92.7007299270073,20.55,1.19,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,30,39,34,29,33,277310.924369748,1
"539","E10","E10bZIH","LM_0372",2,23.62,"b",95.5115244642135,24.73,0.69,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"540","E10","E10bZJS","LM_0398",4,19.41,"b",105.374592833876,18.42,1.32,"UNI:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"541","E10","E10bZNH","LM_0392",6,28.58,"b",98.6197377501725,28.98,1.55,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"542","E10","E10bZQX","LM_0375",6,16.13,"b",102.282815472416,15.77,1,"E64:E88",NA,"E88","PWD_PWD",NA,23,18,15,12,17,170000,1
"543","E10","E10bZXG","LM_0369",3,18.95,"b",95.4179254783484,19.86,2.43,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"544","E10","E10bZYB","LM_0395",1,16.91,"b",100,16.91,1.38,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
