"EH_id","dpi","mouse_id","name","ear","sex","born","age","age_weeks","strain","line","room.rack","cage","comment","Inf_strain","num.inf","Infection_date","weight","rel.weight","label","oocysts.per.g","oocysts.per.tube","fec.weight"
"LM0109","1",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",19.42,100,"NY",0,0,1.83
"LM0109","10",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",19.62,101.029866117405,"VW",0,0,1.67
"LM0109","11",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",18.5,95.2626158599382,"SZ",0,0,1.8
"LM0109","2",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",19.52,100.514933058702,"HY",0,0,1.93
"LM0109","3",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",19.61,100.978372811534,"CN",0,0,1.41
"LM0109","4",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",18.64,95.9835221421215,"CE",165031.44654088,262400,1.59
"LM0109","5",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",18.3,94.2327497425335,"JW",1077433.62831858,1217500,1.13
"LM0109","6",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",18.11,93.254376930999,"KL",1521126.76056338,2160000,1.42
"LM0109","7",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",18.63,95.9320288362513,"CM",767241.379310345,1335000,1.74
"LM0109","8",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",20.21,104.067971163749,"KQ",261363.636363636,230000,0.88
"LM0109","9",50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23,"11_May_17",19.71,101.493305870237,"DX",4545.45454545455,10000,2.2
"LM0110","0",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",19.56,95.7415565345081,"EV",0,0,2.26
"LM0110","1",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",20.43,100,"LZ",0,0,2.41
"LM0110","2",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",19.89,97.3568281938326,"OR",0,0,2.12
"LM0110","3",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",19.88,97.3078805677925,"DV",0,0,2.16
"LM0110","4",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",18.22,89.1825746451297,"LN",0,0,2.32
"LM0110","5",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",18.42,90.1615271659325,"IY",0,0,2.21
"LM0110","6",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",18.34,89.7699461576114,"FQ",0,0,2.45
"LM0110","7",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",18.22,89.1825746451297,"EK",1893.93939393939,2500,1.32
"LM0110","8",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",16.87,82.5746451297112,"CT",178571.428571429,25000,0.14
"LM0110","9",50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15,"11_May_17",15.12,74.0088105726872,"JV",5e+05,30000,0.06
"LM0111","0",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",NA,NA,"FP",0,0,4.32
"LM0111","1",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",19.27,100,"BO",0,0,0.88
"LM0111","2",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",19.03,98.7545407368967,"DZ",0,0,2.07
"LM0111","3",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",19.01,98.6507524649715,"CD",0,0,2.45
"LM0111","4",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",19.87,103.113648157758,"GX",0,0,0.79
"LM0111","5",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",19.65,101.97197716658,"HT",0,0,2.45
"LM0111","6",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",19.41,100.726517903477,"FY",0,0,1.74
"LM0111","7",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",18.93,98.2355993772704,"BP",0,0,2.63
"LM0111","8",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",18.33,95.1219512195122,"BW",54245283.0188679,28750000,0.53
"LM0111","9",50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2,"8_May_17",17.59,91.2817851582771,"KZ",1271428.57142857,445000,0.35
"LM0112","0",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",14.5,102.401129943503,"FI",0,0,3.6
"LM0112","1",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",14.16,100,"PY",0,0,1.72
"LM0112","10",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",14.65,103.460451977401,"KU",0,0,1.28
"LM0112","11",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",14.58,102.966101694915,"AV",0,0,1.89
"LM0112","2",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",14.71,103.88418079096,"CK",0,0,1.9
"LM0112","3",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",13.81,97.5282485875706,"GK",0,0,1.43
"LM0112","4",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",13.18,93.0790960451977,"IJ",82580.6451612903,76800,0.93
"LM0112","5",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",13.07,92.3022598870057,"SU",1103125,882500,0.8
"LM0112","6",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",12.82,90.5367231638418,"IT",4543269230.76923,5906250000,1.3
"LM0112","7",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",13.34,94.2090395480226,"EY",1376470.58823529,2340000,1.7
"LM0112","8",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",14.32,101.129943502825,"CX",288793.103448276,670000,2.32
"LM0112","9",50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12,"11_May_17",15.06,106.35593220339,"CO",10698198.1981982,23750000,2.22
"LM0113","0",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",NA,NA,"KW",0,0,2.77
"LM0113","1",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",19.34,100,"QU",0,0,2.18
"LM0113","10",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",17.33,89.6070320579111,"NS",0,0,3.73
"LM0113","11",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",18.57,96.0186142709411,"GT",0,0,2.26
"LM0113","2",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",18.04,93.2781799379524,"MW",0,0,3.38
"LM0113","3",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",19.14,98.9658738366081,"IL",0,0,1.7
"LM0113","4",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",18.11,93.6401240951396,"AG",641.025641025641,2500,3.9
"LM0113","5",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",16.35,84.5398138572906,"HP",1072592.59259259,1737600,1.62
"LM0113","6",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",17.18,88.8314374353671,"EH",297674.418604651,768000,2.58
"LM0113","7",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",16.9,87.3836608066184,"YZ",221714.285714286,620800,2.8
"LM0113","8",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",18.37,94.9844881075491,"LT",56188.9250814332,172500,3.07
"LM0113","9",50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1,"8_May_17",17.77,91.8821096173733,"LQ",1086.95652173913,5000,4.6
"LM0114","0",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",18.58,97.3794549266247,"TU",0,0,4.3
"LM0114","1",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",19.08,100,"CL",0,0,2.12
"LM0114","2",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",18.56,97.2746331236897,"HU",0,0,2.23
"LM0114","3",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",16.72,87.6310272536688,"DF",0,0,2.83
"LM0114","4",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",17.24,90.356394129979,"JT",0,0,1.93
"LM0114","5",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",17.78,93.1865828092243,"AY",0,0,3.1
"LM0114","6",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",17.17,89.9895178197065,"WX",0,0,2.27
"LM0114","7",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",16.71,87.5786163522013,"FU",498007.96812749,1250000,2.51
"LM0114","8",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",15.25,79.9266247379455,"QZ",750000,210000,0.28
"LM0114","9",50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17,"11_May_17",13.16,68.9727463312369,"PR",1e+06,20000,0.02
"LM0115","0",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.74,99.620253164557,"DP",0,0,2.79
"LM0115","1",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.8,100,"OS",0,0,1.87
"LM0115","10",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.71,99.4303797468354,"JZ",23305.0847457627,27500,1.18
"LM0115","11",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.02,95.0632911392405,"MV",66235.3666050524,107500,1.623
"LM0115","2",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.64,98.9873417721519,"DG",0,0,1.78
"LM0115","3",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.55,98.4177215189873,"AX",0,0,1.68
"LM0115","4",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.06,95.3164556962025,"WY",66950.3546099291,94400,1.41
"LM0115","5",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",13.88,87.8481012658228,"NR",490740.740740741,397500,0.81
"LM0115","6",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",14.19,89.8101265822785,"FX",9028301.88679245,9570000,1.06
"LM0115","7",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",14.65,92.7215189873418,"KO",2698224.85207101,4560000,1.69
"LM0115","8",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.33,97.0253164556962,"GL",293539.325842697,522500,1.78
"LM0115","9",50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24,"11_May_17",15.47,97.9113924050633,"GU",32500,65000,2
"LM0116","0",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",16.57,98.3382789317507,"AT",0,0,3.05
"LM0116","1",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",16.85,100,"DO",0,0,2.41
"LM0116","2",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",16.77,99.5252225519288,"CW",0,0,2.15
"LM0116","3",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",16.55,98.2195845697329,"GS",0,0,1.78
"LM0116","4",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",16.04,95.1928783382789,"GZ",0,0,1.74
"LM0116","5",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",16.09,95.4896142433234,"RT",0,0,1.47
"LM0116","6",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",15.61,92.6409495548961,"KV",0,0,1.11
"LM0116","7",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",15.46,91.7507418397626,"GV",0,0,1.32
"LM0116","8",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",14.17,84.0949554896142,"DR",1441176.47058824,245000,0.17
"LM0116","9",50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18,"11_May_17",12.62,74.8961424332344,"RV",731707.317073171,3e+05,0.41
"LM0117","0",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",NA,NA,"KN",0,0,5.03
"LM0117","1",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.49,100,"MY",0,0,2.07
"LM0117","10",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.35,99.199542595769,"EU",722543.352601156,1250000,1.73
"LM0117","11",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.4,99.4854202401372,"GH",0,0,1.73
"LM0117","2",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",16.77,95.8833619210978,"EZ",0,0,1.72
"LM0117","3",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.01,97.2555746140652,"EP",0,0,1.52
"LM0117","4",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.76,101.543739279588,"MO",0,0,3.01
"LM0117","5",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.03,97.3699256718125,"FW",15463.9175257732,45000,2.91
"LM0117","6",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.4,99.4854202401372,"RW",711111.111111111,1792000,2.52
"LM0117","7",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",16.75,95.7690108633505,"DI",178316.498316498,529600,2.97
"LM0117","8",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.43,99.6569468267582,"UZ",22727.2727272727,47500,2.09
"LM0117","9",50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4,"8_May_17",17.54,100.285877644368,"AW",7117.43772241993,20000,2.81
"LM0118","0",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",18.63,101.525885558583,"GW",0,0,3.11
"LM0118","1",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",18.35,100,"GQ",0,0,2.28
"LM0118","10",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",18.56,101.144414168937,"IV",2564.10256410256,5000,1.95
"LM0118","11",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",17.75,96.7302452316076,"TY",464684.014869888,1250000,2.69
"LM0118","2",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",18.8,102.452316076294,"BK",0,0,2.62
"LM0118","3",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",18.82,102.561307901907,"LP",0,0,2.28
"LM0118","4",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",17.72,96.566757493188,"AD",1344.08602150538,2500,1.86
"LM0118","5",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",17.25,94.0054495912806,"TW",938775.510204082,1380000,1.47
"LM0118","6",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",17.43,94.9863760217984,"FZ",5500000,12375000,2.25
"LM0118","7",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",17.67,96.2942779291553,"KY",808401.639344262,1972500,2.44
"LM0118","8",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",18.45,100.544959128065,"AZ",585616.438356164,1282500,2.19
"LM0118","9",50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13,"11_May_17",18.57,101.198910081744,"RY",32663.3165829146,65000,1.99
"LM0119","0",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",18.23,98.4341252699784,"PW",0,0,3.41
"LM0119","1",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",18.52,100,"IS",0,0,1.5
"LM0119","10",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",18.45,99.622030237581,"GI",42763157.8947368,48750000,1.14
"LM0119","11",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",17.9,96.6522678185745,"GR",943.396226415094,2500,2.65
"LM0119","2",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",18.82,101.619870410367,"IO",0,0,2.02
"LM0119","3",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",18.62,100.539956803456,"VX",0,0,2.4
"LM0119","4",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",17.45,94.2224622030238,"AI",5642.45810055866,10100,1.79
"LM0119","5",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",17.84,96.3282937365011,"AR",319148.936170213,3e+05,0.94
"LM0119","6",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",17.81,96.1663066954644,"MX",902173.913043478,1452500,1.61
"LM0119","7",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",18.75,101.241900647948,"FS",257645.259938838,842500,3.27
"LM0119","8",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",19.18,103.563714902808,"JO",19519.5195195195,65000,3.33
"LM0119","9",50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19,"11_May_17",19.21,103.725701943844,"OV",3257.32899022801,10000,3.07
"LM0120","0",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",19.12,97.4515800203874,"CR",0,0,7.4
"LM0120","1",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",19.62,100,"LM",0,0,1.47
"LM0120","2",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",19.92,101.529051987768,"CQ",0,0,1.79
"LM0120","3",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",19.32,98.4709480122324,"KP",0,0,1.42
