,labels,EH_ID,dpi,infHistory,oocyst_sq1,oocyst_sq2,oocyst_sq3,oocyst_sq4,oocyst_mean,weight,weight_dpi0,feces_weight,relative_weight,day_change,batch,primary,challenge,Eim_MC,delta,Position,CD4,Treg,Div_Treg,Treg17,Th1,Div_Th1,Th17,Div_Th17,CD8,Act_CD8,Div_Act_CD8,IFNy_CD4,IFNy_CD8,label,IFNy_MES,IFNy_CEWE,total_oocysts,OPG,experiment,dilution
4,P4aAMK,LM_0357,3,E88:E88,0,0,0,0,0,41.52,42.8,1.24,97.0093457943925,-0.070093457943926,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
17,P4aBWK,LM_0357,8,E88:E88,45,41,52,47,46.25,35.74,42.8,0.66,83.5046728971963,-3.71495327102802,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925000,1401515.15151515,P4,1
50,P4aETM,LM_0357,1,E88:E88,0,0,0,0,0,41.82,42.8,1.64,97.7102803738318,-2.28971962616822,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
104,P4aJDE,LM_0357,0,E88:E88,NA,NA,NA,NA,NA,42.8,42.8,NA,100,NA,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
123,P4aLGU,LM_0357,7,E88:E88,17,19,21,15,18,37.33,42.8,1.02,87.2196261682243,-7.47663551401871,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360000,352941.176470588,P4,1
158,P4aOUM,LM_0357,4,E88:E88,0,0,0,0,0,41.58,42.8,2.18,97.1495327102804,0.140186915887838,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
176,P4aQMF,LM_0357,11,E88:E88,1,2,1,0,1,34.71,42.8,1.74,81.0981308411215,0.37383177570095,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,11494.2528735632,P4,1
181,P4aQYZ,LM_0357,2,E88:E88,0,0,0,0,0,41.55,42.8,1.32,97.0794392523365,-0.630841121495322,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
186,P4aRKJ,LM_0357,5,E88:E88,31,28,23,24,26.5,40.25,42.8,1.64,94.0420560747664,-3.10747663551402,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530000,323170.731707317,P4,1
221,P4aWYZ,LM_0357,9,E88:E88,44,41,38,42,41.25,34.12,42.8,0.72,79.7196261682243,-3.78504672897198,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825000,1145833.33333333,P4,1
233,P4aYSZ,LM_0357,10,E88:E88,6,4,3,4,4.25,34.55,42.8,0.12,80.7242990654206,1.00467289719626,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,708333.333333333,P4,1
241,P4aZZO,LM_0357,6,E88:E88,77,71,68,79,73.75,40.53,42.8,1.31,94.696261682243,0.654205607476655,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475000,1125954.19847328,P4,1
264,P4bEBR,LM_0357,2,E88:E88,0,0,0,0,0,42.52,42.76,1.89,99.4387277829748,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
267,P4bEWJ,LM_0357,5,E88:E88,10,11,9,13,"10,75",39.58,42.76,1.89,92.5631431244153,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215000,113756.613756614,P4,1
327,P4bLZA,LM_0357,3,E88:E88,0,0,0,0,0,41.63,42.76,1.7,97.3573433115061,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
354,P4bPWF,LM_0357,0,E88:E88,NA,NA,NA,NA,NA,42.76,42.76,NA,100,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
365,P4bRIY,LM_0357,4,E88:E88,0,0,0,0,0,40.81,42.76,1.77,95.4396632366698,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
400,P4bVVV,LM_0357,7,E88:E88,4,5,5,4,"4,5",36.1,42.76,1.51,84.4246959775491,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,59602.6490066225,P4,1
409,P4bWXZ,LM_0357,1,E88:E88,0,0,0,0,0,42.23,42.76,1.76,98.7605238540692,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
410,P4bXFH,LM_0357,6,E88:E88,14,6,11,7,"9,5",37.45,42.76,1.24,87.5818521983162,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190000,153225.806451613,P4,1
415,P4bXUM,LM_0357,8,E88:E88,0,0,0,0,0,38.07,42.76,1.46,89.0318054256314,NA,b,NA,E88,TRUE,-4.1202,Spleen,17.9,15.9,29.4,3.73,11.8,46.9,2.96,58.9,4.59,31.6,16.7,9.28,38.1,P4bXUM,1405.10783908261,179.401561539756,0,0,P4,1
416,P4bXUM,LM_0357,8,E88:E88,0,0,0,0,0,38.07,42.76,1.46,89.0318054256314,NA,b,NA,E88,TRUE,-4.1202,mLN,20.3,11.1,30.6,12.1,6.87,63.1,3.79,65.8,5.87,12.8,16.6,3.91,28.9,P4bXUM,1405.10783908261,179.401561539756,0,0,P4,1
102,P4aIVI,LM_0358,8,E88:E64,5,7,4,6,5.5,39.7,49.5,0.5,80.2020202020202,-5.09090909090908,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,220000,P4,1
130,P4aMDM,LM_0358,5,E88:E64,3,0,0,2,1.25,43.9,49.5,1.07,88.6868686868687,-4.22222222222223,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,23364.4859813084,P4,1
139,P4aNDF,LM_0358,4,E88:E64,0,0,0,0,0,45.99,49.5,1.4,92.9090909090909,-2.18181818181819,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
143,P4aNJI,LM_0358,2,E88:E64,0,0,0,0,0,46.28,49.5,1.06,93.4949494949495,-3.29292929292929,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
147,P4aNRK,LM_0358,0,E88:E64,NA,NA,NA,NA,NA,49.5,49.5,NA,100,NA,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
185,P4aRHX,LM_0358,10,E88:E64,3,3,4,2,3,39.37,49.5,0.9,79.5353535353535,3.49494949494948,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,66666.6666666667,P4,1
190,P4aSNC,LM_0358,9,E88:E64,6,3,4,3,4,37.64,49.5,0.48,76.040404040404,-4.16161616161617,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,166666.666666667,P4,1
194,P4aSWK,LM_0358,7,E88:E64,62,58,49,57,56.5,42.22,49.5,0.9,85.2929292929293,-3.23232323232324,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130000,1255555.55555556,P4,1
198,P4aTUY,LM_0358,6,E88:E64,114,121,109,102,111.5,43.82,49.5,0.98,88.5252525252525,-0.161616161616152,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230000,2275510.20408163,P4,1
222,P4aXBA,LM_0358,3,E88:E64,0,0,0,0,0,47.07,49.5,1.5,95.0909090909091,1.5959595959596,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
226,P4aXKE,LM_0358,1,E88:E64,0,0,0,0,0,47.91,49.5,0.66,96.7878787878788,-3.21212121212122,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
235,P4aZCB,LM_0358,11,E88:E64,1,2,0,2,1.25,39.94,49.5,2.22,80.6868686868687,1.15151515151516,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,11261.2612612613,P4,1
259,P4bDGJ,LM_0358,5,E88:E64,85,90,87,74,84,42.3,46.92,1.8,90.153452685422,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680000,933333.333333333,P4,1
274,P4bGAB,LM_0358,8,E88:E64,3,2,1,0,"1,5",43.53,46.92,4.61,92.7749360613811,NA,b,NA,E64,TRUE,-5.42953333333333,mLN,25.4,12,23.2,9.41,9.08,49.7,2.06,52.4,6.14,20.5,22.5,9.13,50.1,P4bGAB,976.907992035273,79.8828764448402,30000,6507.59219088937,P4,1
275,P4bGAB,LM_0358,8,E88:E64,3,2,1,0,"1,5",43.53,46.92,4.61,92.7749360613811,NA,b,NA,E64,TRUE,-5.42953333333333,Spleen,18.3,20.2,23.1,3.91,28.1,48.4,3.62,59.4,4.4,54.1,21.4,28.2,67.1,P4bGAB,976.907992035273,79.8828764448402,30000,6507.59219088937,P4,1
309,P4bJKP,LM_0358,2,E88:E64,0,0,0,0,0,46.8,46.92,1.16,99.7442455242967,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
313,P4bJWS,LM_0358,4,E88:E64,1,0,0,1,"0,5",44.39,46.92,1.73,94.6078431372549,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,5780.34682080925,P4,1
338,P4bNZN,LM_0358,6,E88:E64,115,121,108,109,"113,25",41.14,46.92,1.32,87.6811594202899,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2265000,1715909.09090909,P4,1
340,P4bOIR,LM_0358,7,E88:E64,4,3,1,1,"2,25",41.45,46.92,2.91,88.3418584825234,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,15463.9175257732,P4,1
356,P4bPYV,LM_0358,1,E88:E64,0,0,0,0,0,46.28,46.92,1.14,98.6359761295823,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
408,P4bWXG,LM_0358,3,E88:E64,0,0,0,0,0,46.32,46.92,1.15,98.7212276214834,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
412,P4bXNG,LM_0358,0,E88:E64,NA,NA,NA,NA,NA,46.92,46.92,NA,100,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
12,P4aBID,LM_0359,5,E88:UNI,0,1,0,0,0.25,41.61,46.7,0.8,89.1006423982869,-1.58458244111348,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,6250,P4,1
44,P4aEER,LM_0359,11,E88:UNI,4,2,0,2,2,40.96,46.7,2.2,87.7087794432548,2.61241970021413,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,18181.8181818182,P4,1
45,P4aEJC,LM_0359,2,E88:UNI,0,0,0,0,0,43.03,46.7,0.61,92.1413276231263,-3.46895074946467,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
53,P4aEVI,LM_0359,6,E88:UNI,148,162,158,155,155.75,41.93,46.7,1.65,89.7858672376874,0.685224839400419,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3115000,1887878.78787879,P4,1
69,P4aFXB,LM_0359,8,E88:UNI,70,64,82,79,73.75,40.73,46.7,2.37,87.2162740899358,0.920770877944335,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475000,622362.869198312,P4,1
70,P4aGAQ,LM_0359,3,E88:UNI,0,0,0,0,0,42.69,46.7,0.93,91.4132762312634,-0.728051391862962,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
78,P4aGTB,LM_0359,4,E88:UNI,0,0,0,0,0,42.35,46.7,1.04,90.6852248394004,-0.728051391862948,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
126,P4aLSH,LM_0359,0,E88:UNI,NA,NA,NA,NA,NA,46.7,46.7,NA,100,NA,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
131,P4aMFY,LM_0359,1,E88:UNI,0,0,0,0,0,44.65,46.7,0.98,95.610278372591,-4.389721627409,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
162,P4aOZG,LM_0359,7,E88:UNI,25,23,26,22,24,40.3,46.7,1.27,86.2955032119914,-3.49036402569594,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480000,377952.755905512,P4,1
207,P4aULF,LM_0359,9,E88:UNI,12,9,11,10,10.5,40.27,46.7,1.27,86.2312633832977,-0.985010706638107,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210000,165354.330708661,P4,1
229,P4aXYX,LM_0359,10,E88:UNI,7,8,5,6,6.5,39.74,46.7,1.59,85.0963597430407,-1.13490364025697,a,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,81761.0062893082,P4,1
244,P4bBBB,LM_0359,6,E88:UNI,0,0,0,0,0,41.64,42.12,1.48,98.8603988603989,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
251,P4bBUU,LM_0359,4,E88:UNI,0,0,0,0,0,41.22,42.12,1.66,97.8632478632479,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
288,P4bHXA,LM_0359,0,E88:UNI,NA,NA,NA,NA,NA,42.12,42.12,NA,100,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
290,P4bHYK,LM_0359,2,E88:UNI,0,0,0,0,0,42.43,42.12,1.39,100.735992402659,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
291,P4bIAM,LM_0359,7,E88:UNI,0,0,0,0,0,41.58,42.12,0.9,98.7179487179487,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
303,P4bIWL,LM_0359,1,E88:UNI,0,0,0,0,0,42.01,42.12,1.65,99.7388414055081,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
402,P4bWAH,LM_0359,5,E88:UNI,0,0,0,0,0,41.58,42.12,1.49,98.7179487179487,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
424,P4bYNV,LM_0359,8,E88:UNI,0,0,0,0,0,41.19,42.12,2.21,97.7920227920228,NA,b,NA,UNI,FALSE,-8.60266666666667,mLN,31.5,17.5,13.6,17.5,5.73,19.4,2.35,12.4,14.7,3.37,11.8,6.59,7.21,P4bYNV,67.4228954674777,271.95186278651,0,0,P4,1
425,P4bYNV,LM_0359,8,E88:UNI,0,0,0,0,0,41.19,42.12,2.21,97.7920227920228,NA,b,NA,UNI,FALSE,-8.60266666666667,Spleen,18.2,16,20.2,4.45,14.3,13.8,1.53,9.69,9.24,13.4,7.65,15.6,18.2,P4bYNV,67.4228954674777,271.95186278651,0,0,P4,1
430,P4bYZQ,LM_0359,3,E88:UNI,0,0,0,0,0,40.99,42.12,1.44,97.3171889838557,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
27,P4aCUI,LM_0360,5,Eflab:E88,12,18,14,11,13.75,37.6,42.1,0.77,89.3111638954869,-9.57244655581948,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275000,357142.857142857,P4,1
40,P4aEAQ,LM_0360,6,Eflab:E88,11,9,10,14,11,36.15,42.1,0.18,85.8669833729216,-3.44418052256532,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220000,1222222.22222222,P4,1
42,P4aECQ,LM_0360,10,Eflab:E88,NA,NA,NA,NA,NA,NA,42.1,NA,NA,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
85,P4aHGF,LM_0360,11,Eflab:E88,NA,NA,NA,NA,NA,NA,42.1,NA,NA,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
98,P4aILN,LM_0360,3,Eflab:E88,0,0,0,0,0,42.27,42.1,1.35,100.403800475059,1.68646080760095,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
99,P4aIQD,LM_0360,8,Eflab:E88,NA,NA,NA,NA,NA,NA,42.1,NA,NA,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
153,P4aOBV,LM_0360,0,Eflab:E88,NA,NA,NA,NA,NA,42.1,42.1,NA,100,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
178,P4aQPN,LM_0360,1,Eflab:E88,0,0,0,0,0,42.08,42.1,1.8,99.9524940617577,-0.047505938242281,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
182,P4aRBY,LM_0360,7,Eflab:E88,5,6,7,6,6,32.8,42.1,0.12,77.9097387173397,-7.95724465558195,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,1000000,P4,1
195,P4aSYQ,LM_0360,9,Eflab:E88,NA,NA,NA,NA,NA,NA,42.1,NA,NA,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
215,P4aVPK,LM_0360,4,Eflab:E88,0,0,0,0,0,41.63,42.1,2.12,98.8836104513064,-1.52019002375297,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
239,P4aZFS,LM_0360,2,Eflab:E88,1,0,0,0,0.25,41.56,42.1,1.32,98.7173396674584,-1.23515439429929,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,3787.87878787879,P4,1
263,P4bDXI,LM_0360,7,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
271,P4bFPJ,LM_0360,4,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
282,P4bGYV,LM_0360,2,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
293,P4bIBH,LM_0360,6,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
294,P4bICB,LM_0360,0,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
343,P4bOQR,LM_0360,5,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
348,P4bPBV,LM_0360,1,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
397,P4bVPL,LM_0360,8,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
406,P4bWUH,LM_0360,3,Eflab:E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
10,P4aBFV,LM_0361,8,Eflab:E88,91,108,92,88,94.75,37.71,46.1,1.13,81.8004338394794,-0.498915401301517,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895000,1676991.15044248,P4,1
65,P4aFOM,LM_0361,6,Eflab:E88,17,14,15,13,14.75,37.42,46.1,0.3,81.1713665943601,-3.23210412147505,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295000,983333.333333333,P4,1
68,P4aFTM,LM_0361,9,Eflab:E88,158,161,174,147,160,39.36,46.1,2.23,85.3796095444685,3.57917570498914,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200000,1434977.57847534,P4,1
97,P4aIJW,LM_0361,11,Eflab:E88,3,6,4,5,4.5,40.68,46.1,2.11,88.2429501084599,1.3882863340564,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,42654.028436019,P4,1
109,P4aJLK,LM_0361,3,Eflab:E88,0,0,0,0,0,42.09,46.1,0.92,91.3015184381779,-0.455531453362241,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
110,P4aJQX,LM_0361,4,Eflab:E88,0,0,0,0,0,40.79,46.1,1.48,88.4815618221258,-2.81995661605207,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
114,P4aKBV,LM_0361,2,Eflab:E88,0,1,0,0,0.25,42.3,46.1,0.54,91.7570498915401,-1.88720173535792,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,9259.25925925926,P4,1
179,P4aQVI,LM_0361,1,Eflab:E88,0,0,0,0,0,43.17,46.1,0.47,93.644251626898,-6.35574837310196,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
212,P4aVCP,LM_0361,7,Eflab:E88,129,125,131,117,125.5,37.94,46.1,1.44,82.2993492407809,1.12798264642083,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2510000,1743055.55555556,P4,1
225,P4aXJK,LM_0361,0,Eflab:E88,NA,NA,NA,NA,NA,46.1,46.1,NA,100,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
234,P4aZBG,LM_0361,5,Eflab:E88,4,4,3,3,3.5,38.91,46.1,0.86,84.4034707158351,-4.07809110629069,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,81395.3488372093,P4,1
