"","EH_ID","labels","experiment","OPG","dpi","relative_weight","Mouse_strain","primary_infection"
"44","LM0182","FSW","E6",0,7,102.538370720189,"SCHUNT_PWD","E88"
"45","LM0182","ACW","E6",102822.580645161,8,107.319952774498,"SCHUNT_PWD","E88"
"46","LM0182","JSW","E6",243421.052631579,9,106.139315230224,"SCHUNT_PWD","E88"
"47","LM0182","DMZ","E6",54924.2424242424,10,103.955135773318,"SCHUNT_PWD","E88"
"48","LM0182","HNX","E6",5244.75524475525,11,106.788665879575,"SCHUNT_PWD","E88"
"49","LM0183","CEK","E6",0,0,100,"PWD_BUSNA","E88"
"50","LM0183","PTZ","E6",NA,1,96.9555035128806,"PWD_BUSNA","E88"
"51","LM0183","CLN","E6",NA,2,98.0679156908665,"PWD_BUSNA","E88"
"52","LM0183","AVZ","E6",NA,3,97.1896955503513,"PWD_BUSNA","E88"
"53","LM0183","DEO","E6",0,4,100.117096018735,"PWD_BUSNA","E88"
"54","LM0183","EKQ","E6",0,5,98.7704918032787,"PWD_BUSNA","E88"
"55","LM0183","DSY","E6",0,6,97.9508196721312,"PWD_BUSNA","E88"
"56","LM0183","HJV","E6",211165.048543689,7,96.3700234192038,"PWD_BUSNA","E88"
"57","LM0183","DIY","E6",2375000,8,94.3208430913349,"PWD_BUSNA","E88"
"58","LM0183","CIX","E6",329268.292682927,9,92.0374707259953,"PWD_BUSNA","E88"
"59","LM0183","ABT","E6",55921.0526315789,10,97.0725995316159,"PWD_BUSNA","E88"
"60","LM0183","PWX","E6",13157.8947368421,11,97.7751756440281,"PWD_BUSNA","E88"
"61","LM0184","CUX","E6",0,0,100,"STRA_SCHUNT","E88"
"62","LM0184","EKO","E6",NA,1,98.859649122807,"STRA_SCHUNT","E88"
"63","LM0184","ETU","E6",NA,2,99.1228070175439,"STRA_SCHUNT","E88"
"64","LM0184","LPU","E6",NA,3,97.3245614035088,"STRA_SCHUNT","E88"
"65","LM0184","EHS","E6",0,4,95.8771929824561,"STRA_SCHUNT","E88"
"66","LM0184","OPZ","E6",0,5,96.3157894736842,"STRA_SCHUNT","E88"
"67","LM0184","SYZ","E6",0,6,93.5087719298246,"STRA_SCHUNT","E88"
"68","LM0184","NRW","E6",7518.7969924812,7,94.5175438596491,"STRA_SCHUNT","E88"
"69","LM0184","LSU","E6",682203.389830509,8,91.8859649122807,"STRA_SCHUNT","E88"
"70","LM0184","LSZ","E6",250000,9,89.4736842105263,"STRA_SCHUNT","E88"
"71","LM0184","BGM","E6",113138.686131387,10,90.1754385964912,"STRA_SCHUNT","E88"
"72","LM0184","KNT","E6",77777.7777777778,11,88.859649122807,"STRA_SCHUNT","E88"
"73","LM0185","CEG","E6",0,0,100,"STRA_BUSNA","E88"
"74","LM0185","MOV","E6",NA,1,101.144278606965,"STRA_BUSNA","E88"
"75","LM0185","IPY","E6",NA,2,102.686567164179,"STRA_BUSNA","E88"
"76","LM0185","IPT","E6",NA,3,100.149253731343,"STRA_BUSNA","E88"
"77","LM0185","BCE","E6",0,4,102.487562189055,"STRA_BUSNA","E88"
"78","LM0185","CKR","E6",0,5,100.796019900498,"STRA_BUSNA","E88"
"79","LM0185","EFU","E6",0,6,100.199004975124,"STRA_BUSNA","E88"
"80","LM0185","BIL","E6",0,7,99.8009950248756,"STRA_BUSNA","E88"
"81","LM0185","DMV","E6",967741.935483871,8,97.6616915422885,"STRA_BUSNA","E88"
"82","LM0185","IKO","E6",247023.80952381,9,96.2686567164179,"STRA_BUSNA","E88"
"83","LM0185","CHR","E6",155000,10,94.9751243781094,"STRA_BUSNA","E88"
"84","LM0185","CKW","E6",0,11,98.1094527363184,"STRA_BUSNA","E88"
"85","LM0186","FPV","E6",0,0,100,"PWD_SCHUNT","E88"
"86","LM0186","SUW","E6",NA,1,97.8453038674033,"PWD_SCHUNT","E88"
"87","LM0186","CDE","E6",NA,2,97.9005524861878,"PWD_SCHUNT","E88"
"88","LM0186","FJQ","E6",NA,3,98.4530386740331,"PWD_SCHUNT","E88"
"89","LM0186","CEW","E6",0,4,100.828729281768,"PWD_SCHUNT","E88"
"90","LM0186","BQY","E6",0,5,101.933701657459,"PWD_SCHUNT","E88"
"91","LM0186","EJM","E6",0,6,101.160220994475,"PWD_SCHUNT","E88"
"92","LM0186","BQZ","E6",0,7,98.6187845303867,"PWD_SCHUNT","E88"
"93","LM0186","JPY","E6",671875,8,96.9613259668508,"PWD_SCHUNT","E88"
"94","LM0186","KQZ","E6",295180.722891566,9,96.2983425414365,"PWD_SCHUNT","E88"
"95","LM0186","FJK","E6",41015.625,10,101.325966850829,"PWD_SCHUNT","E88"
"96","LM0186","HQT","E6",0,11,99.5027624309392,"PWD_SCHUNT","E88"
"97","LM0187","FJS","E6",0,0,100,"PWD_PWD","E88"
"98","LM0187","ENZ","E6",NA,1,100.119688809096,"PWD_PWD","E88"
"99","LM0187","NQS","E6",NA,2,96.4093357271095,"PWD_PWD","E88"
"100","LM0187","MNV","E6",NA,3,96.8282465589467,"PWD_PWD","E88"
"101","LM0187","EPU","E6",0,4,95.8707360861759,"PWD_PWD","E88"
"102","LM0187","MOU","E6",0,5,96.1699581089168,"PWD_PWD","E88"
"103","LM0187","FPR","E6",0,6,92.7588270496709,"PWD_PWD","E88"
"104","LM0187","AOP","E6",0,7,90.5445840813884,"PWD_PWD","E88"
"105","LM0187","APW","E6",NA,8,78.0371035308199,"PWD_PWD","E88"
"106","LM0187","KPZ","E6",NA,9,NA,"PWD_PWD","E88"
"107","LM0187","AKP","E6",NA,10,NA,"PWD_PWD","E88"
"108","LM0187","CIZ","E6",NA,11,NA,"PWD_PWD","E88"
"109","LM0188","CIW","E6",0,0,100,"SCHUNT_STRA","E88"
"110","LM0188","BCR","E6",NA,1,98.3980582524272,"SCHUNT_STRA","E88"
"111","LM0188","FKW","E6",NA,2,99.7572815533981,"SCHUNT_STRA","E88"
"112","LM0188","DRY","E6",NA,3,97.8155339805825,"SCHUNT_STRA","E88"
"113","LM0188","DNX","E6",0,4,95.9223300970874,"SCHUNT_STRA","E88"
"114","LM0188","AOV","E6",0,5,97.0388349514563,"SCHUNT_STRA","E88"
"115","LM0188","EOU","E6",0,6,97.5728155339806,"SCHUNT_STRA","E88"
"116","LM0188","UVY","E6",57291.6666666667,7,97.4271844660194,"SCHUNT_STRA","E88"
"117","LM0188","DET","E6",859375,8,88.495145631068,"SCHUNT_STRA","E88"
"118","LM0188","TWY","E6",375000,9,85.7766990291262,"SCHUNT_STRA","E88"
"119","LM0188","CIP","E6",376712.328767123,10,82.6699029126214,"SCHUNT_STRA","E88"
"120","LM0188","IJT","E6",127049.180327869,11,86.1165048543689,"SCHUNT_STRA","E88"
"121","LM0189","IJW","E6",0,0,100,"PWD_PWD","E88"
"122","LM0189","CJS","E6",NA,1,96.0070463887258,"PWD_PWD","E88"
"123","LM0189","DOV","E6",NA,2,99.1779213153259,"PWD_PWD","E88"
"124","LM0189","KSV","E6",NA,3,94.7739283617146,"PWD_PWD","E88"
"125","LM0189","AYZ","E6",0,4,95.3611274221961,"PWD_PWD","E88"
"126","LM0189","CKY","E6",0,5,97.9448032883147,"PWD_PWD","E88"
"127","LM0189","ABV","E6",0,6,95.1262477980035,"PWD_PWD","E88"
"128","LM0189","CHW","E6",62500,7,91.015854374633,"PWD_PWD","E88"
"129","LM0189","AOY","E6",175000,8,80.4462712859659,"PWD_PWD","E88"
"130","LM0189","KWX","E6",705882.352941176,9,75.5137991779213,"PWD_PWD","E88"
"131","LM0189","AOW","E6",NA,10,NA,"PWD_PWD","E88"
"132","LM0189","DGS","E6",NA,11,NA,"PWD_PWD","E88"
"133","LM0190","HOX","E6",0,0,100,"PWD_PWD","E88"
"134","LM0190","RSW","E6",NA,1,102.250803858521,"PWD_PWD","E88"
"135","LM0190","EKR","E6",NA,2,100.64308681672,"PWD_PWD","E88"
"136","LM0190","GQX","E6",NA,3,99.6141479099678,"PWD_PWD","E88"
"137","LM0190","VWX","E6",0,4,103.279742765273,"PWD_PWD","E88"
"138","LM0190","CEP","E6",0,5,99.3569131832797,"PWD_PWD","E88"
"139","LM0190","NSZ","E6",0,6,97.8135048231511,"PWD_PWD","E88"
"140","LM0190","PWY","E6",74324.3243243243,7,94.2765273311897,"PWD_PWD","E88"
"141","LM0190","AIZ","E6",712500,8,84.5016077170418,"PWD_PWD","E88"
"142","LM0190","JNS","E6",80645.1612903226,9,81.5434083601286,"PWD_PWD","E88"
"143","LM0190","LUW","E6",116279.069767442,10,80.5787781350482,"PWD_PWD","E88"
"144","LM0190","FJO","E6",17857.1428571429,11,82.9581993569132,"PWD_PWD","E88"
"145","LM0191","HJX","E6",0,0,100,"BUSNA_STRA","E88"
"146","LM0191","INR","E6",NA,1,98.9531178880291,"BUSNA_STRA","E88"
"147","LM0191","BNR","E6",NA,2,97.9972690031862,"BUSNA_STRA","E88"
"148","LM0191","MRT","E6",NA,3,97.8152025489304,"BUSNA_STRA","E88"
"149","LM0191","BHO","E6",0,4,100.819299044151,"BUSNA_STRA","E88"
"150","LM0191","HLZ","E6",0,5,101.183431952663,"BUSNA_STRA","E88"
"151","LM0191","AJO","E6",0,6,98.9076012744652,"BUSNA_STRA","E88"
"152","LM0191","DOZ","E6",0,7,99.6358670914884,"BUSNA_STRA","E88"
"153","LM0191","HOP","E6",1086206.89655172,8,97.4055530268548,"BUSNA_STRA","E88"
"154","LM0191","FUY","E6",310810.810810811,9,92.4442421483842,"BUSNA_STRA","E88"
"155","LM0191","BCY","E6",74074.0740740741,10,93.0814747382795,"BUSNA_STRA","E88"
"156","LM0191","JLN","E6",0,11,99.3172507965407,"BUSNA_STRA","E88"
"157","LM0192","GUX","E6",0,0,100,"BUSNA_PWD","E88"
"158","LM0192","BCJ","E6",NA,1,100.522317188984,"BUSNA_PWD","E88"
"159","LM0192","IVX","E6",NA,2,101.851851851852,"BUSNA_PWD","E88"
"160","LM0192","KNU","E6",NA,3,103.60873694207,"BUSNA_PWD","E88"
"161","LM0192","EHN","E6",0,4,102.564102564103,"BUSNA_PWD","E88"
"162","LM0192","EHX","E6",0,5,100.332383665717,"BUSNA_PWD","E88"
"163","LM0192","DMO","E6",0,6,99.4776828110161,"BUSNA_PWD","E88"
"164","LM0192","EMT","E6",11682.2429906542,7,98.4805318138651,"BUSNA_PWD","E88"
"165","LM0192","QSY","E6",596666.666666667,8,93.3998100664767,"BUSNA_PWD","E88"
"166","LM0192","KPV","E6",135294.117647059,9,91.5954415954416,"BUSNA_PWD","E88"
"167","LM0192","AGL","E6",0,10,93.35232668566,"BUSNA_PWD","E88"
"168","LM0192","TWZ","E6",0,11,94.5394112060779,"BUSNA_PWD","E88"
"169","LM0193","GUW","E6",0,0,100,"BUSNA_BUSNA","E88"
"170","LM0193","NRX","E6",NA,1,102.134146341463,"BUSNA_BUSNA","E88"
"171","LM0193","FKO","E6",NA,2,96.8292682926829,"BUSNA_BUSNA","E88"
"172","LM0193","AEN","E6",NA,3,100.487804878049,"BUSNA_BUSNA","E88"
"173","LM0193","IVZ","E6",0,4,97.2560975609756,"BUSNA_BUSNA","E88"
"174","LM0193","AGS","E6",0,5,94.9390243902439,"BUSNA_BUSNA","E88"
"175","LM0193","DJP","E6",0,6,91.0975609756098,"BUSNA_BUSNA","E88"
"176","LM0193","BDL","E6",17441.8604651163,7,87.7439024390244,"BUSNA_BUSNA","E88"
"177","LM0193","HNZ","E6",NA,8,76.9512195121951,"BUSNA_BUSNA","E88"
"178","LM0193","DTV","E6",NA,9,NA,"BUSNA_BUSNA","E88"
"179","LM0193","RTY","E6",NA,10,NA,"BUSNA_BUSNA","E88"
"180","LM0193","DGX","E6",NA,11,NA,"BUSNA_BUSNA","E88"
"181","LM0194","LNU","E6",0,0,100,"SCHUNT_SCHUNT","E88"
"182","LM0194","NWZ","E6",NA,1,100.883652430044,"SCHUNT_SCHUNT","E88"
"183","LM0194","EIP","E6",NA,2,98.5272459499264,"SCHUNT_SCHUNT","E88"
"184","LM0194","NQY","E6",NA,3,96.6617574864998,"SCHUNT_SCHUNT","E88"
"185","LM0194","KNX","E6",0,4,95.6308296514482,"SCHUNT_SCHUNT","E88"
"186","LM0194","JLQ","E6",0,5,95.6308296514482,"SCHUNT_SCHUNT","E88"
"187","LM0194","AMY","E6",0,6,95.1890034364261,"SCHUNT_SCHUNT","E88"
"188","LM0194","AHU","E6",0,7,91.4580265095729,"SCHUNT_SCHUNT","E88"
"189","LM0194","DEY","E6",1029411.76470588,8,84.4378988708885,"SCHUNT_SCHUNT","E88"
"190","LM0194","RUV","E6",286585.365853659,9,81.2469317623957,"SCHUNT_SCHUNT","E88"
"191","LM0194","EMX","E6",173076.923076923,10,88.3161512027491,"SCHUNT_SCHUNT","E88"
"192","LM0194","CTZ","E6",4310.34482758621,11,89.9361806578301,"SCHUNT_SCHUNT","E88"
"193","LM0195","OPY","E6",0,0,100,"SCHUNT_PWD","E88"
"194","LM0195","EQU","E6",NA,1,100.473933649289,"SCHUNT_PWD","E88"
"195","LM0195","GVZ","E6",NA,2,101.658767772512,"SCHUNT_PWD","E88"
"196","LM0195","EGS","E6",NA,3,102.014218009479,"SCHUNT_PWD","E88"
"197","LM0195","JVY","E6",0,4,102.07345971564,"SCHUNT_PWD","E88"
"198","LM0195","PTV","E6",0,5,101.481042654028,"SCHUNT_PWD","E88"
"199","LM0195","DGU","E6",0,6,100.770142180095,"SCHUNT_PWD","E88"
"200","LM0195","KVY","E6",0,7,99.3483412322275,"SCHUNT_PWD","E88"
"201","LM0195","DPW","E6",243589.743589744,8,96.7417061611374,"SCHUNT_PWD","E88"
"202","LM0195","BGI","E6",95679.012345679,9,98.6374407582938,"SCHUNT_PWD","E88"
"203","LM0195","FTX","E6",95338.9830508475,10,101.244075829384,"SCHUNT_PWD","E88"
"204","LM0195","IJR","E6",20089.2857142857,11,102.07345971564,"SCHUNT_PWD","E88"
"205","LM0196","CPW","E6",0,0,100,"STRA_SCHUNT","E88"
"206","LM0196","MNP","E6",NA,1,97.7777777777778,"STRA_SCHUNT","E88"
"207","LM0196","FOW","E6",NA,2,94.5333333333333,"STRA_SCHUNT","E88"
"208","LM0196","GHX","E6",NA,3,96,"STRA_SCHUNT","E88"
"209","LM0196","EMV","E6",0,4,96.4,"STRA_SCHUNT","E88"
"210","LM0196","FGP","E6",0,5,96.9333333333333,"STRA_SCHUNT","E88"
"211","LM0196","INP","E6",0,6,93.0222222222222,"STRA_SCHUNT","E88"
"212","LM0196","ACH","E6",20689.6551724138,7,92.0888888888889,"STRA_SCHUNT","E88"
"213","LM0196","DLZ","E6",928205.128205128,8,91.8222222222222,"STRA_SCHUNT","E88"
"214","LM0196","KNY","E6",303658.536585366,9,94.5333333333333,"STRA_SCHUNT","E88"
"215","LM0196","ABN","E6",19867.5496688742,10,91.2,"STRA_SCHUNT","E88"
"216","LM0196","BGT","E6",0,11,91.6888888888889,"STRA_SCHUNT","E88"
"217","LM0197","LXZ","E6",0,0,100,"BUSNA_STRA","E88"
"218","LM0197","JOS","E6",NA,1,98.1733021077283,"BUSNA_STRA","E88"
"219","LM0197","FKM","E6",NA,2,96.8149882903981,"BUSNA_STRA","E88"
"220","LM0197","AFR","E6",NA,3,98.3138173302108,"BUSNA_STRA","E88"
"221","LM0197","BFO","E6",0,4,103.325526932084,"BUSNA_STRA","E88"
"222","LM0197","HJL","E6",0,5,102.388758782201,"BUSNA_STRA","E88"
"223","LM0197","ABU","E6",0,6,103.138173302108,"BUSNA_STRA","E88"
"224","LM0197","CNP","E6",0,7,105.995316159251,"BUSNA_STRA","E88"
"225","LM0197","JKZ","E6",775316.455696202,8,101.405152224824,"BUSNA_STRA","E88"
"226","LM0197","LTU","E6",427631.578947368,9,102.014051522248,"BUSNA_STRA","E88"
"227","LM0197","LYZ","E6",39855.0724637681,10,106.088992974239,"BUSNA_STRA","E88"
"228","LM0197","COV","E6",0,11,107.400468384075,"BUSNA_STRA","E88"
"229","LM0198","CNS","E6",0,0,100,"SCHUNT_SCHUNT","E88"
"230","LM0198","CQT","E6",NA,1,99.3201133144476,"SCHUNT_SCHUNT","E88"
"231","LM0198","OTV","E6",NA,2,100.453257790368,"SCHUNT_SCHUNT","E88"
"232","LM0198","OVY","E6",NA,3,98.0169971671388,"SCHUNT_SCHUNT","E88"
"233","LM0198","DEZ","E6",0,4,104.362606232295,"SCHUNT_SCHUNT","E88"
"234","LM0198","MTY","E6",0,5,99.8866855524079,"SCHUNT_SCHUNT","E88"
"235","LM0198","TXY","E6",0,6,101.473087818697,"SCHUNT_SCHUNT","E88"
"236","LM0198","JPV","E6",0,7,97.3937677053824,"SCHUNT_SCHUNT","E88"
"237","LM0198","AJQ","E6",496031.746031746,8,91.7847025495751,"SCHUNT_SCHUNT","E88"
"238","LM0198","IKS","E6",92592.5925925926,9,89.8583569405099,"SCHUNT_SCHUNT","E88"
"239","LM0198","RXZ","E6",15957.4468085106,10,85.9490084985836,"SCHUNT_SCHUNT","E88"
"240","LM0198","EHR","E6",40697.6744186046,11,90.1416430594901,"SCHUNT_SCHUNT","E88"
"241","LM0199","BHN","E6",0,0,100,"STRA_STRA","E88"
"242","LM0199","GHU","E6",NA,1,99.1433891992551,"STRA_STRA","E88"
"243","LM0199","CFG","E6",NA,2,100.372439478585,"STRA_STRA","E88"
"244","LM0199","BPQ","E6",NA,3,100.782122905028,"STRA_STRA","E88"
"245","LM0199","FOT","E6",0,4,103.277467411546,"STRA_STRA","E88"
"246","LM0199","FOQ","E6",0,5,103.016759776536,"STRA_STRA","E88"
"247","LM0199","IMQ","E6",0,6,102.346368715084,"STRA_STRA","E88"
"248","LM0199","CJY","E6",0,7,101.117318435754,"STRA_STRA","E88"
"249","LM0199","FKS","E6",1125000,8,100.744878957169,"STRA_STRA","E88"
"250","LM0199","GIR","E6",108433.734939759,9,99.1806331471136,"STRA_STRA","E88"
"251","LM0199","ACJ","E6",68421.0526315789,10,99.1433891992551,"STRA_STRA","E88"
"252","LM0199","HSZ","E6",0,11,98.3985102420857,"STRA_STRA","E88"
"253","LM0200","AFT","E6",0,0,100,"STRA_STRA","E88"
"254","LM0200","GNQ","E6",NA,1,102.150537634409,"STRA_STRA","E88"
"255","LM0200","CGY","E6",NA,2,106.720430107527,"STRA_STRA","E88"
"256","LM0200","ILZ","E6",NA,3,110.125448028674,"STRA_STRA","E88"
"257","LM0200","CQV","E6",0,4,112.231182795699,"STRA_STRA","E88"
"258","LM0200","ETW","E6",0,5,115.546594982079,"STRA_STRA","E88"
"259","LM0200","LMV","E6",0,6,118.145161290323,"STRA_STRA","E88"
"260","LM0200","CIV","E6",10479.0419161677,7,115.232974910394,"STRA_STRA","E88"
"261","LM0200","IKW","E6",1188622.75449102,8,111.290322580645,"STRA_STRA","E88"
"262","LM0200","DHM","E6",108247.422680412,9,109.767025089606,"STRA_STRA","E88"
"263","LM0200","BDN","E6",39062.5,10,109.094982078853,"STRA_STRA","E88"
"264","LM0200","CFH","E6",0,11,109.229390681004,"STRA_STRA","E88"
"265","LM0201","BUX","E6",0,0,100,"STRA_STRA","E88"
"266","LM0201","TVX","E6",NA,1,99.8620689655172,"STRA_STRA","E88"
"267","LM0201","AIO","E6",NA,2,101.195402298851,"STRA_STRA","E88"
"268","LM0201","GUV","E6",NA,3,97.6091954022989,"STRA_STRA","E88"
"269","LM0201","AUY","E6",0,4,108.413793103448,"STRA_STRA","E88"
"270","LM0201","AOZ","E6",0,5,104.229885057471,"STRA_STRA","E88"
"271","LM0201","BES","E6",0,6,104.781609195402,"STRA_STRA","E88"
"272","LM0201","CTW","E6",43413.1736526946,7,101.609195402299,"STRA_STRA","E88"
"273","LM0201","DPR","E6",1288819.8757764,8,101.701149425287,"STRA_STRA","E88"
"274","LM0201","EPT","E6",28017.2413793103,9,100.229885057471,"STRA_STRA","E88"
"275","LM0201","ESZ","E6",49618.320610687,10,96.919540229885,"STRA_STRA","E88"
"276","LM0201","AGK","E6",7731.9587628866,11,95.3563218390805,"STRA_STRA","E88"
"277","LM0202","GPW","E6",0,0,100,"BUSNA_BUSNA","E88"
"278","LM0202","CJK","E6",NA,1,105.033936651584,"BUSNA_BUSNA","E88"
"279","LM0202","APX","E6",NA,2,103.110859728507,"BUSNA_BUSNA","E88"
"280","LM0202","GJT","E6",NA,3,103.902714932127,"BUSNA_BUSNA","E88"
"281","LM0202","DEN","E6",0,4,100.282805429864,"BUSNA_BUSNA","E88"
"282","LM0202","DFG","E6",0,5,108.5407239819,"BUSNA_BUSNA","E88"
"283","LM0202","BIK","E6",0,6,100,"BUSNA_BUSNA","E88"
"284","LM0202","CQU","E6",17857.1428571429,7,95.814479638009,"BUSNA_BUSNA","E88"
"285","LM0202","BEO","E6",NA,8,88.9140271493213,"BUSNA_BUSNA","E88"
"286","LM0202","CMU","E6",546296.296296296,9,88.0090497737557,"BUSNA_BUSNA","E88"
"287","LM0202","DMQ","E6",118243.243243243,10,89.027149321267,"BUSNA_BUSNA","E88"
"288","LM0202","HJY","E6",7990.86757990868,11,97.0022624434389,"BUSNA_BUSNA","E88"
"289","LM0203","CMO","E6",0,0,100,"SCHUNT_SCHUNT","E88"
"290","LM0203","GOP","E6",NA,1,99.2596248766041,"SCHUNT_SCHUNT","E88"
"291","LM0203","ILR","E6",NA,2,98.8153998025666,"SCHUNT_SCHUNT","E88"
"292","LM0203","QRV","E6",NA,3,101.875616979269,"SCHUNT_SCHUNT","E88"
"293","LM0203","EGO","E6",0,4,105.528134254689,"SCHUNT_SCHUNT","E88"
"294","LM0203","HTU","E6",0,5,107.551826258638,"SCHUNT_SCHUNT","E88"
"295","LM0203","CPT","E6",0,6,108.687068114511,"SCHUNT_SCHUNT","E88"
"296","LM0203","CHO","E6",0,7,108.242843040474,"SCHUNT_SCHUNT","E88"
"297","LM0203","BCO","E6",858433.734939759,8,106.465942744324,"SCHUNT_SCHUNT","E88"
"298","LM0203","LQR","E6",202380.952380952,9,105.676209279368,"SCHUNT_SCHUNT","E88"
"299","LM0203","LTY","E6",56179.7752808989,10,105.626850937808,"SCHUNT_SCHUNT","E88"
"300","LM0203","GJX","E6",25000,11,106.120434353406,"SCHUNT_SCHUNT","E88"
"301","LM0204","CIO","E6",0,0,100,"PWD_BUSNA","E64"
"302","LM0204","ILQ","E6",NA,1,99.0654205607476,"PWD_BUSNA","E64"
"303","LM0204","AEF","E6",NA,2,100.519210799585,"PWD_BUSNA","E64"
"304","LM0204","HLV","E6",0,3,103.790238836968,"PWD_BUSNA","E64"
"305","LM0204","KRW","E6",11428.5714285714,4,96.6770508826583,"PWD_BUSNA","E64"
"306","LM0204","HLP","E6",47468.3544303797,5,97.2481827622015,"PWD_BUSNA","E64"
"307","LM0204","AKU","E6",2540000,6,103.426791277259,"PWD_BUSNA","E64"
"308","LM0204","KOT","E6",748251.748251748,7,104.828660436137,"PWD_BUSNA","E64"
"309","LM0204","JMO","E6",9943.18181818182,8,106.022845275182,"PWD_BUSNA","E64"
"310","LM0204","FWY","E6",0,9,106.697819314642,"PWD_BUSNA","E64"
"311","LM0204","MTU","E6",0,10,104.984423676012,"PWD_BUSNA","E64"
"312","LM0206","KOX","E6",0,0,100,"BUSNA_BUSNA","E64"
"313","LM0206","ERU","E6",NA,1,102.474955804361,"BUSNA_BUSNA","E64"
"314","LM0206","FIW","E6",NA,2,95.5215085444903,"BUSNA_BUSNA","E64"
"315","LM0206","LOW","E6",0,3,102.533883323512,"BUSNA_BUSNA","E64"
"316","LM0206","AIS","E6",0,4,93.4590453741898,"BUSNA_BUSNA","E64"
"317","LM0206","BUV","E6",0,5,89.9823217442546,"BUSNA_BUSNA","E64"
"318","LM0206","BEM","E6",3656015.03759398,6,95.9929286977018,"BUSNA_BUSNA","E64"
"319","LM0206","BPU","E6",419444.444444444,7,99.5285798467885,"BUSNA_BUSNA","E64"
"320","LM0206","MWZ","E6",7407.40740740741,8,95.6393635827932,"BUSNA_BUSNA","E64"
