"","EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi"
"1665","LM0278","E7bCIM","E7",21.09,20.88,"101.0057471",2.53,5
"1666","LM0254","E7aJRW","E7",22.55,22.32,"101.03",2.61,5
"1667","LM0251","E7aADV","E7",23.42,23.16,"101.12",1.34,5
"1668","LM0235","E7aEFL","E7",19.81,19.58,"101.17",1.49,5
"1669","LM0231","E7aCOV","E7",20.95,20.69,"101.26",1.53,5
"1670","LM0287","E7bLMS","E7",19.29,18.83,"102.4429102",1.42,5
"1671","LM0275","E7bNOU","E7",21.34,20.83,"102.4483917",1.27,5
"1672","LM0276","E7bEHR","E7",30.47,29.59,"102.9739777",3.5,5
"1673","LM0232","E7aGHN","E7",27.26,26.37,"103.38",2.07,5
"1674","LM0263","E7bCHM","E7",22.05,21.25,"103.7647059",1.66,5
"1675","LM0262","E7bAMV","E7",21.94,21.13,"103.8334122",1.72,5
"1676","LM0229","E7aCNT","E7",19.88,19.06,"104.3",3.34,5
"1677","LM0240","E7aMQW","E7",21.48,20.45,"105.04",1.53,5
"1678","LM0256","E7aAOX","E7",30.71,29.15,"105.35",2.27,5
"1679","LM0233","E7aFPQ","E7",31.52,29.77,"105.88",2.16,5
"1680","LM0282","E7bIOZ","E7",32.47,30.09,"107.9096045",2.84,5
"1681","LM0280","E7bLQU","E7",18.96,17.57,"107.9112123",1.64,5
"1682","LM0228","E7aESW","E7",23.47,21.23,"110.55",1.32,5
"1683","LM0266","E7aFLY","E7",20.36,23.94,"85.05",2.12,6
"1684","LM0248","E7aFQX","E7",20.95,23.46,"89.3",1.74,6
"1685","LM0260","E7bAUZ","E7",26,29.02,"89.59338387",2.76,6
"1686","LM0265","E7bAHU","E7",23.73,26.43,"89.78433598",2.06,6
"1687","LM0268","E7aGHV","E7",18.85,20.84,"90.45",1.53,6
"1688","LM0249","E7aANV","E7",23.77,26.1,"91.07",1.3,6
"1689","LM0269","E7bAQY","E7",19.71,21.6,"91.25",1.31,6
"1690","LM0257","E7aUVY","E7",21.03,22.75,"92.44",0.96,6
"1691","LM0271","E7aPQZ","E7",22.66,24.25,"93.44",3.69,6
"1692","LM0295","E7bNUY","E7",20.06,21.31,"94.13420929",3.19,6
"1693","LM0270","E7bNRU","E7",22.5,23.89,"94.18166597",1.38,6
"1694","LM0289","E7bNUW","E7",22.62,23.93,"94.52569996",1.8,6
"1695","LM0258","E7aKMS","E7",18.7,19.74,"94.73",0.84,6
"1696","LM0255","E7aGOW","E7",17.35,18.26,"95.02",0.86,6
"1697","LM0263","E7bJRZ","E7",20.33,21.25,"95.67058824",1.82,6
"1698","LM0238","E7aEWY","E7",20.47,21.39,"95.7",0.47,6
"1699","LM0227","E7aLNW","E7",22.94,23.86,"96.14",0.88,6
"1700","LM0247","E7aABO","E7",26.18,27.13,"96.5",2.61,6
"1701","LM0239","E7aIQW","E7",18.8,19.41,"96.86",3.15,6
"1702","LM0261","E7aFGZ","E7",19.57,20.09,"97.41",1.51,6
"1703","LM0291","E7bPVX","E7",24.24,24.85,"97.54527163",1.66,6
"1704","LM0294","E7bHKX","E7",16.72,17.02,"98.2373678",1,6
"1705","LM0262","E7bNSX","E7",20.91,21.13,"98.95882631",1.79,6
"1706","LM0231","E7aGJT","E7",20.52,20.69,"99.18",0.95,6
"1707","LM0293","E7bCFU","E7",20.57,20.74,"99.18032787",1.47,6
"1708","LM0234","E7aAGX","E7",32.61,32.76,"99.54",1.35,6
"1709","LM0259","E7aGHL","E7",28.77,28.89,"99.58",1.57,6
"1710","LM0235","E7aCEO","E7",19.5,19.58,"99.59",0.95,6
"1711","LM0285","E7bCLV","E7",19.37,19.43,"99.69119918",1,6
"1712","LM0251","E7aLNT","E7",23.09,23.16,"99.7",1.06,6
"1713","LM0254","E7aDVW","E7",22.26,22.32,"99.73",2.39,6
"1714","LM0292","E7bEJO","E7",22.1,22.15,"99.77426637",1.24,6
"1715","LM0279","E7bNOY","E7",21.42,21.35,"100.3278689",1.89,6
"1716","LM0232","E7aNPW","E7",26.56,26.37,"100.72",1.11,6
"1717","LM0288","E7bFIJ","E7",19.9,19.74,"100.810537",1.51,6
"1718","LM0283","E7bAWX","E7",19.3,19.1,"101.0471204",1.59,6
"1719","LM0264","E7aBEV","E7",18.08,17.88,"101.12",0.95,6
"1720","LM0277","E7bBIN","E7",24.21,23.88,"101.3819095",1.9,6
"1721","LM0272","E7bHWY","E7",23.26,22.77,"102.1519543",1.92,6
"1722","LM0229","E7aFHK","E7",19.55,19.06,"102.57",1.48,6
"1723","LM0273","E7bKPZ","E7",22.27,21.7,"102.6267281",1.49,6
"1724","LM0233","E7aGSV","E7",30.61,29.77,"102.82",1.19,6
"1725","LM0236","E7aHKN","E7",27.05,26.25,"103.05",1.4,6
"1726","LM0284","E7bKOX","E7",23.15,22.39,"103.3943725",1.98,6
"1727","LM0256","E7aKLQ","E7",30.26,29.15,"103.81",1.91,6
"1728","LM0286","E7bBGI","E7",20.02,19.07,"104.9816466",1.74,6
"1729","LM0228","E7aLMZ","E7",22.29,21.23,"104.99",1.05,6
"1730","LM0280","E7bAVW","E7",18.55,17.57,"105.5776892",2.72,6
"1731","LM0240","E7aJKX","E7",21.6,20.45,"105.62",1.89,6
"1732","LM0275","E7bHLP","E7",22.25,20.83,"106.8170907",1.24,6
"1733","LM0276","E7bRXZ","E7",31.62,29.59,"106.8604258",1.79,6
"1734","LM0287","E7bNPY","E7",20.17,18.83,"107.1163038",1.7,6
"1735","LM0278","E7bDHY","E7",22.59,20.88,"108.1896552",1.77,6
"1736","LM0282","E7bHNO","E7",34.11,30.09,"113.3599202",2.13,6
"1737","LM0266","E7aCOW","E7",20.44,23.94,"85.38",2.17,7
"1738","LM0289","E7bFNS","E7",21.57,23.93,"90.13790221",1.93,7
"1739","LM0258","E7aHKX","E7",18.14,19.74,"91.89",0.87,7
"1740","LM0268","E7aAYZ","E7",19.2,20.84,"92.13",1.58,7
"1741","LM0248","E7aKOX","E7",21.72,23.46,"92.58",1.32,7
"1742","LM0238","E7aNOY","E7",20.09,21.39,"93.92",0.79,7
"1743","LM0249","E7aCLV","E7",24.55,26.1,"94.06",1.12,7
"1744","LM0260","E7bNTU","E7",27.42,29.02,"94.48656099",2.37,7
"1745","LM0270","E7bEKV","E7",22.62,23.89,"94.68396819",1.4,7
"1746","LM0279","E7bLNT","E7",20.41,21.35,"95.5971897",1.7,7
"1747","LM0257","E7aPVX","E7",21.77,22.75,"95.69",1.11,7
"1748","LM0295","E7bFGH","E7",20.4,21.31,"95.72970436",1.43,7
"1749","LM0271","E7aKQW","E7",23.28,24.25,"96",1.79,7
"1750","LM0255","E7aNPY","E7",17.55,18.26,"96.11",1.28,7
"1751","LM0269","E7bIQW","E7",20.85,21.6,"96.52777778",1.78,7
"1752","LM0291","E7bCPW","E7",24.16,24.85,"97.22334004",1.95,7
"1753","LM0227","E7aAUZ","E7",23.24,23.86,"97.4",1.68,7
"1754","LM0294","E7bPQZ","E7",16.65,17.02,"97.82608696",1.97,7
"1755","LM0285","E7bBEV","E7",19.01,19.43,"97.83839424",1.06,7
"1756","LM0251","E7aMRZ","E7",22.66,23.16,"97.84",1.12,7
"1757","LM0229","E7aNTU","E7",18.67,19.06,"97.95",1.98,7
"1758","LM0239","E7aLOT","E7",19.04,19.41,"98.09",1.84,7
"1759","LM0265","E7bGSV","E7",25.95,26.43,"98.18388195",1.35,7
"1760","LM0261","E7aPRZ","E7",19.74,20.09,"98.26",1.21,7
"1761","LM0247","E7aFPV","E7",26.75,27.13,"98.6",2.88,7
"1762","LM0293","E7bHVX","E7",20.48,20.74,"98.7463838",1.34,7
"1763","LM0235","E7aAQY","E7",19.43,19.58,"99.23",1.16,7
"1764","LM0292","E7bGHL","E7",22.04,22.15,"99.503386",1.67,7
"1765","LM0283","E7bAJN","E7",19.07,19.1,"99.84293194",1.13,7
"1766","LM0231","E7aJRZ","E7",20.66,20.69,"99.86",1.53,7
"1767","LM0284","E7bKLQ","E7",22.4,22.39,"100.0446628",1.29,7
"1768","LM0273","E7bDIS","E7",21.72,21.7,"100.0921659",1.94,7
"1769","LM0272","E7bLVZ","E7",22.87,22.77,"100.4391744",1.27,7
"1770","LM0288","E7bIKT","E7",19.89,19.74,"100.7598784",1.49,7
"1771","LM0234","E7aAHU","E7",33.04,32.76,"100.85",1.71,7
"1772","LM0277","E7bEFU","E7",24.1,23.88,"100.921273",1.13,7
"1773","LM0259","E7aNUY","E7",29.44,28.89,"101.9",1.38,7
"1774","LM0254","E7aLRS","E7",22.75,22.32,"101.93",1.71,7
"1775","LM0232","E7aFGH","E7",27.02,26.37,"102.46",1.67,7
"1776","LM0264","E7aBQY","E7",18.4,17.88,"102.91",1.08,7
"1777","LM0263","E7bNPW","E7",22.03,21.25,"103.6705882",1.27,7
"1778","LM0256","E7aBMX","E7",30.58,29.15,"104.91",1.59,7
"1779","LM0233","E7aIMQ","E7",31.24,29.77,"104.94",1.51,7
"1780","LM0262","E7bFHK","E7",22.27,21.13,"105.3951727",1.58,7
"1781","LM0286","E7bDUY","E7",20.14,19.07,"105.6109072",1.14,7
"1782","LM0276","E7bDTV","E7",31.27,29.59,"105.6775938",2.6,7
"1783","LM0280","E7bDVW","E7",18.64,17.57,"106.089926",1.17,7
"1784","LM0236","E7aNRU","E7",28.03,26.25,"106.78",1.42,7
"1785","LM0278","E7bMQS","E7",22.31,20.88,"106.848659",1.26,7
"1786","LM0287","E7bFLY","E7",20.3,18.83,"107.8066914",1.27,7
"1787","LM0228","E7aNSX","E7",22.92,21.23,"107.96",1.18,7
"1788","LM0240","E7aAVW","E7",22.16,20.45,"108.36",1.04,7
"1789","LM0275","E7bACH","E7",22.93,20.83,"110.0816131",1.13,7
"1790","LM0282","E7bABC","E7",34.57,30.09,"114.8886673",1.64,7
"1791","LM0266","E7aIOS","E7",19.59,23.94,"81.83",2.79,8
"1792","LM0248","E7aAPS","E7",20.58,23.46,"87.72",2.5,8
"1793","LM0257","E7aJQU","E7",20.44,22.75,"89.85",1.46,8
"1794","LM0289","E7bPSV","E7",21.93,23.93,"91.64229001",2.23,8
"1795","LM0268","E7aGSW","E7",19.11,20.84,"91.7",2.11,8
"1796","LM0258","E7aHVW","E7",18.28,19.74,"92.6",1.22,8
"1797","LM0261","E7aKOP","E7",18.69,20.09,"93.03",1.36,8
"1798","LM0255","E7aMOR","E7",16.99,18.26,"93.04",1.41,8
"1799","LM0260","E7bGHV","E7",27.06,29.02,"93.24603722",3.14,8
"1800","LM0249","E7aPSV","E7",24.4,26.1,"93.49",2.71,8
"1801","LM0254","E7aBCD","E7",21.04,22.32,"94.27",3.97,8
"1802","LM0251","E7aEOT","E7",21.84,23.16,"94.3",1.32,8
"1803","LM0239","E7aJMR","E7",18.47,19.41,"95.16",2.87,8
"1804","LM0238","E7aLYZ","E7",20.41,21.39,"95.42",1.38,8
"1805","LM0247","E7aJMX","E7",25.93,27.13,"95.58",7.14,8
"1806","LM0293","E7bJQU","E7",19.86,20.74,"95.75699132",1.24,8
"1807","LM0271","E7aPSU","E7",23.34,24.25,"96.25",2.08,8
"1808","LM0270","E7bKMQ","E7",23.01,23.89,"96.3164504",1.58,8
"1809","LM0294","E7bFLN","E7",16.67,17.02,"97.94359577",1,8
"1810","LM0259","E7aGHI","E7",28.32,28.89,"98.03",2.58,8
"1811","LM0269","E7bLOT","E7",21.19,21.6,"98.10185185",1.22,8
"1812","LM0231","E7aCEK","E7",20.43,20.69,"98.74",2.81,8
"1813","LM0277","E7bCEK","E7",23.62,23.88,"98.91122278",1.52,8
"1814","LM0264","E7aADL","E7",17.81,17.88,"99.61",1.01,8
"1815","LM0279","E7bFPV","E7",21.27,21.35,"99.62529274",1.1,8
"1816","LM0234","E7aBLW","E7",32.64,32.76,"99.63",1.63,8
"1817","LM0235","E7aDTU","E7",19.51,19.58,"99.64",0.95,8
"1818","LM0229","E7aEMW","E7",19.01,19.06,"99.74",2.36,8
"1819","LM0265","E7bIMQ","E7",26.37,26.43,"99.77298524",2.45,8
"1820","LM0227","E7aMNW","E7",23.81,23.86,"99.79",2.73,8
"1821","LM0240","E7aCIW","E7",20.45,20.45,"100",1.39,8
"1822","LM0272","E7bAYZ","E7",22.78,22.77,"100.0439174",1.48,8
"1823","LM0263","E7bLMZ","E7",21.26,21.25,"100.0470588",1.56,8
"1824","LM0273","E7bKQW","E7",21.81,21.7,"100.5069124",2,8
"1825","LM0233","E7aSTU","E7",29.96,29.77,"100.64",1.75,8
"1826","LM0288","E7bCIW","E7",19.97,19.74,"101.1651469",1.37,8
"1827","LM0285","E7bBMX","E7",19.66,19.43,"101.1837365",1.4,8
"1828","LM0283","E7bLYZ","E7",19.35,19.1,"101.3089005",1.49,8
"1829","LM0292","E7bMOR","E7",22.46,22.15,"101.3995485",1.29,8
"1830","LM0256","E7aJVZ","E7",29.82,29.15,"102.3",2.16,8
"1831","LM0232","E7aCUY","E7",26.98,26.37,"102.31",2.15,8
"1832","LM0236","E7aFRU","E7",27.05,26.25,"103.05",2.33,8
"1833","LM0276","E7bBGY","E7",31.04,29.59,"104.9003042",1,8
"1834","LM0284","E7bLRS","E7",23.55,22.39,"105.1808843",1.5,8
"1835","LM0280","E7bMRZ","E7",18.5,17.57,"105.2931133",1.42,8
"1836","LM0278","E7bDTU","E7",22.24,20.88,"106.51341",1.17,8
"1837","LM0286","E7bCWZ","E7",20.41,19.07,"107.0267436",1.44,8
"1838","LM0275","E7bMNW","E7",22.47,20.83,"107.8732597",1.19,8
"1839","LM0262","E7bABO","E7",22.95,21.13,"108.613346",1.42,8
"1840","LM0228","E7aBGY","E7",23.5,21.23,"110.69",1.13,8
"1841","LM0287","E7bPRZ","E7",20.85,18.83,"110.7275624",1.27,8
"1842","LM0282","E7bFRU","E7",35.04,30.09,"116.4506481",1.96,8
"1843","LM0291","E7bBQY","E7",NA,24.85,NA,1.04,8
"1844","LM0295","E7bCOW","E7",NA,21.31,NA,1.87,8
