"","EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi"
"395","LM0229","HMU","E5",15.66,15.82,"98.9886219974716",0.23,3
"396","LM0230","WYZ","E5",16.03,15.87,"101.008191556396",0.93,3
"397","LM0231","LQX","E5",19.8,18.71,"105.8257616248",0.86,3
"398","LM0232","CSY","E5",24.08,24.14,"99.7514498757249",0,3
"399","LM0233","CMZ","E5",25.72,24.55,"104.765784114053",0.98,3
"400","LM0234","QRS","E5",28.12,28.55,"98.4938704028021",1.15,3
"401","LM0235","EIM","E5",18.81,17.03,"110.452143276571",1.67,3
"402","LM0236","DHR","E5",23.94,23.64,"101.269035532995",1.73,3
"403","LM0237","HMY","E5",12.78,11.02,"115.970961887477",1.12,3
"404","LM0238","DIS","E5",17.12,15.31,"111.822338340954",0,3
"405","LM0239","HTZ","E5",18.72,16.84,"111.163895486936",2.14,3
"406","LM0240","ALU","E5",18.16,16.19,"112.168004941322",0,3
"407","LM0241","HJZ","E5",15.37,14.51,"105.92694693315",0.29,3
"408","LM0242","GJY","E5",17.96,15.65,"114.760383386581",2.39,3
"409","LM0243","EMP","E5",18.79,18.58,"101.130247578041",0.92,3
"410","LM0244","BFI","E5",14.31,12.33,"116.058394160584",1.27,3
"411","LM0245","FTV","E5",16.82,16.71,"100.65828845003",1.52,3
"412","LM0246","BLN","E5",19.79,17.95,"110.25069637883",0.7,3
"413","LM0247","HLY","E5",24.58,25.21,"97.5009916699722",1.84,3
"414","LM0248","AUZ","E5",19.15,17.99,"106.44802668149",1.32,3
"415","LM0249","KRZ","E5",22.05,22.27,"99.0121239335429",0.96,3
"416","LM0250","PVY","E5",20.84,20.59,"101.214181641574",1.29,3
"417","LM0251","DIM","E5",20.9,19.67,"106.253177427555",1.76,3
"418","LM0252","BHR","E5",15.32,15.01,"102.065289806795",0,3
"419","LM0253","EUZ","E5",11.53,11.08,"104.061371841155",0,3
"420","LM0254","FLV","E5",20.52,20.16,"101.785714285714",1.73,3
"421","LM0255","JWY","E5",15.78,14.65,"107.713310580205",1.47,3
"422","LM0256","FTY","E5",26.21,25.63,"102.262973078424",0.39,3
"423","LM0257","DIN","E5",20.22,19.57,"103.321410321921",0.93,3
"424","LM0258","CEF","E5",15.87,17.53,"90.530519110097",1.26,3
"425","LM0259","KMU","E5",26.01,24.62,"105.645816409423",0.74,3
"426","LM0260","ENS","E5",19.39,20.11,"96.4196916956738",1.26,3
"427","LM0261","IUV","E5",15.9,15.38,"103.381014304291",1.05,3
"428","LM0262","ANV","E5",16.07,15.24,"105.446194225722",1.62,3
"429","LM0263","HSW","E5",17.88,18.47,"96.8056307525717",1.16,3
"430","LM0264","FGM","E5",16.55,17.69,"93.5556811758055",0,3
"431","LM0265","FTU","E5",24.75,23.29,"106.268784886217",0,3
"432","LM0266","PQS","E5",19.15,18.04,"106.152993348115",1.85,3
"433","LM0267","BPY","E5",28.36,26.73,"106.098017209128",0.93,3
"434","LM0268","FIV","E5",17.78,18.01,"98.7229317046086",0,3
"435","LM0269","GTV","E5",20.73,20.09,"103.185664509706",1.03,3
"436","LM0270","AEI","E5",20.45,19.14,"106.844305120167",1.19,3
"437","LM0271","KYZ","E5",21.3,21.28,"100.093984962406",1.2,3
"438","LM0272","DKY","E5",16.25,16.13,"100.743955362678",1.31,3
"439","LM0273","FYZ","E5",18.79,18.66,"100.69667738478",0,3
"440","LM0274","RWX","E5",26.1,24.65,"105.882352941176",0.39,3
"441","LM0275","KUW","E5",18.81,19.4,"96.9587628865979",1.3,3
"442","LM0276","FHS","E5",25.67,24.31,"105.594405594406",1.18,3
"443","LM0277","LPY","E5",18.46,19.36,"95.3512396694215",1.52,3
"444","LM0278","EGJ","E5",17.81,17.54,"101.539338654504",0,3
"445","LM0279","BIU","E5",12.8,13.43,"95.3090096798213",0.72,3
"446","LM0280","FLO","E5",15.45,16.32,"94.6691176470588",1.17,3
"447","LM0281","JUY","E5",14.16,14.41,"98.265093684941",1.28,3
"448","LM0282","EQV","E5",24.47,24.32,"100.616776315789",0,3
"449","LM0283","JTY","E5",14.78,15.15,"97.5577557755775",1.74,3
"450","LM0284","HKO","E5",20.8,21.53,"96.6093822573154",1.78,3
"451","LM0285","GQV","E5",15.17,15.92,"95.2889447236181",1.18,3
"452","LM0286","CDR","E5",14.83,15.42,"96.1738002594034",1.57,3
"453","LM0287","DJL","E5",18.9,19.81,"95.4063604240283",1.57,3
"454","LM0288","FRU","E5",16.1,17.29,"93.1174089068826",1.32,3
"455","LM0289","ISV","E5",18.34,19.44,"94.3415637860082",1.48,3
"456","LM0291","JSX","E5",16.83,16.53,"101.814882032668",0,3
"457","LM0292","CLX","E5",21.27,20.56,"103.453307392996",1.64,3
"458","LM0293","TVW","E5",16.95,16.94,"100.059031877214",1.11,3
"459","LM0294","CVZ","E5",13.4,13.66,"98.0966325036603",0,3
"460","LM0295","GSY","E5",17.52,17.12,"102.336448598131",1.65,3
"461","LM0179","ELN","E5",19.45,18.93,"102.746962493397",1.35,4
"462","LM0180","GLV","E5",24.01,24.1,"99.6265560165975",1.78,4
"463","LM0181","PSY","E5",17.65,17.5,"100.857142857143",1.57,4
"464","LM0182","ABD","E5",17.35,16.94,"102.420306965762",0.7,4
"465","LM0183","DEO","E5",17.1,17.08,"100.117096018735",1.67,4
"466","LM0184","EHS","E5",21.86,22.8,"95.8771929824561",1.4,4
"467","LM0185","BCE","E5",20.6,20.1,"102.487562189055",1.23,4
"468","LM0186","CEW","E5",18.25,18.1,"100.828729281768",0,4
"469","LM0187","EPU","E5",16.02,16.71,"95.8707360861759",0,4
"470","LM0188","DNX","E5",19.76,20.6,"95.9223300970874",1.21,4
"471","LM0189","AYZ","E5",16.24,17.03,"95.3611274221961",1.16,4
"472","LM0190","VWX","E5",16.06,15.55,"103.279742765273",1.44,4
"473","LM0191","BHO","E5",22.15,21.97,"100.819299044151",1.41,4
"474","LM0192","EHN","E5",21.6,21.06,"102.564102564103",1.02,4
"475","LM0193","IVZ","E5",15.95,16.4,"97.2560975609756",0.74,4
"476","LM0194","KNX","E5",19.48,20.37,"95.6308296514482",0.9,4
"477","LM0195","JVY","E5",17.23,16.88,"102.07345971564",0,4
"478","LM0196","EMV","E5",21.69,22.5,"96.4",0.48,4
"479","LM0197","BFO","E5",22.06,21.35,"103.325526932084",1.54,4
"480","LM0198","DEZ","E5",18.42,17.65,"104.362606232295",1.05,4
"481","LM0199","FOT","E5",27.73,26.85,"103.277467411546",1.04,4
"482","LM0200","CQV","E5",25.05,22.32,"112.231182795699",1.06,4
"483","LM0201","AUY","E5",23.58,21.75,"108.413793103448",1.3,4
"484","LM0202","DEN","E5",17.73,17.68,"100.282805429864",1.3,4
"485","LM0203","EGO","E5",21.38,20.26,"105.528134254689",0.9,4
"486","LM0204","KRW","E5",18.62,19.26,"96.6770508826584",0,4
"487","LM0206","AIS","E5",15.86,16.97,"93.4590453741898",1.45,4
"488","LM0207","JKO","E5",16.79,17.27,"97.2206137811233",1.3,4
"489","LM0208","AFV","E5",22.74,22.82,"99.6494303242769",0.87,4
"490","LM0209","GNX","E5",21.54,22.09,"97.5101856043458",1.1,4
"491","LM0210","FGI","E5",16.07,15.65,"102.683706070288",1.27,4
"492","LM0211","FNP","E5",17.05,17.42,"97.8760045924225",2.47,4
