Exp_ID,EH_ID,dpi,primary,challenge,labels
P3_112019,LM_0335,9,E88,E88,FLM
P3_112019,LM_0336,9,E88,E64,AZR
P3_112019,LM_0337,9,E88,UNI,VKX
P3_112019,LM_0338,9,E64,E88,XUQ
P3_112019,LM_0339,9,E64,E64,BEO
P3_112019,LM_0340,9,E64,UNI,KYD
P3_112019,LM_0341,9,E139,E88,CWN
P3_112019,LM_0342,9,E139,E64,SOX
P3_112019,LM_0343,9,E139,UNI,BVL
P3_112019,LM_0344,9,UNI,E88,IZU
P3_112019,LM_0345,9,UNI,E64,CCY
P3_112019,LM_0346,9,UNI,UNI,SBV
P3_112019,LM_0347,9,E88,E88,OSC
P3_112019,LM_0332,10,Eflab,E88,BBD
P3_112019,LM_0333,10,Eflab,E64,JOI
P3_112019,LM_0334,10,Eflab,UNI,JVR
P3_112019,LM_0335,10,E88,E88,WSE
P3_112019,LM_0336,10,E88,E64,SVD
P3_112019,LM_0337,10,E88,UNI,QEC
P3_112019,LM_0338,10,E64,E88,HEN
P3_112019,LM_0339,10,E64,E64,JQD
P3_112019,LM_0340,10,E64,UNI,FRB
P3_112019,LM_0341,10,E139,E88,GPG
P3_112019,LM_0342,10,E139,E64,YUI
P3_112019,LM_0343,10,E139,UNI,CNK
P3_112019,LM_0344,10,UNI,E88,OTL
P3_112019,LM_0345,10,UNI,E64,YKY
P3_112019,LM_0346,10,UNI,UNI,YYU
P3_112019,LM_0347,10,E88,E88,OOZ
P3_112019,LM_0332,11,Eflab,E88,FOK
P3_112019,LM_0333,11,Eflab,E64,ENK
P3_112019,LM_0334,11,Eflab,UNI,JIH
P3_112019,LM_0335,11,E88,E88,YTP
P3_112019,LM_0336,11,E88,E64,SMX
P3_112019,LM_0337,11,E88,UNI,BSJ
P3_112019,LM_0338,11,E64,E88,PUD
P3_112019,LM_0339,11,E64,E64,TKS
P3_112019,LM_0340,11,E64,UNI,QJU
P3_112019,LM_0341,11,E139,E88,AHL
P3_112019,LM_0342,11,E139,E64,XVS
P3_112019,LM_0343,11,E139,UNI,ABJ
P3_112019,LM_0344,11,UNI,E88,VEB
P3_112019,LM_0345,11,UNI,E64,CNK
P3_112019,LM_0346,11,UNI,UNI,RPG
P3_112019,LM_0347,11,E88,E88,MCE
