"","LM_id","dpi","Infection_date","weight","rel.weight","mouse_id","name","ear","sex","born","age","age_weeks","strain","line","room.rack","cage","comment","Inf_strain","num.inf"
"288","LM0120","dpi9","11_May_17",16.08,81.9571865443425,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"289","LM0121","dpi0","11_May_17",15.65,96.3669950738916,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"290","LM0121","dpi1","11_May_17",16.24,100,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"291","LM0121","dpi10","11_May_17",NA,NA,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"292","LM0121","dpi11","11_May_17",NA,NA,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"293","LM0121","dpi2","11_May_17",15.98,98.3990147783251,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"294","LM0121","dpi3","11_May_17",16.13,99.3226600985222,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"295","LM0121","dpi4","11_May_17",15.03,92.5492610837438,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"296","LM0121","dpi5","11_May_17",15.03,92.5492610837438,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"297","LM0121","dpi6","11_May_17",15.34,94.4581280788177,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"298","LM0121","dpi7","11_May_17",14.9,91.7487684729064,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"299","LM0121","dpi8","11_May_17",13.63,83.9285714285714,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"300","LM0121","dpi9","11_May_17",12.21,75.1847290640394,50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21
"301","LM0104",NA,NA,NA,NA,50038837,"WSB144.2.C.1M",0,"m","16.06.2016",292,42,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",3
