"","LM_id","dpi","Infection_date","weight","rel.weight","mouse_id","name","ear","sex","born","age","age_weeks","strain","line","room.rack","cage","comment","Inf_strain","num.inf"
"33","LM0098","dpi6","11_May_17",17.13,96.1819202695115,50035518,"PWD158.1.D.1M",0,"m","16.04.2016",353,50,"PWD","PWD","WM1.12/8.5",31,"(in mating 6838)","Eflab",16
"34","LM0098","dpi7","11_May_17",17.23,96.7434025828186,50035518,"PWD158.1.D.1M",0,"m","16.04.2016",353,50,"PWD","PWD","WM1.12/8.5",31,"(in mating 6838)","Eflab",16
"35","LM0098","dpi8","11_May_17",15.69,88.0965749578888,50035518,"PWD158.1.D.1M",0,"m","16.04.2016",353,50,"PWD","PWD","WM1.12/8.5",31,"(in mating 6838)","Eflab",16
"36","LM0098","dpi9","11_May_17",14.96,83.9977540707468,50035518,"PWD158.1.D.1M",0,"m","16.04.2016",353,50,"PWD","PWD","WM1.12/8.5",31,"(in mating 6838)","Eflab",16
"37","LM0099","dpi0","11_May_17",14.8,100.611828687967,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"38","LM0099","dpi1","11_May_17",14.71,100,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"39","LM0099","dpi10","11_May_17",15.85,107.749830047587,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"40","LM0099","dpi11","11_May_17",14.62,99.3881713120326,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"41","LM0099","dpi2","11_May_17",15.55,105.710401087695,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"42","LM0099","dpi3","11_May_17",15,101.971447994562,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"43","LM0099","dpi4","11_May_17",14.23,96.736913664174,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"44","LM0099","dpi5","11_May_17",14.16,96.2610469068661,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"45","LM0099","dpi6","11_May_17",14.55,98.9123045547247,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"46","LM0099","dpi7","11_May_17",14.22,96.6689326988443,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"47","LM0099","dpi8","11_May_17",15.14,102.923181509177,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"48","LM0099","dpi9","11_May_17",15.59,105.982324949014,50033535,"WPD107.1.B.1M",0,"m","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","EI64",25
"49","LM0100","dpi0","11_May_17",16.7,100.906344410876,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"50","LM0100","dpi1","11_May_17",16.55,100,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"51","LM0100","dpi10","11_May_17",NA,NA,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"52","LM0100","dpi11","11_May_17",NA,NA,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"53","LM0100","dpi2","11_May_17",17.08,103.202416918429,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"54","LM0100","dpi3","11_May_17",16.3,98.4894259818731,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"55","LM0100","dpi4","11_May_17",14.75,89.1238670694864,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"56","LM0100","dpi5","11_May_17",15.33,92.6283987915408,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"57","LM0100","dpi6","11_May_17",13.84,83.6253776435045,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"58","LM0100","dpi7","11_May_17",NA,NA,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"59","LM0100","dpi8","11_May_17",NA,NA,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"60","LM0100","dpi9","11_May_17",NA,NA,50031427,"WSB.1.144.C.1M",0,"m","27.12.2015",464,66,"WSB","WSB","WM1.12/8.2",660,"","EI64",20
"61","LM0101","dpi0","8_May_17",NA,NA,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"62","LM0101","dpi1","8_May_17",16.66,100,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"63","LM0101","dpi10","8_May_17",16.52,99.1596638655462,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"64","LM0101","dpi11","8_May_17",17.38,104.321728691477,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"65","LM0101","dpi2","8_May_17",16.45,98.7394957983193,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"66","LM0101","dpi3","8_May_17",16.45,98.7394957983193,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"67","LM0101","dpi4","8_May_17",17.65,105.94237695078,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"68","LM0101","dpi5","8_May_17",17.38,104.321728691477,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"69","LM0101","dpi6","8_May_17",17.27,103.661464585834,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"70","LM0101","dpi7","8_May_17",15.88,95.3181272509004,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"71","LM0101","dpi8","8_May_17",16.6,99.639855942377,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"72","LM0101","dpi9","8_May_17",16.17,97.0588235294118,50032509,"WPD107.1.A.3M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.3",10,"","EI64",7
"73","LM0102","dpi0","8_May_17",NA,NA,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"74","LM0102","dpi1","8_May_17",13.5,100,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"75","LM0102","dpi10","8_May_17",14.02,103.851851851852,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"76","LM0102","dpi11","8_May_17",13.31,98.5925925925926,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"77","LM0102","dpi2","8_May_17",13.01,96.3703703703704,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"78","LM0102","dpi3","8_May_17",12.95,95.9259259259259,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"79","LM0102","dpi4","8_May_17",13.94,103.259259259259,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"80","LM0102","dpi5","8_May_17",13.54,100.296296296296,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"81","LM0102","dpi6","8_May_17",13.85,102.592592592593,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"82","LM0102","dpi7","8_May_17",13.26,98.2222222222222,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"83","LM0102","dpi8","8_May_17",13.9,102.962962962963,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"84","LM0102","dpi9","8_May_17",13.75,101.851851851852,50036147,"WPD108.1.C.1F",0,"f","27.04.2016",342,49,"WP","WPD","WM1.12/8.1",1554,"","EI64",6
"85","LM0103","dpi0","11_May_17",17.41,98.5843714609287,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"86","LM0103","dpi1","11_May_17",17.66,100,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"87","LM0103","dpi10","11_May_17",NA,NA,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"88","LM0103","dpi11","11_May_17",NA,NA,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"89","LM0103","dpi2","11_May_17",17.82,100.906002265006,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"90","LM0103","dpi3","11_May_17",17.58,99.5469988674972,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"91","LM0103","dpi4","11_May_17",16.74,94.7904869762174,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"92","LM0103","dpi5","11_May_17",17.27,97.7916194790487,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"93","LM0103","dpi6","11_May_17",16.75,94.8471121177803,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"94","LM0103","dpi7","11_May_17",16.58,93.8844847112118,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"95","LM0103","dpi8","11_May_17",14.28,80.8607021517554,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"96","LM0103","dpi9","11_May_17",NA,NA,50032959,"PWD157.1.A.1F",0,"f","11.02.2016",418,60,"PWD","PWD","WM1.12/4.1",2581,"(in mating 6837)","Eflab",11
"97","LM0105","dpi0","11_May_17",16.7,104.702194357367,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"98","LM0105","dpi1","11_May_17",15.95,100,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"99","LM0105","dpi10","11_May_17",16.19,101.504702194357,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"100","LM0105","dpi11","11_May_17",16.45,103.134796238245,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"101","LM0105","dpi2","11_May_17",16.28,102.068965517241,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"102","LM0105","dpi3","11_May_17",16.2,101.567398119122,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"103","LM0105","dpi4","11_May_17",15.56,97.5548589341693,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"104","LM0105","dpi5","11_May_17",14.9,93.4169278996865,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"105","LM0105","dpi6","11_May_17",14.96,93.7931034482759,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"106","LM0105","dpi7","11_May_17",15.32,96.0501567398119,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"107","LM0105","dpi8","11_May_17",16.2,101.567398119122,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"108","LM0105","dpi9","11_May_17",16.68,104.576802507837,50034795,"PWD157.1.B.2F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",14
"109","LM0106","dpi0","11_May_17",17.65,100,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"110","LM0106","dpi1","11_May_17",17.65,100,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"111","LM0106","dpi10","11_May_17",NA,NA,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"112","LM0106","dpi11","11_May_17",NA,NA,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"113","LM0106","dpi2","11_May_17",17.63,99.8866855524079,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"114","LM0106","dpi3","11_May_17",16.9,95.7507082152975,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"115","LM0106","dpi4","11_May_17",16.46,93.257790368272,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"116","LM0106","dpi5","11_May_17",16.65,94.3342776203966,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"117","LM0106","dpi6","11_May_17",15.79,89.4617563739377,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"118","LM0106","dpi7","11_May_17",15.78,89.4050991501416,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"119","LM0106","dpi8","11_May_17",14.22,80.5665722379604,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"120","LM0106","dpi9","11_May_17",12.95,73.371104815864,50035523,"PWD158.1.D.3F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","Eflab",10
"121","LM0107","dpi0","11_May_17",18.2,99.7260273972603,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"122","LM0107","dpi1","11_May_17",18.25,100,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"123","LM0107","dpi10","11_May_17",NA,NA,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"124","LM0107","dpi11","11_May_17",NA,NA,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"125","LM0107","dpi2","11_May_17",18.81,103.068493150685,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"126","LM0107","dpi3","11_May_17",17.98,98.5205479452055,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"127","LM0107","dpi4","11_May_17",16.41,89.9178082191781,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"128","LM0107","dpi5","11_May_17",14.84,81.3150684931507,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"129","LM0107","dpi6","11_May_17",15.65,85.7534246575343,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"130","LM0107","dpi7","11_May_17",16.08,88.1095890410959,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"131","LM0107","dpi8","11_May_17",17.63,96.6027397260274,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"132","LM0107","dpi9","11_May_17",13.97,76.5479452054795,50033500,"WSB144.2.A.1M",30,"m","28.02.2016",401,57,"WSB","WSB","WM1.12/8.5",295,"(in mating 6840)","EI64",26
"133","LM0108","dpi0","11_May_17",17.62,98.0523094045632,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"134","LM0108","dpi1","11_May_17",17.97,100,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"135","LM0108","dpi10","11_May_17",15.61,86.867000556483,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"136","LM0108","dpi11","11_May_17",NA,NA,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"137","LM0108","dpi2","11_May_17",18.24,101.502504173623,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"138","LM0108","dpi3","11_May_17",18.43,102.559821925431,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"139","LM0108","dpi4","11_May_17",17.49,97.3288814691152,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"140","LM0108","dpi5","11_May_17",18.08,100.612131329994,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"141","LM0108","dpi6","11_May_17",17.41,96.8836950473011,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"142","LM0108","dpi7","11_May_17",17.35,96.5498052309405,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"143","LM0108","dpi8","11_May_17",16.99,94.5464663327768,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"144","LM0108","dpi9","11_May_17",16.88,93.9343350027824,50032512,"WPD108.1.A.2M",0,"m","06.02.2016",423,60,"WP","WPD","WM1.12/8.3",1818,"","Eflab",8
"145","LM0109","dpi0","11_May_17",19.33,99.5365602471679,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
