"labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","dilution","OPG"
"HKM",NA,NA,NA,NA,NA,NA,NA
"IOT",NA,NA,NA,NA,NA,NA,NA
"HJK",NA,NA,NA,NA,NA,NA,NA
"LNS",NA,NA,NA,NA,NA,NA,NA
"JWY",NA,NA,NA,NA,NA,NA,NA
"ESX",NA,NA,NA,NA,NA,NA,NA
"BEY",NA,NA,NA,NA,NA,NA,NA
"IMV",NA,NA,NA,NA,NA,NA,NA
"FMQ",NA,NA,NA,NA,NA,NA,NA
"DQV",NA,NA,NA,NA,NA,NA,NA
"WXY",NA,NA,NA,NA,NA,NA,NA
"CHX",NA,NA,NA,NA,NA,NA,NA
"OQT",NA,NA,NA,NA,NA,NA,NA
"HMW",NA,NA,NA,NA,NA,NA,NA
"HRX",NA,NA,NA,NA,NA,NA,NA
"HWY",NA,NA,NA,NA,NA,NA,NA
"DGW",NA,NA,NA,NA,NA,NA,NA
"BJL",NA,NA,NA,NA,NA,NA,NA
"JTY",NA,NA,NA,NA,NA,NA,NA
"BNZ",NA,NA,NA,NA,NA,NA,NA
"KQW",NA,NA,NA,NA,NA,NA,NA
"ADM",NA,NA,NA,NA,NA,NA,NA
"FNT",NA,NA,NA,NA,NA,NA,NA
"NPQ",NA,NA,NA,NA,NA,NA,NA
"CDZ",NA,NA,NA,NA,NA,NA,NA
"AKY",NA,NA,NA,NA,NA,NA,NA
"FOW",NA,NA,NA,NA,NA,NA,NA
"HKX",NA,NA,NA,NA,NA,NA,NA
"DFL",NA,NA,NA,NA,NA,NA,NA
"QUV",NA,NA,NA,NA,NA,NA,NA
"CIV",NA,NA,NA,NA,NA,NA,NA
"JKQ",NA,NA,NA,NA,NA,NA,NA
"COP",NA,NA,NA,NA,NA,NA,NA
"IKX",NA,NA,NA,NA,NA,NA,NA
"ACM",NA,NA,NA,NA,NA,NA,NA
"PUZ",NA,NA,NA,NA,NA,NA,NA
"CFR",NA,NA,NA,NA,NA,NA,NA
"CER",NA,NA,NA,NA,NA,NA,NA
"AQZ",NA,NA,NA,NA,NA,NA,NA
"ISY",NA,NA,NA,NA,NA,NA,NA
"HIQ",NA,NA,NA,NA,NA,NA,NA
"HQV",NA,NA,NA,NA,NA,NA,NA
"LVW",NA,NA,NA,NA,NA,NA,NA
"CFN",NA,NA,NA,NA,NA,NA,NA
"JQW",NA,NA,NA,NA,NA,NA,NA
"EVY",NA,NA,NA,NA,NA,NA,NA
"DFV",NA,NA,NA,NA,NA,NA,NA
"DMR",NA,NA,NA,NA,NA,NA,NA
"LNR",NA,NA,NA,NA,NA,NA,NA
"RUZ",NA,NA,NA,NA,NA,NA,NA
"AVX",NA,NA,NA,NA,NA,NA,NA
"DTX",NA,NA,NA,NA,NA,NA,NA
"CGY",NA,NA,NA,NA,NA,NA,NA
"FNR",NA,NA,NA,NA,NA,NA,NA
"MNU",NA,NA,NA,NA,NA,NA,NA
"TVW",NA,NA,NA,NA,NA,NA,NA
"FIT",NA,NA,NA,NA,NA,NA,NA
"JLZ",NA,NA,NA,NA,NA,NA,NA
"AQU",NA,NA,NA,NA,NA,NA,NA
"CLV",NA,NA,NA,NA,NA,NA,NA
"CJW",NA,NA,NA,NA,NA,NA,NA
"PQY",NA,NA,NA,NA,NA,NA,NA
"KSY",NA,NA,NA,NA,NA,NA,NA
"COT",NA,NA,NA,NA,NA,NA,NA
"DHN",NA,NA,NA,NA,NA,NA,NA
"ALV",NA,NA,NA,NA,NA,NA,NA
"DFT",NA,NA,NA,NA,NA,NA,NA
"IMS",NA,NA,NA,NA,NA,NA,NA
"EMP",NA,NA,NA,NA,NA,NA,NA
"ABJ",NA,NA,NA,NA,NA,NA,NA
"DWY",NA,NA,NA,NA,NA,NA,NA
"NUW",NA,NA,NA,NA,NA,NA,NA
"TUZ",NA,NA,NA,NA,NA,NA,NA
"DMS",NA,NA,NA,NA,NA,NA,NA
"BNX",NA,NA,NA,NA,NA,NA,NA
"EPX",NA,NA,NA,NA,NA,NA,NA
"ACQ",NA,NA,NA,NA,NA,NA,NA
"FGX",NA,NA,NA,NA,NA,NA,NA
"NPY",NA,NA,NA,NA,NA,NA,NA
"CMO",NA,NA,NA,NA,NA,NA,NA
"FPV",NA,NA,NA,NA,NA,NA,NA
"BOT",NA,NA,NA,NA,NA,NA,NA
"CFT",NA,NA,NA,NA,NA,NA,NA
"KQV",NA,NA,NA,NA,NA,NA,NA
"BEK",NA,NA,NA,NA,NA,NA,NA
"INV",NA,NA,NA,NA,NA,NA,NA
"FKW",NA,NA,NA,NA,NA,NA,NA
"COQ",NA,NA,NA,NA,NA,NA,NA
"EHV",NA,NA,NA,NA,NA,NA,NA
"BDH",NA,NA,NA,NA,NA,NA,NA
"AJY",NA,NA,NA,NA,NA,NA,NA
"BVX",NA,NA,NA,NA,NA,NA,NA
"ADH",NA,NA,NA,NA,NA,NA,NA
"BFG",NA,NA,NA,NA,NA,NA,NA
"JKT",NA,NA,NA,NA,NA,NA,NA
"HJN",NA,NA,NA,NA,NA,NA,NA
"HNW",NA,NA,NA,NA,NA,NA,NA
"MVZ",NA,NA,NA,NA,NA,NA,NA
"AJO",NA,NA,NA,NA,NA,NA,NA
"ABM",NA,NA,NA,NA,NA,NA,NA
"IMP",NA,NA,NA,NA,NA,NA,NA
"NOP",NA,NA,NA,NA,NA,NA,NA
"IXZ",NA,NA,NA,NA,NA,NA,NA
"JMQ",NA,NA,NA,NA,NA,NA,NA
"GTW",NA,NA,NA,NA,NA,NA,NA
"EQV",NA,NA,NA,NA,NA,NA,NA
"DNY",NA,NA,NA,NA,NA,NA,NA
"EQT",NA,NA,NA,NA,NA,NA,NA
"GNW",NA,NA,NA,NA,NA,NA,NA
"CQR",NA,NA,NA,NA,NA,NA,NA
"JRT",NA,NA,NA,NA,NA,NA,NA
"CTY",NA,NA,NA,NA,NA,NA,NA
"CEX",NA,NA,NA,NA,NA,NA,NA
"CJO",NA,NA,NA,NA,NA,NA,NA
"ASZ",NA,NA,NA,NA,NA,NA,NA
"CQT",NA,NA,NA,NA,NA,NA,NA
"LRT",NA,NA,NA,NA,NA,NA,NA
"BPU",NA,NA,NA,NA,NA,NA,NA
"GIS",NA,NA,NA,NA,NA,NA,NA
"ITV",NA,NA,NA,NA,NA,NA,NA
"CTW",NA,NA,NA,NA,NA,NA,NA
"LQS",NA,NA,NA,NA,NA,NA,NA
"SUY",NA,NA,NA,NA,NA,NA,NA
"HTX",NA,NA,NA,NA,NA,NA,NA
"HOU",NA,NA,NA,NA,NA,NA,NA
"DFU",NA,NA,NA,NA,NA,NA,NA
"GOW",NA,NA,NA,NA,NA,NA,NA
"ADT",NA,NA,NA,NA,NA,NA,NA
"JMT",NA,NA,NA,NA,NA,NA,NA
"ISU",NA,NA,NA,NA,NA,NA,NA
"MSX",NA,NA,NA,NA,NA,NA,NA
"EVW",NA,NA,NA,NA,NA,NA,NA
"JLW",NA,NA,NA,NA,NA,NA,NA
"EJT",NA,NA,NA,NA,NA,NA,NA
"CPV",NA,NA,NA,NA,NA,NA,NA
"CLR",NA,NA,NA,NA,NA,NA,NA
"GOV",NA,NA,NA,NA,NA,NA,NA
"ASW",NA,NA,NA,NA,NA,NA,NA
"BEM",NA,NA,NA,NA,NA,NA,NA
"INW",NA,NA,NA,NA,NA,NA,NA
"LNZ",NA,NA,NA,NA,NA,NA,NA
"HQZ",NA,NA,NA,NA,NA,NA,NA
"BHM",NA,NA,NA,NA,NA,NA,NA
"MRU",NA,NA,NA,NA,NA,NA,NA
"EKQ",NA,NA,NA,NA,NA,NA,NA
"NSZ",NA,NA,NA,NA,NA,NA,NA
"CJV",NA,NA,NA,NA,NA,NA,NA
"LRV",NA,NA,NA,NA,NA,NA,NA
"ABL",NA,NA,NA,NA,NA,NA,NA
"AHQ",NA,NA,NA,NA,NA,NA,NA
"GSZ",NA,NA,NA,NA,NA,NA,NA
"CEZ",NA,NA,NA,NA,NA,NA,NA
"ADE",NA,NA,NA,NA,NA,NA,NA
"OPQ",NA,NA,NA,NA,NA,NA,NA
"AGW",NA,NA,NA,NA,NA,NA,NA
"FGV",NA,NA,NA,NA,NA,NA,NA
"IKM",NA,NA,NA,NA,NA,NA,NA
"CIJ",NA,NA,NA,NA,NA,NA,NA
"MNW",NA,NA,NA,NA,NA,NA,NA
"CGI",NA,NA,NA,NA,NA,NA,NA
"ELZ",NA,NA,NA,NA,NA,NA,NA
"AYZ",NA,NA,NA,NA,NA,NA,NA
"PVZ",NA,NA,NA,NA,NA,NA,NA
"EOW",NA,NA,NA,NA,NA,NA,NA
"BQZ",NA,NA,NA,NA,NA,NA,NA
"DIN",NA,NA,NA,NA,NA,NA,NA
"DJY",NA,NA,NA,NA,NA,NA,NA
"JNU",NA,NA,NA,NA,NA,NA,NA
"QXY",NA,NA,NA,NA,NA,NA,NA
"MXY",NA,NA,NA,NA,NA,NA,NA
"ABD",NA,NA,NA,NA,NA,NA,NA
"CPT",NA,NA,NA,NA,NA,NA,NA
"BDX",NA,NA,NA,NA,NA,NA,NA
"ACL",NA,NA,NA,NA,NA,NA,NA
"DSU",NA,NA,NA,NA,NA,NA,NA
"CEV",NA,NA,NA,NA,NA,NA,NA
"IMU",NA,NA,NA,NA,NA,NA,NA
"FGT",NA,NA,NA,NA,NA,NA,NA
"FMP",NA,NA,NA,NA,NA,NA,NA
"APY",NA,NA,NA,NA,NA,NA,NA
"GMV",NA,NA,NA,NA,NA,NA,NA
"CFV",NA,NA,NA,NA,NA,NA,NA
"EKS",NA,NA,NA,NA,NA,NA,NA
"NPT",NA,NA,NA,NA,NA,NA,NA
"BIM",NA,NA,NA,NA,NA,NA,NA
"PRX",NA,NA,NA,NA,NA,NA,NA
"DGJ",NA,NA,NA,NA,NA,NA,NA
"GHR",NA,NA,NA,NA,NA,NA,NA
"FHM",NA,NA,NA,NA,NA,NA,NA
"WYZ",NA,NA,NA,NA,NA,NA,NA
"FTZ",NA,NA,NA,NA,NA,NA,NA
"GTX",NA,NA,NA,NA,NA,NA,NA
"HRU",NA,NA,NA,NA,NA,NA,NA
"KOZ",NA,NA,NA,NA,NA,NA,NA
"NRZ",NA,NA,NA,NA,NA,NA,NA
"EGO",NA,NA,NA,NA,NA,NA,NA
"FJN",NA,NA,NA,NA,NA,NA,NA
"ACO",NA,NA,NA,NA,NA,NA,NA
"GMX",NA,NA,NA,NA,NA,NA,NA
"GUY",NA,NA,NA,NA,NA,NA,NA
"DJX",NA,NA,NA,NA,NA,NA,NA
"HIX",NA,NA,NA,NA,NA,NA,NA
"EIX",NA,NA,NA,NA,NA,NA,NA
"TWX",NA,NA,NA,NA,NA,NA,NA
"JQT",NA,NA,NA,NA,NA,NA,NA
"MTU",NA,NA,NA,NA,NA,NA,NA
"KRU",NA,NA,NA,NA,NA,NA,NA
"EJU",NA,NA,NA,NA,NA,NA,NA
"LST",NA,NA,NA,NA,NA,NA,NA
"ILY",NA,NA,NA,NA,NA,NA,NA
"DNW",NA,NA,NA,NA,NA,NA,NA
"ELQ",NA,NA,NA,NA,NA,NA,NA
"BIL",NA,NA,NA,NA,NA,NA,NA
"BHS",NA,NA,NA,NA,NA,NA,NA
"IQZ",NA,NA,NA,NA,NA,NA,NA
"DHJ",NA,NA,NA,NA,NA,NA,NA
"DEK",NA,NA,NA,NA,NA,NA,NA
"DRW",NA,NA,NA,NA,NA,NA,NA
"EWY",NA,NA,NA,NA,NA,NA,NA
"FLZ",NA,NA,NA,NA,NA,NA,NA
"NPS",NA,NA,NA,NA,NA,NA,NA
"JKZ",NA,NA,NA,NA,NA,NA,NA
"ILS",NA,NA,NA,NA,NA,NA,NA
"CJX",NA,NA,NA,NA,NA,NA,NA
"FHZ",NA,NA,NA,NA,NA,NA,NA
"DTU",NA,NA,NA,NA,NA,NA,NA
"EXY",NA,NA,NA,NA,NA,NA,NA
"PTU",NA,NA,NA,NA,NA,NA,NA
"DGT",NA,NA,NA,NA,NA,NA,NA
"CGN",NA,NA,NA,NA,NA,NA,NA
"EGW",NA,NA,NA,NA,NA,NA,NA
"GSY",NA,NA,NA,NA,NA,NA,NA
"PVW",NA,NA,NA,NA,NA,NA,NA
"HKT",NA,NA,NA,NA,NA,NA,NA
"BEQ",NA,NA,NA,NA,NA,NA,NA
"ACD",NA,NA,NA,NA,NA,NA,NA
"JLV",NA,NA,NA,NA,NA,NA,NA
"CEJ",NA,NA,NA,NA,NA,NA,NA
"GKX",NA,NA,NA,NA,NA,NA,NA
"KRT",NA,NA,NA,NA,NA,NA,NA
"ORU",NA,NA,NA,NA,NA,NA,NA
"BUX",NA,NA,NA,NA,NA,NA,NA
"DEU",NA,NA,NA,NA,NA,NA,NA
"EOR",NA,NA,NA,NA,NA,NA,NA
"BLQ",NA,NA,NA,NA,NA,NA,NA
"HLX",NA,NA,NA,NA,NA,NA,NA
"EMU",NA,NA,NA,NA,NA,NA,NA
"EMT",NA,NA,NA,NA,NA,NA,NA
"GKP",NA,NA,NA,NA,NA,NA,NA
"BMP",NA,NA,NA,NA,NA,NA,NA
"AIW",NA,NA,NA,NA,NA,NA,NA
"AJT",NA,NA,NA,NA,NA,NA,NA
"IJP",NA,NA,NA,NA,NA,NA,NA
"UVY",NA,NA,NA,NA,NA,NA,NA
"EHP",NA,NA,NA,NA,NA,NA,NA
"LNP",NA,NA,NA,NA,NA,NA,NA
"BKZ",NA,NA,NA,NA,NA,NA,NA
"BMO",NA,NA,NA,NA,NA,NA,NA
"DHM",NA,NA,NA,NA,NA,NA,NA
"EIT",NA,NA,NA,NA,NA,NA,NA
"DGQ",NA,NA,NA,NA,NA,NA,NA
"HQT",NA,NA,NA,NA,NA,NA,NA
"EHI",NA,NA,NA,NA,NA,NA,NA
"LOW",NA,NA,NA,NA,NA,NA,NA
"HSV",NA,NA,NA,NA,NA,NA,NA
"CGO",NA,NA,NA,NA,NA,NA,NA
"JSY",NA,NA,NA,NA,NA,NA,NA
"AEG",NA,NA,NA,NA,NA,NA,NA
"DGL",NA,NA,NA,NA,NA,NA,NA
"EGI",NA,NA,NA,NA,NA,NA,NA
"FOV",NA,NA,NA,NA,NA,NA,NA
"BQS",NA,NA,NA,NA,NA,NA,NA
"GJM",NA,NA,NA,NA,NA,NA,NA
"EKT",NA,NA,NA,NA,NA,NA,NA
"GQR",NA,NA,NA,NA,NA,NA,NA
"FIZ",NA,NA,NA,NA,NA,NA,NA
"EIN",NA,NA,NA,NA,NA,NA,NA
"AKU",NA,NA,NA,NA,NA,NA,NA
"KSZ",NA,NA,NA,NA,NA,NA,NA
"BOY",NA,NA,NA,NA,NA,NA,NA
"HNS",NA,NA,NA,NA,NA,NA,NA
"KRW",NA,NA,NA,NA,NA,NA,NA
"BDJ",NA,NA,NA,NA,NA,NA,NA
"ATW",NA,NA,NA,NA,NA,NA,NA
"LPZ",NA,NA,NA,NA,NA,NA,NA
"BHL",NA,NA,NA,NA,NA,NA,NA
"BJY",NA,NA,NA,NA,NA,NA,NA
"DVX",NA,NA,NA,NA,NA,NA,NA
"GWX",NA,NA,NA,NA,NA,NA,NA
"CFJ",NA,NA,NA,NA,NA,NA,NA
"KPT",NA,NA,NA,NA,NA,NA,NA
"APX",NA,NA,NA,NA,NA,NA,NA
