"Mouse_ID","weight","weightloss","fecweight","weightRelativeToInfection(%)","dpi","infection_isolate","sex"
18,33.9,0,2,101.497005988024,3,"E88","female"
19,39.4,2.27,3.82,97.7667493796526,3,"E139","male"
20,43.3,2.5,2.52,97.5225225225225,3,"E139","male"
21,31.6,5,2.49,95.1807228915663,3,"E139","female"
22,33.1,6.25,2.46,94.0340909090909,3,"E139","female"
23,34.8,2,2.27,98.0281690140845,3,"E139","female"
1,32.8,0,3.36,101.547987616099,4,"EfLab","female"
2,38.9,0,3.56,105.135135135135,4,"EfLab","female"
3,40.8,4.34,3.72,95.7746478873239,4,"EfLab","male"
4,39.8,2.45,2.82,97.5490196078431,4,"EfLab","male"
5,41,0.96,3.29,99.0338164251208,4,"EfLab","male"
6,37.5,0.8,4.13,99.2063492063492,4,"EfLab","male"
7,40.1,1.49,3.43,98.5257985257985,4,"E64","male"
8,42.1,1.17,3.59,98.8262910798122,4,"E64","male"
9,40.5,0.49,3.2,99.5085995085995,4,"E64","male"
10,29.8,2,3.65,98.0263157894737,4,"E64","female"
11,32,5.88,3.24,94.1176470588235,4,"E64","female"
12,27.3,1.79,3.05,98.2014388489209,4,"E64","female"
13,37.3,2.94,2.85,97.1354166666667,4,"E88","male"
14,38.2,11.11,2.78,89.2523364485981,4,"E88","male"
15,41.4,0.48,3.11,99.5192307692308,4,"E88","male"
16,36.1,0.27,2.8,99.7237569060773,4,"E88","female"
17,34.6,0,2.96,100,4,"E88","female"
18,34.4,0,2.71,102.994011976048,4,"E88","female"
19,39,3.22,3.75,96.7741935483871,4,"E139","male"
20,43.7,1.58,2.71,98.4234234234234,4,"E139","male"
21,30.6,8.33,2.79,92.1686746987952,4,"E139","female"
22,32.6,7.69,1.78,92.6136363636364,4,"E139","female"
23,35.5,0,3.49,100,4,"E139","female"
1,32.9,NA,2.63,101.857585139319,5,"EfLab","female"
2,38.2,NA,3.45,103.243243243243,5,"EfLab","female"
3,41.5,NA,3.35,97.4178403755868,5,"EfLab","male"
4,39.8,NA,2.08,97.5490196078431,5,"EfLab","male"
5,41.2,NA,4.85,99.5169082125604,5,"EfLab","male"
6,38.2,NA,3.64,101.058201058201,5,"EfLab","male"
7,38.9,NA,2.43,95.5773955773956,5,"E64","male"
8,41.8,NA,4.65,98.1220657276995,5,"E64","male"
9,40.3,NA,3.6,99.017199017199,5,"E64","male"
10,30.5,NA,2.74,100.328947368421,5,"E64","female"
11,31.5,NA,2.85,92.6470588235294,5,"E64","female"
12,28.1,NA,2.69,101.079136690647,5,"E64","female"
13,37.2,NA,4.58,96.875,5,"E88","male"
14,37.8,NA,2.74,88.3177570093458,5,"E88","male"
15,40.5,NA,3.22,97.3557692307692,5,"E88","male"
16,35.8,NA,2.67,98.8950276243094,5,"E88","female"
17,33.6,NA,2.55,97.1098265895954,5,"E88","female"
18,34.4,NA,3.52,102.994011976048,5,"E88","female"
19,38.8,NA,4.46,96.2779156327543,5,"E139","male"
20,42.8,NA,2.72,96.3963963963964,5,"E139","male"
21,31.7,NA,3.12,95.4819277108434,5,"E139","female"
22,33.3,NA,1.9,94.6022727272727,5,"E139","female"
23,35.7,NA,3.21,100.56338028169,5,"E139","female"
1,32.5,NA,2.12,100.61919504644,6,"EfLab","female"
2,38.3,NA,2.55,103.513513513514,6,"EfLab","female"
3,43.6,NA,3.45,102.347417840376,6,"EfLab","male"
4,40.5,NA,3.61,99.2647058823529,6,"EfLab","male"
5,41.4,NA,4.07,100,6,"EfLab","male"
6,37.7,NA,3.08,99.7354497354497,6,"EfLab","male"
7,39.1,NA,2.42,96.0687960687961,6,"E64","male"
8,42.1,NA,4,98.8262910798122,6,"E64","male"
9,40.6,NA,3.18,99.7542997542998,6,"E64","male"
10,31,NA,3.67,101.973684210526,6,"E64","female"
11,32.1,NA,2.21,94.4117647058824,6,"E64","female"
12,29.1,NA,3.04,104.676258992806,6,"E64","female"
13,37.8,NA,3.48,98.4375,6,"E88","male"
14,38.9,NA,2.83,90.8878504672897,6,"E88","male"
15,41.1,NA,2.72,98.7980769230769,6,"E88","male"
16,36.4,NA,1.96,100.552486187845,6,"E88","female"
17,34.7,NA,1.75,100.28901734104,6,"E88","female"
18,35.1,NA,1.98,105.089820359281,6,"E88","female"
19,38.8,NA,3.32,96.2779156327543,6,"E139","male"
20,43.2,NA,2.95,97.2972972972973,6,"E139","male"
21,31.6,NA,3.48,95.1807228915663,6,"E139","female"
22,32,NA,2.21,90.9090909090909,6,"E139","female"
23,35.9,NA,2.81,101.12676056338,6,"E139","female"
1,32.1,NA,2.2,99.3808049535604,7,"EfLab","female"
2,37.8,NA,2.59,102.162162162162,7,"EfLab","female"
3,43.2,NA,4.6,101.408450704225,7,"EfLab","male"
4,39.5,NA,3.12,96.8137254901961,7,"EfLab","male"
5,41.1,NA,2.71,99.2753623188406,7,"EfLab","male"
6,37.1,NA,2.75,98.1481481481482,7,"EfLab","male"
7,39.5,NA,4.15,97.051597051597,7,"E64","male"
8,42.9,NA,4.8,100.704225352113,7,"E64","male"
9,40.3,NA,2.1,99.017199017199,7,"E64","male"
10,32.1,NA,3.91,105.592105263158,7,"E64","female"
11,32.2,NA,2.85,94.7058823529412,7,"E64","female"
12,29.1,NA,2.9,104.676258992806,7,"E64","female"
13,37.2,NA,2.85,96.875,7,"E88","male"
14,38.4,NA,2.74,89.7196261682243,7,"E88","male"
15,40.8,NA,3.5,98.0769230769231,7,"E88","male"
16,36.5,NA,3.58,100.828729281768,7,"E88","female"
17,34.1,NA,2.59,98.5549132947977,7,"E88","female"
18,35,NA,2.11,104.790419161677,7,"E88","female"
19,39.4,NA,3.67,97.7667493796526,7,"E139","male"
20,43.3,NA,2.88,97.5225225225225,7,"E139","male"
21,32,NA,3,96.3855421686747,7,"E139","female"
22,34.4,NA,3.1,97.7272727272727,7,"E139","female"
23,35.7,NA,2.98,100.56338028169,7,"E139","female"
1,30.7,NA,1.64,95.046439628483,8,"EfLab","female"
2,37.3,NA,4.53,100.810810810811,8,"EfLab","female"
3,42.1,NA,3.86,98.8262910798122,8,"EfLab","male"
4,39,NA,2.65,95.5882352941177,8,"EfLab","male"
5,40,NA,2.45,96.6183574879227,8,"EfLab","male"
6,37.2,NA,2.74,98.4126984126984,8,"EfLab","male"
7,39.6,NA,4.23,97.2972972972973,8,"E64","male"
8,43,NA,4.6,100.93896713615,8,"E64","male"
9,40.4,NA,2.89,99.2628992628993,8,"E64","male"
10,31.8,NA,4.31,104.605263157895,8,"E64","female"
11,32.7,NA,3.94,96.1764705882353,8,"E64","female"
12,28.3,NA,3.21,101.798561151079,8,"E64","female"
13,36.8,NA,3.46,95.8333333333333,8,"E88","male"
14,38.5,NA,2.97,89.9532710280374,8,"E88","male"
15,41,NA,2.55,98.5576923076923,8,"E88","male"
16,35.9,NA,4.26,99.171270718232,8,"E88","female"
17,34.9,NA,3.31,100.867052023121,8,"E88","female"
18,34.7,NA,2.97,103.892215568862,8,"E88","female"
19,39.2,NA,3.42,97.2704714640199,8,"E139","male"
20,42.8,NA,4.53,96.3963963963964,8,"E139","male"
21,31,NA,3.09,93.3734939759036,8,"E139","female"
22,34.7,NA,2.46,98.5795454545455,8,"E139","female"
23,35.7,NA,3.09,100.56338028169,8,"E139","female"
1,29.4,NA,1.38,91.0216718266254,9,"EfLab","female"
2,38.3,NA,4.75,103.513513513514,9,"EfLab","female"
3,41.3,NA,4.35,96.9483568075117,9,"EfLab","male"
4,39,NA,4.88,95.5882352941177,9,"EfLab","male"
5,40.1,NA,4.25,96.8599033816425,9,"EfLab","male"
6,36.2,NA,4.07,95.7671957671958,9,"EfLab","male"
7,39,NA,3.54,95.8230958230958,9,"E64","male"
8,43.8,NA,4.65,102.816901408451,9,"E64","male"
9,40.6,NA,3.06,99.7542997542998,9,"E64","male"
10,31.5,NA,2.84,103.618421052632,9,"E64","female"
11,33,NA,2.98,97.0588235294118,9,"E64","female"
12,28.4,NA,2.81,102.158273381295,9,"E64","female"
13,37.6,NA,3.5,97.9166666666667,9,"E88","male"
14,38.6,NA,3.41,90.1869158878505,9,"E88","male"
15,40.9,NA,2.45,98.3173076923077,9,"E88","male"
16,36.2,NA,2.17,100,9,"E88","female"
17,35.3,NA,3.98,102.023121387283,9,"E88","female"
18,34.9,NA,2.45,104.491017964072,9,"E88","female"
19,39.1,NA,4.39,97.0223325062035,9,"E139","male"
20,43.3,NA,4.89,97.5225225225225,9,"E139","male"
21,31.1,NA,2.85,93.6746987951807,9,"E139","female"
22,34.3,NA,5.68,97.4431818181818,9,"E139","female"
23,35.2,NA,2.76,99.1549295774648,9,"E139","female"
1,29.9,NA,1.77,92.5696594427245,10,"EfLab","female"
2,37.7,NA,4.31,101.891891891892,10,"EfLab","female"
3,40.9,NA,5.41,96.0093896713615,10,"EfLab","male"
4,39.4,NA,5.83,96.5686274509804,10,"EfLab","male"
5,39.8,NA,4.23,96.1352657004831,10,"EfLab","male"
6,37.3,NA,6.69,98.6772486772487,10,"EfLab","male"
7,40.2,NA,4.7,98.7714987714988,10,"E64","male"
8,43,NA,5.26,100.93896713615,10,"E64","male"
9,39.8,NA,2.35,97.7886977886978,10,"E64","male"
10,32.2,NA,2.75,105.921052631579,10,"E64","female"
11,31.3,NA,3.84,92.0588235294118,10,"E64","female"
12,28.6,NA,2.86,102.877697841727,10,"E64","female"
13,38,NA,3.65,98.9583333333333,10,"E88","male"
14,38.9,NA,3.45,90.8878504672897,10,"E88","male"
15,40.5,NA,3.22,97.3557692307692,10,"E88","male"
16,36.6,NA,4,101.104972375691,10,"E88","female"
17,35.4,NA,4.72,102.312138728324,10,"E88","female"
18,34.2,NA,2.88,102.395209580838,10,"E88","female"
19,39,NA,4.08,96.7741935483871,10,"E139","male"
20,42.8,NA,3.87,96.3963963963964,10,"E139","male"
21,29.8,NA,3.58,89.7590361445783,10,"E139","female"
22,34.9,NA,3.22,99.1477272727273,10,"E139","female"
23,36.5,NA,3.34,102.816901408451,10,"E139","female"
1,30.4,NA,NA,94.1176470588235,11,"EfLab","female"
2,38.2,NA,NA,103.243243243243,11,"EfLab","female"
3,41.7,NA,NA,97.887323943662,11,"EfLab","male"
4,38.8,NA,NA,95.0980392156863,11,"EfLab","male"
5,40.9,NA,NA,98.792270531401,11,"EfLab","male"
6,37.8,NA,NA,100,11,"EfLab","male"
7,39.5,NA,NA,97.051597051597,11,"E64","male"
8,43,NA,NA,100.93896713615,11,"E64","male"
9,39.7,NA,NA,97.5429975429975,11,"E64","male"
10,31.8,NA,NA,104.605263157895,11,"E64","female"
11,30.9,NA,NA,90.8823529411765,11,"E64","female"
12,29.1,NA,NA,104.676258992806,11,"E64","female"
13,37.6,NA,NA,97.9166666666667,11,"E88","male"
14,38.9,NA,NA,90.8878504672897,11,"E88","male"
15,40.2,NA,NA,96.6346153846154,11,"E88","male"
16,36.4,NA,NA,100.552486187845,11,"E88","female"
17,35.9,NA,NA,103.757225433526,11,"E88","female"
18,33.4,NA,NA,100,11,"E88","female"
19,38.7,NA,NA,96.029776674938,11,"E139","male"
20,43,NA,NA,96.8468468468468,11,"E139","male"
21,28.8,NA,NA,86.7469879518072,11,"E139","female"
22,34.8,NA,NA,98.8636363636363,11,"E139","female"
23,36.2,NA,NA,101.971830985915,11,"E139","female"
