"Well","Fluor","Target","Content","Sample","Cq.Mean","Set.Point"
"F10","SYBR","CDC42","Pos Ctrl","LM0061",27.841318243795,60
"G01","SYBR","CXCL9","Cecum","LM0062",27.0511374976467,60
"G03","SYBR","IL-12","Cecum","LM0062",35.333734412794,60
"G04","SYBR","IL-6","Cecum","LM0062",30.3646852874406,60
"G05","SYBR","IFN-g","Cecum","LM0062",33.0556609953315,60
"G06","SYBR","STAT6","Cecum","LM0062",32.5969902849118,60
"G07","SYBR","TGF-b","Cecum","LM0062",31.2169376380343,60
"G08","SYBR","Ppia","Pos Ctrl","LM0062",22.4105791211523,60
"G09","SYBR","Ppib","Pos Ctrl","LM0062",22.3485991014832,60
"G10","SYBR","CDC42","Pos Ctrl","LM0062",26.4793323349489,60
"H01","SYBR","CXCL9","Cecum","LM0062",4.23265662928849,60
"H02","SYBR","IL-10","Cecum","LM0062",36.9729058411085,60
"H04","SYBR","IL-6","Cecum","LM0062",31.1326514373758,60
"H05","SYBR","IFN-g","Cecum","LM0062",33.3413966454248,60
"H06","SYBR","STAT6","Cecum","LM0062",32.4359607958736,60
"H07","SYBR","TGF-b","Cecum","LM0062",30.0292384351789,60
"H08","SYBR","Ppia","Pos Ctrl","LM0062",22.1490294364071,60
"H09","SYBR","Ppib","Pos Ctrl","LM0062",22.9796441304373,60
"H10","SYBR","CDC42","Pos Ctrl","LM0062",26.845317973885,60
"A01","SYBR","CXCL9","Cecum","LM0051",39.638088592039,60
"A02","SYBR","IL-10","Cecum","LM0051",32.0449601365645,60
"A04","SYBR","IL-6","Cecum","LM0051",29.2229004178753,60
"A05","SYBR","IFN-g","Cecum","LM0051",31.2879991649519,60
"A06","SYBR","STAT6","Cecum","LM0051",30.789347148977,60
"A07","SYBR","TGF-b","Cecum","LM0051",26.6992352509581,60
"A08","SYBR","Ppia","Pos Ctrl","LM0051",18.6903965867831,60
"A09","SYBR","Ppib","Pos Ctrl","LM0051",18.6284080447218,60
"A11","SYBR","Nothing","Neg Ctrl","LM0051",30.6578906099756,60
"B01","SYBR","CXCL9","Cecum","LM0051",28.7356370528047,60
"B02","SYBR","IL-10","Cecum","LM0051",32.6574575041493,60
"B03","SYBR","IL-12","Cecum","LM0051",35.8247064959458,60
"B04","SYBR","IL-6","Cecum","LM0051",30.4314900085402,60
"B05","SYBR","IFN-g","Cecum","LM0051",29.180674521887,60
"B06","SYBR","STAT6","Cecum","LM0051",28.5814660922123,60
"B07","SYBR","TGF-b","Cecum","LM0051",26.2773154711283,60
"B08","SYBR","Ppia","Pos Ctrl","LM0051",17.7200138762029,60
"B09","SYBR","Ppib","Pos Ctrl","LM0051",18.0917955809925,60
"B10","SYBR","CDC42","Pos Ctrl","LM0051",30.3296215652265,60
"C01","SYBR","CXCL9","Cecum","LM0055",22.3178141188588,60
"C02","SYBR","IL-10","Cecum","LM0055",29.1530841271136,60
"C03","SYBR","IL-12","Cecum","LM0055",31.3921088615137,60
"C04","SYBR","IL-6","Cecum","LM0055",26.3783652832763,60
"C05","SYBR","IFN-g","Cecum","LM0055",22.8133779713694,60
"C06","SYBR","STAT6","Cecum","LM0055",26.3599332176447,60
"C07","SYBR","TGF-b","Cecum","LM0055",24.285585394307,60
"C08","SYBR","Ppia","Pos Ctrl","LM0055",17.2379597012313,60
"C09","SYBR","Ppib","Pos Ctrl","LM0055",17.2373080769556,60
"C10","SYBR","CDC42","Pos Ctrl","LM0055",25.7529689966493,60
"D01","SYBR","CXCL9","Cecum","LM0055",22.4887334841546,60
"D02","SYBR","IL-10","Cecum","LM0055",28.6249867923679,60
"D03","SYBR","IL-12","Cecum","LM0055",31.2353784334993,60
"D04","SYBR","IL-6","Cecum","LM0055",26.2103715443933,60
"D05","SYBR","IFN-g","Cecum","LM0055",22.309763273711,60
"D06","SYBR","STAT6","Cecum","LM0055",27.271645135221,60
"D07","SYBR","TGF-b","Cecum","LM0055",24.1582011600889,60
"D08","SYBR","Ppia","Pos Ctrl","LM0055",17.5972483798081,60
"D09","SYBR","Ppib","Pos Ctrl","LM0055",17.3745549567703,60
"D10","SYBR","CDC42","Pos Ctrl","LM0055",25.4354429210975,60
"E01","SYBR","CXCL9","Cecum","LM0056",30.7301424708904,60
"E02","SYBR","IL-10","Cecum","LM0056",34.6438825007005,60
"E03","SYBR","IL-12","Cecum","LM0056",34.361845548117,60
"E04","SYBR","IL-6","Cecum","LM0056",24.3536426457784,60
"E05","SYBR","IFN-g","Cecum","LM0056",24.4170681674008,60
"E06","SYBR","STAT6","Cecum","LM0056",23.3975142541068,60
"E07","SYBR","TGF-b","Cecum","LM0056",25.6471786852117,60
"E08","SYBR","Ppia","Pos Ctrl","LM0056",21.4095144536784,60
"E09","SYBR","Ppib","Pos Ctrl","LM0056",21.061929798266,60
"E10","SYBR","CDC42","Pos Ctrl","LM0056",22.673025590806,60
"F01","SYBR","CXCL9","Cecum","LM0056",30.263460698369,60
"F02","SYBR","IL-10","Cecum","LM0056",37.393094678922,60
"F03","SYBR","IL-12","Cecum","LM0056",33.8240121451138,60
"F04","SYBR","IL-6","Cecum","LM0056",24.8105706523106,60
"F05","SYBR","IFN-g","Cecum","LM0056",24.3907151770579,60
"F06","SYBR","STAT6","Cecum","LM0056",24.2296102067451,60
"F07","SYBR","TGF-b","Cecum","LM0056",26.1516907855554,60
"F08","SYBR","Ppia","Pos Ctrl","LM0056",21.8969852518236,60
"F09","SYBR","Ppib","Pos Ctrl","LM0056",20.8935884083055,60
"F10","SYBR","CDC42","Pos Ctrl","LM0056",22.3093711404469,60
"G01","SYBR","CXCL9","Cecum","LM0058",30.3334215469419,60
"G02","SYBR","IL-10","Cecum","LM0058",34.9116010469334,60
"G03","SYBR","IL-12","Cecum","LM0058",34.0636710062327,60
"G04","SYBR","IL-6","Cecum","LM0058",25.01464958755,60
"G05","SYBR","IFN-g","Cecum","LM0058",25.1141785410665,60
"G06","SYBR","STAT6","Cecum","LM0058",25.4847372598518,60
"G07","SYBR","TGF-b","Cecum","LM0058",27.8548332161331,60
"G08","SYBR","Ppia","Pos Ctrl","LM0058",20.787939331774,60
"G09","SYBR","Ppib","Pos Ctrl","LM0058",21.0833825376693,60
"G10","SYBR","CDC42","Pos Ctrl","LM0058",22.8124076477985,60
"H02","SYBR","IL-10","Cecum","LM0058",36.1015600382041,60
"H03","SYBR","IL-12","Cecum","LM0058",36.1774363611951,60
"H04","SYBR","IL-6","Cecum","LM0058",24.5645360812196,60
"H05","SYBR","IFN-g","Cecum","LM0058",23.90055515059,60
"H06","SYBR","STAT6","Cecum","LM0058",26.3622584391964,60
"H07","SYBR","TGF-b","Cecum","LM0058",27.9187909346289,60
"H08","SYBR","Ppia","Pos Ctrl","LM0058",21.3301506829825,60
"H09","SYBR","Ppib","Pos Ctrl","LM0058",21.4592194964045,60
"H10","SYBR","CDC42","Pos Ctrl","LM0058",22.9481938915295,60
"A01","SYBR","CXCL9","Cecum","LM0049",25.6442580702764,60
"A02","SYBR","IL-10","Cecum","LM0049",28.6242144536164,60
"A03","SYBR","IL-12","Cecum","LM0049",30.7191476292074,60
"A04","SYBR","IL-6","Cecum","LM0049",28.6830943836364,60
"A05","SYBR","IFN-g","Cecum","LM0049",31.0346540037511,60
"A06","SYBR","STAT6","Cecum","LM0049",24.4134426722485,60
"A07","SYBR","TGF-b","Cecum","LM0049",25.0015164989579,60
"A08","SYBR","Ppia","Pos Ctrl","LM0049",15.8781013044702,60
"A09","SYBR","Ppib","Pos Ctrl","LM0049",18.0878948525254,60
"A10","SYBR","CDC42","Pos Ctrl","LM0049",25.9082215845362,60
"B01","SYBR","CXCL9","Cecum","LM0049",26.5881197082102,60
"B02","SYBR","IL-10","Cecum","LM0049",29.4151415510563,60
"B03","SYBR","IL-12","Cecum","LM0049",31.4214347107062,60
"B04","SYBR","IL-6","Cecum","LM0049",29.1924558103741,60
"B05","SYBR","IFN-g","Cecum","LM0049",31.2778862836362,60
"B06","SYBR","STAT6","Cecum","LM0049",25.2083835852161,60
"B07","SYBR","TGF-b","Cecum","LM0049",25.5338841337684,60
"B08","SYBR","Ppia","Pos Ctrl","LM0049",16.4113725967023,60
"B09","SYBR","Ppib","Pos Ctrl","LM0049",18.6156513167425,60
"B10","SYBR","CDC42","Pos Ctrl","LM0049",26.5518381137554,60
"C01","SYBR","CXCL9","Cecum","LM0032",29.8955325448472,60
"C02","SYBR","IL-10","Cecum","LM0032",32.7877896625001,60
"C03","SYBR","IL-12","Cecum","LM0032",33.0601595999919,60
"C04","SYBR","IL-6","Cecum","LM0032",28.5653599562502,60
"C05","SYBR","IFN-g","Cecum","LM0032",32.983285288119,60
"C06","SYBR","STAT6","Cecum","LM0032",28.7569078144898,60
"C07","SYBR","TGF-b","Cecum","LM0032",29.6782953702169,60
"C08","SYBR","Ppia","Pos Ctrl","LM0032",22.0928085740083,60
"C09","SYBR","Ppib","Pos Ctrl","LM0032",22.4774978977075,60
"C10","SYBR","CDC42","Pos Ctrl","LM0032",26.8409975347435,60
"D01","SYBR","CXCL9","Cecum","LM0032",30.2588258780206,60
"D02","SYBR","IL-10","Cecum","LM0032",34.1095710090652,60
"D03","SYBR","IL-12","Cecum","LM0032",34.5065650835488,60
"D04","SYBR","IL-6","Cecum","LM0032",28.7182664628811,60
"D05","SYBR","IFN-g","Cecum","LM0032",33.6295812835967,60
"D06","SYBR","STAT6","Cecum","LM0032",29.4758840749817,60
"D07","SYBR","TGF-b","Cecum","LM0032",29.7512446757997,60
"D08","SYBR","Ppia","Pos Ctrl","LM0032",22.3951362411155,60
"D09","SYBR","Ppib","Pos Ctrl","LM0032",22.7529666534738,60
"D10","SYBR","CDC42","Pos Ctrl","LM0032",27.181411320061,60
"E01","SYBR","CXCL9","Cecum","LM0028",20.4768284878799,60
"E02","SYBR","IL-10","Cecum","LM0028",24.7463152495389,60
"E03","SYBR","IL-12","Cecum","LM0028",25.6691406237663,60
"E04","SYBR","IL-6","Cecum","LM0028",24.0028284284976,60
"E05","SYBR","IFN-g","Cecum","LM0028",25.381315019562,60
"E06","SYBR","STAT6","Cecum","LM0028",22.655772414359,60
"E07","SYBR","TGF-b","Cecum","LM0028",21.6265905141158,60
"E08","SYBR","Ppia","Pos Ctrl","LM0028",16.085442523435,60
"E09","SYBR","Ppib","Pos Ctrl","LM0028",18.0577746966014,60
"E10","SYBR","CDC42","Pos Ctrl","LM0028",23.4745750347331,60
"F01","SYBR","CXCL9","Cecum","LM0028",20.8661167737321,60
"F02","SYBR","IL-10","Cecum","LM0028",25.3090481962739,60
"F03","SYBR","IL-12","Cecum","LM0028",26.3490312554943,60
"F04","SYBR","IL-6","Cecum","LM0028",24.4368761732162,60
"F05","SYBR","IFN-g","Cecum","LM0028",26.1581171280508,60
"F06","SYBR","STAT6","Cecum","LM0028",23.4984503241848,60
"F07","SYBR","TGF-b","Cecum","LM0028",22.2417628169442,60
"F08","SYBR","Ppia","Pos Ctrl","LM0028",16.4905970634922,60
"F09","SYBR","Ppib","Pos Ctrl","LM0028",18.5928981476775,60
"F10","SYBR","CDC42","Pos Ctrl","LM0028",23.8476807232809,60
"G01","SYBR","CXCL9","Cecum","LM0034",28.1553673120667,60
"G03","SYBR","IL-12","Cecum","LM0034",35.3438648074412,60
"G04","SYBR","IL-6","Cecum","LM0034",28.4395338603526,60
"G05","SYBR","IFN-g","Cecum","LM0034",35.0195360763479,60
"G06","SYBR","STAT6","Cecum","LM0034",30.1195654622666,60
"G07","SYBR","TGF-b","Cecum","LM0034",33.1523436822627,60
"G08","SYBR","Ppia","Pos Ctrl","LM0034",23.4553916193731,60
"G09","SYBR","Ppib","Pos Ctrl","LM0034",27.9616366537534,60
"G10","SYBR","CDC42","Pos Ctrl","LM0034",26.8254077735893,60
"H01","SYBR","CXCL9","Cecum","LM0034",28.9017464972489,60
"H03","SYBR","IL-12","Cecum","LM0034",37.0915212760944,60
"H04","SYBR","IL-6","Cecum","LM0034",28.9251121174363,60
"H05","SYBR","IFN-g","Cecum","LM0034",32.8435370961833,60
"H06","SYBR","STAT6","Cecum","LM0034",31.8758462005524,60
"H07","SYBR","TGF-b","Cecum","LM0034",33.9863138472294,60
"H08","SYBR","Ppia","Pos Ctrl","LM0034",24.6021296348947,60
"H09","SYBR","Ppib","Pos Ctrl","LM0034",28.6691707047381,60
"H10","SYBR","CDC42","Pos Ctrl","LM0034",27.706060063106,60
"A01","SYBR","CXCL9","Cecum","LM0042",39.8586317175848,60
"A02","SYBR","IL-10","Cecum","LM0042",39.4285823088778,60
"A03","SYBR","IL-12","Cecum","LM0042",34.4208889307712,60
"A04","SYBR","IL-6","Cecum","LM0042",31.5170001428005,60
"A05","SYBR","IFN-g","Cecum","LM0042",31.5609045054968,60
"A06","SYBR","STAT6","Cecum","LM0042",33.9142347217006,60
"A07","SYBR","TGF-b","Cecum","LM0042",30.1293711387106,60
"A08","SYBR","Ppia","Pos Ctrl","LM0042",20.8263636797811,60
"A09","SYBR","Ppib","Pos Ctrl","LM0042",22.6161305306265,60
"A11","SYBR","Nothing","Neg Ctrl","LM0042",12.1858631551815,60
"B05","SYBR","IFN-g","Cecum","LM0042",31.119881130059,60
"B07","SYBR","TGF-b","Cecum","LM0042",31.1084646969234,60
"B09","SYBR","Ppib","Pos Ctrl","LM0042",21.983199985487,60
"C01","SYBR","CXCL9","Cecum","LM0044",31.6533573080903,60
"C03","SYBR","IL-12","Cecum","LM0044",37.9329979817744,60
"C04","SYBR","IL-6","Cecum","LM0044",31.5986241324482,60
"C05","SYBR","IFN-g","Cecum","LM0044",34.0948455973495,60
"C06","SYBR","STAT6","Cecum","LM0044",30.7548328715741,60
"C07","SYBR","TGF-b","Cecum","LM0044",29.3192584752117,60
"C08","SYBR","Ppia","Pos Ctrl","LM0044",19.3063743969498,60
"C09","SYBR","Ppib","Pos Ctrl","LM0044",20.3847460309025,60
"C10","SYBR","CDC42","Pos Ctrl","LM0044",29.549497495264,60
"D01","SYBR","CXCL9","Cecum","LM0044",31.4658516536582,60
"D02","SYBR","IL-10","Cecum","LM0044",35.5294951904795,60
"D03","SYBR","IL-12","Cecum","LM0044",39.0339947230912,60
"D04","SYBR","IL-6","Cecum","LM0044",31.429569711598,60
"D05","SYBR","IFN-g","Cecum","LM0044",34.3837608583486,60
"D06","SYBR","STAT6","Cecum","LM0044",30.4351104010846,60
"D07","SYBR","TGF-b","Cecum","LM0044",29.1594293129327,60
"D08","SYBR","Ppia","Pos Ctrl","LM0044",19.1439841516536,60
"D09","SYBR","Ppib","Pos Ctrl","LM0044",20.3795618534774,60
"D10","SYBR","CDC42","Pos Ctrl","LM0044",28.7707011977986,60
"E01","SYBR","CXCL9","Cecum","LM0047",22.7164582857065,60
"E02","SYBR","IL-10","Cecum","LM0047",29.0230758776796,60
"E03","SYBR","IL-12","Cecum","LM0047",30.2274076287125,60
"E04","SYBR","IL-6","Cecum","LM0047",29.522464783607,60
"E05","SYBR","IFN-g","Cecum","LM0047",24.6788247879935,60
"E06","SYBR","STAT6","Cecum","LM0047",26.7208700608929,60
"E07","SYBR","TGF-b","Cecum","LM0047",24.2456433992673,60
"E08","SYBR","Ppia","Pos Ctrl","LM0047",15.2831994838388,60
"E09","SYBR","Ppib","Pos Ctrl","LM0047",17.9139864706044,60
"E10","SYBR","CDC42","Pos Ctrl","LM0047",27.9428416041337,60
"E11","SYBR","Nothing","Neg Ctrl","LM0047",31.77517480461,60
"F01","SYBR","CXCL9","Cecum","LM0047",23.5291084631651,60
"F02","SYBR","IL-10","Cecum","LM0047",28.9477678876401,60
"F03","SYBR","IL-12","Cecum","LM0047",29.5738149717026,60
"F04","SYBR","IL-6","Cecum","LM0047",29.7253181001235,60
"F05","SYBR","IFN-g","Cecum","LM0047",24.8899233770492,60
"F06","SYBR","STAT6","Cecum","LM0047",26.2282963143622,60
"F07","SYBR","TGF-b","Cecum","LM0047",24.0884222177609,60
"F08","SYBR","Ppia","Pos Ctrl","LM0047",15.1864730616607,60
"F09","SYBR","Ppib","Pos Ctrl","LM0047",17.3290170972574,60
"F10","SYBR","CDC42","Pos Ctrl","LM0047",25.2847605861014,60
"G01","SYBR","CXCL9","Cecum","LM0050",27.5428823833601,60
"G02","SYBR","IL-10","Cecum","LM0050",29.2197568955322,60
"G03","SYBR","IL-12","Cecum","LM0050",30.3795635940466,60
"G04","SYBR","IL-6","Cecum","LM0050",30.7170230110226,60
"G05","SYBR","IFN-g","Cecum","LM0050",31.9496832630323,60
"G06","SYBR","STAT6","Cecum","LM0050",26.3638494497371,60
"G07","SYBR","TGF-b","Cecum","LM0050",23.3511337877082,60
"G08","SYBR","Ppia","Pos Ctrl","LM0050",14.1195991251029,60
"G09","SYBR","Ppib","Pos Ctrl","LM0050",16.090142675487,60
"G10","SYBR","CDC42","Pos Ctrl","LM0050",24.2651123475657,60
"H01","SYBR","CXCL9","Cecum","LM0050",1.54219245281864,60
"H02","SYBR","IL-10","Cecum","LM0050",29.387108318343,60
"H03","SYBR","IL-12","Cecum","LM0050",31.5136135915395,60
"H04","SYBR","IL-6","Cecum","LM0050",29.8098955577405,60
"H05","SYBR","IFN-g","Cecum","LM0050",31.0708283992612,60
"H06","SYBR","STAT6","Cecum","LM0050",25.6622122578113,60
"H07","SYBR","TGF-b","Cecum","LM0050",22.993593294125,60
"H08","SYBR","Ppia","Pos Ctrl","LM0050",14.2130079129556,60
"H09","SYBR","Ppib","Pos Ctrl","LM0050",16.6400761655514,60
"H10","SYBR","CDC42","Pos Ctrl","LM0050",23.8436288382922,60
"H11","SYBR","Nothing","Neg Ctrl","LM0050",39.1026552850717,60
"A01","SYBR","CXCL9","Cecum","LM0040",23.8069095992886,60
"A02","SYBR","IL-10","Cecum","LM0040",29.1568033156318,60
"A03","SYBR","IL-12","Cecum","LM0040",29.5879531764839,60
"A04","SYBR","IL-6","Cecum","LM0040",28.0619582204039,60
"A05","SYBR","IFN-g","Cecum","LM0040",24.4923020454585,60
"A06","SYBR","STAT6","Cecum","LM0040",27.4312312660126,60
"A07","SYBR","TGF-b","Cecum","LM0040",23.9592033154945,60
"A08","SYBR","Ppia","Pos Ctrl","LM0040",15.8783631930544,60
"A09","SYBR","Ppib","Pos Ctrl","LM0040",18.2454537561658,60
"A10","SYBR","CDC42","Pos Ctrl","LM0040",26.0188372481686,60
"B01","SYBR","CXCL9","Cecum","LM0040",23.389568650658,60
"B02","SYBR","IL-10","Cecum","LM0040",29.0034840903915,60
"B03","SYBR","IL-12","Cecum","LM0040",29.1931031444459,60
"B04","SYBR","IL-6","Cecum","LM0040",27.7157495798962,60
"B05","SYBR","IFN-g","Cecum","LM0040",24.2207703527138,60
"B06","SYBR","STAT6","Cecum","LM0040",26.3935770718788,60
"B07","SYBR","TGF-b","Cecum","LM0040",23.6134729206459,60
"B08","SYBR","Ppia","Pos Ctrl","LM0040",15.5618531642394,60
"B09","SYBR","Ppib","Pos Ctrl","LM0040",17.9890777320288,60
"B10","SYBR","CDC42","Pos Ctrl","LM0040",19.7534581993797,60
"C01","SYBR","CXCL9","Cecum","LM0041",25.4048494420883,60
"C02","SYBR","IL-10","Cecum","LM0041",34.2599434893992,60
"C03","SYBR","IL-12","Cecum","LM0041",32.2902358214411,60
"C04","SYBR","IL-6","Cecum","LM0041",27.1566018445425,60
"C05","SYBR","IFN-g","Cecum","LM0041",39.6940446963113,60
"C06","SYBR","STAT6","Cecum","LM0041",29.0977972454493,60
"C07","SYBR","TGF-b","Cecum","LM0041",26.9906932480025,60
"C08","SYBR","Ppia","Pos Ctrl","LM0041",17.8378668628263,60
"C09","SYBR","Ppib","Pos Ctrl","LM0041",19.7010113987319,60
"C10","SYBR","CDC42","Pos Ctrl","LM0041",25.7635576070017,60
"C11","SYBR","Nothing","Neg Ctrl","LM0041",22.0589880524174,60
"D01","SYBR","CXCL9","Cecum","LM0041",25.7117910849652,60
"D02","SYBR","IL-10","Cecum","LM0041",34.9144089798984,60
"D03","SYBR","IL-12","Cecum","LM0041",32.3805760523984,60
"D04","SYBR","IL-6","Cecum","LM0041",27.1632136150476,60
"D05","SYBR","IFN-g","Cecum","LM0041",28.5489754483786,60
"D06","SYBR","STAT6","Cecum","LM0041",29.2496725814698,60
"D07","SYBR","TGF-b","Cecum","LM0041",27.0354634493197,60
"D08","SYBR","Ppia","Pos Ctrl","LM0041",17.8788285088215,60
"D09","SYBR","Ppib","Pos Ctrl","LM0041",19.6682226501076,60
"D10","SYBR","CDC42","Pos Ctrl","LM0041",25.8566511476141,60
"E01","SYBR","CXCL9","Cecum","LM0043",22.4163503760908,60
"E02","SYBR","IL-10","Cecum","LM0043",30.0126407611506,60
"E03","SYBR","IL-12","Cecum","LM0043",29.921624521977,60
"E04","SYBR","IL-6","Cecum","LM0043",27.072764050059,60
"E05","SYBR","IFN-g","Cecum","LM0043",26.2151769863435,60
"E06","SYBR","STAT6","Cecum","LM0043",27.1695056146368,60
"E07","SYBR","TGF-b","Cecum","LM0043",23.9254054425322,60
"E08","SYBR","Ppia","Pos Ctrl","LM0043",14.690969475972,60
"E09","SYBR","Ppib","Pos Ctrl","LM0043",17.0845672689671,60
"E10","SYBR","CDC42","Pos Ctrl","LM0043",24.0031174142,60
"E11","SYBR","Nothing","Neg Ctrl","LM0043",19.6990374889804,60
"F01","SYBR","CXCL9","Cecum","LM0043",22.3746255077852,60
"F02","SYBR","IL-10","Cecum","LM0043",30.5084349322346,60
"F03","SYBR","IL-12","Cecum","LM0043",29.6025621691888,60
"F04","SYBR","IL-6","Cecum","LM0043",27.0266113781567,60
"F05","SYBR","IFN-g","Cecum","LM0043",25.8444872424174,60
"F06","SYBR","STAT6","Cecum","LM0043",27.2002900182612,60
"F07","SYBR","TGF-b","Cecum","LM0043",24.1362067250104,60
"F08","SYBR","Ppia","Pos Ctrl","LM0043",14.8281673909456,60
"F09","SYBR","Ppib","Pos Ctrl","LM0043",17.0593988510519,60
"F10","SYBR","CDC42","Pos Ctrl","LM0043",22.8259719730475,60
"F11","SYBR","Nothing","Neg Ctrl","LM0043",22.8215912124078,60
"G01","SYBR","CXCL9","Cecum","LM0046",25.5469723324454,60
"G02","SYBR","IL-10","Cecum","LM0046",36.5750727191855,60
"G03","SYBR","IL-12","Cecum","LM0046",32.0006552358293,60
"G04","SYBR","IL-6","Cecum","LM0046",27.794407266136,60
"G05","SYBR","IFN-g","Cecum","LM0046",32.5154417653461,60
"G06","SYBR","STAT6","Cecum","LM0046",30.4146694397706,60
"G07","SYBR","TGF-b","Cecum","LM0046",30.4482234814009,60
"G08","SYBR","Ppia","Pos Ctrl","LM0046",21.5301220591362,60
"G09","SYBR","Ppib","Pos Ctrl","LM0046",22.2006467105315,60
"G10","SYBR","CDC42","Pos Ctrl","LM0046",26.4906265908625,60
"H01","SYBR","CXCL9","Cecum","LM0046",26.0477278044564,60
"H02","SYBR","IL-10","Cecum","LM0046",36.8418677336372,60
"H03","SYBR","IL-12","Cecum","LM0046",32.1559876363724,60
"H04","SYBR","IL-6","Cecum","LM0046",28.2931153460728,60
"H05","SYBR","IFN-g","Cecum","LM0046",32.6103757767408,60
"H06","SYBR","STAT6","Cecum","LM0046",31.153215060126,60
"H07","SYBR","TGF-b","Cecum","LM0046",31.081963014358,60
"H08","SYBR","Ppia","Pos Ctrl","LM0046",21.9559454908982,60
"H09","SYBR","Ppib","Pos Ctrl","LM0046",22.62205568458,60
"H10","SYBR","CDC42","Pos Ctrl","LM0046",26.7594299434972,60
"H11","SYBR","Nothing","Neg Ctrl","LM0046",25.7322017470038,60
"A01","SYBR","CXCL9","Cecum","LM0030",26.5843592646895,60
"A02","SYBR","IL-10","Cecum","LM0030",32.1150155823376,60
"A03","SYBR","IL-12","Cecum","LM0030",30.7390654312511,60
"A04","SYBR","IL-6","Cecum","LM0030",30.1351733290499,60
"A05","SYBR","IFN-g","Cecum","LM0030",31.9380238032677,60
"A06","SYBR","STAT6","Cecum","LM0030",28.310356568293,60
"A07","SYBR","TGF-b","Cecum","LM0030",29.4018611126344,60
"A08","SYBR","Ppia","Pos Ctrl","LM0030",21.2039943982958,60
"A09","SYBR","Ppib","Pos Ctrl","LM0030",22.9128774321251,60
"A10","SYBR","CDC42","Pos Ctrl","LM0030",24.0464978639513,60
"B01","SYBR","CXCL9","Cecum","LM0030",28.1364356580279,60
"B02","SYBR","IL-10","Cecum","LM0030",35.1658531466328,60
"B03","SYBR","IL-12","Cecum","LM0030",31.4963788201779,60
"B04","SYBR","IL-6","Cecum","LM0030",30.0310458091979,60
"B05","SYBR","IFN-g","Cecum","LM0030",32.7314819335394,60
"B06","SYBR","STAT6","Cecum","LM0030",28.3260527364441,60
"B07","SYBR","TGF-b","Cecum","LM0030",29.4182868634604,60
"B08","SYBR","Ppia","Pos Ctrl","LM0030",21.0850703177019,60
"B09","SYBR","Ppib","Pos Ctrl","LM0030",22.7328568546709,60
"B10","SYBR","CDC42","Pos Ctrl","LM0030",27.5994155228028,60
"C01","SYBR","CXCL9","Cecum","LM0029",27.5559371375863,60
"C02","SYBR","IL-10","Cecum","LM0029",35.5100040901223,60
"C04","SYBR","IL-6","Cecum","LM0029",29.1950214465873,60
"C05","SYBR","IFN-g","Cecum","LM0029",32.7380262436358,60
"C06","SYBR","STAT6","Cecum","LM0029",28.881076037023,60
"C07","SYBR","TGF-b","Cecum","LM0029",30.6171387893055,60
"C08","SYBR","Ppia","Pos Ctrl","LM0029",20.3388120969699,60
"C09","SYBR","Ppib","Pos Ctrl","LM0029",22.0028864023376,60
"C10","SYBR","CDC42","Pos Ctrl","LM0029",26.5540651367063,60
"D01","SYBR","CXCL9","Cecum","LM0029",27.833490959334,60
"D02","SYBR","IL-10","Cecum","LM0029",35.2337788097581,60
"D03","SYBR","IL-12","Cecum","LM0029",39.0093310092664,60
"D04","SYBR","IL-6","Cecum","LM0029",29.9027507198484,60
"D05","SYBR","IFN-g","Cecum","LM0029",32.2152816685142,60
"D06","SYBR","STAT6","Cecum","LM0029",29.544042876921,60
"D07","SYBR","TGF-b","Cecum","LM0029",30.745840696333,60
"D08","SYBR","Ppia","Pos Ctrl","LM0029",20.2571050542212,60
"D09","SYBR","Ppib","Pos Ctrl","LM0029",21.6696259466889,60
"D10","SYBR","CDC42","Pos Ctrl","LM0029",26.1115696431337,60
"E01","SYBR","CXCL9","Cecum","LM0054",23.1794127512878,60
"E02","SYBR","IL-10","Cecum","LM0054",29.3382137489923,60
"E03","SYBR","IL-12","Cecum","LM0054",28.0024813048249,60
"E04","SYBR","IL-6","Cecum","LM0054",20.8615226732538,60
"E05","SYBR","IFN-g","Cecum","LM0054",24.3338726941235,60
"E06","SYBR","STAT6","Cecum","LM0054",23.7461253093568,60
"E07","SYBR","TGF-b","Cecum","LM0054",23.2791297222373,60
"E08","SYBR","Ppia","Pos Ctrl","LM0054",16.0851368549166,60
"E09","SYBR","Ppib","Pos Ctrl","LM0054",18.1945442160388,60
"E10","SYBR","CDC42","Pos Ctrl","LM0054",21.7379316477268,60
"F01","SYBR","CXCL9","Cecum","LM0054",23.3530517950024,60
"F02","SYBR","IL-10","Cecum","LM0054",29.8872732854337,60
"F03","SYBR","IL-12","Cecum","LM0054",28.2658462263987,60
"F04","SYBR","IL-6","Cecum","LM0054",21.0664775860472,60
"F05","SYBR","IFN-g","Cecum","LM0054",24.3194041264487,60
"F06","SYBR","STAT6","Cecum","LM0054",23.6012519831898,60
"F07","SYBR","TGF-b","Cecum","LM0054",23.3722329405779,60
"F08","SYBR","Ppia","Pos Ctrl","LM0054",15.6784756403397,60
"F09","SYBR","Ppib","Pos Ctrl","LM0054",17.8327392684175,60
"F10","SYBR","CDC42","Pos Ctrl","LM0054",21.4102543496565,60
"G01","SYBR","CXCL9","Cecum","LM0092",20.4179780186349,60
