"","EH_ID","Strain","HybridStatus","primary","challenge","labels","dpi","weight","weight_dpi0","Wchange","fecweight","oocyst_1","oocyst_2","oocyst_3","oocyst_4","average","OPG","comment","volume_PBS_mL","totalOocysts","infHistory"
"470","LM_0294","PWD_PWD","parental strains","E64","E64","E7bLPQ",4,17.14,17.02,100.7050529,0.54,0,0,0,0,0,0,"",1,0,"E64:E64"
"471","LM_0294","PWD_PWD","parental strains","E64","E64","E7bHKX",6,16.72,17.02,98.2373678,1,10,9,14,7,10,1e+05,"",1,1e+05,"E64:E64"
"472","LM_0294","PWD_PWD","parental strains","E64","E64","E7bNOQ",3,16.81,17.02,98.76615746,0.84,0,0,0,0,0,0,"",1,0,"E64:E64"
"473","LM_0294","PWD_PWD","parental strains","E64","E64","E7bKTZ",5,16.75,17.02,98.41363102,0.95,31,37,27,32,31.75,334210.526315789,"",1,317500,"E64:E64"
"474","LM_0294","PWD_PWD","parental strains","E64","E64","E7bFLN",8,16.67,17.02,97.94359577,1,1,4,4,6,3.75,37500,"",1,37500,"E64:E64"
"475","LM_0294","PWD_PWD","parental strains","E64","E64","E7bCHL",0,17.02,17.02,100,0.92,0,0,0,0,0,0,"",1,0,"E64:E64"
"476","LM_0294","PWD_PWD","parental strains","E64","E64","E7bRSW",1,17.06,17.02,100.2350176,1,0,0,0,0,0,0,"",1,0,"E64:E64"
"477","LM_0294","PWD_PWD","parental strains","E64","E64","E7bBGP",2,17.09,17.02,100.4112808,0.82,0,0,0,0,0,0,"",1,0,"E64:E64"
"478","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bDEK",0,21.31,21.31,100,1.14,0,0,0,0,0,0,"",1,0,"E64:E64"
"479","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bDRT",4,20.2,21.31,94.79117785,1.07,0,0,0,0,0,0,"",1,0,"E64:E64"
"480","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bFGH",7,20.4,21.31,95.72970436,1.43,6,3,5,3,4.25,29720.2797202797,"",1,42500,"E64:E64"
"481","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bCGI",2,20.51,21.31,96.24589395,2.07,0,0,0,0,0,0,"",1,0,"E64:E64"
"482","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bADF",1,20.37,21.31,95.58892539,1.47,0,0,0,0,0,0,"",1,0,"E64:E64"
"483","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bANY",5,20.33,21.31,95.40122008,2.98,47,39,42,49,44.25,148489.932885906,"",1,442500,"E64:E64"
"484","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bNUY",6,20.06,21.31,94.13420929,3.19,44,34,38,45,40.25,126175.548589342,"",1,402500,"E64:E64"
"485","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bDMR",3,20.29,21.31,95.21351478,1.82,0,0,0,0,0,0,"",1,0,"E64:E64"
"486","LM_0295","SCHUNT_PWD","inter subsp. hybrids","E64","E64","E7bCOW",8,NA,21.31,NA,1.87,1,1,0,0,0.5,2673.79679144385,"",1,5000,"E64:E64"
