"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","faeces_weight","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","weight","weight_dpi0","Wchange","HybridStatus","Strain","EXP"
"1639",NA,NA,NA,7,"LM_0265",NA,1.2,NA,NA,NA,NA,NA,"5.2bGOX",347916.666666667,"E64",22.58,23.29,103.144375553587,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1640",NA,NA,NA,6,"LM_0266",NA,0.76,NA,NA,NA,NA,NA,"5.2bBLS",2082236.84210526,"E64",18.53,18.04,97.3556395035078,"outbred hybrids","SCHUNT_STRA","5.2b"
"1641",NA,NA,NA,10,"LM_0266",NA,NA,NA,NA,NA,NA,NA,"5.2bBVZ",NA,"E64",NA,18.04,NA,"outbred hybrids","SCHUNT_STRA","5.2b"
"1642",NA,NA,NA,11,"LM_0266",NA,NA,NA,NA,NA,NA,NA,"5.2bETV",NA,"E64",NA,18.04,NA,"outbred hybrids","SCHUNT_STRA","5.2b"
"1643",NA,NA,NA,8,"LM_0266",NA,0.82,NA,NA,NA,NA,NA,"5.2bLNV",548780.487804878,"E64",19.24,18.04,93.7629937629938,"outbred hybrids","SCHUNT_STRA","5.2b"
"1644",NA,NA,NA,1,"LM_0266",NA,NA,NA,NA,NA,NA,NA,"5.2bDPQ",NA,"E64",18.7,18.04,96.4705882352941,"outbred hybrids","SCHUNT_STRA","5.2b"
"1645",NA,NA,NA,7,"LM_0266",NA,0.49,NA,NA,NA,NA,NA,"5.2bBIV",750000,"E64",18.86,18.04,95.6521739130435,"outbred hybrids","SCHUNT_STRA","5.2b"
"1646",NA,NA,NA,3,"LM_0266",NA,1.68,NA,NA,NA,NA,NA,"5.2bPQS",0,"E64",19.15,18.04,94.2036553524804,"outbred hybrids","SCHUNT_STRA","5.2b"
"1647",NA,NA,NA,4,"LM_0266",NA,0.97,NA,NA,NA,NA,NA,"5.2bHRZ",NA,"E64",19.41,18.04,92.9417825862957,"outbred hybrids","SCHUNT_STRA","5.2b"
"1648",NA,NA,NA,0,"LM_0266",NA,1.06,NA,NA,NA,NA,NA,"5.2bCTY",7075.47169811321,"E64",18.04,18.04,100,"outbred hybrids","SCHUNT_STRA","5.2b"
"1649",NA,NA,NA,5,"LM_0266",NA,0.52,NA,NA,NA,NA,NA,"5.2bDIU",149038.461538462,"E64",18.64,18.04,96.7811158798283,"outbred hybrids","SCHUNT_STRA","5.2b"
"1650",NA,NA,NA,2,"LM_0266",NA,NA,NA,NA,NA,NA,NA,"5.2bDGL",NA,"E64",18.85,18.04,95.7029177718833,"outbred hybrids","SCHUNT_STRA","5.2b"
"1651",NA,NA,NA,9,"LM_0266",NA,NA,NA,NA,NA,NA,NA,"5.2bCEI",NA,"E64",NA,18.04,NA,"outbred hybrids","SCHUNT_STRA","5.2b"
"1652",NA,NA,NA,8,"LM_0267",NA,1.6,NA,NA,NA,NA,NA,"5.2bEQT",9375,"E64",29.66,26.73,90.1213755900202,"parental strains","STRA_STRA","5.2b"
"1653",NA,NA,NA,2,"LM_0267",NA,NA,NA,NA,NA,NA,NA,"5.2bNQZ",NA,"E64",27.08,26.73,98.7075332348597,"parental strains","STRA_STRA","5.2b"
"1654",NA,NA,NA,6,"LM_0267",NA,1.13,NA,NA,NA,NA,NA,"5.2bGOR",769911.504424779,"E64",29.54,26.73,90.4874746106974,"parental strains","STRA_STRA","5.2b"
"1655",NA,NA,NA,10,"LM_0267",NA,NA,NA,NA,NA,NA,NA,"5.2bGJP",NA,"E64",NA,26.73,NA,"parental strains","STRA_STRA","5.2b"
"1656",NA,NA,NA,4,"LM_0267",NA,1.96,NA,NA,NA,NA,NA,"5.2bHIJ",3826.5306122449,"E64",27.52,26.73,97.1293604651163,"parental strains","STRA_STRA","5.2b"
"1657",NA,NA,NA,7,"LM_0267",NA,0.93,NA,NA,NA,NA,NA,"5.2bCMR",56451.6129032258,"E64",29.51,26.73,90.5794645882752,"parental strains","STRA_STRA","5.2b"
"1658",NA,NA,NA,0,"LM_0267",NA,1.17,NA,NA,NA,NA,NA,"5.2bAPV",205128.205128205,"E64",26.73,26.73,100,"parental strains","STRA_STRA","5.2b"
"1659",NA,NA,NA,5,"LM_0267",NA,1.03,NA,NA,NA,NA,NA,"5.2bMOP",240291.262135922,"E64",28.31,26.73,94.4189332391381,"parental strains","STRA_STRA","5.2b"
"1660",NA,NA,NA,3,"LM_0267",NA,2.63,NA,NA,NA,NA,NA,"5.2bBPY",4752.85171102662,"E64",28.36,26.73,94.2524682651622,"parental strains","STRA_STRA","5.2b"
"1661",NA,NA,NA,1,"LM_0267",NA,NA,NA,NA,NA,NA,NA,"5.2bITZ",NA,"E64",26.72,26.73,100.037425149701,"parental strains","STRA_STRA","5.2b"
"1662",NA,NA,NA,9,"LM_0267",NA,NA,NA,NA,NA,NA,NA,"5.2bBFT",NA,"E64",NA,26.73,NA,"parental strains","STRA_STRA","5.2b"
"1663",NA,NA,NA,11,"LM_0267",NA,NA,NA,NA,NA,NA,NA,"5.2bCLW",NA,"E64",NA,26.73,NA,"parental strains","STRA_STRA","5.2b"
"1664",NA,NA,NA,5,"LM_0268",NA,0.48,NA,NA,NA,NA,NA,"5.2bBGS",41666.6666666667,"E64",17.23,18.01,104.526987811956,"parental strains","SCHUNT_SCHUNT","5.2b"
"1665",NA,NA,NA,11,"LM_0268",NA,NA,NA,NA,NA,NA,NA,"5.2bHKS",NA,"E64",NA,18.01,NA,"parental strains","SCHUNT_SCHUNT","5.2b"
"1666",NA,NA,NA,1,"LM_0268",NA,NA,NA,NA,NA,NA,NA,"5.2bEJR",NA,"E64",18.15,18.01,99.2286501377411,"parental strains","SCHUNT_SCHUNT","5.2b"
"1667",NA,NA,NA,9,"LM_0268",NA,NA,NA,NA,NA,NA,NA,"5.2bARW",NA,"E64",NA,18.01,NA,"parental strains","SCHUNT_SCHUNT","5.2b"
"1668",NA,NA,NA,8,"LM_0268",NA,0.71,NA,NA,NA,NA,NA,"5.2bIPV",56338.0281690141,"E64",17.99,18.01,100.111172873819,"parental strains","SCHUNT_SCHUNT","5.2b"
"1669",NA,NA,NA,7,"LM_0268",NA,0.45,NA,NA,NA,NA,NA,"5.2bFIQ",94444.4444444444,"E64",17.64,18.01,102.097505668934,"parental strains","SCHUNT_SCHUNT","5.2b"
"1670",NA,NA,NA,4,"LM_0268",NA,0.91,NA,NA,NA,NA,NA,"5.2bMSX",NA,"E64",16.51,18.01,109.08540278619,"parental strains","SCHUNT_SCHUNT","5.2b"
"1671",NA,NA,NA,10,"LM_0268",NA,NA,NA,NA,NA,NA,NA,"5.2bKVX",NA,"E64",NA,18.01,NA,"parental strains","SCHUNT_SCHUNT","5.2b"
"1672",NA,NA,NA,6,"LM_0268",NA,0.77,NA,NA,NA,NA,NA,"5.2bDKL",483766.233766234,"E64",16.77,18.01,107.394156231366,"parental strains","SCHUNT_SCHUNT","5.2b"
"1673",NA,NA,NA,2,"LM_0268",NA,NA,NA,NA,NA,NA,NA,"5.2bOPX",NA,"E64",18.21,18.01,98.9017023613399,"parental strains","SCHUNT_SCHUNT","5.2b"
"1674",NA,NA,NA,0,"LM_0268",NA,1.6,NA,NA,NA,NA,NA,"5.2bBNZ",NA,"E64",18.01,18.01,100,"parental strains","SCHUNT_SCHUNT","5.2b"
"1675",NA,NA,NA,3,"LM_0268",NA,0.83,NA,NA,NA,NA,NA,"5.2bFIV",48192.7710843373,"E64",17.78,18.01,101.293588301462,"parental strains","SCHUNT_SCHUNT","5.2b"
"1676",NA,NA,NA,5,"LM_0269",NA,0.61,NA,NA,NA,NA,NA,"5.2bLNR",131147.540983607,"E64",19.62,20.09,102.395514780836,"outbred hybrids","STRA_SCHUNT","5.2b"
"1677",NA,NA,NA,7,"LM_0269",NA,0.55,NA,NA,NA,NA,NA,"5.2bAKY",331818.181818182,"E64",20.33,20.09,98.8194786030497,"outbred hybrids","STRA_SCHUNT","5.2b"
"1678",NA,NA,NA,8,"LM_0269",NA,0.87,NA,NA,NA,NA,NA,"5.2bCDO",48850.5747126437,"E64",20.26,20.09,99.1609081934847,"outbred hybrids","STRA_SCHUNT","5.2b"
"1679",NA,NA,NA,2,"LM_0269",NA,NA,NA,NA,NA,NA,NA,"5.2bDJO",NA,"E64",20.46,20.09,98.1915933528837,"outbred hybrids","STRA_SCHUNT","5.2b"
"1680",NA,NA,NA,3,"LM_0269",NA,1.41,NA,NA,NA,NA,NA,"5.2bGTV",17730.4964539007,"E64",20.73,20.09,96.9126869271587,"outbred hybrids","STRA_SCHUNT","5.2b"
"1681",NA,NA,NA,4,"LM_0269",NA,1.03,NA,NA,NA,NA,NA,"5.2bAGR",2427.18446601942,"E64",20.24,20.09,99.2588932806324,"outbred hybrids","STRA_SCHUNT","5.2b"
"1682",NA,NA,NA,1,"LM_0269",NA,NA,NA,NA,NA,NA,NA,"5.2bBCU",NA,"E64",20.91,20.09,96.078431372549,"outbred hybrids","STRA_SCHUNT","5.2b"
"1683",NA,NA,NA,6,"LM_0269",NA,0.52,NA,NA,NA,NA,NA,"5.2bGNS",875000,"E64",19.77,20.09,101.61861406171,"outbred hybrids","STRA_SCHUNT","5.2b"
"1684",NA,NA,NA,11,"LM_0269",NA,NA,NA,NA,NA,NA,NA,"5.2bACM",NA,"E64",NA,20.09,NA,"outbred hybrids","STRA_SCHUNT","5.2b"
"1685",NA,NA,NA,10,"LM_0269",NA,NA,NA,NA,NA,NA,NA,"5.2bEOW",NA,"E64",NA,20.09,NA,"outbred hybrids","STRA_SCHUNT","5.2b"
"1686",NA,NA,NA,0,"LM_0269",NA,2.33,NA,NA,NA,NA,NA,"5.2bAFM",727467.811158798,"E64",20.09,20.09,100,"outbred hybrids","STRA_SCHUNT","5.2b"
"1687",NA,NA,NA,9,"LM_0269",NA,NA,NA,NA,NA,NA,NA,"5.2bDHL",NA,"E64",NA,20.09,NA,"outbred hybrids","STRA_SCHUNT","5.2b"
"1688",NA,NA,NA,0,"LM_0270",NA,1.47,NA,NA,NA,NA,NA,"5.2bBDO",236394.557823129,"E64",19.14,19.14,100,"outbred hybrids","SCHUNT_STRA","5.2b"
"1689",NA,NA,NA,1,"LM_0270",NA,NA,NA,NA,NA,NA,NA,"5.2bJTZ",NA,"E64",19.88,19.14,96.2776659959759,"outbred hybrids","SCHUNT_STRA","5.2b"
"1690",NA,NA,NA,8,"LM_0270",NA,1.08,NA,NA,NA,NA,NA,"5.2bRUZ",2314.81481481481,"E64",21.41,19.14,89.3974778141056,"outbred hybrids","SCHUNT_STRA","5.2b"
"1691",NA,NA,NA,4,"LM_0270",NA,1.75,NA,NA,NA,NA,NA,"5.2bBMU",2857.14285714286,"E64",20.41,19.14,93.7775600195982,"outbred hybrids","SCHUNT_STRA","5.2b"
"1692",NA,NA,NA,9,"LM_0270",NA,NA,NA,NA,NA,NA,NA,"5.2bFKR",NA,"E64",NA,19.14,NA,"outbred hybrids","SCHUNT_STRA","5.2b"
"1693",NA,NA,NA,6,"LM_0270",NA,1.06,NA,NA,NA,NA,NA,"5.2bKQS",757075.471698113,"E64",20.77,19.14,92.1521425132402,"outbred hybrids","SCHUNT_STRA","5.2b"
"1694",NA,NA,NA,7,"LM_0270",NA,0.67,NA,NA,NA,NA,NA,"5.2bBNQ",48507.4626865672,"E64",21.23,19.14,90.1554404145078,"outbred hybrids","SCHUNT_STRA","5.2b"
"1695",NA,NA,NA,2,"LM_0270",NA,NA,NA,NA,NA,NA,NA,"5.2bEFQ",NA,"E64",20.06,19.14,95.4137587238285,"outbred hybrids","SCHUNT_STRA","5.2b"
"1696",NA,NA,NA,5,"LM_0270",NA,0.92,NA,NA,NA,NA,NA,"5.2bILW",309782.608695652,"E64",20.63,19.14,92.7775084827921,"outbred hybrids","SCHUNT_STRA","5.2b"
"1697",NA,NA,NA,3,"LM_0270",NA,1.47,NA,NA,NA,NA,NA,"5.2bAEI",0,"E64",20.45,19.14,93.5941320293399,"outbred hybrids","SCHUNT_STRA","5.2b"
"1698",NA,NA,NA,10,"LM_0270",NA,NA,NA,NA,NA,NA,NA,"5.2bBLO",NA,"E64",NA,19.14,NA,"outbred hybrids","SCHUNT_STRA","5.2b"
"1699",NA,NA,NA,11,"LM_0270",NA,NA,NA,NA,NA,NA,NA,"5.2bKLX",NA,"E64",NA,19.14,NA,"outbred hybrids","SCHUNT_STRA","5.2b"
"1700",NA,NA,NA,11,"LM_0271",NA,NA,NA,NA,NA,NA,NA,"5.2bDGW",NA,"E64",NA,21.28,NA,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1701",NA,NA,NA,1,"LM_0271",NA,NA,NA,NA,NA,NA,NA,"5.2bCEU",NA,"E64",20.92,21.28,101.720841300191,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1702",NA,NA,NA,5,"LM_0271",NA,0.38,NA,NA,NA,NA,NA,"5.2bNVX",72368.4210526316,"E64",20.92,21.28,101.720841300191,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1703",NA,NA,NA,9,"LM_0271",NA,NA,NA,NA,NA,NA,NA,"5.2bADM",NA,"E64",NA,21.28,NA,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1704",NA,NA,NA,2,"LM_0271",NA,NA,NA,NA,NA,NA,NA,"5.2bADU",NA,"E64",21.61,21.28,98.4729291994447,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1705",NA,NA,NA,8,"LM_0271",NA,1.44,NA,NA,NA,NA,NA,"5.2bORS",440972.222222222,"E64",22.16,21.28,96.028880866426,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1706",NA,NA,NA,6,"LM_0271",NA,0.63,NA,NA,NA,NA,NA,"5.2bGIN",1583333.33333333,"E64",21.17,21.28,100.519603212093,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1707",NA,NA,NA,3,"LM_0271",NA,1.61,NA,NA,NA,NA,NA,"5.2bKYZ",0,"E64",21.3,21.28,99.906103286385,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1708",NA,NA,NA,0,"LM_0271",NA,1.85,NA,NA,NA,NA,NA,"5.2bBDE",0,"E64",21.28,21.28,100,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1709",NA,NA,NA,7,"LM_0271",NA,0.77,NA,NA,NA,NA,NA,"5.2bAGP",1704545.45454545,"E64",22.61,21.28,94.1176470588235,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1710",NA,NA,NA,4,"LM_0271",NA,1.4,NA,NA,NA,NA,NA,"5.2bLRV",8928.57142857143,"E64",21.02,21.28,101.236917221694,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1711",NA,NA,NA,10,"LM_0271",NA,NA,NA,NA,NA,NA,NA,"5.2bHNO",NA,"E64",NA,21.28,NA,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1712",NA,NA,NA,10,"LM_0272",NA,NA,NA,NA,NA,NA,NA,"5.2bKQV",NA,"E64",NA,16.13,NA,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1713",NA,NA,NA,9,"LM_0272",NA,NA,NA,NA,NA,NA,NA,"5.2bAMN",NA,"E64",NA,16.13,NA,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1714",NA,NA,NA,7,"LM_0272",NA,0.61,NA,NA,NA,NA,NA,"5.2bDSV",270491.803278689,"E64",17.3,16.13,93.2369942196532,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1715",NA,NA,NA,8,"LM_0272",NA,1.12,NA,NA,NA,NA,NA,"5.2bQRW",82589.2857142857,"E64",17.4,16.13,92.7011494252874,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1716",NA,NA,NA,2,"LM_0272",NA,NA,NA,NA,NA,NA,NA,"5.2bMST",NA,"E64",15.92,16.13,101.319095477387,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1717",NA,NA,NA,11,"LM_0272",NA,NA,NA,NA,NA,NA,NA,"5.2bBJY",NA,"E64",NA,16.13,NA,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1718",NA,NA,NA,3,"LM_0272",NA,1.31,NA,NA,NA,NA,NA,"5.2bDKY",0,"E64",16.25,16.13,99.2615384615384,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1719",NA,NA,NA,6,"LM_0272",NA,0.67,NA,NA,NA,NA,NA,"5.2bBHL",2078358.20895522,"E64",16.87,16.13,95.6135151155898,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1720",NA,NA,NA,4,"LM_0272",NA,1.01,NA,NA,NA,NA,NA,"5.2bIKY",0,"E64",15.8,16.13,102.088607594937,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1721",NA,NA,NA,5,"LM_0272",NA,0.48,NA,NA,NA,NA,NA,"5.2bGPU",130208.333333333,"E64",15.71,16.13,102.673456397199,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1722",NA,NA,NA,1,"LM_0272",NA,NA,NA,NA,NA,NA,NA,"5.2bCNY",NA,"E64",16.16,16.13,99.8143564356436,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1723",NA,NA,NA,0,"LM_0272",NA,1.3,NA,NA,NA,NA,NA,"5.2bCPX",0,"E64",16.13,16.13,100,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1724",NA,NA,NA,7,"LM_0273",NA,0.66,NA,NA,NA,NA,NA,"5.2bAHN",386363.636363636,"E64",19.85,18.66,94.0050377833753,"outbred hybrids","STRA_SCHUNT","5.2b"
"1725",NA,NA,NA,2,"LM_0273",NA,NA,NA,NA,NA,NA,NA,"5.2bLNQ",NA,"E64",18.66,18.66,100,"outbred hybrids","STRA_SCHUNT","5.2b"
"1726",NA,NA,NA,0,"LM_0273",NA,2.22,NA,NA,NA,NA,NA,"5.2bHVY",99099.0990990991,"E64",18.66,18.66,100,"outbred hybrids","STRA_SCHUNT","5.2b"
"1727",NA,NA,NA,10,"LM_0273",NA,NA,NA,NA,NA,NA,NA,"5.2bESU",NA,"E64",NA,18.66,NA,"outbred hybrids","STRA_SCHUNT","5.2b"
"1728",NA,NA,NA,3,"LM_0273",NA,1.25,NA,NA,NA,NA,NA,"5.2bFYZ",0,"E64",18.79,18.66,99.308142629058,"outbred hybrids","STRA_SCHUNT","5.2b"
"1729",NA,NA,NA,11,"LM_0273",NA,NA,NA,NA,NA,NA,NA,"5.2bGVY",NA,"E64",NA,18.66,NA,"outbred hybrids","STRA_SCHUNT","5.2b"
"1730",NA,NA,NA,1,"LM_0273",NA,NA,NA,NA,NA,NA,NA,"5.2bEMU",NA,"E64",18.6,18.66,100.322580645161,"outbred hybrids","STRA_SCHUNT","5.2b"
"1731",NA,NA,NA,8,"LM_0273",NA,0.63,NA,NA,NA,NA,NA,"5.2bIKV",23809.5238095238,"E64",19.78,18.66,94.3377148634985,"outbred hybrids","STRA_SCHUNT","5.2b"
"1732",NA,NA,NA,9,"LM_0273",NA,NA,NA,NA,NA,NA,NA,"5.2bHWX",NA,"E64",NA,18.66,NA,"outbred hybrids","STRA_SCHUNT","5.2b"
"1733",NA,NA,NA,4,"LM_0273",NA,1.01,NA,NA,NA,NA,NA,"5.2bEYZ",0,"E64",18.82,18.66,99.1498405951116,"outbred hybrids","STRA_SCHUNT","5.2b"
"1734",NA,NA,NA,6,"LM_0273",NA,0.68,NA,NA,NA,NA,NA,"5.2bALO",1617647.05882353,"E64",19.12,18.66,97.5941422594142,"outbred hybrids","STRA_SCHUNT","5.2b"
"1735",NA,NA,NA,5,"LM_0273",NA,0.56,NA,NA,NA,NA,NA,"5.2bCFP",455357.142857143,"E64",18.41,18.66,101.357957631722,"outbred hybrids","STRA_SCHUNT","5.2b"
"1736",NA,NA,NA,3,"LM_0274",NA,2.14,NA,NA,NA,NA,NA,"5.2bRWX",0,"E64",26.1,24.65,94.4444444444444,"parental strains","STRA_STRA","5.2b"
"1737",NA,NA,NA,7,"LM_0274",NA,1.05,NA,NA,NA,NA,NA,"5.2bFKL",302380.952380952,"E64",25.91,24.65,95.1370127363952,"parental strains","STRA_STRA","5.2b"
"1738",NA,NA,NA,10,"LM_0274",NA,NA,NA,NA,NA,NA,NA,"5.2bTWX",NA,"E64",NA,24.65,NA,"parental strains","STRA_STRA","5.2b"
"1739",NA,NA,NA,4,"LM_0274",NA,2.34,NA,NA,NA,NA,NA,"5.2bTYZ",3205.12820512821,"E64",24.63,24.65,100.081201786439,"parental strains","STRA_STRA","5.2b"
"1740",NA,NA,NA,11,"LM_0274",NA,NA,NA,NA,NA,NA,NA,"5.2bOSX",NA,"E64",NA,24.65,NA,"parental strains","STRA_STRA","5.2b"
"1741",NA,NA,NA,2,"LM_0274",NA,NA,NA,NA,NA,NA,NA,"5.2bPSZ",NA,"E64",21.03,24.65,117.213504517356,"parental strains","STRA_STRA","5.2b"
"1742",NA,NA,NA,1,"LM_0274",NA,NA,NA,NA,NA,NA,NA,"5.2bTUZ",NA,"E64",22.59,24.65,109.119079238601,"parental strains","STRA_STRA","5.2b"
"1743",NA,NA,NA,5,"LM_0274",NA,1.06,NA,NA,NA,NA,NA,"5.2bDIR",207547.169811321,"E64",23.58,24.65,104.537743850721,"parental strains","STRA_STRA","5.2b"
"1744",NA,NA,NA,9,"LM_0274",NA,NA,NA,NA,NA,NA,NA,"5.2bDJY",NA,"E64",NA,24.65,NA,"parental strains","STRA_STRA","5.2b"
"1745",NA,NA,NA,0,"LM_0274",NA,1.85,NA,NA,NA,NA,NA,"5.2bBRY",0,"E64",24.65,24.65,100,"parental strains","STRA_STRA","5.2b"
"1746",NA,NA,NA,6,"LM_0274",NA,1.36,NA,NA,NA,NA,NA,"5.2bCEL",965073.529411765,"E64",25.41,24.65,97.0090515545061,"parental strains","STRA_STRA","5.2b"
"1747",NA,NA,NA,8,"LM_0274",NA,1.47,NA,NA,NA,NA,NA,"5.2bEFZ",57823.1292517007,"E64",26.01,24.65,94.7712418300653,"parental strains","STRA_STRA","5.2b"
"1748",NA,NA,NA,0,"LM_0275",NA,1.67,NA,NA,NA,NA,NA,"5.2bIOR",0,"E64",19.4,19.4,100,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1749",NA,NA,NA,4,"LM_0275",NA,1.1,NA,NA,NA,NA,NA,"5.2bHMO",4545.45454545455,"E64",18.27,19.4,106.185002736727,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1750",NA,NA,NA,2,"LM_0275",NA,NA,NA,NA,NA,NA,NA,"5.2bKPQ",NA,"E64",19.53,19.4,99.3343573988735,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1751",NA,NA,NA,1,"LM_0275",NA,NA,NA,NA,NA,NA,NA,"5.2bFKX",NA,"E64",17.92,19.4,108.258928571429,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1752",NA,NA,NA,7,"LM_0275",NA,1,NA,NA,NA,NA,NA,"5.2bIQV",320000,"E64",19.32,19.4,100.414078674948,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1753",NA,NA,NA,3,"LM_0275",NA,2.04,NA,NA,NA,NA,NA,"5.2bKUW",0,"E64",18.81,19.4,103.136629452419,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1754",NA,NA,NA,10,"LM_0275",NA,NA,NA,NA,NA,NA,NA,"5.2bPTY",NA,"E64",NA,19.4,NA,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1755",NA,NA,NA,11,"LM_0275",NA,NA,NA,NA,NA,NA,NA,"5.2bFOS",NA,"E64",NA,19.4,NA,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1756",NA,NA,NA,8,"LM_0275",NA,1.39,NA,NA,NA,NA,NA,"5.2bISY",59352.5179856115,"E64",19.14,19.4,101.358411703239,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1757",NA,NA,NA,6,"LM_0275",NA,0.57,NA,NA,NA,NA,NA,"5.2bKSW",675438.596491228,"E64",19.22,19.4,100.936524453694,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1758",NA,NA,NA,9,"LM_0275",NA,NA,NA,NA,NA,NA,NA,"5.2bDHT",NA,"E64",NA,19.4,NA,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1759",NA,NA,NA,5,"LM_0275",NA,0.78,NA,NA,NA,NA,NA,"5.2bILV",282051.282051282,"E64",19.03,19.4,101.94429847609,"inter subsp. hybrids","SCHUNT_PWD","5.2b"
"1760",NA,NA,NA,10,"LM_0276",NA,NA,NA,NA,NA,NA,NA,"5.2bIQT",NA,"E64",NA,24.31,NA,"parental strains","STRA_STRA","5.2b"
"1761",NA,NA,NA,0,"LM_0276",NA,1.67,NA,NA,NA,NA,NA,"5.2bNTZ",0,"E64",24.31,24.31,100,"parental strains","STRA_STRA","5.2b"
"1762",NA,NA,NA,9,"LM_0276",NA,NA,NA,NA,NA,NA,NA,"5.2bLVX",NA,"E64",NA,24.31,NA,"parental strains","STRA_STRA","5.2b"
"1763",NA,NA,NA,6,"LM_0276",NA,1.47,NA,NA,NA,NA,NA,"5.2bDJK",418367.346938776,"E64",26,24.31,93.5,"parental strains","STRA_STRA","5.2b"
"1764",NA,NA,NA,4,"LM_0276",NA,2.41,NA,NA,NA,NA,NA,"5.2bBGX",0,"E64",25.15,24.31,96.6600397614314,"parental strains","STRA_STRA","5.2b"
"1765",NA,NA,NA,8,"LM_0276",NA,2.71,NA,NA,NA,NA,NA,"5.2bGWZ",55350.5535055351,"E64",27.27,24.31,89.1455812247891,"parental strains","STRA_STRA","5.2b"
"1766",NA,NA,NA,11,"LM_0276",NA,NA,NA,NA,NA,NA,NA,"5.2bKPU",NA,"E64",NA,24.31,NA,"parental strains","STRA_STRA","5.2b"
"1767",NA,NA,NA,2,"LM_0276",NA,NA,NA,NA,NA,NA,NA,"5.2bELO",NA,"E64",24.61,24.31,98.7809833401056,"parental strains","STRA_STRA","5.2b"
"1768",NA,NA,NA,7,"LM_0276",NA,1.45,NA,NA,NA,NA,NA,"5.2bHJP",89655.1724137931,"E64",26.62,24.31,91.3223140495868,"parental strains","STRA_STRA","5.2b"
"1769",NA,NA,NA,5,"LM_0276",NA,1.67,NA,NA,NA,NA,NA,"5.2bADJ",161676.646706587,"E64",23.73,24.31,102.44416350611,"parental strains","STRA_STRA","5.2b"
"1770",NA,NA,NA,1,"LM_0276",NA,NA,NA,NA,NA,NA,NA,"5.2bCRZ",NA,"E64",24.3,24.31,100.041152263374,"parental strains","STRA_STRA","5.2b"
"1771",NA,NA,NA,3,"LM_0276",NA,1.95,NA,NA,NA,NA,NA,"5.2bFHS",0,"E64",25.67,24.31,94.7019867549669,"parental strains","STRA_STRA","5.2b"
"1772",NA,NA,NA,11,"LM_0277",NA,NA,NA,NA,NA,NA,NA,"5.2bEHO",NA,"E64",NA,19.36,NA,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1773",NA,NA,NA,1,"LM_0277",NA,NA,NA,NA,NA,NA,NA,"5.2bEXY",NA,"E64",19.45,19.36,99.5372750642673,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1774",NA,NA,NA,9,"LM_0277",NA,NA,NA,NA,NA,NA,NA,"5.2bDVX",NA,"E64",NA,19.36,NA,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1775",NA,NA,NA,4,"LM_0277",NA,0.96,NA,NA,NA,NA,NA,"5.2bHMV",13020.8333333333,"E64",18.2,19.36,106.373626373626,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1776",NA,NA,NA,0,"LM_0277",NA,1.4,NA,NA,NA,NA,NA,"5.2bDMX",0,"E64",19.36,19.36,100,"inter subsp. hybrids","BUSNA_STRA","5.2b"
