labels,EH_ID,dpi,weight,weight_dpi0,weightloss,fecweight,Expe,Eimeria,,
BIJ,LM0295,2,18.01,17.12,-5.1985981308,,Expe005_2b,E64,,
CEF,LM0258,3,15.87,17.53,9.4694808899,1.38,Expe005_2b,E64,,
KMU,LM0259,3,26.01,24.62,-5.6458164094,2.05,Expe005_2b,E64,,
ENS,LM0260,3,19.39,20.11,3.5803083043,2.08,Expe005_2b,E64,,
IUV,LM0261,3,15.9,15.38,-3.3810143043,1.69,Expe005_2b,E64,,
ANV,LM0262,3,16.07,15.24,-5.4461942257,1.43,Expe005_2b,E64,,
HSW,LM0263,3,17.88,18.47,3.1943692474,1.86,Expe005_2b,E64,,
FGM,LM0264,3,16.55,17.69,6.4443188242,1.37,Expe005_2b,E64,,
FTU,LM0265,3,24.75,23.29,-6.2687848862,1.29,Expe005_2b,E64,,
PQS,LM0266,3,19.15,18.04,-6.1529933481,1.68,Expe005_2b,E64,,
BPY,LM0267,3,28.36,26.73,-6.0980172091,2.63,Expe005_2b,E64,,
FIV,LM0268,3,17.78,18.01,1.2770682954,0.83,Expe005_2b,E64,,
GTV,LM0269,3,20.73,20.09,-3.1856645097,1.41,Expe005_2b,E64,,
AEI,LM0270,3,20.45,19.14,-6.8443051202,1.47,Expe005_2b,E64,,
KYZ,LM0271,3,21.3,21.28,-0.0939849624,1.61,Expe005_2b,E64,,
DKY,LM0272,3,16.25,16.13,-0.7439553627,1.31,Expe005_2b,E64,,
FYZ,LM0273,3,18.79,18.66,-0.6966773848,1.25,Expe005_2b,E64,,
RWX,LM0274,3,26.1,24.65,-5.8823529412,2.14,Expe005_2b,E64,,
KUW,LM0275,3,18.81,19.4,3.0412371134,2.04,Expe005_2b,E64,,
FHS,LM0276,3,25.67,24.31,-5.5944055944,1.95,Expe005_2b,E64,,
LPY,LM0277,3,18.46,19.36,4.6487603306,1.63,Expe005_2b,E64,,
EGJ,LM0278,3,17.81,17.54,-1.5393386545,2.2,Expe005_2b,E64,,
BIU,LM0279,3,12.8,13.43,4.6909903202,0.92,Expe005_2b,E64,,
FLO,LM0280,3,15.45,16.32,5.3308823529,0.92,Expe005_2b,E64,,
JUY,LM0281,3,14.16,14.41,1.7349063151,1.32,Expe005_2b,E64,,
EQV,LM0282,3,24.47,24.32,-0.6167763158,2.69,Expe005_2b,E64,,
JTY,LM0283,3,14.78,15.15,2.4422442244,1,Expe005_2b,E64,,
HKO,LM0284,3,20.8,21.53,3.3906177427,2.13,Expe005_2b,E64,,
GQV,LM0285,3,15.17,15.92,4.7110552764,0.81,Expe005_2b,E64,,
CDR,LM0286,3,14.83,15.42,3.8261997406,1.74,Expe005_2b,E64,,
DJL,LM0287,3,18.9,19.81,4.593639576,2,Expe005_2b,E64,,
FRU,LM0288,3,16.1,17.29,6.8825910931,1.24,Expe005_2b,E64,,
ISV,LM0289,3,18.34,19.44,5.658436214,1.52,Expe005_2b,E64,,
JSX,LM0291,3,16.83,16.53,-1.8148820327,1.03,Expe005_2b,E64,,
CLX,LM0292,3,21.27,20.56,-3.453307393,1.53,Expe005_2b,E64,,
TVW,LM0293,3,16.95,16.94,-0.0590318772,1.36,Expe005_2b,E64,,
CVZ,LM0294,3,13.4,13.66,1.9033674963,0.89,Expe005_2b,E64,,
GSY,LM0295,3,17.52,17.12,-2.3364485981,1.65,Expe005_2b,E64,,
OSV,LM0258,4,,17.53,100,,Expe005_2b,E64,,
MQU,LM0259,4,,24.62,100,,Expe005_2b,E64,,
NWY,LM0260,4,,20.11,100,,Expe005_2b,E64,,
DQS,LM0261,4,,15.38,100,,Expe005_2b,E64,,
GMO,LM0262,4,,15.24,100,,Expe005_2b,E64,,
JPS,LM0263,4,,18.47,100,,Expe005_2b,E64,,
HNW,LM0264,4,,17.69,100,,Expe005_2b,E64,,
DGZ,LM0265,4,,23.29,100,,Expe005_2b,E64,,
HRZ,LM0266,4,,18.04,100,,Expe005_2b,E64,,
HIJ,LM0267,4,,26.73,100,,Expe005_2b,E64,,
MSX,LM0268,4,,18.01,100,,Expe005_2b,E64,,
AGR,LM0269,4,,20.09,100,,Expe005_2b,E64,,
BMU,LM0270,4,,19.14,100,,Expe005_2b,E64,,
LRV,LM0271,4,,21.28,100,,Expe005_2b,E64,,
IKY,LM0272,4,,16.13,100,,Expe005_2b,E64,,
EYZ,LM0273,4,,18.66,100,,Expe005_2b,E64,,
TYZ,LM0274,4,,24.65,100,,Expe005_2b,E64,,
HMO,LM0275,4,,19.4,100,,Expe005_2b,E64,,
BGX,LM0276,4,,24.31,100,,Expe005_2b,E64,,
HMV,LM0277,4,,19.36,100,,Expe005_2b,E64,,
FGN,LM0278,4,,17.54,100,,Expe005_2b,E64,,
CPZ,LM0279,4,,13.43,100,,Expe005_2b,E64,,
FNT,LM0280,4,,16.32,100,,Expe005_2b,E64,,
DYZ,LM0281,4,,14.41,100,,Expe005_2b,E64,,
FKU,LM0282,4,,24.32,100,,Expe005_2b,E64,,
GUY,LM0283,4,,15.15,100,,Expe005_2b,E64,,
LMN,LM0284,4,,21.53,100,,Expe005_2b,E64,,
BDS,LM0285,4,,15.92,100,,Expe005_2b,E64,,
IPZ,LM0286,4,,15.42,100,,Expe005_2b,E64,,
JPT,LM0287,4,,19.81,100,,Expe005_2b,E64,,
BPW,LM0288,4,,17.29,100,,Expe005_2b,E64,,
JTU,LM0289,4,,19.44,100,,Expe005_2b,E64,,
JRY,LM0291,4,,16.53,100,,Expe005_2b,E64,,
BJO,LM0292,4,,20.56,100,,Expe005_2b,E64,,
EUY,LM0293,4,,16.94,100,,Expe005_2b,E64,,
LTX,LM0294,4,,13.66,100,,Expe005_2b,E64,,
AER,LM0295,4,,17.12,100,,Expe005_2b,E64,,
ILP,LM0258,5,,17.53,100,,Expe005_2b,E64,,
BUW,LM0259,5,,24.62,100,,Expe005_2b,E64,,
GUZ,LM0260,5,,20.11,100,,Expe005_2b,E64,,
IKN,LM0261,5,,15.38,100,,Expe005_2b,E64,,
PSW,LM0262,5,,15.24,100,,Expe005_2b,E64,,
APS,LM0263,5,,18.47,100,,Expe005_2b,E64,,
FPT,LM0264,5,,17.69,100,,Expe005_2b,E64,,
ENP,LM0265,5,,23.29,100,,Expe005_2b,E64,,
DIU,LM0266,5,,18.04,100,,Expe005_2b,E64,,
MOP,LM0267,5,,26.73,100,,Expe005_2b,E64,,
BGS,LM0268,5,,18.01,100,,Expe005_2b,E64,,
LNR,LM0269,5,,20.09,100,,Expe005_2b,E64,,
ILW,LM0270,5,,19.14,100,,Expe005_2b,E64,,
NVX,LM0271,5,,21.28,100,,Expe005_2b,E64,,
GPU,LM0272,5,,16.13,100,,Expe005_2b,E64,,
CFP,LM0273,5,,18.66,100,,Expe005_2b,E64,,
DIR,LM0274,5,,24.65,100,,Expe005_2b,E64,,
ILV,LM0275,5,,19.4,100,,Expe005_2b,E64,,
ADJ,LM0276,5,,24.31,100,,Expe005_2b,E64,,
IMZ,LM0277,5,,19.36,100,,Expe005_2b,E64,,
BLV,LM0278,5,,17.54,100,,Expe005_2b,E64,,
DNV,LM0279,5,,13.43,100,,Expe005_2b,E64,,
KLR,LM0280,5,,16.32,100,,Expe005_2b,E64,,
KRT,LM0281,5,,14.41,100,,Expe005_2b,E64,,
DST,LM0282,5,,24.32,100,,Expe005_2b,E64,,
BSV,LM0283,5,,15.15,100,,Expe005_2b,E64,,
AMP,LM0284,5,,21.53,100,,Expe005_2b,E64,,
LOZ,LM0285,5,,15.92,100,,Expe005_2b,E64,,
CDM,LM0286,5,,15.42,100,,Expe005_2b,E64,,
ADV,LM0287,5,,19.81,100,,Expe005_2b,E64,,
DNW,LM0288,5,,17.29,100,,Expe005_2b,E64,,
CRX,LM0289,5,,19.44,100,,Expe005_2b,E64,,
AFL,LM0291,5,,16.53,100,,Expe005_2b,E64,,
QRZ,LM0292,5,,20.56,100,,Expe005_2b,E64,,
LPR,LM0293,5,,16.94,100,,Expe005_2b,E64,,
FMR,LM0294,5,,13.66,100,,Expe005_2b,E64,,
CNV,LM0295,5,,17.12,100,,Expe005_2b,E64,,
EJP,LM0258,6,,17.53,100,,Expe005_2b,E64,,
QSX,LM0259,6,,24.62,100,,Expe005_2b,E64,,
FQW,LM0260,6,,20.11,100,,Expe005_2b,E64,,
GOS,LM0261,6,,15.38,100,,Expe005_2b,E64,,
MUX,LM0262,6,,15.24,100,,Expe005_2b,E64,,
MNQ,LM0263,6,,18.47,100,,Expe005_2b,E64,,
BGP,LM0264,6,,17.69,100,,Expe005_2b,E64,,
MRW,LM0265,6,,23.29,100,,Expe005_2b,E64,,
BLS,LM0266,6,,18.04,100,,Expe005_2b,E64,,
GOR,LM0267,6,,26.73,100,,Expe005_2b,E64,,
DKL,LM0268,6,,18.01,100,,Expe005_2b,E64,,
GNS,LM0269,6,,20.09,100,,Expe005_2b,E64,,
KQS,LM0270,6,,19.14,100,,Expe005_2b,E64,,
GIN,LM0271,6,,21.28,100,,Expe005_2b,E64,,
BHL,LM0272,6,,16.13,100,,Expe005_2b,E64,,
ALO,LM0273,6,,18.66,100,,Expe005_2b,E64,,
CEL,LM0274,6,,24.65,100,,Expe005_2b,E64,,
KSW,LM0275,6,,19.4,100,,Expe005_2b,E64,,
DJK,LM0276,6,,24.31,100,,Expe005_2b,E64,,
JVW,LM0277,6,,19.36,100,,Expe005_2b,E64,,
KQU,LM0278,6,,17.54,100,,Expe005_2b,E64,,
OSU,LM0279,6,,13.43,100,,Expe005_2b,E64,,
EPX,LM0280,6,,16.32,100,,Expe005_2b,E64,,
JKX,LM0281,6,,14.41,100,,Expe005_2b,E64,,
JPU,LM0282,6,,24.32,100,,Expe005_2b,E64,,
ABC,LM0283,6,,15.15,100,,Expe005_2b,E64,,
DIO,LM0284,6,,21.53,100,,Expe005_2b,E64,,
BPV,LM0285,6,,15.92,100,,Expe005_2b,E64,,
CHJ,LM0286,6,,15.42,100,,Expe005_2b,E64,,
GLQ,LM0287,6,,19.81,100,,Expe005_2b,E64,,
HOQ,LM0288,6,,17.29,100,,Expe005_2b,E64,,
QUZ,LM0289,6,,19.44,100,,Expe005_2b,E64,,
KMT,LM0291,6,,16.53,100,,Expe005_2b,E64,,
AHK,LM0292,6,,20.56,100,,Expe005_2b,E64,,
GNY,LM0293,6,,16.94,100,,Expe005_2b,E64,,
AFS,LM0294,6,,13.66,100,,Expe005_2b,E64,,
ADL,LM0295,6,,17.12,100,,Expe005_2b,E64,,
ACF,LM0258,7,,17.53,100,,Expe005_2b,E64,,
BFW,LM0259,7,,24.62,100,,Expe005_2b,E64,,
ACX,LM0260,7,,20.11,100,,Expe005_2b,E64,,
CJM,LM0261,7,,15.38,100,,Expe005_2b,E64,,
NOY,LM0262,7,,15.24,100,,Expe005_2b,E64,,
EGR,LM0263,7,,18.47,100,,Expe005_2b,E64,,
GIJ,LM0264,7,,17.69,100,,Expe005_2b,E64,,
GOX,LM0265,7,,23.29,100,,Expe005_2b,E64,,
BIV,LM0266,7,,18.04,100,,Expe005_2b,E64,,
CMR,LM0267,7,,26.73,100,,Expe005_2b,E64,,
FIQ,LM0268,7,,18.01,100,,Expe005_2b,E64,,
AKY,LM0269,7,,20.09,100,,Expe005_2b,E64,,
BNQ,LM0270,7,,19.14,100,,Expe005_2b,E64,,
AGP,LM0271,7,,21.28,100,,Expe005_2b,E64,,
DSV,LM0272,7,,16.13,100,,Expe005_2b,E64,,
AHN,LM0273,7,,18.66,100,,Expe005_2b,E64,,
FKL,LM0274,7,,24.65,100,,Expe005_2b,E64,,
IQV,LM0275,7,,19.4,100,,Expe005_2b,E64,,
HJP,LM0276,7,,24.31,100,,Expe005_2b,E64,,
IRW,LM0277,7,,19.36,100,,Expe005_2b,E64,,
COS,LM0278,7,,17.54,100,,Expe005_2b,E64,,
GRS,LM0279,7,,13.43,100,,Expe005_2b,E64,,
BIT,LM0280,7,,16.32,100,,Expe005_2b,E64,,
DMS,LM0281,7,,14.41,100,,Expe005_2b,E64,,
GVW,LM0282,7,,24.32,100,,Expe005_2b,E64,,
EFX,LM0283,7,,15.15,100,,Expe005_2b,E64,,
CRV,LM0284,7,,21.53,100,,Expe005_2b,E64,,
HKP,LM0285,7,,15.92,100,,Expe005_2b,E64,,
CDK,LM0286,7,,15.42,100,,Expe005_2b,E64,,
ADY,LM0287,7,,19.81,100,,Expe005_2b,E64,,
BTX,LM0288,7,,17.29,100,,Expe005_2b,E64,,
CDH,LM0289,7,,19.44,100,,Expe005_2b,E64,,
CGM,LM0291,7,,16.53,100,,Expe005_2b,E64,,
AJP,LM0292,7,,20.56,100,,Expe005_2b,E64,,
XYZ,LM0293,7,,16.94,100,,Expe005_2b,E64,,
EFP,LM0294,7,,13.66,100,,Expe005_2b,E64,,
LWY,LM0295,7,,17.12,100,,Expe005_2b,E64,,
INY,LM0258,8,,17.53,100,,Expe005_2b,E64,,
IWZ,LM0259,8,,24.62,100,,Expe005_2b,E64,,
LOV,LM0260,8,,20.11,100,,Expe005_2b,E64,,
HQS,LM0261,8,,15.38,100,,Expe005_2b,E64,,
ORT,LM0262,8,,15.24,100,,Expe005_2b,E64,,
BMZ,LM0263,8,,18.47,100,,Expe005_2b,E64,,
EGT,LM0264,8,,17.69,100,,Expe005_2b,E64,,
CFI,LM0265,8,,23.29,100,,Expe005_2b,E64,,
LNV,LM0266,8,,18.04,100,,Expe005_2b,E64,,
EQT,LM0267,8,,26.73,100,,Expe005_2b,E64,,
IPV,LM0268,8,,18.01,100,,Expe005_2b,E64,,
CDO,LM0269,8,,20.09,100,,Expe005_2b,E64,,
RUZ,LM0270,8,,19.14,100,,Expe005_2b,E64,,
ORS,LM0271,8,,21.28,100,,Expe005_2b,E64,,
QRW,LM0272,8,,16.13,100,,Expe005_2b,E64,,
IKV,LM0273,8,,18.66,100,,Expe005_2b,E64,,
EFZ,LM0274,8,,24.65,100,,Expe005_2b,E64,,
ISY,LM0275,8,,19.4,100,,Expe005_2b,E64,,
GWZ,LM0276,8,,24.31,100,,Expe005_2b,E64,,
CLP,LM0277,8,,19.36,100,,Expe005_2b,E64,,
MUZ,LM0278,8,,17.54,100,,Expe005_2b,E64,,
HLN,LM0279,8,,13.43,100,,Expe005_2b,E64,,
BCT,LM0280,8,,16.32,100,,Expe005_2b,E64,,
BCP,LM0281,8,,14.41,100,,Expe005_2b,E64,,
FXZ,LM0282,8,,24.32,100,,Expe005_2b,E64,,
AFQ,LM0283,8,,15.15,100,,Expe005_2b,E64,,
NUZ,LM0284,8,,21.53,100,,Expe005_2b,E64,,
QSW,LM0285,8,,15.92,100,,Expe005_2b,E64,,
GOW,LM0286,8,,15.42,100,,Expe005_2b,E64,,
MPS,LM0287,8,,19.81,100,,Expe005_2b,E64,,
CGK,LM0288,8,,17.29,100,,Expe005_2b,E64,,
JST,LM0289,8,,19.44,100,,Expe005_2b,E64,,
GLS,LM0291,8,,16.53,100,,Expe005_2b,E64,,
JQV,LM0292,8,,20.56,100,,Expe005_2b,E64,,
CPV,LM0293,8,,16.94,100,,Expe005_2b,E64,,
FMW,LM0294,8,,13.66,100,,Expe005_2b,E64,,
DQR,LM0295,8,,17.12,100,,Expe005_2b,E64,,
HJO,LM0258,9,,17.53,100,,Expe005_2b,E64,,
ESW,LM0259,9,,24.62,100,,Expe005_2b,E64,,
MNZ,LM0260,9,,20.11,100,,Expe005_2b,E64,,
IMU,LM0261,9,,15.38,100,,Expe005_2b,E64,,
GHW,LM0262,9,,15.24,100,,Expe005_2b,E64,,
JUW,LM0263,9,,18.47,100,,Expe005_2b,E64,,
BPZ,LM0264,9,,17.69,100,,Expe005_2b,E64,,
BER,LM0265,9,,23.29,100,,Expe005_2b,E64,,
CEI,LM0266,9,,18.04,100,,Expe005_2b,E64,,
BFT,LM0267,9,,26.73,100,,Expe005_2b,E64,,
ARW,LM0268,9,,18.01,100,,Expe005_2b,E64,,
DHL,LM0269,9,,20.09,100,,Expe005_2b,E64,,
FKR,LM0270,9,,19.14,100,,Expe005_2b,E64,,
ADM,LM0271,9,,21.28,100,,Expe005_2b,E64,,
AMN,LM0272,9,,16.13,100,,Expe005_2b,E64,,
HWX,LM0273,9,,18.66,100,,Expe005_2b,E64,,
DJY,LM0274,9,,24.65,100,,Expe005_2b,E64,,
DHT,LM0275,9,,19.4,100,,Expe005_2b,E64,,
LVX,LM0276,9,,24.31,100,,Expe005_2b,E64,,
DVX,LM0277,9,,19.36,100,,Expe005_2b,E64,,
MUY,LM0278,9,,17.54,100,,Expe005_2b,E64,,
JXY,LM0279,9,,13.43,100,,Expe005_2b,E64,,
BKO,LM0280,9,,16.32,100,,Expe005_2b,E64,,
ABF,LM0281,9,,14.41,100,,Expe005_2b,E64,,
AQT,LM0282,9,,24.32,100,,Expe005_2b,E64,,
HOT,LM0283,9,,15.15,100,,Expe005_2b,E64,,
DHO,LM0284,9,,21.53,100,,Expe005_2b,E64,,
EIS,LM0285,9,,15.92,100,,Expe005_2b,E64,,
GMU,LM0286,9,,15.42,100,,Expe005_2b,E64,,
GKO,LM0287,9,,19.81,100,,Expe005_2b,E64,,
IPX,LM0288,9,,17.29,100,,Expe005_2b,E64,,
MNX,LM0289,9,,19.44,100,,Expe005_2b,E64,,
GTZ,LM0291,9,,16.53,100,,Expe005_2b,E64,,
EGK,LM0292,9,,20.56,100,,Expe005_2b,E64,,
EQX,LM0293,9,,16.94,100,,Expe005_2b,E64,,
NVY,LM0294,9,,13.66,100,,Expe005_2b,E64,,
AVW,LM0295,9,,17.12,100,,Expe005_2b,E64,,
JPZ,LM0258,10,,17.53,100,,Expe005_2b,E64,,
JXZ,LM0259,10,,24.62,100,,Expe005_2b,E64,,
KNP,LM0260,10,,20.11,100,,Expe005_2b,E64,,
CIN,LM0261,10,,15.38,100,,Expe005_2b,E64,,
RTX,LM0262,10,,15.24,100,,Expe005_2b,E64,,
GMZ,LM0263,10,,18.47,100,,Expe005_2b,E64,,
QST,LM0264,10,,17.69,100,,Expe005_2b,E64,,
ENU,LM0265,10,,23.29,100,,Expe005_2b,E64,,
BVZ,LM0266,10,,18.04,100,,Expe005_2b,E64,,
GJP,LM0267,10,,26.73,100,,Expe005_2b,E64,,
KVX,LM0268,10,,18.01,100,,Expe005_2b,E64,,
EOW,LM0269,10,,20.09,100,,Expe005_2b,E64,,
BLO,LM0270,10,,19.14,100,,Expe005_2b,E64,,
HNO,LM0271,10,,21.28,100,,Expe005_2b,E64,,
KQV,LM0272,10,,16.13,100,,Expe005_2b,E64,,
ESU,LM0273,10,,18.66,100,,Expe005_2b,E64,,
TWX,LM0274,10,,24.65,100,,Expe005_2b,E64,,
PTY,LM0275,10,,19.4,100,,Expe005_2b,E64,,
IQT,LM0276,10,,24.31,100,,Expe005_2b,E64,,
ASW,LM0277,10,,19.36,100,,Expe005_2b,E64,,
QXY,LM0278,10,,17.54,100,,Expe005_2b,E64,,
BHW,LM0279,10,,13.43,100,,Expe005_2b,E64,,
APZ,LM0280,10,,16.32,100,,Expe005_2b,E64,,
FIJ,LM0281,10,,14.41,100,,Expe005_2b,E64,,
GLX,LM0282,10,,24.32,100,,Expe005_2b,E64,,
DFS,LM0283,10,,15.15,100,,Expe005_2b,E64,,
EIV,LM0284,10,,21.53,100,,Expe005_2b,E64,,
DEQ,LM0285,10,,15.92,100,,Expe005_2b,E64,,
AIY,LM0286,10,,15.42,100,,Expe005_2b,E64,,
FGU,LM0287,10,,19.81,100,,Expe005_2b,E64,,
EKX,LM0288,10,,17.29,100,,Expe005_2b,E64,,
HST,LM0289,10,,19.44,100,,Expe005_2b,E64,,
JQU,LM0291,10,,16.53,100,,Expe005_2b,E64,,
GJQ,LM0292,10,,20.56,100,,Expe005_2b,E64,,
ARS,LM0293,10,,16.94,100,,Expe005_2b,E64,,
NQU,LM0294,10,,13.66,100,,Expe005_2b,E64,,
MOQ,LM0295,10,,17.12,100,,Expe005_2b,E64,,
JQT,LM0258,11,,17.53,100,,Expe005_2b,E64,,
EHI,LM0259,11,,24.62,100,,Expe005_2b,E64,,
AKW,LM0260,11,,20.11,100,,Expe005_2b,E64,,
SVW,LM0261,11,,15.38,100,,Expe005_2b,E64,,
FQR,LM0262,11,,15.24,100,,Expe005_2b,E64,,
BWZ,LM0263,11,,18.47,100,,Expe005_2b,E64,,
BRT,LM0264,11,,17.69,100,,Expe005_2b,E64,,
KPS,LM0265,11,,23.29,100,,Expe005_2b,E64,,
ETV,LM0266,11,,18.04,100,,Expe005_2b,E64,,
CLW,LM0267,11,,26.73,100,,Expe005_2b,E64,,
HKS,LM0268,11,,18.01,100,,Expe005_2b,E64,,
ACM,LM0269,11,,20.09,100,,Expe005_2b,E64,,
KLX,LM0270,11,,19.14,100,,Expe005_2b,E64,,
DGW,LM0271,11,,21.28,100,,Expe005_2b,E64,,
BJY,LM0272,11,,16.13,100,,Expe005_2b,E64,,
GVY,LM0273,11,,18.66,100,,Expe005_2b,E64,,
OSX,LM0274,11,,24.65,100,,Expe005_2b,E64,,
FOS,LM0275,11,,19.4,100,,Expe005_2b,E64,,
KPU,LM0276,11,,24.31,100,,Expe005_2b,E64,,
EHO,LM0277,11,,19.36,100,,Expe005_2b,E64,,
AHW,LM0278,11,,17.54,100,,Expe005_2b,E64,,
DVY,LM0279,11,,13.43,100,,Expe005_2b,E64,,
AMX,LM0280,11,,16.32,100,,Expe005_2b,E64,,
PST,LM0281,11,,14.41,100,,Expe005_2b,E64,,
IJN,LM0282,11,,24.32,100,,Expe005_2b,E64,,
COU,LM0283,11,,15.15,100,,Expe005_2b,E64,,
PSX,LM0284,11,,21.53,100,,Expe005_2b,E64,,
LNO,LM0285,11,,15.92,100,,Expe005_2b,E64,,
KSY,LM0286,11,,15.42,100,,Expe005_2b,E64,,
GHK,LM0287,11,,19.81,100,,Expe005_2b,E64,,
DGI,LM0288,11,,17.29,100,,Expe005_2b,E64,,
ATV,LM0289,11,,19.44,100,,Expe005_2b,E64,,
JNT,LM0291,11,,16.53,100,,Expe005_2b,E64,,
BIM,LM0292,11,,20.56,100,,Expe005_2b,E64,,
BDU,LM0293,11,,16.94,100,,Expe005_2b,E64,,
FGX,LM0294,11,,13.66,100,,Expe005_2b,E64,,
ACS,LM0295,11,,17.12,100,,Expe005_2b,E64,,
