"","EH_ID","experiment","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","Locality","Genome","mouse_strain","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","primary_infection","InfectionStrain","challenge_infection","contamination","infection_history","InfectionHistoryTotal"
"1240","LM0280","E57","E57aEPX",16.84,16.32,103.186274509804,0.72,6,"primary",5,6,7,5,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",7907,36,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",925,"F","38","1F","5.91",9.54,"P2",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1241","LM0280","E57","E57aBIT",16.31,16.32,99.9387254901961,0.67,7,"primary",4,5,2,2,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",7907,36,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",925,"F","38","1F","5.91",9.54,"P2",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1248","LM0280","E57","E57aBCT",16.11,16.32,98.7132352941176,0.61,8,"primary",4,6,7,3,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",7907,36,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",925,"F","38","1F","5.91",9.54,"P2",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1251","LM0280","E57","E57aBKO",NA,16.32,NA,0,9,"primary",NA,NA,NA,NA,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",7907,36,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",925,"F","38","1F","5.91",9.54,"P2",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1247","LM0280","E57","E57aAPZ",NA,16.32,NA,0,10,"primary",NA,NA,NA,NA,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",7907,36,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",925,"F","38","1F","5.91",9.54,"P2",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1239","LM0280","E57","E57aAMX",NA,16.32,NA,0,11,"primary",NA,NA,NA,NA,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",7907,36,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",925,"F","38","1F","5.91",9.54,"P2",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1269","LM0281","E57","E57aHLS",14.41,14.41,100,1.35,0,"primary",6,8,10,5,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1262","LM0281","E57","E57aJMN",13.99,14.41,97.0853573907009,0,1,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1263","LM0281","E57","E57aHSY",14.08,14.41,97.7099236641221,0,2,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1270","LM0281","E57","E57aJUY",14.16,14.41,98.265093684941,1.32,3,"primary",10,5,9,8,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1271","LM0281","E57","E57aDYZ",13.87,14.41,96.2526023594726,0.88,4,"primary",1,2,1,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1267","LM0281","E57","E57aKRT",14.05,14.41,97.5017349063151,0.58,5,"primary",7,7,3,3,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1264","LM0281","E57","E57aJKX",13.93,14.41,96.6689798750867,0.67,6,"primary",8,12,16,16,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1266","LM0281","E57","E57aDMS",14.77,14.41,102.498265093685,1.08,7,"primary",4,6,5,4,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1265","LM0281","E57","E57aBCP",13.86,14.41,96.1832061068702,1.41,8,"primary",1,4,4,2,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1260","LM0281","E57","E57aABF",NA,14.41,NA,0,9,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1268","LM0281","E57","E57aFIJ",NA,14.41,NA,0,10,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1261","LM0281","E57","E57aPST",NA,14.41,NA,0,11,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1042,"F","60","1F","5.4",8.49,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E64",NA,NA,NA,NA,NA
"1291","LM0282","E57","E57aBCF",24.32,24.32,100,1.18,0,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1280","LM0282","E57","E57aEOS",23.8,24.32,97.8618421052632,0,1,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1287","LM0282","E57","E57aLST",20.36,24.32,83.7171052631579,0,2,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1286","LM0282","E57","E57aEQV",24.47,24.32,100.616776315789,2.69,3,"primary",0,0,0,0,2,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1292","LM0282","E57","E57aFKU",23.67,24.32,97.3273026315789,2.2,4,"primary",6,8,7,5,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1285","LM0282","E57","E57aDST",23.69,24.32,97.4095394736842,1.45,5,"primary",61,49,38,42,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1276","LM0282","E57","E57aJPU",24.38,24.32,100.246710526316,1.51,6,"primary",89,102,94,114,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1279","LM0282","E57","E57aGVW",25.49,24.32,104.810855263158,1.15,7,"primary",14,14,20,17,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1289","LM0282","E57","E57aFXZ",25.3,24.32,104.029605263158,1.34,8,"primary",12,11,10,13,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1277","LM0282","E57","E57aAQT",NA,24.32,NA,0,9,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1282","LM0282","E57","E57aGLX",NA,24.32,NA,0,10,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1275","LM0282","E57","E57aIJN",NA,24.32,NA,0,11,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",777,"F","56","1F","6.85",11.88,"L2",NA,"","STRA","STRA","parental strains",13.85714286,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1296","LM0283","E57","E57aBDR",15.15,15.15,100,1.32,0,"primary",5,11,7,11,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1306","LM0283","E57","E57aDLY",14.56,15.15,96.1056105610561,0,1,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1293","LM0283","E57","E57aDHX",14.5,15.15,95.7095709570957,0,2,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1300","LM0283","E57","E57aJTY",14.78,15.15,97.5577557755775,1,3,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1303","LM0283","E57","E57aGUY",14.61,15.15,96.4356435643564,0.47,4,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1311","LM0283","E57","E57aBSV",14.2,15.15,93.7293729372937,0.3,5,"primary",9,8,6,16,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1295","LM0283","E57","E57aABC",14.52,15.15,95.8415841584158,0.3,6,"primary",55,45,51,64,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1299","LM0283","E57","E57aEFX",14.34,15.15,94.6534653465346,0.31,7,"primary",2,30,10,9,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1312","LM0283","E57","E57aAFQ",14.21,15.15,93.7953795379538,0.6,8,"primary",10,17,12,16,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1310","LM0283","E57","E57aHOT",NA,15.15,NA,0,9,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1298","LM0283","E57","E57aDFS",NA,15.15,NA,0,10,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1313","LM0283","E57","E57aCOU",NA,15.15,NA,0,11,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",895,"M","43","1M","5.07",7.15,"L2",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E88","E88","E64","E64:E88","E64 E64 E88"
"1323","LM0284","E57","E57aBGH",21.53,21.53,100,1.88,0,"primary",35,30,38,35,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1321","LM0284","E57","E57aAEK",21.88,21.53,101.625638643753,0,1,"primary",NA,NA,NA,NA,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1328","LM0284","E57","E57aDEX",20.02,21.53,92.986530422666,0,2,"primary",NA,NA,NA,NA,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1325","LM0284","E57","E57aHKO",20.8,21.53,96.6093822573154,2.13,3,"primary",0,0,2,1,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1314","LM0284","E57","E57aLMN",20.12,21.53,93.4509986065954,1.1,4,"primary",4,6,7,10,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1315","LM0284","E57","E57aAMP",18.96,21.53,88.0631676730144,0.42,5,"primary",20,11,13,22,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1332","LM0284","E57","E57aDIO",19.11,21.53,88.7598699489085,0.57,6,"primary",46,35,47,49,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1327","LM0284","E57","E57aCRV",20.34,21.53,94.4728286112401,0.8,7,"primary",40,37,30,39,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1319","LM0284","E57","E57aNUZ",19.82,21.53,92.0575940548072,1.4,8,"primary",4,5,8,12,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1317","LM0284","E57","E57aDHO",NA,21.53,NA,0,9,"primary",NA,NA,NA,NA,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1316","LM0284","E57","E57aEIV",NA,21.53,NA,0,10,"primary",NA,NA,NA,NA,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1331","LM0284","E57","E57aPSX",NA,21.53,NA,0,11,"primary",NA,NA,NA,NA,1,"STRA x BUSNA","dom x mus","STRA_BUSNA","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",661,"F","F1","1F","7.89",10.41,"L3",NA,"","STRA","BUSNA","inter subsp. hybrids",17.71428571,2,"E64","E64","E64","u.c.","E64:E64","u.c. E64 E64"
"1339","LM0285","E57","E57aBDK",15.92,15.92,100,1.66,0,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1346","LM0285","E57","E57aBMQ",15.28,15.92,95.9798994974874,0,1,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1352","LM0285","E57","E57aBEI",15.28,15.92,95.9798994974874,0,2,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1351","LM0285","E57","E57aGQV",15.17,15.92,95.2889447236181,0.81,3,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1349","LM0285","E57","E57aBDS",14.59,15.92,91.6457286432161,0.33,4,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1344","LM0285","E57","E57aLOZ",13.85,15.92,86.9974874371859,0.2,5,"primary",11,5,4,2,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1353","LM0285","E57","E57aBPV",14.57,15.92,91.5201005025126,0.67,6,"primary",123,148,169,246,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1335","LM0285","E57","E57aHKP",15.65,15.92,98.3040201005025,0.77,7,"primary",24,21,39,30,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1345","LM0285","E57","E57aQSW",15.02,15.92,94.3467336683417,0,8,"primary",10,6,6,14,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1337","LM0285","E57","E57aEIS",NA,15.92,NA,0,9,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1343","LM0285","E57","E57aDEQ",NA,15.92,NA,0,10,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1355","LM0285","E57","E57aLNO",NA,15.92,NA,0,11,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",5343,42,"PWD","SY",5340,42,"2018-04-24",5,6,"3","2","EX",896,"M","43","1M","4.55",5.35,"L3",NA,"","PWD","PWD","parental strains",10.85714286,2,"E64","E64","E64",NA,"E64:E64","NA E64 E64"
"1375","LM0286","E57","E57aMOR",15.42,15.42,100,2.13,0,"primary",0,0,0,0,1,"","mus x mus","PWD_BUSNA","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-30",8,3,"1","2","EX",1131,"F","F1","1F","6.82",10.46,"P2",NA,"","PWD","BUSNA","outbred hybrids",5.714285714,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1370","LM0286","E57","E57aEVX",15.38,15.42,99.7405966277562,0,1,"primary",NA,NA,NA,NA,1,"","mus x mus","PWD_BUSNA","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-30",8,3,"1","2","EX",1131,"F","F1","1F","6.82",10.46,"P2",NA,"","PWD","BUSNA","outbred hybrids",5.714285714,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1360","LM0286","E57","E57aITY",15.42,15.42,100,0,2,"primary",NA,NA,NA,NA,1,"","mus x mus","PWD_BUSNA","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-30",8,3,"1","2","EX",1131,"F","F1","1F","6.82",10.46,"P2",NA,"","PWD","BUSNA","outbred hybrids",5.714285714,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
"1357","LM0286","E57","E57aCDR",14.83,15.42,96.1738002594034,1.74,3,"primary",0,0,0,0,1,"","mus x mus","PWD_BUSNA","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-30",8,3,"1","2","EX",1131,"F","F1","1F","6.82",10.46,"P2",NA,"","PWD","BUSNA","outbred hybrids",5.714285714,2,"E64","E88","E88",NA,"E64:E88","NA E64 E88"
