"EH_ID","experiment","mouse_strain","primary_infection","challenge_infection","infection_history","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_type","oocyst_mean","OPG"
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10bVVZ",18.67,18.51,100.864397622907,1.11,5,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10bJLF",18.28,18.51,98.7574284170718,1.32,7,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10bQPC",18.85,18.51,101.836844948676,1.62,3,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10bVMF",18.63,18.51,100.64829821718,1.59,4,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aWDE",17.98,18.02,99.7780244173141,1.09,1,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aVMF",16.83,18.02,93.3962264150943,0.86,4,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aUZY",16.48,18.02,91.4539400665927,0.64,6,"primary",43,68,46,38,1,195,487500,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10bUZY",18.38,18.51,99.2976769313884,1.45,6,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10bWDE",18.51,18.51,100,1.27,1,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aFIA",16.78,18.02,93.118756936737,1.68,11,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aLQS",17.1,18.02,94.8945615982242,1.21,8,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aJLF",17.09,18.02,94.8390677025527,1.14,7,"primary",12,11,8,13,1,44,110000,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aFWR",18.02,18.02,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aVVZ",16.19,18.02,89.8446170921199,1.19,5,"primary",106,104,111,112,1,433,1082500,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10bDBR",18.22,18.51,98.4332793084819,1.22,2,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aSTP.1",17.25,18.02,95.7269700332963,1.26,9,"primary",0,0,2,0,1,2,5000,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aQPC",17.28,18.02,95.8934517203108,0.91,3,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aCYL",17.22,18.02,95.5604883462819,1.37,10,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10bLQS",17.77,18.51,96.0021609940572,1.63,8,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0377","E10","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E10aDBR",17.16,18.02,95.2275249722531,1.07,2,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aPSI",NA,15.36,NA,NA,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aWDM",NA,15.36,NA,NA,7,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aOIK",14.62,15.36,95.1822916666667,0.77,1,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aGNE",NA,15.36,NA,NA,8,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aHLL",15.65,15.36,101.888020833333,0.61,2,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aLNM",12.27,15.36,79.8828125,0.44,5,"primary",101,125,112,91,1,429,1072500,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aHEX",NA,15.36,NA,NA,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aIKD",NA,15.36,NA,NA,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aRJW",15.36,15.36,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aOAS",15.06,15.36,98.046875,1.25,3,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aZKY",13.56,15.36,88.28125,1.44,4,"primary",4,5,7,4,1,20,50000,"primary_E64",NA,NA
"LM0378","E10","PWD_PWD","E64","UNI","E64_UNI","E10aSAO",NA,15.36,NA,NA,6,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aKBF",13.7,14.8,92.5675675675676,0.98,2,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10bTSD",17.21,16.59,103.737191078963,0.68,8,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aTCS",15.81,14.8,106.824324324324,1.22,10,"primary",34,24,31,33,1,122,305000,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aQYU",13.41,14.8,90.6081081081081,1.14,4,"primary",3,0,1,1,1,5,12500,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aBRI",12.51,14.8,84.527027027027,0.72,5,"primary",135,162,185,191,1,673,1682500,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10bCYC",16.33,16.59,98.4327908378541,1.13,6,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aDIL",14.8,14.8,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10bQYU",16.29,16.59,98.1916817359855,0.75,4,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10bBRI",16.15,16.59,97.3477998794454,1.1,5,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aHRS",15.64,14.8,105.675675675676,1.22,9,"primary",1,1,2,4,1,8,20000,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aDWZ",14.32,14.8,96.7567567567568,0.63,1,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aJNY",14.23,14.8,96.1486486486486,1.35,3,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aDEM",15.14,14.8,102.297297297297,0.87,7,"primary",99,117,107,98,1,421,1052500,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10bKBF",16.32,16.59,98.372513562387,1.01,2,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aCYC",13.73,14.8,92.7702702702703,0.78,6,"primary",120,152,160,177,1,609,1522500,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aTSD",15.12,14.8,102.162162162162,1.33,8,"primary",14,11,13,12,1,50,125000,"primary_E64",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10bDEM",16.07,16.59,96.8655816757083,1.02,7,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10bJNY",15.88,16.59,95.7203134418324,0.86,3,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10bDWZ",16.59,16.59,100,1.13,1,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0379","E10","PWD_PWD","E64","UNI","E64_UNI","E10aVBF",15.77,14.8,106.554054054054,1.45,11,"primary",2,4,3,0,1,9,22500,"primary_E64",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10bWPM",19.16,19.44,98.559670781893,1.07,2,"challenge",0,0,0,0,1,0,0,"homologous_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aVIS",16.31,19.82,82.2906155398587,0.48,10,"primary",3,5,4,8,1,20,50000,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aNIC",16.42,19.82,82.8456104944501,0.34,9,"primary",242,207,258,220,1,927,2317500,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aVKF",17.02,19.82,85.8728557013118,0.3,8,"primary",67,81,81,86,1,315,787500,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aFPM",19.95,19.82,100.655903128153,0.69,1,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aKGF",20.81,19.82,104.994954591322,1.3,3,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10bWFI",19.09,19.44,98.1995884773662,1.21,4,"challenge",0,0,0,0,1,0,0,"homologous_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aVDW",19.82,19.82,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10bJVK",18.05,19.44,92.8497942386831,1.06,7,"challenge",16,30,11,17,1,74,185000,"homologous_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10bAOU",18.45,19.44,94.9074074074074,1.36,5,"challenge",51,53,34,51,1,189,472500,"homologous_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aWPM",20.88,19.82,105.348133198789,1.82,2,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aAOU",20.08,19.82,101.311806256307,0.98,5,"primary",4,4,5,7,1,20,50000,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10bSDV",18.22,19.44,93.7242798353909,1.04,6,"challenge",29,18,31,28,1,106,265000,"homologous_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aJVK",19.18,19.82,96.7709384460141,1.4,7,"primary",6,5,1,2,1,14,35000,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10bVKF",17.8,19.44,91.5637860082305,1.01,8,"challenge",0,2,1,2,1,5,12500,"homologous_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10bFPM",19.44,19.44,100,1.36,1,"challenge",0,0,0,0,1,0,0,"homologous_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aSDV",20.05,19.82,101.160443995964,1.23,6,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10bKGF",19.08,19.44,98.1481481481481,1.46,3,"challenge",0,0,0,0,1,0,0,"homologous_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aPVS",16.64,19.82,83.9556004036327,1.03,11,"primary",18,25,23,13,1,79,197500,"primary_E88",NA,NA
"LM0380","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aWFI",20.86,19.82,105.247225025227,1.54,4,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aIKU",14.81,14.8,100.067567567568,0.97,4,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aKXV",14.33,14.8,96.8243243243243,0.93,6,"primary",1,3,1,0,1,5,12500,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aOXT",15.07,14.8,101.824324324324,1.31,3,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aJTY",14.16,14.8,95.6756756756757,0.74,7,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aVYG",14.79,14.8,99.9324324324324,1.19,2,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aFIJ",NA,14.8,NA,NA,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aBAA",14.54,14.8,98.2432432432432,0.87,5,"primary",1,3,4,4,1,12,30000,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aADZ",11.74,14.8,79.3243243243243,0.34,8,"primary",8,3,15,11,1,37,92500,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aTJL",14.7,14.8,99.3243243243243,1.04,1,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aZWW",NA,14.8,NA,NA,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aZLC",NA,14.8,NA,NA,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0381","E10","SCHUNT_SCHUNT","E88","E88","E88_E88","E10aVKD",14.8,14.8,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aKAJ",16,17.96,89.086859688196,1.49,2,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aSDI",14.73,17.96,82.0155902004454,0.64,7,"primary",23,19,18,12,1,72,180000,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aYWJ",17.96,17.96,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aYYC",17.19,17.96,95.7126948775056,0.84,4,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aIFB",17.58,17.96,97.8841870824053,0.7,3,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aNLL",16.97,17.96,94.4877505567929,0.88,1,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aCDH",15.19,17.96,84.5768374164811,0.44,6,"primary",30,14,27,29,1,100,250000,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aBQF",14.03,17.96,78.1180400890868,NA,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aLZC",NA,17.96,NA,NA,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aHVE",15.81,17.96,88.0289532293987,0.66,5,"primary",8,15,18,15,1,56,140000,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aWOX",14.85,17.96,82.6837416481069,0.14,9,"primary",32,29,15,26,1,102,255000,"primary_E88",NA,NA
"LM0382","E10","PWD_PWD","E88","E88","E88_E88","E10aXZQ",14.97,17.96,83.3518930957684,0.27,8,"primary",25,22,33,39,1,119,297500,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aGAX",14.04,14.04,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aAWA",13.27,14.04,94.5156695156695,0.81,4,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aURA",13.28,14.04,94.5868945868946,0.97,2,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aAEX",11.17,14.04,79.5584045584046,NA,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aYQU",13.36,14.04,95.1566951566952,0.86,5,"primary",16,15,10,10,1,51,127500,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aHGR",13.84,14.04,98.5754985754986,1.06,3,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aZQR",NA,14.04,NA,NA,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aYFE",14.05,14.04,100.071225071225,1,6,"primary",9,2,4,10,1,25,62500,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aKAT",11.89,14.04,84.6866096866097,0.04,8,"primary",1,1,0,0,1,2,5000,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aPIY",12.74,14.04,90.7407407407407,0.49,7,"primary",14,12,8,9,1,43,107500,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aEFY",NA,14.04,NA,NA,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0383","E10","PWD_PWD","E88","E88","E88_E88","E10aRRD",13.59,14.04,96.7948717948718,0.68,1,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aUOP",18.79,19.28,97.4585062240664,0.97,3,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aKPA",17.85,19.28,92.5829875518672,1.39,7,"primary",2,1,2,0,1,5,12500,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aRPZ",17.94,19.28,93.0497925311203,1.42,4,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aMGW",15.94,19.28,82.6763485477178,0.21,9,"primary",119,65,124,87,1,395,987500,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aRQH",15.9,19.28,82.4688796680498,NA,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aAFG",19.29,19.28,100.051867219917,1.01,1,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aVNV",16.46,19.28,85.3734439834025,0.34,10,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aXBI",18.48,19.28,95.850622406639,1.18,6,"primary",2,1,1,6,1,10,25000,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aCIJ",19.29,19.28,100.051867219917,1.26,2,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aQIP",19.28,19.28,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aUFL",18.4,19.28,95.4356846473029,1.39,5,"primary",1,1,1,0,1,3,7500,"primary_E88",NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aWWH",16.19,19.28,83.9730290456432,0.56,8,"primary",11,16,4,14,1,45,112500,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10bBJK",16.83,16.83,100,1.54,1,"challenge",0,0,0,0,1,0,0,"heterologous_E64",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10bTJP",16.13,16.83,95.8407605466429,0.96,5,"challenge",3,5,6,17,1,31,77500,"heterologous_E64",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aVSN",16.56,15.6,106.153846153846,1.23,4,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10bMHK",16.7,16.83,99.2275698158051,2.07,3,"challenge",0,0,0,0,1,0,0,"heterologous_E64",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10bMTZ",15.9,16.83,94.4741532976827,1.77,7,"challenge",4,4,3,3,1,14,35000,"heterologous_E64",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10bXOY",15.57,16.83,92.5133689839572,1.75,6,"challenge",19,22,23,18,1,82,205000,"heterologous_E64",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aXOY",16.17,15.6,103.653846153846,0.84,6,"primary",0,0,0,1,1,1,2500,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aMTZ",16.14,15.6,103.461538461538,0.87,7,"primary",10,8,7,7,1,32,80000,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aMHK",16.51,15.6,105.833333333333,1.05,3,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aOGD",15.6,15.6,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aOEW",14.59,15.6,93.525641025641,0.36,9,"primary",6,12,17,6,1,41,102500,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aOPZ",16.14,15.6,103.461538461538,0.9,2,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aPNK",14.87,15.6,95.3205128205128,0.51,8,"primary",26,8,9,18,1,61,152500,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aBJK",15.79,15.6,101.217948717949,0.84,1,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aMYB",15.05,15.6,96.474358974359,0.89,11,"primary",3,3,1,5,1,12,30000,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aTJP",16.28,15.6,104.358974358974,0.98,5,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10aTXB",15.09,15.6,96.7307692307692,0.48,10,"primary",5,2,10,7,1,24,60000,"primary_E88",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10bVSN",16.33,16.83,97.0291146761735,1.76,4,"challenge",0,0,0,0,1,0,0,"heterologous_E64",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10bPNK",15.88,16.83,94.3553178847297,1.64,8,"challenge",0,0,0,0,1,0,0,"heterologous_E64",NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88_E64","E10bOPZ",16.51,16.83,98.0986333927511,1.76,2,"challenge",0,0,0,0,1,0,0,"heterologous_E64",NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88_E64","E10aRBK",14.9,16.9,88.1656804733728,0.73,7,"primary",4,3,0,1,1,8,20000,"primary_E88",NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88_E64","E10aQPG",13.99,16.9,82.7810650887574,0.25,8,"primary",59,40,51,33,1,183,457500,"primary_E88",NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88_E64","E10aOIN",16.28,16.9,96.3313609467456,1.24,4,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88_E64","E10aULI",16.9,16.9,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88_E64","E10aGAF",16.12,16.9,95.3846153846154,1.04,2,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88_E64","E10aVEX",15.81,16.9,93.5502958579882,1.33,6,"primary",2,0,1,0,1,3,7500,"primary_E88",NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88_E64","E10aQDD",NA,16.9,NA,NA,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E88",NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88_E64","E10aZTI",16.37,16.9,96.8639053254438,0.99,1,"primary",0,0,0,0,1,0,0,"primary_E88",NA,NA
