"EH_ID","experiment","mouse_strain","primary_infection","challenge_infection","infection_history","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution"
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aRQH",15.9,19.28,82.4688796680498,NA,11,"primary",NA,NA,NA,NA,1
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aAFG",19.29,19.28,100.051867219917,1.01,1,"primary",0,0,0,0,1
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aVNV",16.46,19.28,85.3734439834025,0.34,10,"primary",0,0,0,0,1
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aXBI",18.48,19.28,95.850622406639,1.18,6,"primary",2,1,1,6,1
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aCIJ",19.29,19.28,100.051867219917,1.26,2,"primary",0,0,0,0,1
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aQIP",19.28,19.28,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aUFL",18.4,19.28,95.4356846473029,1.39,5,"primary",1,1,1,0,1
"LM0384","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aWWH",16.19,19.28,83.9730290456432,0.56,8,"primary",11,16,4,14,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10bBJK",16.83,16.83,100,1.54,1,"challenge",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10bTJP",16.13,16.83,95.8407605466429,0.96,5,"challenge",3,5,6,17,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aVSN",16.56,15.6,106.153846153846,1.23,4,"primary",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10bMHK",16.7,16.83,99.2275698158051,2.07,3,"challenge",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10bMTZ",15.9,16.83,94.4741532976827,1.77,7,"challenge",4,4,3,3,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10bXOY",15.57,16.83,92.5133689839572,1.75,6,"challenge",19,22,23,18,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aXOY",16.17,15.6,103.653846153846,0.84,6,"primary",0,0,0,1,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aMTZ",16.14,15.6,103.461538461538,0.87,7,"primary",10,8,7,7,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aMHK",16.51,15.6,105.833333333333,1.05,3,"primary",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aOGD",15.6,15.6,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aOEW",14.59,15.6,93.525641025641,0.36,9,"primary",6,12,17,6,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aOPZ",16.14,15.6,103.461538461538,0.9,2,"primary",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aPNK",14.87,15.6,95.3205128205128,0.51,8,"primary",26,8,9,18,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aBJK",15.79,15.6,101.217948717949,0.84,1,"primary",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aMYB",15.05,15.6,96.474358974359,0.89,11,"primary",3,3,1,5,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aTJP",16.28,15.6,104.358974358974,0.98,5,"primary",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10aTXB",15.09,15.6,96.7307692307692,0.48,10,"primary",5,2,10,7,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10bVSN",16.33,16.83,97.0291146761735,1.76,4,"challenge",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10bPNK",15.88,16.83,94.3553178847297,1.64,8,"challenge",0,0,0,0,1
"LM0385","E10","SCHUNT_SCHUNT","E88","E64","E88:E64","E10bOPZ",16.51,16.83,98.0986333927511,1.76,2,"challenge",0,0,0,0,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aRBK",14.9,16.9,88.1656804733728,0.73,7,"primary",4,3,0,1,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aQPG",13.99,16.9,82.7810650887574,0.25,8,"primary",59,40,51,33,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aOIN",16.28,16.9,96.3313609467456,1.24,4,"primary",0,0,0,0,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aULI",16.9,16.9,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aGAF",16.12,16.9,95.3846153846154,1.04,2,"primary",0,0,0,0,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aVEX",15.81,16.9,93.5502958579882,1.33,6,"primary",2,0,1,0,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aQDD",NA,16.9,NA,NA,11,"primary",NA,NA,NA,NA,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aZTI",16.37,16.9,96.8639053254438,0.99,1,"primary",0,0,0,0,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aRNY",15.53,16.9,91.8934911242604,0.99,5,"primary",1,2,2,2,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aVIW",NA,16.9,NA,NA,10,"primary",NA,NA,NA,NA,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aXIP",13.65,16.9,80.7692307692308,NA,9,"primary",NA,NA,NA,NA,1
"LM0386","E10","PWD_PWD","E88","E64","E88:E64","E10aKVQ",16.32,16.9,96.5680473372781,0.99,3,"primary",0,0,0,0,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aYHQ",12.41,14.16,87.6412429378531,0.58,2,"primary",0,0,0,0,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aVRV",14.16,14.16,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aSUW",12.32,14.16,87.0056497175141,0.36,3,"primary",0,0,0,0,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aQCJ",11.78,14.16,83.1920903954802,0.4,5,"primary",7,1,10,4,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aZSP",NA,14.16,NA,NA,11,"primary",NA,NA,NA,NA,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aBBQ",12.74,14.16,89.9717514124294,0.59,4,"primary",0,0,0,0,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aOJA",11.45,14.16,80.8615819209039,NA,9,"primary",NA,NA,NA,NA,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aSPY",NA,14.16,NA,NA,10,"primary",NA,NA,NA,NA,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aCXR",12.04,14.16,85.0282485875706,0.4,6,"primary",1,4,2,4,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aCCE",11.63,14.16,82.1327683615819,0.11,8,"primary",3,1,2,1,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aJLH",11.76,14.16,83.0508474576271,0.73,7,"primary",1,0,0,0,1
"LM0387","E10","PWD_PWD","E88","E64","E88:E64","E10aMMQ",12.96,14.16,91.5254237288136,0.41,1,"primary",0,0,0,0,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aCSK",18.73,22.81,82.1131082858396,0.31,9,"primary",47,52,40,43,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aGRR",22.64,22.81,99.2547128452433,0.59,1,"primary",0,0,0,0,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aRHN",22.29,22.81,97.7202981148619,1.1,4,"primary",0,0,0,0,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aDGI",19.36,22.81,84.8750548005261,0.33,10,"primary",59,72,65,41,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aVPQ",21.14,22.81,92.6786497150373,1.66,6,"primary",3,1,2,5,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aSHK",22.08,22.81,96.799649276633,0.73,2,"primary",0,0,0,0,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aHZR",19.45,22.81,85.2696185883385,0.56,8,"primary",4,4,17,21,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aCCB",18.01,22.81,78.9565979833406,0.18,11,"primary",0,2,2,2,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aUEE",21.6,22.81,94.6953090749671,1.42,5,"primary",0,0,0,0,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aSIS",21.96,22.81,96.2735642262166,1,3,"primary",0,0,0,0,1
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aKDN",22.81,22.81,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0388","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aGRE",20.87,22.81,91.4949583516002,0.96,7,"primary",0,1,0,1,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aSZV",18.82,19.47,96.6615305598357,1.13,2,"primary",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aPZH",18.54,19.47,95.2234206471494,1.4,7,"primary",0,1,2,1,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aEVS",19.47,19.47,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aFDU",18.8,19.47,96.5588084232152,1.57,3,"primary",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aHBV",17.26,19.47,88.6492039034412,1.02,11,"primary",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aVXW",17.29,19.47,88.8032871083719,0.53,8,"primary",12,18,12,16,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10bSZV",19.42,18.91,102.69698572184,1.64,2,"challenge",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aNPL",18.46,19.47,94.8125321006677,1.8,6,"primary",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10bWMA",18.91,18.91,100,1.49,1,"challenge",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10bPZH",19.57,18.91,103.490216816499,1.28,7,"challenge",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10bLQI",19.97,18.91,105.60549973559,1.33,5,"challenge",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10bNPL",19.64,18.91,103.86039132734,1.49,6,"challenge",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aLZO",17.09,19.47,87.7760657421674,0.6,10,"primary",0,1,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aLQI",18.46,19.47,94.8125321006677,1.25,5,"primary",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aCTL",19.08,19.47,97.9969183359014,1.35,4,"primary",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10bVXW",19.64,18.91,103.86039132734,1.07,8,"challenge",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10bFDU",19.52,18.91,103.225806451613,1.38,3,"challenge",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aUMB",16.26,19.47,83.5130970724191,0.41,9,"primary",4,8,4,6,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10aWMA",18.85,19.47,96.8156137647663,0.97,1,"primary",0,0,0,0,1
"LM0389","E10","SCHUNT_SCHUNT","E88","UNI","E88:UNI","E10bCTL",20.06,18.91,106.081438392385,1.8,4,"challenge",0,0,0,0,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aQYJ",13.02,16.32,79.7794117647059,NA,9,"primary",NA,NA,NA,NA,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aQWN",NA,16.32,NA,NA,10,"primary",NA,NA,NA,NA,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aYKI",16.23,16.32,99.4485294117647,1.12,4,"primary",0,0,0,0,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aUOJ",15.45,16.32,94.6691176470588,1.28,2,"primary",0,0,0,0,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aNCK",15.22,16.32,93.2598039215686,0.46,7,"primary",9,15,16,17,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aYOG",NA,16.32,NA,NA,11,"primary",NA,NA,NA,NA,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aKJG",16.64,16.32,101.960784313725,0.9,6,"primary",29,15,21,31,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aMLP",16.32,16.32,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aJPT",15.52,16.32,95.0980392156863,0.62,1,"primary",0,0,0,0,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aOHD",16.94,16.32,103.799019607843,0.84,5,"primary",1,1,3,2,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aPMC",13.51,16.32,82.781862745098,0.17,8,"primary",5,2,2,0,1
"LM0390","E10","PWD_PWD","E88","UNI","E88:UNI","E10aLGU",16.08,16.32,98.5294117647059,1.34,3,"primary",0,0,0,0,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aCLH",NA,15.73,NA,NA,11,"primary",NA,NA,NA,NA,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aHBZ",14.68,15.73,93.3248569612206,1.26,4,"primary",0,0,0,0,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aKZW",11.69,15.73,74.3165924984107,0.15,8,"primary",3,0,3,4,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aHXV",NA,15.73,NA,NA,9,"primary",NA,NA,NA,NA,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aNPM",13.02,15.73,82.7717736808646,0.76,6,"primary",4,7,5,2,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aQHK",13.93,15.73,88.5568976478067,0.96,1,"primary",0,0,0,0,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aCXG",14.73,15.73,93.6427209154482,1.53,3,"primary",0,0,0,0,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aNNQ",NA,15.73,NA,NA,10,"primary",NA,NA,NA,NA,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aXCI",14.28,15.73,90.7819453273999,1.26,2,"primary",0,0,0,0,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aGYU",14.05,15.73,89.319771137953,0.57,7,"primary",4,3,8,6,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aZYQ",13.27,15.73,84.3610934520025,0.96,5,"primary",31,38,28,26,1
"LM0391","E10","PWD_PWD","E88","UNI","E88:UNI","E10aUKB",15.73,15.73,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aKYA",25.68,24.31,105.635540929659,1.59,10,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bSZX",28.39,28.98,97.9641131815045,1.88,2,"challenge",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bYZU",28.74,28.98,99.1718426501035,1.54,8,"challenge",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aICP",24.31,24.31,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bOKS",28.44,28.98,98.1366459627329,1.4,7,"challenge",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bVWS",28.44,28.98,98.1366459627329,1.76,5,"challenge",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aYZU",25.42,24.31,104.566022213081,1.8,8,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aVWS",24.97,24.31,102.714932126697,1.25,5,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aCBB",21.16,24.31,87.0423693953106,0.82,4,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aZNH",25.39,24.31,104.442616207322,1.29,6,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aWDE.1",23.54,24.31,96.8325791855204,1.19,3,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aQUW",23.69,24.31,97.4496092143151,1.39,1,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aZVP",26.01,24.31,106.993006993007,1.42,11,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aSZX",24.75,24.31,101.809954751131,1.28,2,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bZNH",28.58,28.98,98.6197377501725,1.55,6,"challenge",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aXVU",25.6,24.31,105.306458247635,1.63,9,"primary",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bWDE.1",28.49,28.98,98.3091787439613,1.82,3,"challenge",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bQUW",28.98,28.98,100,1.63,1,"challenge",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bCBB",28.25,28.98,97.4810213940649,1.8,4,"challenge",0,0,0,0,1
"LM0392","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aOKS",25.29,24.31,104.031262854792,2.25,7,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aYFO",16.97,16.97,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aYSJ",17.8,16.97,104.89098408957,1.51,5,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bEEB",19.17,19.68,97.4085365853659,1.27,7,"challenge",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aOET",17.82,16.97,105.008839127873,0.83,8,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bOVS",19.49,19.68,99.0345528455284,1.26,3,"challenge",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aSQR",17.73,16.97,104.47849145551,0.86,9,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aGBB",17.27,16.97,101.767825574543,1.3,2,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aQTG",17.66,16.97,104.06599882145,0.93,6,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bQTG",19.22,19.68,97.6626016260163,0.72,6,"challenge",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bOET",19.55,19.68,99.3394308943089,1.16,8,"challenge",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aEEB",17.57,16.97,103.535651149087,0.81,7,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aRZO",17.19,16.97,101.296405421332,0.58,11,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aTDF",17.18,16.97,101.23747790218,1.12,10,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bVKD.1",19.1,19.68,97.0528455284553,1.26,4,"challenge",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bYSJ",19.1,19.68,97.0528455284553,1.37,5,"challenge",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aOVS",17.69,16.97,104.242781378904,1.33,3,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aXHF",17.48,16.97,103.005303476724,0.58,1,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bXHF",19.68,19.68,100,1.71,1,"challenge",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10aVKD.1",17.81,16.97,104.949911608721,1.91,4,"primary",0,0,0,0,1
"LM0393","E10","SCHUNT_SCHUNT","UNI","UNI","UNI:UNI","E10bGBB",19.48,19.68,98.9837398373984,1.42,2,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bGDN",18.25,18.23,100.109709270433,0.96,6,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bMSM",18.13,18.23,99.4514536478332,1.17,5,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aMTH",14.48,14.48,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aMJU",17.02,14.48,117.541436464088,1.16,9,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bDFU",18.37,18.23,100.767964893033,1.5,4,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aZTV",16.83,14.48,116.229281767956,0.76,10,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bCQA",18.46,18.23,101.261656609984,1.14,7,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aCQA",16.65,14.48,114.986187845304,1.09,7,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bJTJ",17.81,18.23,97.6961053208996,1.5,3,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aDFU",16.05,14.48,110.842541436464,1.13,4,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bXCZ",19.11,18.23,104.827207899067,1.08,8,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aGDN",16.44,14.48,113.53591160221,1.02,6,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aXCZ",16.73,14.48,115.538674033149,0.8,8,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bABE",18.29,18.23,100.3291278113,1.45,2,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bCWZ",18.23,18.23,100,1.67,1,"challenge",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aMSM",16.29,14.48,112.5,1.24,5,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aJTJ",16.33,14.48,112.776243093923,1.46,3,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aABE",16.01,14.48,110.566298342541,0.83,2,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aCWZ",16.23,14.48,112.085635359116,0.9,1,"primary",0,0,0,0,1
"LM0394","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aUTY",16.76,14.48,115.745856353591,0.9,11,"primary",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aPON",15.32,15.38,99.6098829648895,0.6,8,"primary",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aMFX",15.44,15.38,100.390117035111,0.49,11,"primary",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aYFN",15.29,15.38,99.4148244473342,0.89,7,"primary",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aDGV",14.58,15.38,94.7984395318596,0.62,5,"primary",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aRFH",14.94,15.38,97.1391417425228,0.66,6,"primary",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aETD",14.65,15.38,95.2535760728219,0.56,3,"primary",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bPON",17.74,16.91,104.908338261384,0.91,8,"challenge",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bWYZ",16.96,16.91,100.295683027794,1.19,2,"challenge",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bETD",17,16.91,100.53222945003,1.18,3,"challenge",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10aZIW",15.38,15.38,100,NA,0,"primary",NA,NA,NA,NA,NA
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bRFH",17.27,16.91,102.128917800118,0.98,6,"challenge",0,0,0,0,1
"LM0395","E10","PWD_PWD","UNI","UNI","UNI:UNI","E10bYFN",17.18,16.91,101.596688350089,0.96,7,"challenge",0,0,0,0,1
