Mouse_ID,Transect,State,Address,Code,Latitude,Longitude,Sex,Status,Species,Year,Capture,Dissection,Dissectors,Ectoparasites,Body_weight,Body_length,Tail_length,Spleen_mass,Left_Testis_mass,Right_Testis_mass,Left.epididymis.weight,Seminal.vesicle.weight,Left.ovarium.weight,Right.ovarium.weight,Total,Embryo_left,Embryo_right,Feces_weight
ZZ_0025,HZ_BR,Germany,GROSSV1,NA,53.005087,13.560222,male,NA,apodemus,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
ZZ_0026,HZ_BR,Germany,GROSSV1,NA,53.005087,13.560222,female,NA,apodemus,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41
ZZ_0027,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,young,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21
ZZ_0028,HZ_BR,Germany,Weesow Siedlungstrasse 14,NA,NA,NA,male,NA,apodemus,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24
ZZ_0029,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.960206,14.01867,male,NA,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49
ZZ_0030,HZ_BR,Germany,Waldstrasse 1,NA,51.974531,14.054357,female,NA,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57
ZZ_0031,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.960206,14.01867,male,young,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
ZZ_0032,HZ_BR,Germany,GROSSV1,NA,53.005087,13.560222,NA,NA,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44
ZZ_0033,HZ_BR,Germany,Weesow Siedlungstrasse 14,NA,NA,NA,NA,NA,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
ZZ_0034,HZ_BR,Germany,Ringenwalderstr 31,NA,53.033482,13.711559,NA,pregnant,apodemus,2017,15/09/17,16/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
ZZ_0035,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,NA,NA,apodemus,2017,15/09/17,16/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31
ZZ_0036,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,NA,NA,male,NA,apodemus,2017,16/09/17,17/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
ZZ_0037,HZ_BR,Germany,"Nauener Chaussee 23, 16766 Kremmen, Germany",NA,52.729722,12.9925,male,young,apodemus,2017,16/09/17,17/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82 but mixed with ZZ_0038
ZZ_0038,HZ_BR,Germany,"Nauener Chaussee 23, 16766 Kremmen, Germany",NA,52.729722,12.9925,female,adult,apodemus,2017,16/09/17,17/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82 but mixed with ZZ_0037
ZZ_0039,HZ_BR,Germany,"Nauener Chaussee 23, 16766 Kremmen, Germany",NA,52.729722,12.9925,female,adult,apodemus,2017,16/09/17,17/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08
ZZ_0040,HZ_BR,Germany,"Nauener Chaussee 23, 16766 Kremmen, Germany",NA,52.729722,12.9925,NA,NA,NA,2017,16/09/17,17/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZZ_0041,HZ_BR,Germany,alte dorfstrasse 2,NA,NA,NA,female,adult,bank vole,2017,17/09/17,18/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZZ_0042,HZ_BR,Germany,alte dorfstrasse 2,NA,NA,NA,female,adult,apodemus,2017,17/09/17,18/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36
ZZ_0043,HZ_BR,Germany,alte dorfstrasse 2,NA,NA,NA,female,adult,apodemus,2017,17/09/17,18/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67
ZZ_0044,HZ_BR,Germany,alte dorfstrasse 2,NA,NA,NA,female,adult,apodemus,2017,17/09/17,18/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52
ZZ_0045,HZ_BR,Germany,alte dorfstrasse 2,NA,NA,NA,female,adult,apodemus,2017,17/09/17,18/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74
ZZ_0046,HZ_BR,Germany,alte dorfstrasse 2,NA,NA,NA,female,adult,apodemus,2017,17/09/17,18/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
ZZ_0047,HZ_BR,Germany,hagener weg 9,NA,NA,NA,NA,NA,apodemus,2017,17/09/17,18/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
ZZ_0048,HZ_BR,Germany,Dorfstrasse 11,NA,NA,NA,male,adult,apodemus,2017,17/09/17,18/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
ZZ_0049,HZ_BR,Germany,Sonnenallee 1,NA,NA,NA,male,adult,apodemus,2017,17/09/17,18/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3
ZZ_0050,HZ_BR,Germany,hagener weg 9,NA,NA,NA,female,adult,apodemus,2017,17/09/17,18/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24
ZZ_0051,HZ_BR,Germany,parkweg,NA,NA,NA,NA,NA,apodemus,2017,17/09/17,18/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29
ZZ_0052,HZ_BR,Germany,camping place niederfinow,NA,NA,NA,female,NA,apodemus,2017,17/09/17,18/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21
ZZ_0053,HZ_BR,Germany,Wochowseer Dorfstrasse 3 15859 Storkow (Mark),NA,52.22625,13.903883,female,adult,bank vole,2017,27/09/2017,28/09/2017,German,FALSE,24.335,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,758
ZZ_0054,HZ_BR,Germany,"Bugker dorfstrasse 7, 15859 Storkow (Mark), Germany",NA,52.19469,13.917837,male,NA,dead apodemus,2017,28/09/2017,29/09/2017,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZZ_0055,HZ_BR,Germany,Kobande,NA,53.61532,11.9645,male,young,apodemus,2017,05/10/17,06/10/17,German,FALSE,6.721,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,195
ZZ_0056,HZ_BR,Germany,Kobande,NA,53.61532,11.9645,male,NA,apodemus agrarius,2017,05/10/17,06/10/17,German,FALSE,17.057,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,473
ZZ_0057,HZ_BR,Germany,im bauerndorf 12 17214 Sliz,NA,53.51885,12.4464,female,adult,apodemus,2017,05/10/17,06/10/17,German,FALSE,28.57,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,534
ZZ_0058,HZ_BR,Germany,Dorfstrasse 38 19406 Dabel,NA,53.67768,11.8673,male,adult,apodemus,2017,05/10/17,06/10/17,German,FALSE,34.331,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,798
ZZ_0059,HZ_BR,Germany,b?sow,NA,53.91909,11.2138,male,adult,apodemus,2017,05/10/17,06/10/17,German,TRUE,36.443,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,987
ZZ_0060,HZ_BR,Germany,im bauerndorf 12 17214 Sliz,NA,53.51885,12.4464,NA,NA,apodemus,2017,05/10/17,06/10/17,German,TRUE,31.832,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,1074
ZZ_0061,HZ_BR,Germany,Reiterhof biesenthal kirschallee 10 16359 biesenthal,NA,52.776968,13.641412,female,NA,apodemus,2017,19/10/17,20/10/17,German,TRUE,18.953,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,182
ZZ_0062,HZ_BR,Germany,Reiterhof biesenthal kirschallee 10 16359 biesenthal,NA,52.776968,13.641412,NA,NA,apodemus,2017,19/10/17,20/10/17,German,FALSE,16.939,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,486
ZZ_0063,HZ_BR,Germany,Alt-wilkendorf 24 16345 Altlandsberg,NA,52.610754,13.908386,male,NA,apodemus,2017,19/10/17,20/10/17,German,TRUE,27.788,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,612
ZZ_0064,HZ_BR,Germany,Alt-wilkendorf 24 16345 Altlandsberg,NA,52.610754,13.908386,female,NA,apodemus,2017,19/10/17,20/10/17,German,FALSE,44.371,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415
ZZ_0065,HZ_BR,Germany,Helenauer weg 10 16321 Bernau,NA,52.63889,13.635054,female,NA,apodemus,2017,19/10/17,20/10/17,German,FALSE,27.785,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,916
ZZ_0066,HZ_BR,Germany,Helenauer weg 10 16321 Bernau,NA,52.63889,13.635054,female,NA,apodemus,2017,19/10/17,20/10/17,German,FALSE,21.141,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,611
ZZ_0067,HZ_BR,Germany,Paulshof,NA,52.58066,13.69555,female,NA,apodemus,2017,19/10/17,20/10/17,German,FALSE,13.095,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,217
ZZ_0068,HZ_BR,Germany,Balancia weesoweg dorfstrasse 17,NA,52.649442,13.720338,female,NA,apodemus,2017,19/10/17,20/10/17,German,FALSE,15.714,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,876
ZZ_0069,HZ_BR,Germany,Balancia weesoweg dorfstrasse 17,NA,52.649442,13.720338,female,NA,apodemus,2017,19/10/17,20/10/17,German,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ZZ_0070,HZ_BR,Germany,Alt-wilkendorf 24 16345 Altlandsberg,NA,52.610754,13.908386,male,,apodemus,2017,19/10/17,20/10/17,German,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ZZ_0071,HZ_BR,Germany,Alt-wilkendorf 24 16345 Altlandsberg,NA,52.610754,13.908386,male,,apodemus,2017,19/10/17,20/10/17,German,NA,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ZZ_0072,HZ_BR,Germany,Alt-wilkendorf 24 16345 Altlandsberg,NA,52.610754,13.908386,female,,apodemus,2017,19/10/17,20/10/17,German,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ZZ_0073,HZ_BR,Germany,Helenauer weg 10 16321 Bernau,NA,52.63889,13.635054,female,,apodemus,2017,19/10/17,20/10/17,German,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ZZ_0074,HZ_BR,Germany,"Kirschallee 3, 03205 Mlode",NA,51.775877,13.957539,male,young,rattus,2017,24/10/17,25/10/17,German,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287
