Mouse_ID,Transect,State,Address,Code,Latitude,Longitude,Sex,Status,Species,Year,Capture,Dissection,Dissectors,Ectoparasites,Body_weight,Body_length,Tail_length,Spleen_mass,Left_Testis_mass,Right_Testis_mass,Left.epididymis.weight,Seminal.vesicle.weight,Left.ovarium.weight,Right.ovarium.weight,Total,Embryo_left,Embryo_right,Feces_weight
AA_0337,HZ_BR,Germany,Alte Heerstrasse 39,NA,52.7667,14.0817,female,post partum,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,14.58,81.18,73.78,21,NA,NA,NA,NA,0.0033,0.0039,0.0072,0,0,0.6
AA_0338,HZ_BR,Germany,Spreehagenstr. 1 15754 Heidesee,NA,52.269419,13.834069,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,17.49,82.87,90.18,0.0371,0.0827,0.0852,0.0257,148,NA,NA,NA,NA,NA,0.75
AA_0339,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,17.63,84.42,81.46,0.0524,0.0579,0.0617,0.0226,0.1852,NA,NA,NA,NA,NA,0.21
AA_0340,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,female,pregnant,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,22.19,80.3,73.83,0.0231,NA,NA,NA,NA,NA,NA,NA,3,2,0.13
AA_0341,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,15.8,80.13,63.74,0.0334,NA,NA,NA,NA,0.0046,0.0039,NA,0,0,0.54
AA_0342,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,female,pregnant,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,17.21,78.79,76.52,36,NA,NA,NA,NA,NA,NA,NA,1,2,0.1
AA_0343,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.960206,14.01867,female,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,14.79,80.06,73.72,0.0414,NA,NA,NA,NA,0.0042,0.0064,0.0106,0,0,0.13
AA_0344,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,17.24,87.46,73.57,0.06,NA,NA,NA,NA,NA,NA,NA,0,0,0.38
AA_0345,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,young,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,9.25,64.07,58.32,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
AA_0346,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,19.29,86.1,77.13,0.05,NA,NA,NA,NA,NA,NA,NA,0,0,0.73
AA_0347,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,young,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,6.77,64.54,59.54,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
AA_0348,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,17.49,77.47,67.8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
AA_0349,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,18.27,90.95,73.72,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,2 mice same cage ^!! 0.49
AA_0350,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,NA,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,17.18,80.78,71.76,0.05,0.0651,0.0662,0.0176,54,NA,NA,NA,NA,NA,0.45
AA_0351,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,20.27,94.9,77.88,0.2,NA,NA,NA,NA,NA,NA,NA,0,0,0.14
AA_0352,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,NA,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,16.56,79.77,70.3,0.04,0.07,77,17,91,NA,NA,NA,NA,NA,1.24
AA_0353,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,18.85,86.95,77.48,0.04,NA,NA,NA,NA,NA,NA,NA,0,0,0.58
AA_0354,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,young,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,7.22,61.21,59.6,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.08
AA_0355,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,20.09,85.06,79.03,0.16,NA,NA,NA,NA,NA,NA,NA,0,0,0.41
AA_0356,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,female,young,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,7.75,60.66,53.39,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,0.16
AA_0357,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,10.83,69.37,63.34,0.07,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0358,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,pregnant,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,26.7,89.31,73.95,0.09,NA,NA,NA,NA,NA,NA,NA,0,0,0.05
AA_0359,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,male,young,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,9.97,68.21,53.64,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44
AA_0360,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,NA,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,10.9,70.26,68.28,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0361,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,male,NA,Mus musculus,2017,15/09/17,15/09/17,Czech,FALSE,19.62,86.14,86.12,0.0601,0.0693,0.0739,0.0247,0.1498,NA,NA,NA,NA,NA,NA
AA_0362,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,male,NA,Mus musculus,2017,15/09/17,15/09/17,Czech,FALSE,15.11,82.76,78.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0363,HZ_BR,Germany,Berghof 2 15859 Rieplos (Storkow) agrarunternehmer,NA,52.276343,13.897624,male,NA,Mus musculus,2017,15/09/17,15/09/17,Czech,FALSE,14.29,74.15,Def,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0364,HZ_BR,Germany,Berghof 2 15859 Rieplos (Storkow) agrarunternehmer,NA,52.276343,13.897624,female,NA,Mus musculus,2017,15/09/17,15/09/17,Czech,FALSE,18.4,85.41,89.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0365,HZ_BR,Germany,Birkenweg 16 16259 Dannenberg,NA,52.771519,13.957859,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,13.12,73.7,70.01,0.0306,0.0472,0.0528,0.0116,0.0412,NA,NA,NA,NA,NA,0.08
AA_0366,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,11.88,71.9,68.31,0.0187,0.0694,0.0726,0.0105,0.0047,NA,NA,NA,NA,NA,0.33
AA_0367,HZ_BR,Germany,Birkenweg 16 16259 Dannenberg,NA,52.771519,13.957859,female,post partum,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.87,82.73,73.19,0.0567,NA,NA,NA,NA,0.0043,0.0061,0.0104,0,0,0.06
AA_0368,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.53,88.37,74.11,0.0476,NA,NA,NA,NA,0.0064,0.0057,0.0121,0,0,0.51
AA_0369,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,TRUE,17.97,84.51,74.11,0.0558,0.0658,0.0673,0.0147,0.0596,NA,NA,NA,NA,NA,0.75
AA_0370,HZ_BR,Germany,"Seeweg 6, 15859 Storkow (Mark), Germany",NA,52.209057,13.876947,female,pregnant,Mus musculus,2017,15/09/17,16/09/17,Czech,TRUE,20.34,84.42,83.35,147,NA,NA,NA,NA,NA,NA,NA,2,5,0.73
AA_0371,HZ_BR,Germany,Birkenweg 16 16259 Dannenberg,NA,52.771519,13.957859,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,13.96,74.4,72.8,0.0481,NA,NA,NA,NA,0.0019,0.0025,0.0044,0,0,0.29
AA_0372,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,12.91,76.76,71.6,0.0263,NA,NA,NA,NA,0.0024,0.0023,0.0047,0,0,0.03
AA_0373,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,21.69,91.3,86.15,0.0287,NA,NA,NA,NA,0.0073,0.0105,0.0178,0,0,0.77
AA_0374,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.4,77.68,79.36,0.0246,0.0406,0.0419,0.0124,0.0725,NA,NA,NA,NA,NA,0.22
AA_0375,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.8,81.48,def,0.0305,46,48,0.0164,0.0861,NA,NA,NA,NA,NA,0.19
AA_0376,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.72,84.36,78.88,0.0319,NA,NA,NA,NA,0.0032,0.0042,0.0074,0,0,0.65
AA_0377,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,pregnant,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,22.69,88.89,79.37,0.0452,NA,NA,NA,NA,NA,NA,NA,4,5,0.36
AA_0378,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,20.77,87.96,71.88,0.0456,0.0612,0.0623,0.0209,0.1232,NA,NA,NA,NA,NA,0.28
AA_0379,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.54,80.22,76.33,0.0168,0.0621,0.0638,0.0133,0.0088,NA,NA,NA,NA,NA,0.01
AA_0380,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.27,83.7,78.01,0.0406,NA,NA,NA,NA,0.0021,0.0034,0.0055,0,0,0.2
AA_0381,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,13.07,73.4,76.44,24,15,0.0162,0.0034,NA,NA,NA,NA,NA,NA,0.06
AA_0382,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,24.14,92.59,81.16,0.0769,NA,NA,NA,NA,NA,NA,NA,0,0,0.92
AA_0383,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,17.35,77.4,69.3,0.0267,0.0775,0.0785,0.0218,0.1403,NA,NA,NA,NA,NA,0.56
AA_0384,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,pregnant,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.61,79.55,74.26,0.0331,NA,NA,NA,NA,NA,NA,NA,4,1,0.33
AA_0385,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.42,78.95,70.3,0.0356,72,0.0718,0.0147,0.0193,NA,NA,NA,NA,NA,0.29
AA_0386,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,9.09,64.49,58.53,0.0118,0.0121,0.0081,NA,NA,NA,NA,NA,NA,NA,0.32
AA_0387,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,pregnant,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,18.33,80.84,86.96,0.0242,NA,NA,NA,NA,NA,NA,NA,5,5,0.78
AA_0388,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.03,81.28,76.11,0.0339,0.0417,0.0439,0.0168,0.0417,NA,NA,NA,NA,NA,0.05
AA_0389,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.33,81.51,75.03,33,0.0594,0.0644,0.0209,0.1044,NA,NA,NA,NA,NA,0.25
AA_0390,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.94,80.19,71.35,0.0252,0.0107,0.0113,NA,NA,NA,NA,NA,NA,NA,0.86
AA_0391,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,18.73,79.98,70.91,0.0321,0.0596,0.0637,0.0248,131,NA,NA,NA,NA,NA,0.92
AA_0392,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,young,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,10.94,71.93,68.93,0.0281,NA,NA,NA,NA,0.0021,0.0015,0.0036,0,0,0.06
AA_0393,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,post partum,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,19.03,85.09,75.59,49,NA,NA,NA,NA,NA,NA,NA,0,0,0.13
AA_0394,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.82,83.2,78.85,0.0275,NA,NA,NA,NA,3,0.0034,0.0064,0,0,0.6
AA_0395,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,NA,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,7.98,62.51,58.21,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
AA_0396,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,13.89,77.14,71.84,0.05,NA,NA,NA,NA,NA,NA,NA,0,0,0.01
AA_0397,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,male,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,9.09,65.73,58.12,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
AA_0398,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,11.06,68.72,62.18,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,0.18
AA_0399,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,TRUE,17.73,85.83,42.77,0.07,NA,NA,NA,NA,NA,NA,NA,0,0,0.28
AA_0400,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,female,young,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,8.63,64.55,47.5,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,0.3
AA_0401,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,TRUE,14.04,75.24,67.14,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,0.27
AA_0402,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,20.85,83.73,88.63,0.06,NA,NA,NA,NA,NA,NA,NA,0,0,0.01
AA_0403,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,male,adult,Mus musculus,2017,15/09/17,16/09/17,German,TRUE,16,77.24,77.13,0.03,0.0537,0.0532,0.0196,0.0738,NA,NA,NA,NA,NA,0.67
AA_0404,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,female,young,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,8.06,60.24,54.37,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,0.63
AA_0405,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,10.22,67.59,67.95,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54
AA_0406,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,13.4,73.71,63.71,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.31
AA_0407,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,male,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,10.87,70.13,59.16,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35
AA_0408,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,12.48,69.31,63.5,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.39
AA_0409,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,12.98,67.4,69.74,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.74
AA_0410,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,18.45,79.2,72.83,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.18
AA_0411,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,20.47,85.44,80.07,0.04,NA,NA,NA,NA,NA,NA,NA,0,0,0.88
AA_0412,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,pregnant,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,22.85,86.27,76.94,0.06,NA,NA,NA,NA,NA,NA,NA,2,0,0.58
AA_0413,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,TRUE,20.03,84.76,79.89,0.05,NA,NA,NA,NA,NA,NA,NA,0,0,0.16
AA_0414,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,20.88,85.22,64.48,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,1.06
AA_0415,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,young,Mus musculus,2017,15/09/2017,15/09/2017,Czech,FALSE,5.83,55.62,61.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0416,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,male,adult,Mus musculus,2017,15/09/2017,15/09/2017,Czech,FALSE,12.47,75.09,69.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0417,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,young,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,8.44,66.83,70.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0418,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,adult,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,14.04,73.11,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0419,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,female,young,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,8.1,61.75,65.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0420,HZ_BR,Germany,Kleinbarmim 28 15320 Alt-Barmim,NA,52.682267,14.272369,male,adult,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,12.69,72.44,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0421,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,male,adult,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,15.92,77.13,88.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0422,HZ_BR,Germany,Wriezenerstrasse 38 15324 Letschin,NA,52.650636,14.321503,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,16.88,80.69,71.77,0.0366,0.0762,0.0775,0.0235,119,NA,NA,NA,NA,NA,0.29
AA_0423,HZ_BR,Germany,Wriezenerstrasse 38 15324 Letschin,NA,52.650636,14.321503,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,17.24,82.22,75.58,0.0346,0.0785,0.0831,0.0192,0.1239,NA,NA,NA,NA,NA,0.27
AA_0424,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,female,pregnant,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,21.28,85.97,75.35,0.0268,NA,NA,NA,NA,NA,NA,NA,0,4,1.11
AA_0425,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,12.48,73.42,71.5,0.0211,NA,NA,NA,NA,0.0034,0.0028,0.0062,0,0,0.16
AA_0426,HZ_BR,Germany,Wriezenerstrasse 38 15324 Letschin,NA,52.650636,14.321503,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,TRUE,16.91,79.85,76.04,0.0183,0.0648,0.0687,0.0193,0.1778,NA,NA,NA,NA,NA,0.35
AA_0427,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,17.97,82.64,80.03,0.04,0.0774,0.0793,0.0244,0.1106,NA,NA,NA,NA,NA,0.62
AA_0428,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,female,young,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,11,71.29,71.82,0.0168,NA,NA,NA,NA,NA,NA,NA,0,0,1.19
AA_0429,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,young,Mus musculus,2017,16/09/17,17/09/17,Czech,TRUE,11.67,71.45,76.94,0.0245,0.0421,0.0458,4,0.0073,NA,NA,NA,NA,NA,0.81
AA_0430,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,10.31,69.68,68.81,0.0164,0.0378,0.0387,0.0052,0.0059,NA,NA,NA,NA,NA,0.64
AA_0431,HZ_BR,Germany,Kleinbarmim 28 15320 Alt-Barmim,NA,52.682237,14.272369,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,12.98,73.32,70.77,0.0288,0.0528,0.0543,0.0087,0.0223,NA,NA,NA,NA,NA,0.68
AA_0432,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,11.54,73.92,85.25,NA,NA,NA,NA,NA,0.0011,0.0008,0.0019,0,0,0.48
AA_0433,HZ_BR,Germany,Kleinbarmim 28 15320 Alt-Barmim,NA,52.682267,14.272369,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,12.23,79.78,68.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
AA_0434,HZ_BR,Germany,Dorfstrasse 28 Wichmanndorf 17268,NA,53.237406,13.64217,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,TRUE,13.07,73.8,51.59,0.0353,55,0.0562,0.0158,0.0781,NA,NA,NA,NA,NA,0.16
AA_0435,HZ_BR,Germany,Dorfstrasse 28 Wichmanndorf 17268,NA,53.237406,13.64217,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,18.13,79.04,57.54,0.0943,0.0621,0.0641,0.0162,0.1021,NA,NA,NA,NA,NA,0.69
AA_0436,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,16.31,79.01,73.68,0.0678,NA,NA,NA,NA,0.0046,0.0049,NA,0,0,0.64
AA_0437,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,male,young,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,5.5,53.78,64.5,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
AA_0438,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,10.87,67.91,59.4,0.0253,0.0375,0.0399,0.0062,NA,NA,NA,NA,NA,NA,0.32
