BKY,LM0265,2,0,0,0,0,,,
BLW,LM0292,1,0,0,0,0,,,
BMR,LM0283,3,0,0,0,0,,,
BMS,LM0279,5,4,9,7,1,,,
BMX,LM0285,8,14,13,8,13,,,
BNQ,LM0279,0,0,0,0,0,,,
BNT,LM0286,4,0,0,0,0,,,
BNW,LM0293,4,0,0,0,0,,,
BQV,LM0273,4,0,0,0,0,,,
BQY,LM0291,8,2,9,9,2,,,
BRZ,LM0277,2,0,0,0,0,,,
BTV,LM0292,5,0,0,0,0,,,
BTZ,LM0270,4,0,0,0,0,,,
CEK,LM0277,8,0,0,0,0,,,
CER,LM0289,3,0,0,0,0,,,
CFU,LM0293,6,0,0,0,0,,,
CFV,LM0262,2,0,0,0,0,,,
CGI,LM0295,2,0,0,0,0,,,
CGR,LM0283,4,0,0,0,0,,,
CHL,LM0294,0,0,0,0,0,,,
CHM,LM0263,5,29,34,31,33,,,
CHZ,LM0285,3,0,0,0,0,,,
CIM,LM0278,5,0,0,0,0,,,plus 1ml PBS
CIW,LM0288,8,0,0,0,0,,,
CKS,LM0272,2,0,0,0,0,,,
CKT,LM0260,0,0,0,0,0,,,
CLV,LM0285,6,30,23,28,21,,,
CLX,LM0273,3,0,0,0,0,,,
CMQ,LM0285,4,0,0,0,0,,,
COP,LM0288,0,0,0,0,0,,,
COW,LM0295,8,1,1,0,0,,,
CPW,LM0291,7,33,25,20,22,,,
CRV,LM0285,0,0,0,0,0,,,
CRX,LM0284,2,0,0,0,0,,,
CTU,LM0272,4,0,0,0,0,,,
CWZ,LM0286,8,0,0,0,0,,,
DEK,LM0295,0,0,0,0,0,,,
DFL,LM0287,1,0,0,0,0,,,
DFQ,LM0286,2,0,0,0,0,,,
DGQ,LM0286,1,0,0,0,0,,,
DHI,LM0263,2,0,0,0,0,,,
DHV,LM0288,2,0,0,0,0,,,plus 1ml PBS
DHY,LM0278,6,0,0,0,0,,,
DIP,LM0289,0,0,0,0,0,,,
DIS,LM0273,7,0,0,0,0,,,
DKM,LM0265,0,0,0,0,0,,,
DKV,LM0286,3,0,0,0,0,,,
DMR,LM0295,3,0,0,0,0,,,
DMZ,LM0291,5,30,42,52,42,,,
DRT,LM0295,4,0,0,0,0,,,
DTU,LM0278,8,0,0,0,0,,,
DTV,LM0276,7,0,0,0,0,,,
DUY,LM0286,7,0,0,0,0,,,
DVW,LM0280,7,0,7,1,3,,,
EFU,LM0277,7,0,0,0,0,,,
EGK,LM0292,0,0,0,0,0,,,
EHI,LM0292,2,0,0,0,0,,,
EHR,LM0276,5,0,0,0,0,,,plus 1ml PBS
EIS,LM0265,3,0,0,0,0,,,
EIV,LM0269,2,0,0,0,0,,,
EJO,LM0292,6,0,0,0,0,,,
EKV,LM0270,7,4,4,4,1,,,
ELQ,LM0277,0,0,0,0,0,,,
ELU,LM0287,2,0,0,0,0,,,
EMP,LM0291,1,0,0,0,0,,,
EPQ,LM0287,4,0,0,0,0,,,
ESY,LM0276,3,0,0,0,0,,,
EWX,LM0272,1,0,0,0,0,,,
FGH,LM0295,7,6,3,5,3,,,
FGW,LM0265,4,0,0,0,0,,,
FGZ,LM0282,4,0,0,0,0,,,
FHK,LM0262,7,2,0,1,1,,,
FIJ,LM0288,6,0,0,0,0,,,
FJN,LM0283,2,0,0,0,0,,,
FJY,LM0280,2,0,0,0,0,,,
FLN,LM0294,8,1,4,4,6,,,
FLY,LM0287,7,0,3,3,4,,,
FMN,LM0284,1,0,0,0,0,,,
FMV,LM0284,3,0,0,0,0,,,
FNS,LM0289,7,0,0,0,0,,,
FPV,LM0279,8,0,2,0,0,,,
FRU,LM0282,8,0,0,0,0,,,
FXZ,LM0291,4,0,0,0,0,,,
GHL,LM0292,7,0,0,0,0,,,
GHV,LM0260,8,0,0,0,0,,,
GIR,LM0291,0,0,0,0,0,,,
GIT,LM0260,4,0,0,0,0,,,
GLS,LM0282,1,0,0,0,0,,,
GPR,LM0269,5,3,5,3,8,,,
GPT,LM0275,1,0,0,0,0,,,
GQU,LM0270,0,0,0,0,0,,,
GSV,LM0265,7,2,2,3,4,,,
GTV,LM0273,2,0,0,0,0,,,
GVY,LM0278,4,0,0,0,0,,,
GXY,LM0286,0,0,0,0,0,,,
HIY,LM0279,1,0,0,0,0,,,plus 1ml PBS
HJW,LM0269,1,0,0,0,0,,,
HKN,LM0280,4,0,0,0,0,,,
HKS,LM0262,1,0,0,0,0,,,
HKV,LM0287,0,0,0,0,0,,,
HKX,LM0294,6,10,9,14,7,,,
HLP,LM0275,6,0,0,0,0,,,
HLV,LM0291,3,0,0,0,0,,,
HNO,LM0282,6,0,0,0,0,,,
HQZ,LM0262,0,0,0,0,0,,,
HVX,LM0293,7,0,0,0,0,,,
HWY,LM0272,6,0,0,0,0,,,
IJP,LM0275,0,0,0,0,0,,,
IKL,LM0285,5,31,46,43,34,,,
IKT,LM0288,7,0,0,0,0,,,
ILQ,LM0293,0,0,0,0,0,,,
ILR,LM0278,0,0,0,0,0,,,
IMP,LM0280,0,0,0,0,0,,,
IMQ,LM0265,8,0,0,0,1,,,
IOZ,LM0282,5,0,0,0,0,,,
IQW,LM0269,7,0,2,1,2,,,
IRU,LM0289,4,0,0,0,0,,,
ITX,LM0260,3,0,0,0,0,,,
JKZ,LM0260,5,26,24,38,28,,,
JMO,LM0283,0,0,0,0,0,,,
JNY,LM0293,2.00,0,0,0,0,,,
JOZ,LM0288,4,0,0,0,0,,,
JQU,LM0293,8,0,0,0,0,,,
JQZ,LM0272,5,0,0,0,0,,,
JRZ,LM0263,6,40,28,29,32,,,
KLQ,LM0284,7,1,4,6,4,,,
KLT,LM0284,4,0,0,0,0,,,
KMP,LM0278,3,0,0,0,0,,,
KMQ,LM0270,8,0,0,0,0,,,
KOX,LM0284,6,22,24,28,23,,,
KPU,LM0283,1,0,0,0,0,,,
KPZ,LM0273,6,0,0,0,0,,,
KQW,LM0273,8,0,0,0,0,,,
KQZ,LM0289,2,0,0,0,0,,,
KTZ,LM0294,5,31,37,27,32,,,
labels,EH_ID,dpi,,,,,,,
LMS,LM0287,5,18,17,16,29,,,
LMV,LM0278,1,0,0,0,0,,,
LMZ,LM0263,8,4,8,1,7,,,
LNO,LM0263,0,0,0,0,0,,,
LNT,LM0279,7,20,18,18,16,,,
LOR,LM0284,0,0,0,0,0,,,
LOT,LM0269,8,0,0,0,0,,,
LPQ,LM0294,4,0,0,0,0,,,
LPW,LM0288,1,0,0,0,0,,,
LPZ,LM0284,5,22,30,6,16,,,
LQU,LM0280,5,0,1,0,0,,,
LQW,LM0272,3,0,0,0,0,,,
LRS,LM0284,8,0,0,1,0,,,
LVZ,LM0272,7,0,0,0,0,,,
LYZ,LM0283,8,0,0,0,0,,,
MNP,LM0269,3,0,0,0,0,,,
MNW,LM0275,8,0,0,0,0,,,
MOR,LM0292,8,0,0,0,0,,,
MPW,LM0273,5,0,0,0,0,,,
MQS,LM0278,7,0,0,0,0,,,
MRZ,LM0280,8,0,0,0,0,,,
NOQ,LM0294,3,0,0,0,0,,,
NOU,LM0275,5,0,0,0,0,,,
NOY,LM0279,6,28,22,12,20,,,
NPW,LM0263,7,7,7,5,6,,,
NPX,LM0286,5,0,0,0,0,,,plus 1ml PBS
NPY,LM0287,6,8,13,11,23,,,
NRU,LM0270,6,16,4,5,7,,,
NRV,LM0262,3,0,0,0,0,,,
NSX,LM0262,6,12,7,11,11,,,
NTU,LM0260,7,0,0,0,0,,,
NUW,LM0289,6,0,0,0,0,,,
NUY,LM0295,6,44,34,38,45,,,
NXY,LM0280,3,0,0,0,0,,,
OSX,LM0273,1,0,0,0,0,,,
OSY,LM0280,1,0,0,0,0,,,
OSZ,LM0270,1,0,0,0,0,,,
PQT,LM0276,0,0,0,0,0,,,
PQY,LM0265,1,0,0,0,0,,,plus 1ml PBS
PQZ,LM0294,7,30,33,29,25,,,
PRZ,LM0287,8,0,0,0,1,,,
PSV,LM0289,8,0,0,0,0,,,
PVX,LM0291,6,53,49,78,80,,,
PVZ,LM0276,4,0,0,0,0,,,
PXY,LM0291,2,0,0,0,0,,,
QRS,LM0283,5,0,0,0,0,,,
QRT,LM0263,3,0,0,0,0,,,
QSV,LM0279,3,0,0,0,0,,,
QVX,LM0278,2,0,0,0,0,,,plus 1ml PBS
RSU,LM0260,1,0,0,0,0,,,
RSW,LM0294,1,0,0,0,0,,,
RTX,LM0260,2,0,0,0,0,,,
RWX,LM0282,2,0,0,0,0,,,
RWZ,LM0282,0,0,0,0,0,,,
RXZ,LM0276,6,0,0,0,0,,,plus 1ml PBS
STZ,LM0279,2,0,0,0,0,,,plus 1ml PBS
SUZ,LM0269,4,0,0,0,0,,,
SWZ,LM0277,4,0,0,0,0,,,plus 1ml PBS
SXY,LM0292,4,0,0,0,0,,,
SYZ,LM0292,3,0,0,0,0,,,
UWZ,LM0275,3,0,0,0,0,,,
